# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Sun Jul 26 17:08:39 AEST 2020 [seed=1595747318385]
# -threads 8 xml/biphone_binary_SSGS_2020-07-23_ch2.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	tmrca(Arandic)	tmrca(Bandjalangic)	tmrca(CentralNSW)	tmrca(Gumbaynggiric)	tmrca(Kalkatungic)	tmrca(KanyaraMatharta)	tmrca(Karnic)	tmrca(Kartu)	tmrca(Marrngu)	tmrca(Mayi)	tmrca(Ngayarta)	tmrca(NgumpinYapa)	tmrca(PamaMaric)	tmrca(SouthWest)	tmrca(ThuraYura)	tmrca(WakaKabi)	tmrca(Warluwaric)	tmrca(Wati)	tmrca(Yolngu)	age(Arandic)	age(Bandjalangic)	age(CentralNSW)	age(Gumbaynggiric)	age(Kalkatungic)	age(KanyaraMatharta)	age(Karnic)	age(Kartu)	age(Marrngu)	age(Mayi)	age(Ngayarta)	age(NgumpinYapa)	age(PamaMaric)	age(SouthWest)	age(ThuraYura)	age(WakaKabi)	age(Warluwaric)	age(Wati)	age(Yolngu)	birthDeath.meanGrowthRate	birthDeath.relativeDeathRate	birthDeath.sampleProbability	alpha	clock.rate	meanRate	treeLikelihood	branchRates	speciation
100000	-15510.917160896284	-990.1867810126352	-14520.73037988365	7492.181286464947	7492.181286464947	289576.450927887	0.0	291.3807793245301	2922.3808320440776	1902.3838460970783	1638.6265055615104	1777.4008616050992	1843.688234581386	2157.3776929665014	2787.7808197942472	2826.954291165999	2151.539197619276	3522.9468934873075	6956.402883057766	2870.2158447164743	1909.081479133139	2889.941196627662	3424.313157679133	3170.3549719208504	2828.7297274450443	0.0	291.3807793245301	2922.3808320440776	1902.3838460970783	1638.6265055615104	1777.4008616050992	1843.688234581386	2157.3776929665014	2787.7808197942472	2826.954291165999	2151.539197619276	3522.9468934873075	6956.402883057766	2870.2158447164743	1909.081479133139	2889.941196627662	3424.313157679133	3170.3549719208504	2828.7297274450443	7.066075715917054E-4	0.0	0.366	0.5993749301755424	3.1649253507309384E-5	3.1649253507309384E-5	-14520.73037988365	0.0	-972.3505605555825
110000	-15541.660781109995	-994.7341459379303	-14546.926635172065	8152.67274630324	8152.67274630324	297376.16335155023	0.0	318.22864497869415	3262.847792526182	2596.4820939233205	1519.6260330819828	1839.7398617474714	1482.3790162617092	1764.276969642519	2384.0900118965974	2665.3615914761435	2176.3635087118932	3398.287540439191	7438.573500883479	2463.614442677067	1727.6700039335196	2954.951010622903	3624.0297198230824	3139.3897264718303	2528.569620326746	0.0	318.22864497869415	3262.847792526182	2596.4820939233205	1519.6260330819828	1839.7398617474714	1482.3790162617092	1764.276969642519	2384.0900118965974	2665.3615914761435	2176.3635087118932	3398.287540439191	7438.573500883479	2463.614442677067	1727.6700039335196	2954.951010622903	3624.0297198230824	3139.3897264718303	2528.569620326746	6.297261977095418E-4	0.0	0.366	0.5266065391106827	3.042057348870769E-5	3.0420573488707698E-5	-14546.926635172065	0.0	-974.4112973095978
120000	-15546.002711331155	-1002.1407877418698	-14543.861923589286	8225.291019650855	8225.291019650855	319070.7542921046	0.0	347.6947858296813	2802.3543667385784	3230.3575146961352	1215.627632912814	1806.2058983047266	1787.589615087399	2148.2269799979	2863.403715759033	3095.3091341771533	2689.5216665097137	3397.295734257662	7933.308666410964	2928.208624201152	2319.9203321970385	4293.068737319477	3649.0302245648113	3155.1084673780597	3019.155361737767	0.0	347.6947858296813	2802.3543667385784	3230.3575146961352	1215.627632912814	1806.2058983047266	1787.589615087399	2148.2269799979	2863.403715759033	3095.3091341771533	2689.5216665097137	3397.295734257662	7933.308666410964	2928.208624201152	2319.9203321970385	4293.068737319477	3649.0302245648113	3155.1084673780597	3019.155361737767	5.369572994487876E-4	0.0	0.366	0.5626848519784478	3.0954797007576766E-5	3.0954797007576787E-5	-14543.861923589286	0.0	-981.4820756107317
130000	-15546.444404228405	-995.6001570630951	-14550.844247165309	7832.613597205146	7832.613597205146	304824.2300634839	0.0	372.8788352360647	2457.2856064173143	2318.705977479536	2223.7972535285166	2029.3204191456516	2139.275970059657	2164.6912497443914	2178.85501299028	3567.4162549263765	2321.8758385126857	3870.8672013347655	7378.931609207154	2406.8686478750487	2388.6472753610606	2657.629430219767	3817.377682737357	3279.6295497088277	2770.981714944506	0.0	372.8788352360647	2457.2856064173143	2318.705977479536	2223.7972535285166	2029.3204191456516	2139.275970059657	2164.6912497443914	2178.85501299028	3567.4162549263765	2321.8758385126857	3870.8672013347655	7378.931609207154	2406.8686478750487	2388.6472753610606	2657.629430219767	3817.377682737357	3279.6295497088277	2770.981714944506	6.625355084754935E-4	0.0	0.366	0.6573233016171304	2.9835664678250643E-5	2.9835664678250643E-5	-14550.844247165309	0.0	-976.6437310742953
140000	-15538.18117878827	-997.178258038046	-14541.002920750225	7841.122951824628	7841.122951824628	305757.188919925	0.0	459.9565101470504	2582.3875050250754	2132.946676541344	1876.8451172896405	2055.046407677965	1770.4950256338232	1881.6428211455047	3215.3924804454177	3459.099994445155	2239.5771704928825	3826.6483489021734	7029.375744505004	2549.0872393459385	1743.0930874339317	3190.509501800912	3524.3270978313017	3133.276697312802	2943.6128858781517	0.0	459.9565101470504	2582.3875050250754	2132.946676541344	1876.8451172896405	2055.046407677965	1770.4950256338232	1881.6428211455047	3215.3924804454177	3459.099994445155	2239.5771704928825	3826.6483489021734	7029.375744505004	2549.0872393459385	1743.0930874339317	3190.509501800912	3524.3270978313017	3133.276697312802	2943.6128858781517	6.44825168358378E-4	0.0	0.366	0.6047631379164807	2.966831826399821E-5	2.9668318263998212E-5	-14541.002920750225	0.0	-977.9609137436956
150000	-15555.333219869339	-1010.502314369943	-14544.830905499395	8335.874796410002	8335.874796410002	339618.86887065275	0.0	689.4675213257036	2368.1916411654133	2315.5787236864444	2241.872977479137	2282.029117220333	1746.0378732813579	2354.9838880427487	2668.711578127992	3053.180446243311	2523.0546519387876	4109.249001011023	7578.824763700377	2868.255991245168	2449.7387893955015	5096.7162745208	4793.832567082675	3284.807518176492	3100.3428928719336	0.0	689.4675213257036	2368.1916411654133	2315.5787236864444	2241.872977479137	2282.029117220333	1746.0378732813579	2354.9838880427487	2668.711578127992	3053.180446243311	2523.0546519387876	4109.249001011023	7578.824763700377	2868.255991245168	2449.7387893955015	5096.7162745208	4793.832567082675	3284.807518176492	3100.3428928719336	5.029456320863134E-4	0.0	0.366	0.6035130409587077	3.074488811252266E-5	3.074488811252265E-5	-14544.830905499395	0.0	-989.4917348026019
160000	-15531.471445658943	-996.8104824385695	-14534.660963220373	7690.301698247827	7690.301698247827	314904.65286868444	0.0	247.74403309174554	3317.437054917097	2578.2039323104823	1576.975543323345	1814.6100194534024	1765.022553356057	2480.4702886331474	2925.7356190419196	3047.3878465997896	2733.4330572672675	4372.580940969874	6965.465184155417	2359.661563117849	2112.580747273614	3000.073624254798	3953.285545154904	3187.8384062557034	3195.890480174558	0.0	247.74403309174554	3317.437054917097	2578.2039323104823	1576.975543323345	1814.6100194534024	1765.022553356057	2480.4702886331474	2925.7356190419196	3047.3878465997896	2733.4330572672675	4372.580940969874	6965.465184155417	2359.661563117849	2112.580747273614	3000.073624254798	3953.285545154904	3187.8384062557034	3195.890480174558	5.767099463236343E-4	0.0	0.366	0.593176146436915	2.767636003649378E-5	2.7676360036493827E-5	-14534.660963220373	0.0	-978.3663670002699
170000	-15532.272795487532	-1002.6083246438568	-14529.664470843674	7960.798171208991	7960.798171208991	323833.74470042984	0.0	528.6611091551945	3244.7717814700295	3356.028623090468	1456.1258185632942	2275.0380681394226	1703.9666010182807	2300.8109251985334	2637.7211134681575	2758.54359267144	2375.0884678214425	4336.255987649354	7361.492420089171	2301.4514393563277	2249.151704616238	4324.8096183632015	3798.3620499197305	3149.043500858401	3602.2131855894304	0.0	528.6611091551945	3244.7717814700295	3356.028623090468	1456.1258185632942	2275.0380681394226	1703.9666010182807	2300.8109251985334	2637.7211134681575	2758.54359267144	2375.0884678214425	4336.255987649354	7361.492420089171	2301.4514393563277	2249.151704616238	4324.8096183632015	3798.3620499197305	3149.043500858401	3602.2131855894304	5.51682016934245E-4	0.0	0.366	0.6309257926928392	2.9647743698613434E-5	2.964774369861344E-5	-14529.664470843674	0.0	-982.9327059514358
180000	-15532.058449268818	-996.3667508840956	-14535.691698384722	7514.828787659151	7514.828787659151	313193.9578962365	0.0	430.60306175061464	2987.3419075448846	2507.8760233472362	1580.5192434127612	1744.6990792684335	2001.0528174345602	2506.1648583847887	2899.778135130369	2476.8798006699003	2596.360511248521	4265.895877129008	7142.676838766568	2773.2393498671117	2079.630849454476	3300.188230136493	3581.8390001704647	3113.429382616997	3056.8789292127813	0.0	430.60306175061464	2987.3419075448846	2507.8760233472362	1580.5192434127612	1744.6990792684335	2001.0528174345602	2506.1648583847887	2899.778135130369	2476.8798006699003	2596.360511248521	4265.895877129008	7142.676838766568	2773.2393498671117	2079.630849454476	3300.188230136493	3581.8390001704647	3113.429382616997	3056.8789292127813	6.335125047740393E-4	0.0	0.366	0.5808439974381554	2.9735918528251417E-5	2.973591852825142E-5	-14535.691698384722	0.0	-978.2466764694154
190000	-15522.560838950389	-985.4840406411652	-14537.076798309223	6709.481386427611	6709.481386427611	284273.1056892213	0.0	396.20940753870644	4109.898085223856	1634.9735033135512	1287.274770184838	1947.9640040118225	1732.600261181219	2160.5970677879664	1927.0052003506385	2401.254477977687	1892.1075108688751	3785.1739177453937	6514.124891016021	1985.4213221685295	1964.1665883451979	3463.9159170134103	3289.9405222373607	3168.7628431665903	2244.9123567342485	0.0	396.20940753870644	4109.898085223856	1634.9735033135512	1287.274770184838	1947.9640040118225	1732.600261181219	2160.5970677879664	1927.0052003506385	2401.254477977687	1892.1075108688751	3785.1739177453937	6514.124891016021	1985.4213221685295	1964.1665883451979	3463.9159170134103	3289.9405222373607	3168.7628431665903	2244.9123567342485	7.164584266418804E-4	0.0	0.366	0.62931136741197	3.3632356352289595E-5	3.3632356352289615E-5	-14537.076798309223	0.0	-969.5068145237407
200000	-15525.174313669091	-990.4018612964313	-14534.77245237266	7277.919442456605	7277.919442456605	297142.07191927254	0.0	104.1502338998786	2545.7949093032016	1969.4467998164591	1521.9272875387912	1802.7360608174852	2038.4658409349765	1960.9466692750184	2701.5776811412547	2613.276993125698	2356.6436797747742	3714.296292222098	7223.669306964362	2098.271497450067	1857.1390382247546	4462.78660332266	2963.7753793157945	3220.222024643298	2902.825325509282	0.0	104.1502338998786	2545.7949093032016	1969.4467998164591	1521.9272875387912	1802.7360608174852	2038.4658409349765	1960.9466692750184	2701.5776811412547	2613.276993125698	2356.6436797747742	3714.296292222098	7223.669306964362	2098.271497450067	1857.1390382247546	4462.78660332266	2963.7753793157945	3220.222024643298	2902.825325509282	5.86796236860413E-4	0.0	0.366	0.6074149318921669	3.119845464902784E-5	3.1198454649027826E-5	-14534.77245237266	0.0	-973.308323370845
210000	-15531.816960044758	-991.4238783136809	-14540.393081731077	7609.366783969643	7609.366783969643	295268.92429558944	0.0	309.22199962087666	2156.9758795936227	2746.2201656562665	1526.653689755014	1607.565413803617	1768.2339619618115	2099.115966167207	2571.8456331380366	2273.0457165299426	2625.2664217789847	3637.5871863416987	6918.73883967059	2589.2723588384347	1527.9779096051006	3830.6360157309505	3092.4772319476197	3177.6488033135906	2822.8943322361433	0.0	309.22199962087666	2156.9758795936227	2746.2201656562665	1526.653689755014	1607.565413803617	1768.2339619618115	2099.115966167207	2571.8456331380366	2273.0457165299426	2625.2664217789847	3637.5871863416987	6918.73883967059	2589.2723588384347	1527.9779096051006	3830.6360157309505	3092.4772319476197	3177.6488033135906	2822.8943322361433	6.702529817401139E-4	0.0	0.366	0.5617272748450283	3.035875114315859E-5	3.0358751143158584E-5	-14540.393081731077	0.0	-973.297583433369
220000	-15529.70782794331	-990.9164318485823	-14538.791396094728	7847.697472460786	7847.697472460786	293114.5030672285	0.0	148.7562326119812	3509.9483605451937	2863.2962597249452	864.6890846232699	1391.5827325936314	1919.5545437867304	1648.671146356812	2745.3230563839043	2295.3358094022637	2397.94509336099	3308.3178465908595	6890.241479604438	2155.676246312801	2156.0334139756874	4290.936098271806	2820.062361301717	3183.22455948735	3366.3454099969185	0.0	148.7562326119812	3509.9483605451937	2863.2962597249452	864.6890846232699	1391.5827325936314	1919.5545437867304	1648.671146356812	2745.3230563839043	2295.3358094022637	2397.94509336099	3308.3178465908595	6890.241479604438	2155.676246312801	2156.0334139756874	4290.936098271806	2820.062361301717	3183.22455948735	3366.3454099969185	6.368154436681554E-4	0.0	0.366	0.6014728817811973	3.481602919026985E-5	3.481602919026988E-5	-14538.791396094728	0.0	-971.859489199176
230000	-15515.503894648396	-985.412527233039	-14530.091367415358	7356.903044508622	7356.903044508622	283206.4704633984	0.0	499.3626851177465	2837.94830081217	2346.639240596799	1314.5936207543214	1605.5127969190753	1672.2486277134017	1824.6827480679783	2694.349481010434	2260.9286415759498	2672.7856787291857	3709.506569985152	7100.423959330671	1912.4425201462977	2006.53085109731	2173.316011324458	2634.036991197597	3069.3056126317074	2963.5630945440557	0.0	499.3626851177465	2837.94830081217	2346.639240596799	1314.5936207543214	1605.5127969190753	1672.2486277134017	1824.6827480679783	2694.349481010434	2260.9286415759498	2672.7856787291857	3709.506569985152	7100.423959330671	1912.4425201462977	2006.53085109731	2173.316011324458	2634.036991197597	3069.3056126317074	2963.5630945440557	6.479890700185955E-4	0.0	0.366	0.6042214351593512	3.4545940165297694E-5	3.4545940165297694E-5	-14530.091367415358	0.0	-967.3634093801996
240000	-15508.210879141661	-984.4668489083357	-14523.744030233325	7263.962088975547	7263.962088975547	277954.09227164206	0.0	116.19339160708327	2827.156829155838	2041.775654949344	1508.6091144942695	1656.5036447004725	1566.3671489406431	1891.5979755297562	2118.365089620568	2048.0096545539045	2126.2518030693836	3569.1173196973973	7036.210652272219	1964.1667172852597	2026.76583949564	3038.0481353937867	3056.956715194578	3073.3513752725785	3005.973203882363	0.0	116.19339160708327	2827.156829155838	2041.775654949344	1508.6091144942695	1656.5036447004725	1566.3671489406431	1891.5979755297562	2118.365089620568	2048.0096545539045	2126.2518030693836	3569.1173196973973	7036.210652272219	1964.1667172852597	2026.76583949564	3038.0481353937867	3056.956715194578	3073.3513752725785	3005.973203882363	6.14023067704437E-4	0.0	0.366	0.6522613005179968	3.1221723574229584E-5	3.122172357422958E-5	-14523.744030233325	0.0	-966.6321153024687
250000	-15517.429973198608	-978.8483507585302	-14538.581622440079	7112.326418424693	7112.326418424693	264516.8436491196	0.0	293.72067948626335	3007.927971050909	2057.7732722895817	1084.3308062861208	1465.2791040342452	1462.8137282829416	1770.557426987951	2320.6124382170524	1938.0089723717826	1994.1684204389314	3203.846513949795	6489.331920352317	1672.991391422749	1649.1101179803616	3016.0290842355307	3090.877464363213	3116.587053535415	2898.9853585158025	0.0	293.72067948626335	3007.927971050909	2057.7732722895817	1084.3308062861208	1465.2791040342452	1462.8137282829416	1770.557426987951	2320.6124382170524	1938.0089723717826	1994.1684204389314	3203.846513949795	6489.331920352317	1672.991391422749	1649.1101179803616	3016.0290842355307	3090.877464363213	3116.587053535415	2898.9853585158025	6.387433617634834E-4	0.0	0.366	0.5921592619662348	3.535600908577033E-5	3.535600908577038E-5	-14538.581622440079	0.0	-961.8743192778339
260000	-15511.102502622032	-994.3660449278325	-14516.7364576942	7852.622649664174	7852.622649664174	299961.99934318644	0.0	298.3098313080694	2665.0698811514444	2264.8147388008583	1291.8226720079829	1910.0380070213903	1714.4889431323531	2203.4251423522614	3209.335399999077	2365.446585507048	2123.4467420765313	3622.7625585517003	7561.113987950428	1903.2584310343461	1669.4685049063432	4312.3566188219065	3155.0220383974893	3100.5539226397714	3048.685642076915	0.0	298.3098313080694	2665.0698811514444	2264.8147388008583	1291.8226720079829	1910.0380070213903	1714.4889431323531	2203.4251423522614	3209.335399999077	2365.446585507048	2123.4467420765313	3622.7625585517003	7561.113987950428	1903.2584310343461	1669.4685049063432	4312.3566188219065	3155.0220383974893	3100.5539226397714	3048.685642076915	6.004887499671267E-4	0.0	0.366	0.5726296255570881	3.019689243415024E-5	3.0196892434150264E-5	-14516.7364576942	0.0	-974.9780195388428
270000	-15517.574003308415	-989.119264094882	-14528.454739213534	7349.048797922727	7349.048797922727	289946.1163727719	0.0	505.4389981787034	3369.477704349445	2842.6735920801552	1169.6071071448769	1705.6764992277213	1763.9630708696461	1959.2228995886376	2394.816502895252	2230.222928988095	2053.5115938908807	3393.5981689972077	7021.189689307649	2286.245710449744	1675.7954387984787	4153.20868981202	2975.164271198672	3200.1856923026444	2853.798738544888	0.0	505.4389981787034	3369.477704349445	2842.6735920801552	1169.6071071448769	1705.6764992277213	1763.9630708696461	1959.2228995886376	2394.816502895252	2230.222928988095	2053.5115938908807	3393.5981689972077	7021.189689307649	2286.245710449744	1675.7954387984787	4153.20868981202	2975.164271198672	3200.1856923026444	2853.798738544888	6.846996865952135E-4	0.0	0.366	0.5587132094584504	3.2446474177420365E-5	3.244647417742041E-5	-14528.454739213534	0.0	-971.8803352054647
