# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Sun Jul 26 17:08:39 AEST 2020 [seed=1595747318385]
# -threads 8 xml/biphone_binary_SSGS_2020-07-23_ch2.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	tmrca(Arandic)	tmrca(Bandjalangic)	tmrca(CentralNSW)	tmrca(Gumbaynggiric)	tmrca(Kalkatungic)	tmrca(KanyaraMatharta)	tmrca(Karnic)	tmrca(Kartu)	tmrca(Marrngu)	tmrca(Mayi)	tmrca(Ngayarta)	tmrca(NgumpinYapa)	tmrca(PamaMaric)	tmrca(SouthWest)	tmrca(ThuraYura)	tmrca(WakaKabi)	tmrca(Warluwaric)	tmrca(Wati)	tmrca(Yolngu)	age(Arandic)	age(Bandjalangic)	age(CentralNSW)	age(Gumbaynggiric)	age(Kalkatungic)	age(KanyaraMatharta)	age(Karnic)	age(Kartu)	age(Marrngu)	age(Mayi)	age(Ngayarta)	age(NgumpinYapa)	age(PamaMaric)	age(SouthWest)	age(ThuraYura)	age(WakaKabi)	age(Warluwaric)	age(Wati)	age(Yolngu)	birthDeath.meanGrowthRate	birthDeath.relativeDeathRate	birthDeath.sampleProbability	alpha	clock.rate	meanRate	treeLikelihood	branchRates	speciation
0	-23286.909391800218	-901.7595448634258	-22385.14984693679	3684.4517162065486	3684.4517162065486	17649.225298345038	0.0	71.96659640988103	125.59771142706617	48.566309741286815	14.600352485315545	42.875782172479305	110.89931960227335	200.5872375132302	118.03730682998447	214.1997609008862	188.80141438182335	148.37323137099182	208.87234927551083	19.128327419572127	172.116100792854	167.7179722354084	246.56885144702585	3500.0	172.00429807164264	0.0	71.96659640988103	125.59771142706617	48.566309741286815	14.600352485315545	42.875782172479305	110.89931960227335	200.5872375132302	118.03730682998447	214.1997609008862	188.80141438182335	148.37323137099182	208.87234927551083	19.128327419572127	172.116100792854	167.7179722354084	246.56885144702585	3500.0	172.00429807164264	0.001	0.0	0.366	0.5	0.001	9.999999999999998E-4	-22385.14984693679	0.0	-882.8323326601441
10000	-15805.489111631188	-823.6582147341289	-14981.83089689706	4636.9125689617185	4636.9125689617185	55746.61825960824	0.0	49.13845733074129	428.27084451820696	300.1793553516586	201.93594474283844	233.4653828940684	304.78595799412597	252.8485667600004	379.1692298287617	538.2765160166349	382.49973460334996	561.6441145378064	900.0394199725256	240.48055406293048	292.07944014378717	713.7909394942031	610.3668390847696	4226.34481130838	402.42195993388754	0.0	49.13845733074129	428.27084451820696	300.1793553516586	201.93594474283844	233.4653828940684	304.78595799412597	252.8485667600004	379.1692298287617	538.2765160166349	382.49973460334996	561.6441145378064	900.0394199725256	240.48055406293048	292.07944014378717	713.7909394942031	610.3668390847696	4226.34481130838	402.42195993388754	0.003359461258446877	0.0	0.366	0.5144528485374981	2.0379045911940495E-4	2.037904591194049E-4	-14981.83089689706	0.0	-806.4899311315737
20000	-15587.63824435914	-924.6275509375979	-14663.010693421542	4407.619068822647	4407.619068822647	158347.2206938382	0.0	181.57870667812887	1786.0459620669826	820.5991400970445	613.8057956801744	974.9913776997864	913.3883299826329	895.4096075898291	1318.5922440292939	1811.0602550374847	1189.7025382386607	1659.500162728859	3785.8125354287267	883.8245330521898	1027.9715697542072	2145.3939250133526	1700.0952729147712	3454.9625665568087	1385.2160026705883	0.0	181.57870667812887	1786.0459620669826	820.5991400970445	613.8057956801744	974.9913776997864	913.3883299826329	895.4096075898291	1318.5922440292939	1811.0602550374847	1189.7025382386607	1659.500162728859	3785.8125354287267	883.8245330521898	1027.9715697542072	2145.3939250133526	1700.0952729147712	3454.9625665568087	1385.2160026705883	0.0012305787808763074	0.0	0.366	0.5382485320914717	5.7190605120904915E-5	5.7190605120904834E-5	-14663.010693421542	0.0	-908.022890359787
30000	-15541.140688434352	-980.7188722124638	-14560.42181622189	6964.755078505261	6964.755078505261	269047.19790015335	0.0	285.3485625676927	3545.737428151258	2381.3159851514465	1319.2404688409763	1674.7146483002646	1545.446918118792	1722.4943826961014	2078.8191841274615	3190.7492635639946	2190.0340185629525	2962.558245515883	6281.657962694912	1680.155775661985	1840.1104832686797	3934.4655574112894	2867.217177253185	3051.3912980158943	2205.8253912057794	0.0	285.3485625676927	3545.737428151258	2381.3159851514465	1319.2404688409763	1674.7146483002646	1545.446918118792	1722.4943826961014	2078.8191841274615	3190.7492635639946	2190.0340185629525	2962.558245515883	6281.657962694912	1680.155775661985	1840.1104832686797	3934.4655574112894	2867.217177253185	3051.3912980158943	2205.8253912057794	6.768827075042102E-4	0.0	0.366	0.5552855891692217	3.481874312756885E-5	3.481874312756885E-5	-14560.42181622189	0.0	-963.5264930344567
40000	-15532.470231834272	-979.2140231600401	-14553.256208674231	7017.929028524159	7017.929028524159	266253.18794215564	0.0	248.08971570742676	2844.3615620456594	2867.193935770492	1304.3269474773915	1779.50453242257	1452.8214123477883	1942.437704081	2851.2776772551624	3319.505533563165	1817.927381242237	3110.8982752199586	6545.575127640971	1823.1484037772268	1478.0858409015966	3119.942077950749	2731.221875688152	3032.4249636974964	2328.3522526762918	0.0	248.08971570742676	2844.3615620456594	2867.193935770492	1304.3269474773915	1779.50453242257	1452.8214123477883	1942.437704081	2851.2776772551624	3319.505533563165	1817.927381242237	3110.8982752199586	6545.575127640971	1823.1484037772268	1478.0858409015966	3119.942077950749	2731.221875688152	3032.4249636974964	2328.3522526762918	7.551427282686171E-4	0.0	0.366	0.5993128643860559	3.579613036869744E-5	3.579613036869746E-5	-14553.256208674231	0.0	-961.406107392127
50000	-15553.937692062087	-985.3968478016529	-14568.540844260435	7164.586437991365	7164.586437991365	284260.1385757163	0.0	322.13966001252743	2149.900184734977	2522.5321841732516	1220.938678862209	1779.6610905532275	1737.2822306815506	1906.7344626742322	2444.414842907127	3230.9015893577107	2153.9573694997403	3391.854424500184	7155.340077038359	2109.848926744065	1703.472337771878	3941.4608363060183	3106.577123581115	3183.7296011908466	2359.42034401761	0.0	322.13966001252743	2149.900184734977	2522.5321841732516	1220.938678862209	1779.6610905532275	1737.2822306815506	1906.7344626742322	2444.414842907127	3230.9015893577107	2153.9573694997403	3391.854424500184	7155.340077038359	2109.848926744065	1703.472337771878	3941.4608363060183	3106.577123581115	3183.7296011908466	2359.42034401761	6.320116609693211E-4	0.0	0.366	0.6055400421080075	3.326389270799967E-5	3.326389270799971E-5	-14568.540844260435	0.0	-968.531713747927
60000	-15522.935706118124	-984.8999079339713	-14538.035798184152	7410.6586277198	7410.6586277198	277244.2219159952	0.0	245.22947704833734	2746.2478865139406	1997.5089329082614	1271.2488986036458	1606.9142753899694	1611.4255185210304	1803.4221081864234	3312.0654310015802	2850.0637226116487	2368.6409252119165	3403.706507544045	6888.968077720314	2240.3806723547896	1607.2157426742594	3045.430143383215	2886.660251697431	3138.662847128631	2769.5840825848827	0.0	245.22947704833734	2746.2478865139406	1997.5089329082614	1271.2488986036458	1606.9142753899694	1611.4255185210304	1803.4221081864234	3312.0654310015802	2850.0637226116487	2368.6409252119165	3403.706507544045	6888.968077720314	2240.3806723547896	1607.2157426742594	3045.430143383215	2886.660251697431	3138.662847128631	2769.5840825848827	6.204389793507705E-4	0.0	0.366	0.648948968436195	3.518442391593793E-5	3.5184423915937876E-5	-14538.035798184152	0.0	-967.1009892467072
70000	-15530.441639280203	-983.302725829386	-14547.138913450817	7181.876156087999	7181.876156087999	271245.1141247961	0.0	208.12389331437927	3972.5214943306355	1733.5667611988351	1086.664660796476	1230.4665344476707	1427.416800950255	1402.0969206576078	2889.502322652257	2655.4128565979354	2090.9291638881764	3159.7738785100255	7077.05586186157	2140.2749661911294	1563.5659935394553	2493.767060461018	2896.8757297412785	3093.993175389659	2856.566245056256	0.0	208.12389331437927	3972.5214943306355	1733.5667611988351	1086.664660796476	1230.4665344476707	1427.416800950255	1402.0969206576078	2889.502322652257	2655.4128565979354	2090.9291638881764	3159.7738785100255	7077.05586186157	2140.2749661911294	1563.5659935394553	2493.767060461018	2896.8757297412785	3093.993175389659	2856.566245056256	6.872465451798107E-4	0.0	0.366	0.5799601595200973	3.733095125520456E-5	3.733095125520459E-5	-14547.138913450817	0.0	-966.0236248715261
80000	-15502.391703373147	-983.3222146804554	-14519.069488692692	6995.542800105013	6995.542800105013	274902.68077758123	0.0	211.9883720604596	2919.853771761028	2547.837154514824	1526.7120628475393	1779.3224376749095	1471.5889816462072	1586.5151595307066	2638.2551823450435	2717.468938986493	1925.6768027877092	3047.002936854386	6904.175291356637	1890.280357370213	1638.8837278315477	2629.8501515310822	3111.2264104820583	3139.472616203673	2833.916588109448	0.0	211.9883720604596	2919.853771761028	2547.837154514824	1526.7120628475393	1779.3224376749095	1471.5889816462072	1586.5151595307066	2638.2551823450435	2717.468938986493	1925.6768027877092	3047.002936854386	6904.175291356637	1890.280357370213	1638.8837278315477	2629.8501515310822	3111.2264104820583	3139.472616203673	2833.916588109448	6.344842550387118E-4	0.0	0.366	0.6026636093010665	3.639569582133046E-5	3.639569582133046E-5	-14519.069488692692	0.0	-966.7194252296218
90000	-15514.696504094376	-980.7344511000418	-14533.962052994335	6756.22472798115	6756.22472798115	268612.457641096	0.0	391.2891085038031	2816.149157560683	2388.1378067541714	985.9550587507188	1600.4485901651008	1435.2228144004455	1740.05828337499	2738.0778950428717	2125.2242149223393	2008.8842396509858	3131.246019427408	6645.092164134027	1766.834851373523	1948.0023262641569	2582.4564195479807	2623.0402058623495	3038.955335940928	2446.4815873281436	0.0	391.2891085038031	2816.149157560683	2388.1378067541714	985.9550587507188	1600.4485901651008	1435.2228144004455	1740.05828337499	2738.0778950428717	2125.2242149223393	2008.8842396509858	3131.246019427408	6645.092164134027	1766.834851373523	1948.0023262641569	2582.4564195479807	2623.0402058623495	3038.955335940928	2446.4815873281436	7.414866852043098E-4	0.0	0.366	0.6161662019540973	3.6245269204638625E-5	3.624526920463868E-5	-14533.962052994335	0.0	-963.5964027638395
