PathParameter	MeanPathLikelihood	MLContribution
0.0000	-61908	-0.12248
2.1715e-06	-50898	-0.98143
2.1888e-05	-48658	-2.8913
8.4561e-05	-43608	-5.7482
0.00022061	-40892	-9.3830
0.00046416	-36162	-10.963
0.00085232	-20325	-11.527
0.0014248	-19945	-15.874
0.0022237	-19799	-21.026
0.0032929	-19531	-26.899
0.0046784	-19296	-33.601
0.0064280	-19114	-41.159
0.0085909	-18946	-49.487
0.011218	-18730	-58.602
0.014361	-18556	-68.661
0.018075	-18425	-79.426
0.022413	-18191	-90.795
0.027432	-17987	-102.91
0.033190	-17760	-115.85
0.039745	-17589	-130.02
0.047156	-17499	-144.83
0.055484	-17283	-160.08
0.064790	-17118	-176.38
0.075138	-16972	-193.43
0.086591	-16808	-211.39
0.099213	-16688	-230.45
0.11307	-16574	-250.48
0.12823	-16475	-271.64
0.14475	-16399	-293.91
0.16271	-16327	-317.22
0.18218	-16264	-341.60
0.20322	-16206	-366.95
0.22591	-16144	-393.40
0.25031	-16099	-421.20
0.27650	-16066	-450.29
0.30455	-16040	-480.32
0.33454	-15999	-511.49
0.36653	-15978	-544.09
0.40060	-15957	-577.81
0.43683	-15937	-612.62
0.47530	-15915	-648.68
0.51608	-15902	-686.15
0.55924	-15891	-724.83
0.60487	-15879	-764.57
0.65304	-15863	-805.65
0.70384	-15857	-848.15
0.75734	-15849	-891.87
0.81363	-15842	-936.88
0.87278	-15836	-982.98
0.93488	-15824	-1030.5
1.0000	-15824	

log marginal likelihood (using path sampling) from pathLikelihood.delta = -16145.769709029619

Inner area for path parameter in (2.1715e-06,0.93488) = -16146
PathParameter	MaxPathLikelihood	MLContribution
0.0000	-38054	-0.13219
2.1715e-06	-38133	-0.96051
2.1888e-05	-38223	-2.8655
8.4561e-05	-38183	-5.6883
0.00022061	-37988	-9.6930
0.00046416	-19701	-9.7815
0.00085232	-19171	-11.533
0.0014248	-18827	-15.815
0.0022237	-18869	-21.050
0.0032929	-18843	-26.891
0.0046784	-18779	-33.608
0.0064280	-18580	-41.128
0.0085909	-18411	-49.549
0.011218	-18311	-58.584
0.014361	-18186	-68.667
0.018075	-17894	-79.519
0.022413	-17728	-90.910
0.027432	-17613	-103.10
0.033190	-17456	-116.00
0.039745	-17286	-129.87
0.047156	-17111	-144.98
0.055484	-17055	-160.22
0.064790	-16722	-175.97
0.075138	-16753	-193.69
0.086591	-16550	-211.44
0.099213	-16507	-230.42
0.11307	-16369	-250.48
0.12823	-16325	-271.48
0.14475	-16238	-293.75
0.16271	-16208	-317.19
0.18218	-16165	-341.77
0.20322	-16066	-366.87
0.22591	-16061	-393.53
0.25031	-16022	-421.16
0.27650	-16004	-450.27
0.30455	-15958	-480.43
0.33454	-15922	-511.44
0.36653	-15916	-543.99
0.40060	-15901	-577.63
0.43683	-15884	-612.69
0.47530	-15883	-648.72
0.51608	-15868	-686.15
0.55924	-15856	-724.86
0.60487	-15842	-764.64
0.65304	-15836	-805.54
0.70384	-15835	-848.17
0.75734	-15820	-891.77
0.81363	-15813	-936.70
0.87278	-15811	-983.10
0.93488	-15804	-1030.4
1.0000	-15805	

log marginal likelihood (using stepping stone sampling) from pathLikelihood.delta = -16144.75116940817
