# BEAST v1.10.5 Prerelease #23570d1
# Generated Tue Oct 27 11:45:38 AEST 2020 [seed=1603763128707]
# keywords: discretized_branch_rates
state	joint	prior	likelihood	WPN_cognates_2020-10-12.treeModel.rootHeight	WPN_phonotactics_2020-10-12.treeModel.rootHeight	WPN_cognates_2020-10-12.treeLength	WPN_phonotactics_2020-10-12.treeLength	tmrca(WPN_cognates_2020-10-12.KanyaraMantharta)	tmrca(WPN_cognates_2020-10-12.Kartu)	tmrca(WPN_cognates_2020-10-12.Marrngu)	tmrca(WPN_cognates_2020-10-12.Ngayarta)	tmrca(WPN_cognates_2020-10-12.NgumpinYapa)	tmrca(WPN_cognates_2020-10-12.SouthWest)	tmrca(WPN_cognates_2020-10-12.ThuraYura)	tmrca(WPN_cognates_2020-10-12.Wati)	tmrca(WPN_phonotactics_2020-10-12.KanyaraMantharta)	tmrca(WPN_phonotactics_2020-10-12.Kartu)	tmrca(WPN_phonotactics_2020-10-12.Marrngu)	tmrca(WPN_phonotactics_2020-10-12.Ngayarta)	tmrca(WPN_phonotactics_2020-10-12.NgumpinYapa)	tmrca(WPN_phonotactics_2020-10-12.SouthWest)	tmrca(WPN_phonotactics_2020-10-12.ThuraYura)	tmrca(WPN_phonotactics_2020-10-12.Wati)	birthDeath.meanGrowthRate	birthDeath.relativeDeathRate	birthDeath.sampleProbability	bcov.alpha	bcov.s	frequencies1	frequencies2	hfrequencies1	hfrequencies2	bcov.alpha.2	bcov.s.2	frequencies.21	frequencies.22	hfrequencies.21	hfrequencies.22	alpha	WPN_cognates_2020-10-12.ucld.mean	WPN_cognates_2020-10-12.ucld.stdev	biphone_binary_2020-10-12.ucld.mean	biphone_binary_2020-10-12.ucld.stdev	WPN_cognates_2020-10-12.meanRate	WPN_cognates_2020-10-12.coefficientOfVariation	WPN_cognates_2020-10-12.covariance	biphone_binary_2020-10-12.meanRate	biphone_binary_2020-10-12.coefficientOfVariation	biphone_binary_2020-10-12.covariance	WPN_cognates_2020-10-12.treeLikelihood	biphone_binary_2020-10-12.treeLikelihood	WPN_cognates_2020-10-12.branchRates	biphone_binary_2020-10-12.branchRates	WPN_cognates_2020-10-12.speciation	WPN_phonotactics_2020-10-12.speciation
200000	-22251.643349073132	-1415.0519203170165	-20836.591428756117	5462.791080140555	6827.2004372507945	86730.52753258237	106650.61627915148	2152.9026846826914	1724.0297375518403	3502.18143742425	3319.171529862437	3524.6153591218226	2514.1099421668205	1059.8108892169712	2628.6414287304415	3242.366882230009	3831.2394262949797	2429.635215837305	3830.28426876785	2192.582518165624	2055.594396874248	3491.471825348108	3072.099855227822	6.714698215283569E-4	0.0	0.537	0.26261790892190173	0.21613041334318858	0.9027309578224809	0.09726904217751974	0.5	0.5	0.0032436640692269265	0.14404401675376063	0.6517613385773936	0.34823866142260657	0.5	0.5	0.3282591938632902	7.535659019107452E-5	8.33379253009762E-5	1.3597947362142658E-4	4.109084953347733E-4	6.735446200983061E-5	0.9956607515941658	0.012429254368500361	4.801031594814038E-5	1.3089548248317973	0.06810458073916263	-11086.673730701987	-4689.875901622684	-383.0738674778016	-383.0738674778016	-369.57157406679414	-377.56149171273034
210000	-22165.546824780664	-1420.478971867826	-20745.067852912838	5061.5741772773745	6935.0818451768555	79726.38381135443	111912.78303145157	1791.6773815190993	1544.6050905490843	2628.2646143988936	3036.4571476447154	3626.864257611189	2250.8035814658874	1248.9793359492287	2797.4892832102078	3609.1143502556906	4094.9262330164343	2161.6186735848933	3426.8527797025467	2368.430136068647	1683.6158043753542	3587.2970849981807	3053.520407269718	6.399059849269595E-4	0.0	0.537	0.3022590469496159	0.15634167322310405	0.902483002095268	0.09751699790473259	0.5	0.5	0.0016025058732921664	0.11250815787385234	0.6759491294954891	0.324050870504511	0.5	0.5	0.3188120498710249	8.825380401159337E-5	1.1795769189656727E-4	1.9019317443945736E-4	8.265682538930032E-4	7.386371681134565E-5	1.1421560208354633	-0.021754760498412778	5.254746038596215E-5	1.612837587337847	0.10555659195777702	-11079.819115241646	-4683.398955197693	-383.0738674778016	-383.0738674778016	-366.05193715628457	-379.9907175404554
220000	-22161.968630852847	-1429.3037853775365	-20732.664845475312	6231.542931400303	6909.914384651112	98219.52158110787	118411.86186650142	2123.5316238595974	1997.7076288864614	1920.1744633074145	3410.283739821788	4281.761700271521	2125.467476479045	1247.97265246109	3806.4401408545327	3861.39748526394	4509.074664833218	3072.9569089009588	3642.0303537570785	2799.155897021868	2321.152322427893	3249.149300323227	3020.124104040337	4.856761361331848E-4	0.0	0.537	0.3192242061727371	0.17880785747407463	0.8950351151184626	0.10496488488153809	0.5	0.5	0.0014425443173237728	0.07951012955126124	0.6726161211103002	0.32738387888969994	0.5	0.5	0.31853463926695785	7.798855008039733E-5	1.1298146085398774E-4	2.0202082596948776E-4	7.236306181895402E-4	6.008816462865741E-5	1.217510592360096	-0.0024297748742687056	6.78893573007898E-5	1.4793055308851337	0.08810379209282955	-11076.76153965985	-4683.6251947915625	-383.0738674778016	-383.0738674778016	-376.1605950040423	-380.84624303414245
230000	-22134.171501949288	-1427.659193512286	-20706.512308437003	6200.833182345698	6915.386983666306	98720.93554418255	115948.04987798206	2584.506749970911	2207.69381176118	1850.4749913773824	3687.252373149642	4799.33698474885	2336.9880770840987	2559.812945799614	3631.6495363675544	3625.8283407368867	4439.8487502842745	2658.5901630330827	3746.9982904484455	2747.8916816352557	2027.5942276164226	3363.0681298030277	3035.606233015554	6.000232830708505E-4	0.0	0.537	0.2621976193847331	0.17780129507982345	0.9036316958556524	0.09636830414434833	0.5	0.5	5.816478909726366E-4	0.138628506272993	0.6706099670958438	0.32939003290415647	0.5	0.5	0.3085485429897463	7.366475596481508E-5	1.0501538623769437E-4	1.4888754311047695E-4	6.406030007095038E-4	6.254207853597904E-5	1.1607275630386789	0.03985628627525345	4.4698570603374424E-5	1.7162136041256888	0.14984453394259054	-11081.771383486808	-4678.937253266149	-383.0738674778016	-383.0738674778016	-374.59962409265296	-380.67948291913524
240000	-22164.920281159524	-1425.0672757867007	-20739.853005372825	5670.409592695578	6792.636269891388	92269.73465525557	111284.75666937989	2521.408201448743	2063.758395936279	1567.2714619882595	3239.466575451333	4088.4731543836056	2101.6379679155166	2177.516607842248	3613.598009930383	3725.5585793347545	3760.936038206984	2818.3224548012336	3587.7681511110745	2233.539763875961	1414.9791562926753	3663.6136007442915	3033.1892097203336	5.9708465723553E-4	0.0	0.537	0.3173154946143581	0.15756318491518653	0.8985268272837857	0.10147317271621505	0.5	0.5	0.00886194542470664	0.13188139123737797	0.6611125801577868	0.33888741984221354	0.5	0.5	0.3243147119076866	7.66700752815132E-5	1.0128435597976269E-4	1.3122500430360126E-4	4.154816998104461E-4	6.310943979507652E-5	1.2023157198271224	0.03341771711550103	4.823364508461483E-5	1.303884673069997	0.2035643265915017	-11087.374332533382	-4681.325825142201	-383.0738674778016	-383.0738674778016	-371.49440873825205	-378.83099101162827
250000	-22161.729818668067	-1431.3377037784987	-20730.392114889568	6998.848299925128	6633.351245002016	107869.09995197025	111126.34693744697	3527.482577596417	2298.543987412415	1747.113042198521	3492.6826547142946	4835.907245577886	2076.88809859365	1814.45912069638	3538.663019086857	3522.0881502587504	4096.666395548488	2206.797256251093	3683.6285533617593	2305.641778235787	1817.3985952327394	3407.76232374513	3014.256597596543	5.088765306593108E-4	0.0	0.537	0.3268677584234326	0.15205946712783636	0.900264792579518	0.09973520742048274	0.5	0.5	0.0017357320131299464	0.13055466977421934	0.6956309235482697	0.3043690764517306	0.5	0.5	0.363266953731722	7.304641234604573E-5	8.644155846266977E-5	1.2537558323804716E-4	4.455022406372396E-4	5.486958619302087E-5	1.1797090866026012	-0.00798661178201183	4.1167527489899085E-5	1.3402497861488205	0.1650291127461754	-11080.200241047836	-4673.976844498765	-383.0738674778016	-383.0738674778016	-378.9028524288476	-378.1515502560612
260000	-22142.762896213902	-1421.8342881568574	-20720.928608057045	5172.467012203379	6926.2452623289355	89340.50308436198	110916.57597762064	2720.7001238749267	3202.471056625632	1764.6732041331736	3033.1464292331725	3668.116066756305	1576.0938110928482	1489.605963897648	2704.394550962651	3557.056731427804	4105.894687340534	2268.0921865954465	3640.53038163149	2537.441225303831	1847.1296739840402	3465.1747176188032	3048.1403547564087	6.134810378554853E-4	0.0	0.537	0.35565831620131083	0.20339969772255653	0.9045700567247411	0.09542994327525949	0.5	0.5	0.0025037039575776998	0.12254685478885753	0.681723060878332	0.31827693912166843	0.5	0.5	0.3560539853301591	8.737669760600364E-5	9.101039196111696E-5	8.715031086002218E-5	2.0438829857577446E-4	6.584367271963193E-5	1.0805392652494543	0.15558303349995145	4.245687686749086E-5	1.0603506861958358	0.09484904019267709	-11080.785383388527	-4683.897780327534	-383.0738674778016	-383.0738674778016	-370.43916303942297	-378.9401163142799
270000	-22149.59870188301	-1419.3751955801902	-20730.22350630282	5767.253330802945	6954.09617037568	84183.67702886397	108163.52452519385	2269.983930393845	3186.5691216809246	1327.2771947481615	2864.197179827056	2976.212600205535	1318.6475040465366	1305.40418592119	2841.548985012104	2753.0665495484973	4310.429422665243	2619.0911034606097	3762.935494860329	2377.520703071347	1718.727193795226	3384.2119667589463	3097.082187870999	6.417859393558706E-4	0.0	0.537	0.3628966592380978	0.17666914241110387	0.8995219227826851	0.10047807721731561	0.5	0.5	0.0030785025172953167	0.11862548420640133	0.681196963759614	0.3188030362403865	0.5	0.5	0.3653591933537505	8.645052962116936E-5	8.415892607676237E-5	8.621484477464883E-5	1.5722588843716115E-4	6.575040389336846E-5	1.010155187805993	0.07114306655784756	5.040429316155752E-5	1.1509005636434464	0.037454649686461436	-11090.933736587438	-4670.425743204788	-383.0738674778016	-383.0738674778016	-368.12315291913177	-377.85832087447415
280000	-22152.469405825876	-1418.4507635784908	-20734.018642247385	5175.039040903449	6936.532047834724	79076.68086429226	111351.22508523798	2039.7157992634068	2746.978360942542	2070.6423375251607	2745.861143871687	2861.472616954463	960.4232311033671	1531.6340428052526	2507.104090442163	2740.4453933184186	4429.943260227287	2834.7851115081103	3743.511914138214	2784.00977504804	1931.2805846812123	3364.3992708712044	3022.363661116739	6.362881629866709E-4	0.0	0.537	0.34575169917630577	0.17869841528278663	0.9029290275311234	0.09707097246887729	0.5	0.5	0.00266689181872696	0.1115225826053765	0.6825754270783988	0.3174245729216016	0.5	0.5	0.3283899758584555	8.275230070452797E-5	8.089016306337616E-5	8.08543780728462E-5	1.168988648181403E-4	6.846117968861454E-5	0.9273384319215076	0.19402660346626419	5.2301405772509424E-5	1.1447333684384506	0.0731404746367256	-11081.50736499114	-4690.467033725881	-383.0738674778016	-383.0738674778016	-365.5508640952025	-379.2054391901792
290000	-22174.586466041575	-1418.3792274363386	-20756.20723860524	4368.062264546836	6955.429531531043	75373.89474746368	114243.95192815045	2211.3699666884586	2544.7289844841252	2058.4916652695147	2549.2024233298234	2315.4529290103965	1528.670854986319	1705.823462101029	2543.088681102632	2798.578795546572	4285.171120769538	1985.6946446676934	3417.3919185634986	2208.999094920513	2452.187273033197	3515.842395570001	3061.0190113127774	5.61093445233594E-4	0.0	0.537	0.30028738109805614	0.17973024331009235	0.9002967771879969	0.09970322281200372	0.5	0.5	8.007829445122423E-4	0.14652851061489175	0.6769634356713358	0.32303656432866484	0.5	0.5	0.3829671362627952	9.397687487783364E-5	1.0038223407955598E-4	5.837728116483674E-5	8.921044395324673E-5	8.069069253201795E-5	0.9804244402718947	0.18741493468527254	3.782113420933285E-5	1.0735498060430908	0.037494019793154296	-11104.884639374017	-4688.710156566917	-383.0738674778016	-383.0738674778016	-365.34629817518754	-379.39914441909644
300000	-22153.840571277742	-1425.896332805241	-20727.9442384725	5954.991662474129	6888.241013403119	90166.9379557337	113048.85221135247	2400.980813030957	3277.2425815149854	1874.5679669306242	3039.304276618632	2784.45844326406	2011.0987337270699	1748.6681078886334	3012.8098087438366	3438.7996372813423	4262.09467969384	2495.3316606553076	3659.986978135194	2340.783475665374	1840.6314627446316	3339.3681928648066	3043.708074985804	6.165492167707339E-4	0.0	0.537	0.36626742546273333	0.13975476947027216	0.8956665782532494	0.1043334217467514	0.5	0.5	0.006834981966371899	0.11409516912701204	0.6729759878554157	0.32702401214458515	0.5	0.5	0.328648501783856	7.608807631988923E-5	9.097290150721257E-5	7.565817837051348E-5	1.6675966113830536E-4	6.490051669419316E-5	1.1683371859042646	0.17579110301391335	4.450868790167996E-5	1.311428658585601	0.0537741206715757	-11091.668671089912	-4675.918827838241	-383.0738674778016	-383.0738674778016	-370.02555801817465	-379.62718479660873
310000	-22159.109042138003	-1420.5911794653584	-20738.517862672645	4435.420749893725	6994.243361427089	82259.04936284384	116710.69524806639	2038.060891007297	2988.724802383965	2236.6385346139677	3387.3676515686384	2383.1689425181703	1405.8901491355055	1420.7735484883458	3199.4896867265684	3385.791904515532	4346.544620453827	2338.120213042971	3431.0929596502947	2755.5379996695337	3122.134155550095	3530.798500509202	3071.4636434918075	6.053599479665001E-4	0.0	0.537	0.44044988142004754	0.18456390168618644	0.9040864534768952	0.0959135465231056	0.5	0.5	0.0016602981915489745	0.13063500212672452	0.6873601802098597	0.3126398197901412	0.5	0.5	0.3604600802530861	7.89249653425773E-5	8.321639395743441E-5	6.879363966395871E-5	1.367878604101468E-4	7.102902266569843E-5	1.0125405409343862	0.2589068386907316	4.292134413785733E-5	1.1804286030570383	0.020811067502396783	-11090.035985520064	-4683.474042720947	-383.0738674778016	-383.0738674778016	-366.6259440660464	-381.1841369822251
320000	-22165.90764851242	-1424.5316918805197	-20741.375956631902	6448.050618616854	6875.084126666025	88900.47663234829	108457.49464098956	2494.9219609359056	2653.91528195247	2170.9450976957523	3324.1295718734145	2318.318542688677	2750.6908300717537	1536.712254254119	3037.2410038522016	2983.553378638817	3767.844726689968	2497.0133685848664	3021.11191196817	2661.725348403016	2248.5234156963593	3324.703089455528	3043.7995474362683	5.223218531160568E-4	0.0	0.537	0.40183520808607875	0.1539912238475021	0.9006333250830325	0.09936667491696828	0.5	0.5	0.010438188586351283	0.15674458601468927	0.6780165170468494	0.32198348295315143	0.5	0.5	0.28577617605709627	8.373604277112104E-5	1.0240797904477392E-4	6.711114102143855E-5	8.549414393070094E-5	6.550118003907419E-5	1.1661900424618064	0.2430980589234846	4.792021698554883E-5	0.939503206842118	0.07657532591570505	-11078.196088287637	-4690.695143662729	-383.0738674778016	-383.0738674778016	-371.26062853326226	-377.31616523613894
330000	-22159.80253788128	-1427.9259056770152	-20731.87663220427	5427.40025339641	6890.553313696093	95860.20611667285	110591.15149434049	2691.7898688713735	3330.103161023208	2327.5328401465504	2886.9890845535265	2532.550630780239	2059.657389716356	1399.141941836098	4235.419721490427	2895.5341528714907	3967.881875269844	2585.9277288708445	3669.8840121784006	2700.517456526503	1806.1013831862492	3322.3631097377443	3035.543201249451	6.534965484058205E-4	0.0	0.537	0.33509369558349295	0.18252623634106505	0.8950431417960123	0.1049568582039884	0.5	0.5	0.0010319932954362598	0.18906691121684	0.671660181363686	0.328339818636315	0.5	0.5	0.4083530702181689	8.35864423024998E-5	1.2749995610987302E-4	5.4923021753767545E-5	8.351751229339409E-5	5.7031193947015494E-5	1.3108470580238587	-0.0069020591427778645	3.6685066607426204E-5	1.0616567387462084	0.24285950973640663	-11079.32425827661	-4686.200139700177	-383.0738674778016	-383.0738674778016	-372.655198654247	-379.2653569720434
340000	-22137.60041279137	-1427.6686307355917	-20709.931782055777	5552.395727035921	6902.29821404195	91387.02878143318	111092.43300479921	2193.2693221862933	3637.8561944994804	2347.544808548287	3122.9118666732184	2271.442154850145	2115.740475294081	1439.7450942721875	3838.796296645484	3240.2947274595917	4140.302598038835	1841.1170261788259	3826.592495446289	2258.0601086817956	1963.456533485103	3436.9030458510747	3102.440285145125	6.34822738107498E-4	0.0	0.537	0.31044026920291984	0.12130939384701718	0.902301694456306	0.0976983055436947	0.5	0.5	8.105316922805205E-4	0.16317847821676496	0.7091434549922984	0.29085654500770264	0.5	0.5	0.3209254653952019	9.168187510100309E-5	1.2466273746851496E-4	5.996999927845433E-5	9.882198267314046E-5	6.208998667543127E-5	1.2071108944095896	-0.06425434851697649	3.967500285636285E-5	1.404441689646942	0.20255674640350924	-11079.297717613259	-4691.7752061974	-383.0738674778016	-383.0738674778016	-370.9164064727897	-379.47735284932435
350000	-22116.491331783986	-1421.6577547565144	-20694.83357702747	5589.420342281688	6901.293371149802	92702.76793928188	106549.67787425517	1888.343705779458	2957.75194810389	2694.150470759289	3446.97204140509	2465.2824254190195	1414.8819130613597	1679.6674583126467	4241.809967309568	2986.3036711140367	4003.45191092512	2507.396787189366	3703.3427145058995	2115.604002116223	2054.228560910541	3161.240938257279	3097.004576416824	6.259449474217558E-4	0.0	0.537	0.3437658942830266	0.15169176647795687	0.901703464165623	0.09829653583437768	0.5	0.5	0.007326836880167395	0.11886915841096303	0.6610653701198481	0.33893462988015316	0.5	0.5	0.34935443309083825	9.272457254915269E-5	1.1823013121569876E-4	8.106420172222666E-5	1.4127686525370703E-4	6.536401138953315E-5	1.1753204699320399	-0.0077234962594489075	4.927014783364387E-5	1.4561146599077646	0.03144515867988705	-11074.53620323483	-4681.309716084355	-383.0738674778016	-383.0738674778016	-371.54658619384236	-377.22136378570633
360000	-22098.17616242766	-1431.6723492276965	-20666.50381319996	6625.995083540212	6791.82892239223	108707.6367998485	114806.35537375962	2526.625499845698	3675.742134059506	3261.8040788924645	4017.620075646074	3179.7237899717925	1907.549191951503	1568.9820768492905	4655.1847519281155	3201.475941363568	4355.196800914147	2561.8904285190206	4070.96886652135	2582.495238945182	1801.1700723919487	3620.4737626653246	3137.9505058344844	5.426928312364061E-4	0.0	0.537	0.35491317568279784	0.12828595585562638	0.8997609368217755	0.10023906317822506	0.5	0.5	0.01216459412600877	0.1663155502573451	0.6809984945786088	0.31900150542139244	0.5	0.5	0.410382633960427	8.541480843891301E-5	1.3236392201690727E-4	5.945930424628921E-5	9.63835360764732E-5	5.8690639699024657E-5	1.3741879597607813	-0.021441492630563774	3.9085697488861755E-5	1.292586443417184	0.10213567244776829	-11079.03508864465	-4676.3479421120355	-383.0738674778016	-383.0738674778016	-378.4332478836159	-379.7950200279811
370000	-22135.101415488036	-1426.5884372369412	-20708.512978251096	4577.879294564407	6896.464788227447	86829.89544555578	111216.79367606039	1744.2777873744024	3085.6999464935298	2773.126173623395	3352.2068838458063	2675.0913662479284	1330.1755616270889	1528.1430146653163	3231.2072767714744	2916.032433122335	4222.198525290045	2911.442803517457	3919.8896040339146	2285.512668093486	2052.4118500032714	3163.912389670294	3039.683536790463	5.41538775433497E-4	0.0	0.537	0.269464580280771	0.1661491082753005	0.8942240203027366	0.10577597969726388	0.5	0.5	0.001106153542952955	0.1760695229761661	0.6737380984846155	0.32626190151538575	0.5	0.5	0.3184340393951675	9.734392124970408E-5	1.1064004929486616E-4	6.846268030614473E-5	1.4436533173005928E-4	7.177831990989437E-5	1.1078855908431944	-0.03244851317963824	4.146419711996649E-5	1.5904595719555557	0.0359391102383766	-11090.036133161026	-4674.8901782200355	-383.0738674778016	-383.0738674778016	-369.24292029154867	-378.39047947821587
380000	-22085.17681291331	-1426.4350825461952	-20658.741730367114	5392.613680644183	6981.6097875769	90174.2014377294	114178.85770306841	2167.170719851713	3059.6392391933623	3111.752677299684	3227.795890844482	2782.275507706874	984.4741214936062	1949.303233154132	3260.090450365216	2951.0319168244437	4741.1295054990605	2868.3791192495037	3610.2401766982784	2836.174433447122	1978.5069360178277	3599.2184370071727	3049.335216656213	5.406065311941868E-4	0.0	0.537	0.41697300244387125	0.12142479125946089	0.9019626382995339	0.09803736170046659	0.5	0.5	4.883878539556942E-4	0.12408816069730812	0.6693995008346599	0.3306004991653415	0.5	0.5	0.36035600986258076	9.305198313891461E-5	1.1568413729823157E-4	7.600838197523941E-5	1.5130456792172877E-4	6.153324339085847E-5	1.2438855774401831	-0.016056145542545683	4.276049354503748E-5	1.674030040476913	0.027214536002658014	-11062.315260868096	-4675.9201728644775	-383.0738674778016	-383.0738674778016	-370.9272039963019	-379.8071302213323
390000	-22117.844328553685	-1432.964774236627	-20684.879554317056	5563.113272634692	6914.808386538776	102400.64430022884	113511.39774295197	2669.297064092076	4142.236435804688	3357.5345710329307	3576.4543237356665	3533.070543336922	775.4943570631531	2447.149719088793	3689.8837652843044	3610.361819556567	4262.944619883893	2504.0233381752946	3701.6073004820537	2921.9483742346256	1910.6079423660387	3156.0266540866824	3029.4566855642274	6.387314162605394E-4	0.0	0.537	0.30954049047171955	0.17550138861132772	0.8947319001262707	0.1052680998737298	0.5	0.5	7.719907390733021E-4	0.13638020944223542	0.6740830142577257	0.3259169857422758	0.5	0.5	0.3366763276782515	9.519360260821477E-5	1.353828735744111E-4	6.546795866993971E-5	1.629897696465292E-4	6.015250218830603E-5	1.3873888472812463	-0.006192633641246545	3.668783758477337E-5	1.8233308463560545	0.01861552619339794	-11070.931218082169	-4668.2944867365795	-383.0738674778016	-383.0738674778016	-375.58238943873755	-380.4449275834896
400000	-22116.46120097128	-1425.818634178142	-20690.642566793136	5818.49686956838	6943.051157253422	100406.70262443282	111526.70591046347	3462.2304949382096	3533.6957160856905	3277.1483588243486	3362.1787199115124	2861.8230167517518	1325.3621715027562	2768.5350272083438	3553.7703438113194	2903.961451400425	4166.405270041886	2628.3141340988504	3841.963601476418	2593.8776139144074	1836.7580196207946	3170.642842297804	3081.676628916159	5.747640866928985E-4	0.0	0.537	0.32638577049436646	0.17550138861132772	0.9009394085362682	0.09906059146373213	0.5	0.5	6.52219570776163E-4	0.1679145474899022	0.6669724552348938	0.33302754476510765	0.5	0.5	0.378856406823455	9.626118399777487E-5	1.38671166763484E-4	6.540486716589892E-5	1.2814290230824663E-4	5.70420236536463E-5	1.4127949016074786	0.004708420064238487	3.8409865982651884E-5	1.6676136406894122	0.04791989589139604	-11091.949581164905	-4661.107998746135	-383.0738674778016	-383.0738674778016	-374.82188440801474	-378.56888708959684
410000	-22134.990489706448	-1434.2613439347022	-20700.729145771747	5608.82269097659	6867.536399032017	107183.09780144248	112992.69376638519	3529.1009572980697	4884.205998272996	3047.9622495627673	3895.3977088830557	3500.645763760309	1198.5121922463677	2341.3385861949514	3661.1186128635504	2842.896070491767	3997.8940775725405	2916.312030608914	3962.992568763118	2813.573279701208	1559.7826155815849	3674.2996235917644	3033.1081150177815	4.69719088995953E-4	0.0	0.537	0.3537507359577356	0.17186885223209078	0.9076252940890454	0.0923747059109549	0.5	0.5	0.0043876818467926135	0.11854347779138848	0.6581994517644113	0.34180054823559025	0.5	0.5	0.33121331440458135	8.043755314230361E-5	1.0074149836176049E-4	8.397994067481937E-5	1.610989437402135E-4	5.1954906459991226E-5	1.2518779032363567	-0.08250703908015616	4.980324787916698E-5	1.705252453124618	0.009672564192580379	-11089.520149837761	-4675.923579250608	-383.0738674778016	-383.0738674778016	-377.8139816215489	-379.4566275859751
420000	-22116.09698073656	-1426.8414001081037	-20689.255580628458	5405.067943604292	6961.03627966114	99382.46453030144	115213.84286410414	3332.3696537686583	4304.711293161995	3667.2245589642675	3573.3619870483976	3152.8627785333438	1290.0009041884177	1483.6574780403296	3436.432225810496	3387.2488562358367	4092.9764166063023	2241.8371634995765	3881.360232054087	2484.6322747322683	1796.6032971842797	4007.1939991380436	3119.905826768575	6.316605086390761E-4	0.0	0.537	0.3203123536208954	0.23896856773188416	0.9011009588491055	0.09889904115089462	0.5	0.5	9.2919712962244E-5	0.18029334315784437	0.673025899875996	0.32697410012400574	0.5	0.5	0.3531516839067286	8.329254290806779E-5	9.854325725435499E-5	6.42742806444032E-5	1.4065903457898037E-4	5.671781809438323E-5	1.146126159575618	-0.043131667700330376	3.9982923630818114E-5	1.6740830359806855	0.006367220421304656	-11069.715851543206	-4679.087075365448	-383.0738674778016	-383.0738674778016	-374.29105035340024	-380.8389390092697
430000	-22106.072600191448	-1422.986631206878	-20683.08596898457	5559.921827453041	6971.982011410009	92530.26013210366	110790.09593837213	2985.866161469619	2954.548328623225	3914.203235579179	3205.9151575940828	3122.9016112798854	879.220840926619	1313.6475896473523	3233.2599972233716	2414.0961384073835	4007.556133463575	2398.2697901865477	3780.987213160173	2977.7744944018054	1873.0647685467316	3130.3682964222967	3091.8684849209017	6.477519582753934E-4	0.0	0.537	0.36835008828861326	0.12014054834286857	0.9012417143472435	0.09875828565275654	0.5	0.5	0.0017372349948801844	0.14577863304511046	0.6468312292210607	0.3531687707789409	0.5	0.5	0.2973933067810637	9.695709220270288E-5	1.1599314228981086E-4	8.961149296603132E-5	2.4684568382724986E-4	6.53200939069353E-5	1.189939493551465	-0.03597508521588982	4.6775107258522687E-5	2.1486736530082977	0.01845170303081136	-11082.379240196015	-4667.505119673596	-383.0738674778016	-383.0738674778016	-371.5965384021127	-379.18635734760164
440000	-22129.342591341716	-1417.6464293839738	-20711.69616195774	5062.073303753969	6788.506549719068	81454.68341641776	106582.58077496543	2151.4657989882053	2959.4400126145947	2401.9035880572414	3192.1932316319903	2765.104537784031	907.6345275830771	804.6047170989406	2708.5487786773683	3214.289972597232	3625.56409178751	2828.6036560763973	3527.7104905674187	2074.728257123506	2050.4007124522477	3379.281948882481	3092.562236717539	7.312329521242534E-4	0.0	0.537	0.44752491603536165	0.1636244038261792	0.9006022116807081	0.09939778831929198	0.5	0.5	0.0028200099168299293	0.1801457470130731	0.6651841173884604	0.33481588261154127	0.5	0.5	0.25256774427078477	9.755564187928408E-5	1.0592673695818705E-4	8.373139272550473E-5	2.087076779456721E-4	6.902440981417266E-5	1.0944414278315457	-0.08368350591108714	4.828381986624671E-5	1.7861147434869062	-0.019184296154253513	-11083.114687233252	-4681.352372147601	-383.0738674778016	-383.0738674778016	-365.7787949457689	-379.0067343557092
450000	-22126.085228443608	-1429.7404605899292	-20696.34476785368	6455.770597328888	6739.577985955866	102276.11004522347	102382.61368983708	2391.628425244514	3422.157396904548	2705.3638372840123	4107.969753970893	3296.682331536362	1325.9030539981802	1311.1753802630685	3916.3365976694386	2696.1590635097473	3860.0530054466353	2207.1712674601736	3359.4704831396957	2226.203360374417	1592.318056370487	3154.6590063007134	3032.422130346393	6.222902111647041E-4	0.0	0.537	0.28592052035083154	0.20175930205908807	0.9007158312306934	0.09928416876930676	0.5	0.5	0.0019504966291858813	0.1434252223385188	0.6785950265664314	0.3214049734335702	0.5	0.5	0.3298751696292869	8.13696744119199E-5	1.1013912189745317E-4	7.539043257895007E-5	1.6233002780623306E-4	5.564896449893452E-5	1.192495587872828	-0.08033600973397749	4.959163524343575E-5	1.5839318501870907	0.05734579741875033	-11068.767926254426	-4668.335804866011	-383.0738674778016	-383.0738674778016	-375.66261681068687	-375.1944637717533
460000	-22114.858453913526	-1426.6338667559635	-20688.22458715756	5757.429818012272	6879.030055802086	96157.25771328995	105856.38962295422	2982.0728588455318	3267.4054520740447	1792.5428245768	3903.236247562939	3525.0354912808234	1115.1803358228956	1028.0491045811364	3889.2457435083375	2544.092047641097	3797.1669840158575	2660.3156017563547	3635.94667411847	2578.9841665133877	2105.1908521670207	3144.6207252357835	3037.6607414422515	6.014071293892849E-4	0.0	0.537	0.40935881092727283	0.12366067220458409	0.9003685476348808	0.09963145236511935	0.5	0.5	0.001564085758567177	0.11744125000927587	0.6576095441980441	0.3423904558019576	0.5	0.5	0.2802843043745117	8.600825926936132E-5	1.0458779156248606E-4	8.177984686878374E-5	1.6130978690615208E-4	5.868850280170986E-5	1.089399129499318	-0.09966393213369949	5.173389665247714E-5	1.5540010648288323	-0.013863220470803567	-11079.599749741797	-4678.43556290377	-383.0738674778016	-383.0738674778016	-373.03101606446893	-376.7416896500181
