PathParameter	MeanPathLikelihood	MLContribution
0.0000	-29025	-0.064724
2.1715e-06	-30586	-0.58653
2.1888e-05	-28911	-1.7278
8.4561e-05	-26227	-3.2386
0.00022061	-21381	-5.0287
0.00046416	-19915	-7.6283
0.00085232	-19389	-10.897
0.0014248	-18681	-14.877
0.0022237	-18567	-19.670
0.0032929	-18226	-25.245
0.0046784	-18214	-31.667
0.0064280	-17986	-38.280
0.0085909	-17412	-45.085
0.011218	-16913	-52.990
0.014361	-16803	-61.998
0.018075	-16589	-71.714
0.022413	-16472	-82.284
0.027432	-16315	-93.589
0.033190	-16194	-105.89
0.039745	-16115	-118.76
0.047156	-15935	-132.30
0.055484	-15838	-146.87
0.064790	-15725	-162.09
0.075138	-15604	-178.16
0.086591	-15509	-195.09
0.099213	-15405	-213.03
0.11307	-15342	-231.49
0.12823	-15202	-250.54
0.14475	-15120	-270.91
0.16271	-15045	-291.93
0.18218	-14948	-313.93
0.20322	-14891	-336.98
0.22591	-14817	-360.58
0.25031	-14736	-385.41
0.27650	-14696	-411.47
0.30455	-14642	-438.40
0.33454	-14601	-466.55
0.36653	-14567	-495.78
0.40060	-14534	-526.03
0.43683	-14503	-557.15
0.47530	-14466	-589.37
0.51608	-14442	-623.10
0.55924	-14429	-657.93
0.60487	-14409	-693.56
0.65304	-14385	-730.21
0.70384	-14364	-768.11
0.75734	-14350	-807.32
0.81363	-14337	-847.82
0.87278	-14329	-889.19
0.93488	-14310	-931.58
1.0000	-14299	

log marginal likelihood (using path sampling) from pathLikelihood.delta = -14694.116900533065

Inner area for path parameter in (2.1715e-06,0.93488) = -14694
PathParameter	MaxPathLikelihood	MLContribution
0.0000	-18318	-0.062880
2.1715e-06	-18443	-0.59008
2.1888e-05	-18155	-1.6797
8.4561e-05	-18271	-3.1804
0.00022061	-17663	-5.0688
0.00046416	-17976	-7.5796
0.00085232	-17735	-10.939
0.0014248	-17501	-14.800
0.0022237	-17933	-19.744
0.0032929	-17720	-25.173
0.0046784	-17624	-31.756
0.0064280	-17586	-38.806
0.0085909	-16524	-45.189
0.011218	-16455	-52.918
0.014361	-16469	-62.205
0.018075	-16227	-71.679
0.022413	-16197	-82.451
0.027432	-16074	-93.633
0.033190	-15873	-105.71
0.039745	-15860	-118.97
0.047156	-15658	-132.15
0.055484	-15680	-146.96
0.064790	-15509	-162.27
0.075138	-15430	-178.23
0.086591	-15323	-195.18
0.099213	-15224	-212.84
0.11307	-15232	-232.11
0.12823	-15011	-250.49
0.14475	-14995	-270.97
0.16271	-14885	-291.80
0.18218	-14817	-313.57
0.20322	-14722	-336.83
0.22591	-14707	-360.81
0.25031	-14615	-385.10
0.27650	-14632	-411.70
0.30455	-14565	-438.48
0.33454	-14533	-466.61
0.36653	-14495	-495.76
0.40060	-14471	-526.03
0.43683	-14450	-557.42
0.47530	-14412	-589.45
0.51608	-14404	-623.02
0.55924	-14387	-657.99
0.60487	-14366	-693.70
0.65304	-14352	-730.30
0.70384	-14319	-768.08
0.75734	-14320	-807.42
0.81363	-14309	-847.62
0.87278	-14291	-889.32
0.93488	-14283	-931.54
1.0000	-14270	

log marginal likelihood (using stepping stone sampling) from pathLikelihood.delta = -14695.9191847256
