PathParameter	MeanPathLikelihood	MLContribution
0.0000	-38206	-0.082978
2.1715e-06	-38217	-0.75328
2.1888e-05	-38196	-2.3928
8.4561e-05	-38162	-5.1559
0.00022061	-37631	-9.1807
0.00046416	-37761	-11.269
0.00085232	-20304	-11.496
0.0014248	-19858	-15.784
0.0022237	-19660	-20.840
0.0032929	-19322	-26.679
0.0046784	-19187	-33.460
0.0064280	-19062	-40.967
0.0085909	-18820	-49.215
0.011218	-18649	-58.331
0.014361	-18464	-68.365
0.018075	-18356	-79.239
0.022413	-18174	-90.720
0.027432	-17975	-103.16
0.033190	-17859	-116.35
0.039745	-17641	-130.21
0.047156	-17498	-144.61
0.055484	-17231	-159.68
0.064790	-17084	-176.22
0.075138	-16975	-193.64
0.086591	-16840	-211.57
0.099213	-16685	-230.61
0.11307	-16601	-250.68
0.12823	-16476	-271.45
0.14475	-16376	-293.61
0.16271	-16317	-317.08
0.18218	-16260	-341.28
0.20322	-16179	-366.66
0.22591	-16145	-393.53
0.25031	-16109	-421.29
0.27650	-16063	-450.19
0.30455	-16036	-480.35
0.33454	-16005	-511.62
0.36653	-15980	-544.08
0.40060	-15955	-577.81
0.43683	-15940	-612.71
0.47530	-15918	-648.92
0.51608	-15911	-686.38
0.55924	-15893	-724.95
0.60487	-15882	-764.80
0.65304	-15869	-805.99
0.70384	-15864	-848.27
0.75734	-15846	-891.83
0.81363	-15843	-936.96
0.87278	-15837	-983.15
0.93488	-15828	-1030.6
1.0000	-15823	

log marginal likelihood (using path sampling) from pathLikelihood.delta = -16144.19859408361

Inner area for path parameter in (2.1715e-06,0.93488) = -16144
PathParameter	MaxPathLikelihood	MLContribution
0.0000	-37979	-0.082965
2.1715e-06	-38098	-0.75350
2.1888e-05	-37850	-2.3938
8.4561e-05	-35541	-5.1906
0.00022061	-23418	-8.4893
0.00046416	-20241	-11.720
0.00085232	-18979	-11.473
0.0014248	-19000	-15.748
0.0022237	-18656	-20.842
0.0032929	-18600	-26.656
0.0046784	-18519	-33.439
0.0064280	-18519	-41.039
0.0085909	-18327	-49.201
0.011218	-18029	-58.375
0.014361	-17894	-68.181
0.018075	-18032	-79.316
0.022413	-17702	-90.606
0.027432	-17593	-103.03
0.033190	-17409	-116.17
0.039745	-17254	-130.10
0.047156	-17157	-145.08
0.055484	-16988	-159.70
0.064790	-16866	-176.13
0.075138	-16720	-193.66
0.086591	-16598	-211.83
0.099213	-16492	-230.59
0.11307	-16444	-251.11
0.12823	-16304	-271.50
0.14475	-16251	-293.57
0.16271	-16166	-316.93
0.18218	-16147	-341.57
0.20322	-16073	-366.37
0.22591	-16070	-393.46
0.25031	-16027	-421.42
0.27650	-16008	-450.10
0.30455	-15943	-480.07
0.33454	-15949	-511.75
0.36653	-15916	-544.02
0.40060	-15912	-577.83
0.43683	-15899	-612.79
0.47530	-15877	-648.80
0.51608	-15864	-686.38
0.55924	-15861	-724.92
0.60487	-15849	-764.84
0.65304	-15847	-805.97
0.70384	-15829	-848.43
0.75734	-15823	-891.78
0.81363	-15817	-936.93
0.87278	-15817	-983.28
0.93488	-15807	-1030.6
1.0000	-15802	

log marginal likelihood (using stepping stone sampling) from pathLikelihood.delta = -16144.208929221304
