PathParameter	MeanPathLikelihood	MLContribution
0.0000	-44270	22.947
2.1715e-06	2.1178e+07	417.57
2.1888e-05	2.1179e+07	1327.4
8.4561e-05	2.1179e+07	1751.8
0.00022061	4.5725e+06	554.38
0.00046416	-19846	-7.5087
0.00085232	-18842	-10.659
0.0014248	-18396	-14.604
0.0022237	-18167	-19.261
0.0032929	-17861	-24.579
0.0046784	-17617	-30.298
0.0064280	-17018	-36.400
0.0085909	-16641	-43.548
0.011218	-16513	-51.719
0.014361	-16393	-60.716
0.018075	-16308	-70.515
0.022413	-16200	-81.258
0.027432	-16178	-92.751
0.033190	-16040	-104.92
0.039745	-15975	-117.83
0.047156	-15822	-131.25
0.055484	-15699	-145.16
0.064790	-15497	-159.71
0.075138	-15373	-175.20
0.086591	-15223	-191.59
0.099213	-15135	-208.93
0.11307	-15020	-227.10
0.12823	-14945	-246.15
0.14475	-14845	-266.07
0.16271	-14781	-287.35
0.18218	-14742	-309.39
0.20322	-14667	-332.26
0.22591	-14625	-356.37
0.25031	-14583	-381.47
0.27650	-14547	-407.67
0.30455	-14520	-434.87
0.33454	-14487	-463.07
0.36653	-14462	-492.50
0.40060	-14446	-522.99
0.43683	-14423	-554.35
0.47530	-14400	-587.00
0.51608	-14392	-620.76
0.55924	-14371	-655.58
0.60487	-14364	-691.58
0.65304	-14348	-728.53
0.70384	-14336	-766.68
0.75734	-14325	-806.02
0.81363	-14316	-846.68
0.87278	-14312	-888.50
0.93488	-14304	-931.41
1.0000	-14299	

log marginal likelihood (using path sampling) from pathLikelihood.delta = -10508.67057456569

Inner area for path parameter in (2.1715e-06,0.93488) = -10532
PathParameter	MaxPathLikelihood	MLContribution
0.0000	-18991	-0.094728
2.1715e-06	2.1181e+07	417.56
2.1888e-05	2.1181e+07	1327.4
8.4561e-05	2.1181e+07	2881.5
0.00022061	2.1181e+07	5156.5
0.00046416	-17448	-7.5050
0.00085232	-17433	-10.670
0.0014248	-17029	-14.567
0.0022237	-17175	-19.257
0.0032929	-16558	-24.424
0.0046784	-16855	-30.600
0.0064280	-16235	-36.431
0.0085909	-16270	-43.476
0.011218	-16163	-51.695
0.014361	-16078	-60.739
0.018075	-16046	-70.641
0.022413	-15853	-81.130
0.027432	-15952	-92.975
0.033190	-15772	-104.83
0.039745	-15663	-117.90
0.047156	-15502	-131.31
0.055484	-15397	-145.36
0.064790	-15212	-159.52
0.075138	-15137	-175.36
0.086591	-15016	-191.44
0.099213	-14850	-208.69
0.11307	-14891	-227.24
0.12823	-14804	-246.35
0.14475	-14695	-265.97
0.16271	-14686	-287.36
0.18218	-14650	-309.60
0.20322	-14532	-332.14
0.22591	-14541	-356.51
0.25031	-14496	-381.42
0.27650	-14470	-407.53
0.30455	-14461	-434.92
0.33454	-14431	-463.18
0.36653	-14411	-492.39
0.40060	-14385	-522.99
0.43683	-14370	-554.37
0.47530	-14364	-586.93
0.51608	-14350	-620.84
0.55924	-14335	-655.49
0.60487	-14331	-691.65
0.65304	-14319	-728.59
0.70384	-14302	-766.78
0.75734	-14301	-806.10
0.81363	-14291	-846.57
0.87278	-14289	-888.48
0.93488	-14283	-931.41
1.0000	-14281	

log marginal likelihood (using stepping stone sampling) from pathLikelihood.delta = -4800.438427025542
