AIATSIS_Code,Ascii_Name,Attested,BasicVacabCoding,CheckPhonemed,ColorInclude,ColourProject,Count@BasicVocab,Count@ColorTerms,Count@Concepticon,Count@FFRecords,Count@FloraFaunaCode,Count@GrammarCode,Count@MatCulture,Count@ReleaseData,CreatedBy,DateCreated,DateModified,EtymologyofName,Family,glottolog@description,glottolog@hid,glottolog@id,glottolog@lat,glottolog@level,glottolog@long,glottolog@newimport,glottolog@pk,glottolog@status,GrammarCoding,HGProject,Homophoneinc,INC@CVC_coding,INC@MCTowner,Include@FF,ISO639,LastModifiedBy,Latitude,Location,Longitude,materlanguagelist,MatCultureCoding,note about includion,NoteLangEtymology,NotePhonemeProj,NotStandardNote,NumberofEntries,NumberofVarieties,NumberofWords,NumeralsProj,PhonemeProj,PolygonData,Priority1Sources,SoundSymbInclude,SourceLangEtymology,StandardLanguageName,StdHonophones,StdLng@Record_ID,Subgroup_ID,TEMP@Count@BVpny9Y,TEMP@Source,TEMP@StdNote,TEMP@SubgroupName,TEMP@SubsubGroup,Underresourced,UpdatedCoords,ChirilaRelease,Pny8inc
"C12","Antekerrepenhe","","included","yes","y","7","332","3","241","","","","","","CB","11/5/2010","12/14/2016 3:45:26 PM","compass","Pama-Nyungan","","","ante1238","","dialect","","ante1238","43986","","","","","","","","adg","bowern","-23.23189622718123","","139.9715593767482","yes","","","","","","282","2","","0","Done-Dec24","136.7874847271709,-23.25396457086495,0XX137.4997910663655,-23.36965137393622,0XX137.8799822224643,-23.40496117983144,0XX138.214161220165,-22.88197528046099,0XX138.1536626701061,-21.81652974347229,0XX137.554463971348,-21.45224563372038,0XX136.9202709807834,-21.03445346869222,0XX136.7452520199151,-21.53411126463,0XX136.5243293514221,-22.23535066549242,0XX136.5866384608971,-22.65771288741572,0XX136.7874847271709,-23.25396457086495,0XX","196","","","Antekerrepenh","","1226","1","200","","","Arandic","","check","","","y"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"C5","Antakirinya","Yes","","","","","","","70","","","","","","CB","11/5/2010","12/14/2016 10:42:55 PM","","Pama-Nyungan","","","anta1253","","","","","","","","","","","","","ant","bowern","-27.05245189249716","","134.4007513195262","yes","","","","","","151","2","","","","134.4007,-27.0524,0XX133.5893559003601,-25.09806909662636,0XX132.740838534791,-25.19798696626863,0XX132.4218383470138,-25.44401243104465,0XX132.7750154279177,-25.93389166972808,0XX132.0397473763093,-26.25249030267246,0XX132.24722045984,-27.04268892395585,0XX132.3646429687201,-28.04981283046792,0XX132.6181354472573,-28.38194746659127,0XX133.4033495856035,-28.51993620502275,0XX134.6857676620246,-28.79488129518872,0XX134.7098677680263,-28.55868264876704,0XX135.0320867836106,-28.38336481803611,0XX135.1990217958622,-27.86734800009195,0XX135.3224120322953,-27.52229016659383,0XX134.8558184920693,-27.69765881966281,0XX134.4007513195262,-27.05245189249716,0XX134.4007,-27.0524,0XX","1","","","Antakirinya","","1227","38","","","","Wati","","none easily available","y","",
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"C8.1","Anmatyerre","","included","yes","y","6","317","4","589","","","","","","CB","11/5/2010","12/14/2016 3:45:26 PM","","Pama-Nyungan","","amx","anma1239","-22.2853","language","133.286","anma1239","43990","established","","","","","","","amx","bowern","-21.98277477388883","","133.4290338526137","yes","","","","","","1368","4","","0","DONE","131.8819207910521,-22.7656793737225,0XX132.081692174987,-22.81947146024092,0XX132.53524554911,-22.97065288049868,0XX133.3366832921949,-22.97345670247059,0XX134.00424097849,-22.65615533214388,0XX134.5062223553624,-22.17642807740999,0XX134.4259898927951,-21.6293057410134,0XX133.4718196293711,-21.63068522305866,0XX132.521404935681,-21.86250559456737,0XX131.8819207910521,-22.7656793737225,0XX","999","X","","Anmatyerre","","1228","1","200","","","Arandic","","","y(L)","","x"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"N151","Anindilyakwa","","","","","","","","180","","","","","0","CB","11/5/2010","12/14/2016 3:45:26 PM","","Arnhem","","","anin1240","","","","anin1240","","","","","","","","","aoi","bowern","-14.05312995685326","","136.6124148288769","yes","","","","","","1410","2","","","","136.7651074826032,-13.9165917554388,0XX136.812858542728,-13.93282230872498,0XX136.9217940601989,-13.85978110151682,0XX136.9221338350687,-13.85097367522981,0XX136.9104965230581,-13.76233059730756,0XX136.8288600026196,-13.75693811029048,0XX136.8014416801085,-13.7591098967035,0XX136.7922522140823,-13.76176882297794,0XX136.7777963564439,-13.82301057703729,0XX136.7535072977445,-13.82518141054218,0XX136.7049700821233,-13.75019523396847,0XX136.6964872612623,-13.65870469285637,0XX136.6934644199354,-13.65861230181312,0XX136.6147143235288,-13.66201237052286,0XX136.6115788754003,-13.66485564359867,0XX136.4884526200406,-13.72262699293545,0XX136.4763895000499,-13.72222931859388,0XX136.4672279806569,-13.72486358050017,0XX136.4746533977158,-13.76625681394774,0XX136.4834704820283,-13.77242516459025,0XX136.5053075100124,-13.83187585423837,0XX136.5050791131012,-13.83773924166358,0XX136.4289963388248,-13.85281721450801,0XX136.3922530209858,-13.94255365779066,0XX136.4279311428486,-14.1136687815198,0XX136.3294938082202,-14.23904772272604,0XX136.4214303987668,-14.2042017911414,0XX136.5399330597328,-14.2667924672469,0XX136.7479722678759,-14.28838267176742,0XX136.7539748090135,-14.28860953757168,0XX136.9432392658411,-14.34156715487787,0XX136.9821259246383,-14.19038943675615,0XX136.9317265565487,-14.15946645734567,0XX136.9027032530803,-14.20545980220193,0XX136.84642507173,-14.16850410567979,0XX136.6980355307818,-14.16664214010702,0XX136.7847955688406,-14.0346033981847,0XX136.7651074826032,-13.9165917554388,0XX","","","","Anindilyakwa","","1229","64","","","","","","","y","",
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Phase 2?",
"Y20","Anguthimri","","","","","","","","1","","","","","","CB","11/5/2010","12/14/2016 3:45:26 PM","","Pama-Nyungan","","","angu1242","","","","angu1242","","","","","","","","","urf","bowern","-12.41788993241645","","141.861136626212","yes","","","","","e","1","1","","","","141.5792093999169,-12.56043555009254,0XX141.5965304573494,-12.57900795200865,0XX141.600812208478,-12.57896289290317,0XX141.6648067610441,-12.5574474994641,0XX141.6690635113895,-12.55531872089082,0XX141.6924843777261,-12.54465223652018,0XX141.6645009279291,-12.52828402976367,0XX141.6598500633851,-12.49291946557864,0XX141.6619013818591,-12.48456478768409,0XX141.6938946173821,-12.4758987089588,0XX141.747506122896,-12.48990863982059,0XX141.7709070011216,-12.47924354339203,0XX141.7872937917269,-12.41660274398305,0XX141.8307649595073,-12.29744386305523,0XX141.7251728669038,-12.21931152128942,0XX141.5792093999169,-12.56043555009254,0XX","","","","Anguthimri","","1230","30","","","","Paman","","check","y","",
"Y7","Angkamuthi","","","","","","","","77","","","","","1","CB","11/5/2010","2/1/2016 11:47:46 PM","","Pama-Nyungan","","","","","","","","","","","","","","","","avm","bowern","-11.3283492324813","","142.3189325057525","no","","included as Uradhi","","","","92","1","","0","","142.3189325057525,-11.3283492324813,0XX142.3643938722778,-11.18990855585202,0XX142.1409463334957,-11.13745842979205,0XX142.1248485904727,-11.31260150199252,0XX142.058137459983,-11.46839602814486,0XX142.0487958712007,-11.54219437141163,0XX142.2377463904206,-11.52431594679328,0XX142.3189,-11.3283,0XX142.3189325057525,-11.3283492324813,0XX","89","","","Angkamuthi","","1232","30","","","","Paman","","check","y","Phase1",
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"K23","Andajin","","","","","","","","","","","","","","CB","11/5/2010","2/1/2016 11:47:46 PM","","Worrorran","","","","","","","","","","","","","","","","ajn","bowern","-17.37660823248413","","126.259285387995","yes","","","","","","","1","","","","126.0151028245635,-16.91660331664519,0XX125.9590230152346,-17.09341172991601,0XX125.7410086233178,-17.17522063302681,0XX125.7391951437235,-17.37614463682713,0XX125.915204592837,-17.40691125395003,0XX125.9182187209148,-17.41878736683346,0XX126.0455769375467,-17.54200041966612,0XX126.1540832663884,-17.60554341405445,0XX126.3164426208027,-17.7167401899793,0XX126.476730443879,-17.76170798154682,0XX126.5714283283254,-17.65284712613134,0XX126.5525866842027,-17.29032563956271,0XX126.5026758569488,-17.06158048716392,0XX126.3768714130552,-16.9205632109205,0XX126.0359548294366,-16.86431633702673,0XX126.0151028245635,-16.91660331664519,0XX ","","","","Andajin","","1235","59","","","","Eastern Worrorran","","","y",,
"","Aminungo","","included","","","5","330","0","105","","","","","1","CB","11/5/2010","3/9/2017 3:40:20 PM","0","Pama-Nyungan","","","east2716","","","","","","","","","","","","","","bowern","-21.220748","","140.07204","LEX","","","","","","116","3","","0","","","0","","","Aminungo","","1237","20","200","","","","","","","Phase1","L"
"C14","Alyawarr","","included","yes","y","4","269","5","1349","","","29550","243","","CB","11/5/2010","12/14/2016 3:45:26 PM","","Pama-Nyungan","","aly","alya1239","-21.0427","language","136.835","alya1239","43994","established","done","","y","","","v2","aly","bowern","-22.2915224221073","","135.963709268156","yes","150","","","","","2611","4","","","DONE","136.7400697814005,-23.21147942179476,0XX136.4924706562268,-22.24179251829361,0XX136.8846921307699,-21.06979286445115,0XX135.9427849008568,-20.66472692505596,0XX134.8906947150611,-20.31773445356048,0XX134.7735573498789,-20.28538096447976,0XX134.7129329121346,-20.51888770353744,0XX134.5798296582279,-21.2294590053175,0XX134.4571966962453,-21.62336359204259,0XX135.3051306144435,-22.0648806880491,0XX135.7013678523524,-22.64452986176549,0XX136.0393305814794,-23.25442566183698,0XX136.7400697814005,-23.21147942179476,0XX","2478","X","","Alyawarr","","1239","1","200","","","Arandic","","","y(L)","","y"
