Glottolog_code,Nearest_glottolog_code,Glottolog_name,Taxonomy,Name,Major_group,Major_group_CB2018,Subgroup,Family,PN_C_group,PN_W_group,PN_NE_group,PN_SE_group,BandA2012_Taxon_label,Bowern_285_taxon_label,Bowern_307_taxon_label,Taxon_equivalence,Longitude,Latitude,Attestation,Attestation_source,Inherit_vocab_from,Reason_for_inheritance_choice,lexicon_source,lexicon_access,lexicon_access_reference,lexicon_uncertainty,segment_uncertainty,CHIRILA_source,o2p_source,o2p_comments,p2x_source,p2x_comments,Vocab_ID,Vocab_attestation,Vocab_workstage,AusPhonAlts_ID,Grammar_Harvester_files,Alts_source,Alts_to_do_next,Inventory_source,Inventory_source_identifier,Inv_source_id,Invenotry_is_tentative,Inventory_to_do_next,Inventory_my_modifications,Apicals,Laminals,Glottal,Obstruents,Missing_laterals,BhDhGh,Vowels,Vowel_lengths,Add_extra,Remove_extra,Rounded_extra,Inventory_PHOIBLE_notes
bili1250,,Bilinarra,Pama-Nyungan | Ngumpin-Yapa | Ngumpin | Bilinarra,Bilinarra,PN Western,PN Western,PN Ngumpin-Yapa,Pama-Nyungan,_other,Ngumpin-Yapa,_other,_other,Bilinarra,Bilinarra,Bilinarra,*Bilinarra,130.751296,-16.834598,,,self,,meakins_bilinarra_2013,published,,,,,meakins_bilinarra_2013,,,,851,3 full data,8 to check,246,Bilinarra_477054_augmented_Meakins_2013.xml,Meakins 2013,,Meakins 2013,meakins_bilinarra_2013,471471,FALSE,,,2,PAL,0,1,0,0,3,2,0,0,,
guri1247,,Gurindji,Pama-Nyungan | Ngumpin-Yapa | Ngumpin | Gurindji,Gurindji,PN Western,PN Western,PN Ngumpin-Yapa,Pama-Nyungan,_other,Ngumpin-Yapa,_other,_other,Gurindji,Gurindji,Gurindji,*Gurindji,130.550451,-17.569568,,,self,,meakins_gurindji_2013,published,,,,,meakins_gurindji_2013,,,,852,3 full data,8 to check,272,,McConvell 1996,,Meakins&alia 2013,meakins_gurindji_2013,468946,FALSE,,"M2013:15-18 does not mention long vowels, but see elsewhere in that source",2,PAL,0,1,0,0,3,2,0,0,,"Long vowels are not mentioned in Meakins 2013 pp15-18, but see elsewhere in that source."
wany1244,,Wanyjirra,Pama-Nyungan | Ngumpin-Yapa | Ngumpin | Gurindji | Wanyjirra,Wanyjirra,PN Western,PN Western,PN Ngumpin-Yapa,Pama-Nyungan,_other,Ngumpin-Yapa,_other,_other,,,,,129.805754,-17.874248,,,self,,senge_grammar_2015,online,https://openresearch-repository.anu.edu.au/bitstream/1885/109341/3/Senge%20Thesis%202016.pdf,,,,senge_grammar_2015,,,,929,3 full data,8 to check,317,Wanyjirra_3029_augmented_Senge_2008.xml,Senge 2015,,Senge 2015,senge_grammar_2015,https://openresearch-repository.anu.edu.au/bitstream/1885/109341/3/Senge%20Thesis%202016.pdf,FALSE,,,2,PAL,0,1,0,0,3,1,V_LO_NONFR_LONG,0,,
jaru1254,,Jaru,Pama-Nyungan | Ngumpin-Yapa | Ngumpin | Jaru,Jaru,PN Western,PN Western,PN Ngumpin-Yapa,Pama-Nyungan,_other,Ngumpin-Yapa,_other,_other,Jaru,Jaru,Jaru,Jaru,128.38824,-18.378338,,,self,,tsunoda_jaru_1981,published,,,,CHIRILA/not_released/Tsunoda-ASEDA,tsunoda_djaru_1981,iji and uwu normalized as long high vowels.,,,790,3 full data,8 to check,216,Djaru_3131072_augmented_Tsunoda_1981.xml,Tsunoda 1981,,Tsunoda 1981,tsunoda_djaru_1981,313072,FALSE,,/iji/ > /i:/; /uwu/ > /u:/,2,PAL,0,1,0,0,3,2,0,0,,"/iji, uwu/ in Tsunoda 1981 phonemicized as /i:,u:/."
0000karranga,mudb1240,Mudbura,Pama-Nyungan | Ngumpin-Yapa | Ngumpin | Karrangpurru,Karranga,PN Western,PN Western,PN Ngumpin-Yapa,Pama-Nyungan,_other,Ngumpin-Yapa,_other,_other,,,,,131.510409,-16.086888,,Meakins 2007:92,mudb1240,Most closely related & proximal (Meakins+2013:1),,,,,,,,,,,,-2 doesn't exist,-2 doesn't exist,,,,,none (Meakins+ 2013:18),,,,,,,,,,,,,,,,,
maln1239,,Malngin,Pama-Nyungan | Ngumpin-Yapa | Ngumpin | Malngin,Malngin,PN Western,PN Western,PN Ngumpin-Yapa,Pama-Nyungan,_other,Ngumpin-Yapa,_other,_other,,Malngin,Malngin,,129.47963,-17.066753,,,self,,ise_grammatical_1999,published,,,,,ise_grammatical_1999,,,,906,3 full data,8 to check,,,,Ise 1999,Ise 1999,ise_grammatical_1999,1889,FALSE,,,2,PAL,0,1,0,0,3,1,V_LO_NONFR_LONG,0,,
mudb1240,,Mudburra,Pama-Nyungan | Ngumpin-Yapa | Ngumpin | Mudburra,Mudburra,PN Western,PN Western,PN Ngumpin-Yapa,Pama-Nyungan,_other,Ngumpin-Yapa,_other,_other,"Mudburra, MudburraMcC",Mudburra,Mudburra,"*Mudburra, *Mudburra (McC)",131.948066,-17.23783,,,self,,nash_mudburra_1988,online,http://aiatsis.gov.au/sites/default/files/catalogue_resources/0031_access.zip,,,CHIRILA/not_released/ASEDA0031,nash_mudburra_1988,,,,606,3 full data,8 to check,294,,Nash 1988,,Nash&alia 1988,nash_mudburra_1988,http://aiatsis.gov.au/sites/default/files/catalogue_resources/0031_access.zip,FALSE,,,2,PAL,0,1,0,0,3,2,0,0,,
ngar1288,,Ngardi,Pama-Nyungan | Ngumpin-Yapa | Ngumpin | Ngardi,Ngardi,PN Western,PN Western,PN Ngumpin-Yapa,Pama-Nyungan,_other,Ngumpin-Yapa,_other,_other,,,,,128.680163,-20.786857,,,west2437,?same thing,,,,,,,,,,,,0 source not sought yet,0 source not sought yet,178,,Jagst 1975,,Jagst 1975,jagst_ngardilpa_1975,158567,FALSE,,/NC/ > /N+C/,2,PAL,0,1,0,0,3,2,VIBR_RET,0,,Prenasalized stops in Jagst 1975 interpreted here as segment sequences.
ngar1235,,Ngarinman,Pama-Nyungan | Ngumpin-Yapa | Ngumpin | Ngarinyman,Ngarinyman,PN Western,PN Western,PN Ngumpin-Yapa,Pama-Nyungan,_other,Ngumpin-Yapa,_other,_other,Ngarinyman,Ngarinyman,Ngarinyman,Ngarinyman,130.492873,-16.470475,,,self,,jones_ngarinman_2005,open in archive,http://catalogue.aiatsis.gov.au/client/en_AU/external/search/detailnonmodal/ent:$002f$002fSD_ILS$002f0$002fSD_ILS:401384/one?qu=AILEC+0796&te=ILS,,,CHIRILA/not_released/ASEDA0796,meakins_bilinarra_2013,,,,565,3 full data,8 to check,,,,,Jones 1994 cited in Meakins&alia 2013,meakins_bilinarra_2013,565,FALSE,,,2,PAL,0,1,0,0,3,2,0,0,,
walm1241,,Walmajarri,Pama-Nyungan | Ngumpin-Yapa | Ngumpin | Walmajarri,Walmajarri,PN Western,PN Western,PN Ngumpin-Yapa,Pama-Nyungan,_other,Ngumpin-Yapa,_other,_other,"SouthernWalmajarri, WalmajarriBilliluna, WalmajarriHR, WalmajarriNW",WalmajarriHR,WalmajarriHR,WalmajarriHR,125.748475,-19.69025,,,self,,hudson_walmajarri_1993,online,http://ausil.org/Dictionary/Walmajarri/lexicon/index.htm,,,CHIRILA/not_released/ASEDA0167,hudson_core_1978,,,,1019,3 full data,8 to check,176,Walmajarri_161897_augmented_Hudon_1978.xml,Hudson 1978,,Hudson 1978,hudson_core_1978,161897,FALSE,,,2,PAL,0,1,0,0,3,2,0,0,,
djuw1238,,Djuwarliny,Pama-Nyungan | Ngumpin-Yapa | Ngumpin | Walmajarri | Jiwaliny,Jiwarliny,PN Western,PN Western,PN Ngumpin-Yapa,Pama-Nyungan,_other,Ngumpin-Yapa,_other,_other,,Jiwarliny,Jiwarliny,,124.662043,-20.695373,,McGregor 1988:179,walm1241,Most closely related (McGregor 1988:172),,,,,,,,,,,,-2 doesn't exist,-2 doesn't exist,,,,,none specifically (Thieberger 1993:182),,,,,,,,,,,,,,,,,
west2437,,Western Warlpiri,Pama-Nyungan | Ngumpin-Yapa | Yapa | Ngardily,Ngardily,PN Western,PN Western,PN Ngumpin-Yapa,Pama-Nyungan,_other,Ngumpin-Yapa,_other,_other,,Ngardily,Ngardily,,,,,,self,,green_ngardily_1988,online,http://aiatsis.gov.au/sites/default/files/catalogue_resources/0034_access.zip,,,CHIRILA/not_released/ASEDA0034,green_ngardily_1988,,,,1024,3 full data,8 to check,,,,,Green 1988 ASEDA0034,nash_preliminary_1979,,FALSE,,,2,PAL,0,1,0,0,3,2,VIBR_RET,0,,
warl1255,,Warlmanpa,Pama-Nyungan | Ngumpin-Yapa | Yapa | Warlmanpa,Warlmanpa,PN Western,PN Western,PN Ngumpin-Yapa,Pama-Nyungan,_other,Ngumpin-Yapa,_other,_other,Warlmanpa,Warlmanpa,Warlmanpa,Warlmanpa,132.679579,-18.729702,,,self,,nash_preliminary_1984,open in archive,http://www.language-archives.org/item/oai:aseda.aiatsis.gov.au:0049,,,CHIRILA/not_released/ASEDA0049,nash_preliminary_1979,,,,252,3 full data,8 to check,287,Warlmanpa_318252_augmented_Nash_1981.xml,Nash 1981,,Nash 1981,nash_topics_1986,318252,FALSE,,,2,PAL,0,2,0,0,3,2,0,0,,
warl1254,,Warlpiri,Pama-Nyungan | Ngumpin-Yapa | Yapa | Warlpiri,Warlpiri,PN Western,PN Western,PN Ngumpin-Yapa,Pama-Nyungan,_other,Ngumpin-Yapa,_other,_other,Warlpiri,Warlpiri,Warlpiri,Warlpiri,130.858901,-20.58751,,,self,,schwartz_walpiri_1996,online,CHIRILA/v2/WarlpiriDict,,,CHIRILA/v2/WarlpiriDict,nash_topics_1986,,,,242,3 full data,8 to check,193,Warlpiri_18927_augmented_Nash_1986.xml,Nash 1986,,Nash 1986,nash_topics_1986,18927,FALSE,,,2,PAL,0,1,0,0,3,2,VIBR_RET,0,,
nyaw1247,,Nyawaygi,Pama-Nyungan | Nyawaygic | Nyawaygi,Nyawaygi,PN Northeast,PN Northeast,PN Nyawaygic,Pama-Nyungan,_other,_other,Nyawaygic,_other,,Nyawaygi,Nyawaygi,,146.165399,-18.919165,,,self,,dixon_nyawaygi_1983,published,,,,,dixon_nyawaygi_1983,,,,911,3 full data,8 to check,68,Nyawaygi_122327_augmented_Dixon_1983.xml,Dixon 1983,,Dixon 1983,dixon_nyawaygi_1983,122327,FALSE,,,1,DENT,0,1,D,0,3,2,0,OBS_API_NEUT,,
wulg1239,,Wulguru,Pama-Nyungan | Nyawaygic | Wulguru,Wulguru,PN Northeast,PN Northeast,PN Nyawaygic,Pama-Nyungan,_other,_other,Nyawaygic,_other,Wulguru,Wulguru,Wulguru,Wulguru (unreferenced in supp materials),146.237254,-19.317932,,,self,,donohue_wulguru:_2007,published,,reconstituted,,CHIRILA/not_released/Don07,donohue_wulguru:_2007,,,,795,3 full data,8 to check,143,Wulguru_37337_augmented_Donohue_2007.xml,Donohue 2007,,Donohue 2007,donohue_wulguru:_2007,37337,FALSE,,,1,2,0,1,PD,0,3,2,0,,,
bind1234,,Bindal-Cunningham,Pama-Nyungan | Nyawaygic? | Bindal,Bindal,PN Northeast,PN Northeast,PN Nyawaygic,Pama-Nyungan,_other,_other,Nyawaygic,_other,,,Bindal,,146.766694,-19.634475,,Terrill 1998:86,biri1256,Geographic proximity,,,,,,,,,,,,-1 unreconstituted,-1 unreconstituted,,,,,none (see Breen 2009),,,,,,,,,,,,,,,,,
yuru1264,,Yuru,Pama-Nyungan | Nyawaygic? | Yuru,Yuru,PN Northeast,PN Northeast,PN Nyawaygic,Pama-Nyungan,_other,_other,Nyawaygic,_other,,Yuru,,,147.532733,-19.925475,112w in Curr126,Terrill 1998:86,biri1256,Geographic proximity,,,,,,,,,,,,-1 under 150w,-1 under 150w,,,,,none (Breen 2009:246),,,,,,,,,,,,,,,,,
0000balardung,nyun1247,Nyunga,Pama-Nyungan | Nyungar | Balardung,Balardung,PN Western,PN Western,PN Southwest,Pama-Nyungan,_other,Southwest,_other,_other,,,,,117.163798,-31.699408,O'Grady 1959,Theiberger 1993:30,0000wiilman,Grouped together in Dench 1994,,,,,,,,,,,,-1 unreconstituted,-1 unreconstituted,,,,,Douglas 1976,douglas_aboriginal_1976,5027,TRUE,,,2,PAL,0,1,0,0,5,1,0,0,,
bibb1234,,Bibbulman,Pama-Nyungan | Nyungar | Bibbulman,Bibbulman,PN Western,PN Western,PN Southwest,Pama-Nyungan,_other,Southwest,_other,_other,,,Bibbulman,,116.166755,-34.46242,,,self,,dench_nyungar_1994,published,,reconstituted,,,dench_nyungar_1994,,,,1036,1 reconstituted only,8 to check,,,,,Douglas 1976,douglas_aboriginal_1976,5027,TRUE,,,2,PAL,0,1,0,0,5,1,0,0,,
gore1235,,Goreng,Pama-Nyungan | Nyungar | Goreng,Goreng,PN Western,PN Western,PN Southwest,Pama-Nyungan,_other,Southwest,_other,_other,,,,,118.50376,-33.896953,,Theiberger 1993:48,0000wiilman,Grouped together in Dench 1994,,,,,,,,,,,,-1 unreconstituted,-1 unreconstituted,,,,,Douglas 1976,douglas_aboriginal_1976,5027,TRUE,,,2,PAL,0,1,0,0,5,1,0,0,,
kani1276,,Kaniyang,Pama-Nyungan | Nyungar | Kaniyang,Kaniyang,PN Western,PN Western,PN Southwest,Pama-Nyungan,_other,Southwest,_other,_other,,Kaniyang,Kaniyang,,116.777354,-33.881381,Curr 24c,,0000wiilman,Grouped together in Dench 1994,,,,,,,,,,,,-1 under 150w,-1 under 150w,,,,,Douglas 1976,douglas_aboriginal_1976,5027,TRUE,,,2,PAL,0,1,0,0,5,1,0,0,,
0000minang,nyun1247,Nyunga,Pama-Nyungan | Nyungar | Minang,Minang,PN Western,PN Western,PN Southwest,Pama-Nyungan,_other,Southwest,_other,_other,,,,,117.686791,-34.657043,O'Grady 1959,Theiberger 1993:53,self,Most closely related & proximal (Thieberger 1993:32),dench_nyungar_1994,published,,reconstituted,,,dench_nyungar_1994,,,,1037,1 reconstituted only,8 to check,,,,,Douglas 1976,douglas_aboriginal_1976,5027,TRUE,,,2,PAL,0,1,0,0,5,1,0,0,,
pinj1244,,Pinjarup,Pama-Nyungan | Nyungar | Pinjarup,Pinjarup,PN Western,PN Western,PN Southwest,Pama-Nyungan,_other,Southwest,_other,_other,,,,,115.97023,-32.845966,,,0000wardandi,Grouped together in Dench 1994,,,,,,,,,,,,-1 unreconstituted,-1 unreconstituted,,,,,Douglas 1976,douglas_aboriginal_1976,5027,TRUE,,,2,PAL,0,1,0,0,5,1,0,0,,
ward1248,,Wardandi,Pama-Nyungan | Nyungar | Wardandi,Wardandi,PN Western,PN Western,PN Southwest,Pama-Nyungan,_other,Southwest,_other,_other,Wardandi,Wardandi,Wardandi,*Wardandi,115.461463,-33.85472,,,self,,dench_nyungar_1994,published,,reconstituted,,,dench_nyungar_1994,,,,1035,1 reconstituted only,8 to check,,,,,Douglas 1976,douglas_aboriginal_1976,5027,TRUE,,,2,PAL,0,1,0,0,5,1,0,0,,
nyun1247,,Nyunga,Pama-Nyungan | Nyungar | Watjuk,Wajuk,PN Western,PN Western,PN Southwest,Pama-Nyungan,_other,Southwest,_other,_other,,Watjuk,Watjuk,,116.130136,-31.897714,,,self,,dench_nyungar_1994,published,,reconstituted,,,dench_nyungar_1994,,,,1034,1 reconstituted only,8 to check,,,,,Douglas 1976,douglas_aboriginal_1976,5027,TRUE,,,2,PAL,0,1,0,0,5,1,0,0,,
0000wiilman,nyun1247,Nyunga,Pama-Nyungan | Nyungar | Wiilman,Wiilman,PN Western,PN Western,PN Southwest,Pama-Nyungan,_other,Southwest,_other,_other,,,,,117.201932,-33.081847,,,self,,dench_nyungar_1994,published,,reconstituted,,,dench_nyungar_1994,,,,1038,1 reconstituted only,8 to check,,,,,Douglas 1976,douglas_aboriginal_1976,5027,TRUE,,,2,PAL,0,1,0,0,5,1,0,0,,
0000wudjari,nyun1247,Nyunga,Pama-Nyungan | Nyungar | Wudjari,Wudjari,PN Western,PN Western,PN Southwest,Pama-Nyungan,_other,Southwest,_other,_other,,,,,119.891586,-33.539843,,Theiberger 1993:65,0000wardandi,Most closely related & proximal (Thieberger 1993:32),,,,,,,,,,,,-1 unreconstituted,-1 unreconstituted,,,,,Douglas 1976,douglas_aboriginal_1976,5027,TRUE,,,2,PAL,0,1,0,0,5,1,0,0,,
0000yuwat,nyun1247,Nyunga,Pama-Nyungan | Nyungar | Yuwat,Yuwat,PN Western,PN Western,PN Southwest,Pama-Nyungan,_other,Southwest,_other,_other,,,,,117.686791,-34.657043,O'Grady 1959,,nyun1247,Grouped together in Dench 1994,,,,,,,,,,,,-1 unreconstituted,-1 unreconstituted,,,,,Douglas 1976,douglas_aboriginal_1976,5027,TRUE,,,2,PAL,0,1,0,0,5,1,0,0,,
0000barundji,kula1275,Kula (Australia),Pama-Nyungan | Paakantyi | Gurnu-Baarundji | Baarundji,Barundji,PN Central,PN Central,PN Yardli-Paakantyi,Pama-Nyungan,Yardli-Paakantyi,_other,_other,_other,,,,,144.859388,-29.328101,,Hercus 1982:7-9,darl1243,Most closely related (Hercus 1982),,,,,,,,,,,,-1 unreconstituted,-1 unreconstituted,,Bagandji_302303_augmented_Hercus_1982.xml,,,Hercus 1982,,,,,,,,,,,,,,,,,
0000kurnu,kula1275,Kula (Australia),Pama-Nyungan | Paakantyi | Gurnu-Baarundji | Kurnu,Kurnu,PN Central,PN Central,PN Yardli-Paakantyi,Pama-Nyungan,Yardli-Paakantyi,_other,_other,_other,,Kurnu,Kurnu,,145.668665,-30.009744,,,darl1243,Most closely related (Hercus 1982),,,,,,,,,,,CB2576 = Curr75,0 uncertain existence,1 to acquire,,Bagandji_302303_augmented_Hercus_1982.xml,,,Hercus 1982,,,,,,,,,,,,,,,,,
0000naualko,kula1275,Kula (Australia),Pama-Nyungan | Paakantyi | Gurnu-Baarundji | Naaualko,Naualko,PN Central,PN Central,PN Yardli-Paakantyi,Pama-Nyungan,Yardli-Paakantyi,_other,_other,_other,,,,,144.473096,-30.826036,,Hercus 1982:7-9,darl1243,Most closely related (Hercus 1982),,,,,,,,,,,,-2 doesn't exist,-2 doesn't exist,,Bagandji_302303_augmented_Hercus_1982.xml,,,Hercus 1982,,,,,,,,,,,,,,,,,
band1337,,Bandjigali,Pama-Nyungan | Paakantyi | Pantyikali,Bandjigali,PN Central,PN Central,PN Yardli-Paakantyi,Pama-Nyungan,Yardli-Paakantyi,_other,_other,_other,,,,,143.082946,-30.395735,,Hercus 1982:10,darl1243,Most closely related (Hercus 1982),,,,,,,,,,,,0 uncertain existence,1 to acquire,,Bagandji_302303_augmented_Hercus_1982.xml,,,Hercus 1982,hercus_bagandji_1982,7335,FALSE,,,2,2,0,1,0,0,3,2,0,0,,
0000marawara,,Marawara,Pama-Nyungan | Paakantyi | Southern | Marawara,Marawara,PN Central,PN Central,PN Yardli-Paakantyi,Pama-Nyungan,Yardli-Paakantyi,_other,_other,_other,,,,,142.510907,-32.801982,Maybe enough to use: cf Hercus 1982:11,,darl1243,Most closely related (Hercus 1982),,,,,,,,,,,,-1 unreconstituted,-1 unreconstituted,,Bagandji_302303_augmented_Hercus_1982.xml,,,,,,,,,,,,,,,,,,,,
darl1243,,Paakantyi,Pama-Nyungan | Paakantyi | Southern | Southern Paakintyi,Southern Paakintyi,PN Central,PN Central,PN Yardli-Paakantyi,Pama-Nyungan,Yardli-Paakantyi,_other,_other,_other,,Paakantyi,Paakantyi,,142.510907,-32.801982,,,self,,hercus_paakantyi_nodate,online,http://aiatsis.gov.au/sites/default/files/catalogue_resources/0525_access.zip,,,CHIRILA/not_released/ASEDA0525,hercus_paakantyi_nodate,,,,475,3 full data,8 to check,,Bagandji_302303_augmented_Hercus_1982.xml,,,Hercus 1982,hercus_bagandji_1982,7335,FALSE,,,2,2,0,1,0,0,3,2,0,0,,
0000danggali,wilj1239,Wiljakali,Pama-Nyungan | Paakantyi | Wiljaali-Dhangaali | Danggali,Danggali,PN Central,PN Central,PN Yardli-Paakantyi,Pama-Nyungan,Yardli-Paakantyi,_other,_other,_other,,,,,141.259395,-32.712906,,Hercus 1982:9,darl1243,Most closely related (Hercus 1982),,,,,,,,,,,,-2 doesn't exist,-2 doesn't exist,,Bagandji_302303_augmented_Hercus_1982.xml,,,Hercus 1982,,,,,,,,,,,,,,,,,
wilj1239,,Wiljakali,Pama-Nyungan | Paakantyi | Wiljaali-Dhangaali | Wilyakali,Wilyagali,PN Central,PN Central,PN Yardli-Paakantyi,Pama-Nyungan,Yardli-Paakantyi,_other,_other,_other,,,,,141.201456,-31.820252,51w in Curr71,Hercus 1982:9,darl1243,Most closely related (Hercus 1982),,,,,,,,,,,,-1 under 150w,-1 under 150w,,Bagandji_302303_augmented_Hercus_1982.xml,,,Hercus 1982,,,,,,,,,,,,,,,,,
0000okuntjel,ikar1243,Ikaranggal,Pama-Nyungan | Paman | Alaya-Athima | Central | Gudabal,Okuntjel,PN Northeast,PN Northeast,PN Paman,Pama-Nyungan,_other,_other,Paman,_other,,,,,,,,Alpher 2016:42,ikar1243,temp; else taga1279 Most closely related (Alpher 2016:42fn5),,,,,,,,,,,,-2 doesn't exist,-2 doesn't exist,,,,,,,,,,,,,,,,,,,,,,
0000gugu_mini,ikar1243,Ikaranggal,Pama-Nyungan | Paman | Alaya-Athima | Central | Gugu-Mini,Gugu Mini,PN Northeast,PN Northeast,PN Paman,Pama-Nyungan,_other,_other,Paman,_other,,Gugumini,Gugumini,,143.877271,-16.071811,Curr111&Palmer1884 / ASEDA706 - by Alpher,Alpher 2016:42,ikar1243,Most closely related & proximal (Alpher 2016:42),,,,,,,,,,,,-1 unreconstituted,-1 unreconstituted,,,,,,,,,Get Sommer,,,,,,,,,,,,,
ikar1243,,Ikaranggal,Pama-Nyungan | Paman | Alaya-Athima | Central | Ikarranggal,Ikarranggal,PN Northeast,PN Northeast,PN Paman,Pama-Nyungan,_other,_other,Paman,_other,,Ikarranggal,Ikarranggal,,143.492055,-14.557502,,,self,,sommer_ikarranggal_1999,published,,,,CHIRILA/not_released/som99,sommer_ikarranggal_1999,Prenasalized stops normalized to nasal + stop sequence.,,,798,3 full data,8 to check,299,Ikarranggal_320043_augmented_Sommer_1999.xml,Sommer 1999,,Sommer 1999,sommer_ikarranggal_1999,320043,FALSE,,,1,2,0,1,PD,1,5,1,0,0,,
0000kookobatha,ikar1243,Ikaranggal,Pama-Nyungan | Paman | Alaya-Athima | Central | Kookobatha,Kookobatha,PN Northeast,PN Northeast,PN Paman,Pama-Nyungan,_other,_other,Paman,_other,,,,,,,Pamler1884 / ASEDA 0706 - by Alpher,Alpher 2016:42,ikar1243,Most closely related & proximal (Alpher 2016:42),,,,,,,,,,,,-1 unreconstituted,-1 unreconstituted,,,,,,,,,,,,,,,,,,,,,,
0000ogh_angkula,ikar1243,Ikaranggal,Pama-Nyungan | Paman | Alaya-Athima | Central | Ogh Angkula,Ogh Angkula,PN Northeast,PN Northeast,PN Paman,Pama-Nyungan,_other,_other,Paman,_other,,,,,,,,,self,,sommer_ankula_nodate,open in archive,https://search.library.uq.edu.au/primo-explore/fulldisplay?docid=61UQ_ALMA2182141600003131&context=L&vid=61UQ,,,,rigsby_kuku-thaypan_1976,,,,968,3 full data,8 to check,,,,,Rigsby 1976,rigsby_kuku-thaypan_1976,,,,/NC/ > /N+C/,1,2,0,1,PD,1,5,1,"V_LO_FR,V_MIDLO_BK,V_HI_CENTR",,,Prenasalized stops in Rigsby 1976 interpreted here as segment sequences.
taga1279,,Tagalaka,Pama-Nyungan | Paman | Alaya-Athima | Central | Takalak,Takalak,PN Northeast,PN Northeast,PN Paman,Pama-Nyungan,_other,_other,Paman,_other,,Tagalag,Tagalag,,142.72471,-18.4139,Alpher has unplublish MSs,,ikar1243,Most closely related (Alpher 2016:42),,,,,,,,,,,,0 uncertain existence,1 to acquire,,,,,Sutton 1976,sutton_diversity_1976,303688,TRUE,,,1,2,0,1,PD,0,5,2,FRIC_DENT;FRIC_PAL,0,,
0000aghu_aloja,aghu1254,Aghu Tharnggalu,Pama-Nyungan | Paman | Alaya-Athima | North-eastern | Aghu-Aloja,Agu Aloja,PN Northeast,PN Northeast,PN Paman,Pama-Nyungan,_other,_other,Paman,_other,,,,,,,,,self,,sommer_alwangar_nodate,open in archive,https://search.library.uq.edu.au/primo-explore/fulldisplay?docid=61UQ_ALMA2182141600003131&context=L&vid=61UQ,phonetic,,,rigsby_kuku-thaypan_1976,,,,948,2 tentative data,8 to check,,,,,Rigsby 1976,rigsby_kuku-thaypan_1976,,,,/NC/ > /N+C/,1,2,0,1,PD,1,5,1,"V_LO_FR,V_MIDLO_BK,V_HI_CENTR",,,Prenasalized stops in Rigsby 1976 interpreted here as segment sequences.
aghu1254,,Aghu Tharnggalu,Pama-Nyungan | Paman | Alaya-Athima | North-eastern | Aghu-Tharnggala,Aghu Tharnggala,PN Northeast,PN Northeast,PN Paman,Pama-Nyungan,_other,_other,Paman,_other,AghuTharrnggala,AghuTharrnggala,AghuTharrnggala,Aghu-Tharrnggala,143.473994,-15.489688,,,self,,jolly_aghu_1989,thesis,,,,CHIRILA/not_released/jol89,jolly_aghu_1989,Prenasalized stops normalized to nasal + lenis stop.,,,153,3 full data,8 to check,282,Aghu-Tharnggala_73578_augmented_Jolly_1989.xml,Jolly 1989,,Jolly 1989,jolly_aghu_1989,73578,FALSE,,/NC/ > /N+voicedC/,1,2,0,2,PD,0,5,1,V_HI_CENTR;V_MID_CENTR,0,,Prenasalized stops in Jolly 1989 interpreted as nasal + lenis stop.
thay1248,,Thaypan,Pama-Nyungan | Paman | Alaya-Athima | North-eastern | Awu Alaya,Awu Alaya,PN Northeast,PN Northeast,PN Paman,Pama-Nyungan,_other,_other,Paman,_other,,,,,143.359489,-14.977012,Ask JC too,,self,,sommer_thaipan_nodate,open in archive,https://search.library.uq.edu.au/primo-explore/fulldisplay?docid=61UQ_ALMA2182141600003131&context=L&vid=61UQ,phonetic,{},,rigsby_kuku-thaypan_1976,,,,975,2 tentative data,8 to check,9,Kuku-Thaypan_2103_augmented_Rigsby_1976.xml,Rigsby 1976,,Rigsby 1976,rigsby_kuku-thaypan_1976,147076,FALSE,,/NC/ > /N+voicedC/,1,2,0,2,PD,1,5,1,V_LO_FR;V_MIDLO_BK;V_HI_CENTR,0,,Prenasalized stops in Rigsby 1976 interpreted as nasal + lenis stop.
0000aghu_alungul,aghu1254,Aghu Tharnggalu,Pama-Nyungan | Paman | Alaya-Athima | North-eastern |Ogh Alungul,Ogh Alungul,PN Northeast,PN Northeast,PN Paman,Pama-Nyungan,_other,_other,Paman,_other,,,,,,,,,self,,sommer_alungul_nodate,open in archive,https://search.library.uq.edu.au/primo-explore/fulldisplay?docid=61UQ_ALMA2182141600003131&context=L&vid=61UQ,phonetic,{},,sommer_alungul_nodate,,,,947,2 tentative data,8 to check,,,,,,,,,,Inferred from wordlist,1,2,0,1,PD,0,5,1,"FRIC_VEL,FRIC_LAB",,,
athi1234,,Athima,Pama-Nyungan | Paman | Alaya-Athima | South-western | Athima,Athima,PN Northeast,PN Northeast,PN Paman,Pama-Nyungan,_other,_other,Paman,_other,,,,,,,,Alpher 2000MS,kawa1290,Most closely related (Alpher 2016:41),,,,,,,,,,,,-1 under 150w,-1 under 150w,,,,,,,,,,,,,,,,,,,,,,
