# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Sat Jul 25 04:12:02 AEST 2020 [seed=1595614321441]
# -threads 8 xml/biphone_binary_CSHS_2020-07-23_ch2.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	tmrca(Arandic)	tmrca(Bandjalangic)	tmrca(CentralNSW)	tmrca(Gumbaynggiric)	tmrca(Kalkatungic)	tmrca(KanyaraMatharta)	tmrca(Karnic)	tmrca(Kartu)	tmrca(Marrngu)	tmrca(Mayi)	tmrca(Ngayarta)	tmrca(NgumpinYapa)	tmrca(PamaMaric)	tmrca(SouthWest)	tmrca(ThuraYura)	tmrca(WakaKabi)	tmrca(Warluwaric)	tmrca(Wati)	tmrca(Yolngu)	age(Arandic)	age(Bandjalangic)	age(CentralNSW)	age(Gumbaynggiric)	age(Kalkatungic)	age(KanyaraMatharta)	age(Karnic)	age(Kartu)	age(Marrngu)	age(Mayi)	age(Ngayarta)	age(NgumpinYapa)	age(PamaMaric)	age(SouthWest)	age(ThuraYura)	age(WakaKabi)	age(Warluwaric)	age(Wati)	age(Yolngu)	birthDeath.meanGrowthRate	birthDeath.relativeDeathRate	birthDeath.sampleProbability	bcov.alpha	bcov.s	frequencies1	frequencies2	hfrequencies1	hfrequencies2	clock.rate	meanRate	treeLikelihood	branchRates	speciation
0	-24999.63522010866	-903.7623368015355	-24095.872883307125	3584.5854919667518	3584.5854919667518	19947.94017944587	0.0	391.79877776690165	220.56389569843435	466.0085586809664	39.792077099086384	67.49449577626923	97.43599039693918	175.50078987035124	46.15302550144077	43.20790039221448	233.0187061431851	118.50380084170831	369.89552561655785	205.61689757440433	131.99192892800502	77.37408186709082	299.26487088072327	3500.0	156.58984614161545	0.0	391.79877776690165	220.56389569843435	466.0085586809664	39.792077099086384	67.49449577626923	97.43599039693918	175.50078987035124	46.15302550144077	43.20790039221448	233.0187061431851	118.50380084170831	369.89552561655785	205.61689757440433	131.99192892800502	77.37408186709082	299.26487088072327	3500.0	156.58984614161545	0.001	0.0	0.366	0.5	0.5	0.5	0.5	0.5	0.5	0.001	0.0010000000000000002	-24095.872883307125	0.0	-882.262331077307
10000	-15940.896025360382	-793.0347410032167	-15147.861284357165	3648.9930219850107	3648.9930219850107	38587.36451841413	0.0	25.77080918933069	413.69526851941464	416.4293162269644	92.45047723517939	165.69336322768098	129.33071686987697	147.2117610924704	343.89829048436826	207.44336148683112	243.59589292863677	361.59578596457595	776.4294131315048	265.62121105672526	102.0670380256175	377.28538474130653	429.4259326738717	3572.631822706424	231.23620334903572	0.0	25.77080918933069	413.69526851941464	416.4293162269644	92.45047723517939	165.69336322768098	129.33071686987697	147.2117610924704	343.89829048436826	207.44336148683112	243.59589292863677	361.59578596457595	776.4294131315048	265.62121105672526	102.0670380256175	377.28538474130653	429.4259326738717	3572.631822706424	231.23620334903572	0.005078335622492547	0.0	0.366	0.0038630592853202026	0.07682299705179652	0.6584867734354767	0.34151322656452304	0.5	0.5	5.542772217413731E-4	5.542772217413724E-4	-15147.861284357165	0.0	-773.5525998053985
20000	-15482.04248178767	-868.983949677174	-14613.058532110495	3702.0982708566207	3702.0982708566207	90560.77623523673	0.0	57.6636395850186	695.9131476340481	770.1782265308323	474.1722476280317	577.7968860193362	389.0477364942485	447.1205672903496	691.3845651623674	683.7197479971687	651.1595035911928	1199.6279875038797	2020.199425744132	651.9193150540525	440.13761085061145	951.1939911906404	972.1104490866637	3379.653033211027	754.7071552144175	0.0	57.6636395850186	695.9131476340481	770.1782265308323	474.1722476280317	577.7968860193362	389.0477364942485	447.1205672903496	691.3845651623674	683.7197479971687	651.1595035911928	1199.6279875038797	2020.199425744132	651.9193150540525	440.13761085061145	951.1939911906404	972.1104490866637	3379.653033211027	754.7071552144175	0.0019228722864318376	0.0	0.366	0.0036571535322881083	0.12032252252450638	0.6920998725304134	0.30790012746958667	0.5	0.5	1.7313922182981802E-4	1.731392218298181E-4	-14613.058532110495	0.0	-849.4085925284684
30000	-15432.46507411972	-916.6954146875829	-14515.769659432137	4592.676150726812	4592.676150726812	148969.74941342912	0.0	215.9064625990385	1377.0191594033129	1593.819577814834	497.3305151254626	1173.3528073900693	639.9754956917302	979.5940617101122	1192.924183239442	1223.8542239448495	1231.0591948308543	2136.228399442173	3385.061831690543	1265.5182364629663	849.0255682436356	1395.6284892070187	1552.6618996640923	3737.7724205440986	1438.047119059561	0.0	215.9064625990385	1377.0191594033129	1593.819577814834	497.3305151254626	1173.3528073900693	639.9754956917302	979.5940617101122	1192.924183239442	1223.8542239448495	1231.0591948308543	2136.228399442173	3385.061831690543	1265.5182364629663	849.0255682436356	1395.6284892070187	1552.6618996640923	3737.7724205440986	1438.047119059561	0.0012819583539622247	0.0	0.366	5.5805528248432374E-5	0.17393210612433266	0.6890328114804554	0.31096718851954436	0.5	0.5	8.58113627101999E-5	8.581136271019987E-5	-14515.769659432137	0.0	-899.1782539414006
40000	-15404.513437610876	-961.6337082810962	-14442.87972932978	6292.37506321679	6292.37506321679	227895.1228221444	0.0	355.36017237105364	2109.4448221628872	1138.0611932835218	775.023788486709	1553.5831019822099	1139.9271854334527	1467.0802398170201	2916.6143649792766	2027.7219268890183	1807.9322093909987	3978.4618044544477	4809.353671592449	1835.397791818871	1576.9334214008422	2403.1893286336913	2611.316269280288	3713.9350134756837	2395.1766907963793	0.0	355.36017237105364	2109.4448221628872	1138.0611932835218	775.023788486709	1553.5831019822099	1139.9271854334527	1467.0802398170201	2916.6143649792766	2027.7219268890183	1807.9322093909987	3978.4618044544477	4809.353671592449	1835.397791818871	1576.9334214008422	2403.1893286336913	2611.316269280288	3713.9350134756837	2395.1766907963793	8.157210327825038E-4	0.0	0.366	0.0018006025934188003	0.16032844251332773	0.6873558263222713	0.31264417367772873	0.5	0.5	5.86326398270622E-5	5.8632639827062186E-5	-14442.87972932978	0.0	-945.3403008931238
50000	-15399.605568374991	-966.3322273092282	-14433.273341065762	6423.839519962505	6423.839519962505	238529.85235849634	0.0	309.23021800029886	2405.349020587122	2495.1888176473267	961.6775740838378	1424.6761475582778	1402.290287204867	1475.0418526698593	3396.877342091274	2342.4865941261537	2062.5725179782694	3936.2561855870367	5208.867360397887	2006.6746753282482	1421.5636975842326	2502.647356005717	2930.8118553920676	3541.222555712304	2645.322460917956	0.0	309.23021800029886	2405.349020587122	2495.1888176473267	961.6775740838378	1424.6761475582778	1402.290287204867	1475.0418526698593	3396.877342091274	2342.4865941261537	2062.5725179782694	3936.2561855870367	5208.867360397887	2006.6746753282482	1421.5636975842326	2502.647356005717	2930.8118553920676	3541.222555712304	2645.322460917956	7.800299439252733E-4	0.0	0.366	3.9014868717522535E-4	0.16699703851681533	0.6994164775270594	0.30058352247294107	0.5	0.5	5.900788794482485E-5	5.9007887944824845E-5	-14433.273341065762	0.0	-950.0636676000121
60000	-15430.086476072389	-984.5917953965348	-14445.494680675854	7177.504837114669	7177.504837114669	274170.9180548864	0.0	112.16480067413636	2865.0298165748595	2176.002337242533	1991.6249832532117	1393.8992792249423	1831.4117611320596	2074.9355866769206	3178.9335012080437	2503.4119041565614	1922.6066146163398	3900.2757373559107	5924.358540603316	2150.3920157265907	1661.6874897517437	3151.0733532422314	2987.1073193515676	3263.5921914583287	2594.422022271763	0.0	112.16480067413636	2865.0298165748595	2176.002337242533	1991.6249832532117	1393.8992792249423	1831.4117611320596	2074.9355866769206	3178.9335012080437	2503.4119041565614	1922.6066146163398	3900.2757373559107	5924.358540603316	2150.3920157265907	1661.6874897517437	3151.0733532422314	2987.1073193515676	3263.5921914583287	2594.422022271763	7.719057364420261E-4	0.0	0.366	0.0010185166976473194	0.1691637414279786	0.6934469477418195	0.30655305225818125	0.5	0.5	4.980870635771896E-5	4.9808706357718954E-5	-14445.494680675854	0.0	-966.9367381058472
70000	-15386.308294172066	-974.5335151632277	-14411.774779008838	6599.0414735058375	6599.0414735058375	258357.26854192727	0.0	492.39722174953505	2405.375379341307	1951.4238396640244	1250.4224603840657	1870.7153911949404	1552.768665583891	2137.122544164386	3016.1307945313415	2077.3896336184794	1816.7668435218613	3559.611578219849	5743.889302360103	1848.9668742287215	1903.9794203212327	2925.4494827810695	2658.9344633864657	3045.342695170346	3122.209503080673	0.0	492.39722174953505	2405.375379341307	1951.4238396640244	1250.4224603840657	1870.7153911949404	1552.768665583891	2137.122544164386	3016.1307945313415	2077.3896336184794	1816.7668435218613	3559.611578219849	5743.889302360103	1848.9668742287215	1903.9794203212327	2925.4494827810695	2658.9344633864657	3045.342695170346	3122.209503080673	7.339192186662482E-4	0.0	0.366	0.0010375812743906687	0.16607821036412196	0.7081517488443946	0.29184825115560614	0.5	0.5	4.8443082316825153E-5	4.844308231682513E-5	-14411.774779008838	0.0	-956.9351284008869
80000	-15391.489658216798	-960.1608014919454	-14431.328856724853	6073.5473008482495	6073.5473008482495	229556.46586541858	0.0	276.76298686929573	2142.590573402001	2154.7732714040553	1296.050297368159	1544.2417853725276	1341.7519149125446	1664.4492393345222	3046.8293566316734	1733.2166039432964	1710.0376628137492	3313.873958463637	5123.78076797541	1821.4490660695449	1554.0210010011997	2319.0698635929143	2519.0633300406084	3113.48242223251	2197.4321346741763	0.0	276.76298686929573	2142.590573402001	2154.7732714040553	1296.050297368159	1544.2417853725276	1341.7519149125446	1664.4492393345222	3046.8293566316734	1733.2166039432964	1710.0376628137492	3313.873958463637	5123.78076797541	1821.4490660695449	1554.0210010011997	2319.0698635929143	2519.0633300406084	3113.48242223251	2197.4321346741763	8.642595129112391E-4	0.0	0.366	4.1207972779823036E-4	0.16746201258348967	0.7028212907427731	0.29717870925722767	0.5	0.5	6.02184884546684E-5	6.021848845466844E-5	-14431.328856724853	0.0	-943.8197044506533
90000	-15385.792769115053	-976.608991708547	-14409.183777406506	7232.593206878627	7232.593206878627	257439.6824038857	0.0	310.02335830369566	2757.219054743342	1967.9925365003526	1312.1210020459712	1722.442923088611	1266.270100464578	1799.334248938639	3092.6995584875986	2374.518893613795	1810.3225127330636	3624.0316489339803	5897.182742525872	1900.0126148666056	1799.2001170703995	3535.1784235862697	2668.426710212334	3158.002291975473	2509.6265925470907	0.0	310.02335830369566	2757.219054743342	1967.9925365003526	1312.1210020459712	1722.442923088611	1266.270100464578	1799.334248938639	3092.6995584875986	2374.518893613795	1810.3225127330636	3624.0316489339803	5897.182742525872	1900.0126148666056	1799.2001170703995	3535.1784235862697	2668.426710212334	3158.002291975473	2509.6265925470907	6.555923741410961E-4	0.0	0.366	6.354043114518796E-4	0.16530748519522098	0.7065339972501987	0.29346600274980206	0.5	0.5	5.088507683424934E-5	5.088507683424934E-5	-14409.183777406506	0.0	-958.6123786647709
