# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Mon Oct 26 14:50:23 AEST 2020 [seed=1603687805667]
# -window -working -options
# keywords: discretized_branch_rates
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	tmrca(Bandjalangic)	tmrca(CentralNSW)	tmrca(Gumbaynggiric)	tmrca(Kalkatungic)	tmrca(KanyaraMatharta)	tmrca(Karnic)	tmrca(Kartu)	tmrca(Marrngu)	tmrca(Mayi)	tmrca(Ngayarta)	tmrca(NgumpinYapa)	tmrca(PamaMaric)	tmrca(SouthWest)	tmrca(ThuraYura)	tmrca(WakaKabi)	tmrca(Warluwaric)	tmrca(Wati)	tmrca(Yolngu)	age(Bandjalangic)	age(CentralNSW)	age(Gumbaynggiric)	age(Kalkatungic)	age(KanyaraMatharta)	age(Karnic)	age(Kartu)	age(Marrngu)	age(Mayi)	age(Ngayarta)	age(NgumpinYapa)	age(PamaMaric)	age(SouthWest)	age(ThuraYura)	age(WakaKabi)	age(Warluwaric)	age(Wati)	age(Yolngu)	birthDeath.meanGrowthRate	birthDeath.relativeDeathRate	birthDeath.sampleProbability	bcov.alpha	bcov.s	frequencies1	frequencies2	hfrequencies1	hfrequencies2	alpha	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	treeLikelihood	branchRates	speciation
200000	-15698.355811588199	-2162.164781451563	-13536.191030136635	6040.330109376277	6040.330109376277	241643.52576968708	179.6967268132786	1860.783833303546	1520.7970653286122	1509.0891048560277	2568.364775679399	1926.2973086942434	3618.13027873018	2381.3833418997824	952.3156194343729	2583.889187013157	3923.8457960523738	3310.733165748389	4069.674537454338	2284.8005785446544	633.6138295908804	3461.6383790103882	3245.346428475943	3243.5403216802356	179.6967268132786	1860.783833303546	1520.7970653286122	1509.0891048560277	2568.364775679399	1926.2973086942434	3618.13027873018	2381.3833418997824	952.3156194343729	2583.889187013157	3923.8457960523738	3310.733165748389	4069.674537454338	2284.8005785446544	633.6138295908804	3461.6383790103882	3245.346428475943	3243.5403216802356	6.885446191044019E-4	0.0	0.366	0.003989521387561362	0.19541496210739556	0.6163641279929664	0.38363587200703375	0.5	0.5	0.9244471212647	6.744562083233612E-5	8.192960239046673E-5	5.5741696631486045E-5	1.359094175497369	0.15566618103842586	-13536.191030136635	-1199.394378775646	-949.8974947437629
210000	-15662.308312450012	-2154.822965274883	-13507.485347175128	5703.916057838948	5703.916057838948	228178.58835261723	174.49590913127824	1374.3035028355673	1725.0994589406766	1701.0252595860045	2375.3620880429607	1835.9762910501972	3222.08278760643	1948.7388514628242	1257.3377143162586	2501.499135519987	3741.19032286246	3227.7477671992497	4681.377287804958	2620.3277252710445	1786.2958428079498	2616.5137815005155	3261.022112018426	2210.439191606175	174.49590913127824	1374.3035028355673	1725.0994589406766	1701.0252595860045	2375.3620880429607	1835.9762910501972	3222.08278760643	1948.7388514628242	1257.3377143162586	2501.499135519987	3741.19032286246	3227.7477671992497	4681.377287804958	2620.3277252710445	1786.2958428079498	2616.5137815005155	3261.022112018426	2210.439191606175	7.57863482616502E-4	0.0	0.366	9.424242673098303E-4	0.17313607473107137	0.6163641279929664	0.38363587200703375	0.5	0.5	0.8818048804017613	7.655282860243543E-5	9.047470498443392E-5	6.021912948066608E-5	1.3771624143681995	0.5263835026090752	-13507.485347175128	-1199.394378775646	-942.7819685917791
220000	-15667.115449872423	-2149.0595986769517	-13518.055851195471	5104.4752901382535	5104.4752901382535	213590.06650880977	165.2557547908611	1783.7413908616304	1711.0598180083596	1888.4146987788981	2181.2424654913357	1454.1438784160687	3018.7413269713406	3349.6309550813853	1201.6652656891683	2202.009579496367	3701.8963959038565	2909.108099770936	3880.736115620852	2299.633200351844	1260.1798532525045	2458.405237043011	3022.1411509137088	2086.764280071644	165.2557547908611	1783.7413908616304	1711.0598180083596	1888.4146987788981	2181.2424654913357	1454.1438784160687	3018.7413269713406	3349.6309550813853	1201.6652656891683	2202.009579496367	3701.8963959038565	2909.108099770936	3880.736115620852	2299.633200351844	1260.1798532525045	2458.405237043011	3022.1411509137088	2086.764280071644	8.780138133171235E-4	0.0	0.366	0.0017102258246434953	0.18442114686015604	0.6163641279929664	0.38363587200703375	0.5	0.5	0.7889149665761458	8.762937381253202E-5	1.125812470557215E-4	6.520398060312593E-5	1.5232423488058258	0.4918066065597744	-13518.055851195471	-1199.394378775646	-934.8056993861688
230000	-15690.11193854652	-2168.334582698354	-13521.777355848166	6257.039921302791	6257.039921302791	255877.71740781725	207.4317013325491	2793.4273739121522	1917.9113879499027	2172.817494240245	1761.013652642789	1555.8442373893147	2934.669995997543	2727.929521558413	2143.1514729910496	2514.8433711394964	4452.850747514831	3401.9175606291637	3918.8457822069786	2498.179519015	1268.4840985864735	2880.4295794485474	3999.21585071699	2575.6563632613875	207.4317013325491	2793.4273739121522	1917.9113879499027	2172.817494240245	1761.013652642789	1555.8442373893147	2934.669995997543	2727.929521558413	2143.1514729910496	2514.8433711394964	4452.850747514831	3401.9175606291637	3918.8457822069786	2498.179519015	1268.4840985864735	2880.4295794485474	3999.21585071699	2575.6563632613875	6.715664210444915E-4	0.0	0.366	0.0024405613727155285	0.1590231136711531	0.6163641279929664	0.38363587200703375	0.5	0.5	0.7966198977984006	7.630220033958868E-5	1.0770973642051732E-4	5.89564122702954E-5	1.5707412735833746	0.45869909970368855	-13521.777355848166	-1199.394378775646	-955.5552661588348
240000	-15664.958064341765	-2143.4105882051817	-13521.547476136584	6227.305566462741	6227.305566462741	205786.44853254946	201.11758354669755	1213.1583938400195	1142.3648296611443	1843.697461151392	1088.6182644447376	1310.6701640129663	2390.246166412602	2997.1229958159283	2642.7447113639596	2035.8522839675852	3540.6881879699076	2702.863481893689	3721.167559918029	1967.8302671672307	928.3037219068485	1945.5464050669527	3325.803409035544	1697.5379027963436	201.11758354669755	1213.1583938400195	1142.3648296611443	1843.697461151392	1088.6182644447376	1310.6701640129663	2390.246166412602	2997.1229958159283	2642.7447113639596	2035.8522839675852	3540.6881879699076	2702.863481893689	3721.167559918029	1967.8302671672307	928.3037219068485	1945.5464050669527	3325.803409035544	1697.5379027963436	9.61202186298683E-4	0.0	0.366	0.002300861103757223	0.18263395462494983	0.6163641279929664	0.38363587200703375	0.5	0.5	0.7909494622026289	7.898804865623245E-5	9.768489127035955E-5	6.51160369999779E-5	1.4128215726394462	0.4052137619993358	-13521.547476136584	-1199.394378775646	-931.3340411822796
250000	-15650.973203006517	-2145.492797928463	-13505.480405078053	5416.785787141968	5416.785787141968	208982.45958119814	211.18624166777354	1467.360801421424	1679.3047302863772	1160.5016400832699	1356.435552601975	1598.0400404865545	2416.248933655535	3268.575221425107	2633.419207161339	2108.037907437922	3843.8367897254234	3039.9007254619864	2994.8127434246603	2086.0251133187808	1499.2203248492535	2871.163302418217	3306.6317957744004	2354.582801458079	211.18624166777354	1467.360801421424	1679.3047302863772	1160.5016400832699	1356.435552601975	1598.0400404865545	2416.248933655535	3268.575221425107	2633.419207161339	2108.037907437922	3843.8367897254234	3039.9007254619864	2994.8127434246603	2086.0251133187808	1499.2203248492535	2871.163302418217	3306.6317957744004	2354.582801458079	8.591884409040793E-4	0.0	0.366	0.005022303711327733	0.16935959317980218	0.6163641279929664	0.38363587200703375	0.5	0.5	0.8613089609194622	8.643943185575874E-5	1.189835576925213E-4	6.981297823242076E-5	1.550973976370206	0.39177465780311976	-13505.480405078053	-1199.394378775646	-933.297657275423
260000	-15662.950818883273	-2143.569978585233	-13519.38084029804	5950.863309924912	5950.863309924912	205415.89523892594	876.4813253610125	1273.597974818629	1393.4770275338205	1847.9338267838568	1360.2425519082074	1735.4537708821201	1329.3737974806118	3151.645191186868	2229.6132964489393	1921.094132311892	3057.197323345929	2809.747941709884	3250.235088505402	1981.4022476431642	1190.2901021147145	2398.67249021478	3202.582483766026	2131.2657896298742	876.4813253610125	1273.597974818629	1393.4770275338205	1847.9338267838568	1360.2425519082074	1735.4537708821201	1329.3737974806118	3151.645191186868	2229.6132964489393	1921.094132311892	3057.197323345929	2809.747941709884	3250.235088505402	1981.4022476431642	1190.2901021147145	2398.67249021478	3202.582483766026	2131.2657896298742	9.16517293647848E-4	0.0	0.366	5.567835486819111E-4	0.1594361088128167	0.6163641279929664	0.38363587200703375	0.5	0.5	0.7328100776330421	8.172468360103772E-5	1.1608669230071364E-4	6.637060812732082E-5	1.5797193927791988	0.44451416579986597	-13519.38084029804	-1199.394378775646	-931.6842881929779
270000	-15674.808763511952	-2153.6100293134705	-13521.198734198482	6461.164081301142	6461.164081301142	224476.7437537555	436.9127452935522	2158.249921442806	2022.1011110701318	3092.25965019797	1350.7560214377988	1987.4100013712614	1523.5254938037958	2971.5097258213177	3157.0522548805725	2069.746519429191	2706.1868582430934	3371.8344141937414	3347.4955094568118	1617.1192441861763	1002.9827715830758	3044.9777964777654	3442.149391340413	2020.1581792800696	436.9127452935522	2158.249921442806	2022.1011110701318	3092.25965019797	1350.7560214377988	1987.4100013712614	1523.5254938037958	2971.5097258213177	3157.0522548805725	2069.746519429191	2706.1868582430934	3371.8344141937414	3347.4955094568118	1617.1192441861763	1002.9827715830758	3044.9777964777654	3442.149391340413	2020.1581792800696	8.166023446982432E-4	0.0	0.366	6.34303255856913E-4	0.18866354907845326	0.6163641279929664	0.38363587200703375	0.5	0.5	0.7832019708851781	8.070251353442049E-5	1.1330069388005879E-4	6.682056176574675E-5	1.5624047518024589	0.3480756174746938	-13521.198734198482	-1199.394378775646	-941.187687414072
280000	-15671.104621663415	-2167.961926121218	-13503.142695542198	6521.336375420866	6521.336375420866	251796.6591020591	638.9932840637858	1124.9575388018334	1568.4605563067441	3288.2806480116233	1709.4651531835461	2159.6655035873832	3364.3247802805254	3525.1333049986774	3308.951337185292	2770.9907341313055	3803.977449542988	3939.7324476741055	3562.818432320964	1734.9077115622586	681.8584613294609	3917.9676719408067	3435.0869124331634	2755.2864894553427	638.9932840637858	1124.9575388018334	1568.4605563067441	3288.2806480116233	1709.4651531835461	2159.6655035873832	3364.3247802805254	3525.1333049986774	3308.951337185292	2770.9907341313055	3803.977449542988	3939.7324476741055	3562.818432320964	1734.9077115622586	681.8584613294609	3917.9676719408067	3435.0869124331634	2755.2864894553427	7.088634861959052E-4	0.0	0.366	6.218177124182952E-4	0.2352914045596291	0.6163641279929664	0.38363587200703375	0.5	0.5	0.7457015180692701	6.710877391426997E-5	9.076583035659582E-5	5.368346473781852E-5	1.5420859060189944	0.27502831840774666	-13503.142695542198	-1199.394378775646	-955.4267662583969
290000	-15645.444674656806	-2168.040568391081	-13477.404106265725	5994.554374772937	5994.554374772937	255419.63083558565	194.23736181536427	1653.7166272292257	1527.8363938494829	1457.7694320928404	1856.599755605986	2025.7959576402068	3274.7935722941834	2878.6568427862344	2353.2282711895436	2852.4238689317726	3738.7464205177403	4137.501071305963	4388.52693973724	1542.1988077147198	1117.3716981277016	4230.672005779522	3508.7912617344605	3079.540592182838	194.23736181536427	1653.7166272292257	1527.8363938494829	1457.7694320928404	1856.599755605986	2025.7959576402068	3274.7935722941834	2878.6568427862344	2353.2282711895436	2852.4238689317726	3738.7464205177403	4137.501071305963	4388.52693973724	1542.1988077147198	1117.3716981277016	4230.672005779522	3508.7912617344605	3079.540592182838	6.814041988558392E-4	0.0	0.366	2.9158189763599544E-4	0.22742240297698826	0.6163641279929664	0.38363587200703375	0.5	0.5	0.7862922567726114	6.179793865842856E-5	8.253936485875689E-5	5.078531009606131E-5	1.4845801760825708	0.45557678963891235	-13477.404106265725	-1199.394378775646	-955.9138638700329
300000	-15628.295003280731	-2158.5920980057494	-13469.702905274982	5243.355581056452	5243.355581056452	229987.07964724634	372.5156217108946	1782.5945335619444	1228.1593759309815	1717.9453157843518	2024.7194031723918	1230.106017553578	2958.5564340731826	3593.9757140544407	2524.5764390000277	3711.592903956335	2924.2674385948367	3834.7515412206453	3643.741156859354	1439.2061928477083	1298.2353305707877	3506.302173692504	3827.975177607749	2325.637290413892	372.5156217108946	1782.5945335619444	1228.1593759309815	1717.9453157843518	2024.7194031723918	1230.106017553578	2958.5564340731826	3593.9757140544407	2524.5764390000277	3711.592903956335	2924.2674385948367	3834.7515412206453	3643.741156859354	1439.2061928477083	1298.2353305707877	3506.302173692504	3827.975177607749	2325.637290413892	9.338365996802103E-4	0.0	0.366	0.0046208979021087155	0.16519357912721264	0.6163641279929664	0.38363587200703375	0.5	0.5	0.8854424573553371	7.478200182481904E-5	9.11208800048745E-5	6.21379153842045E-5	1.423997965744233	0.5123785265134189	-13469.702905274982	-1199.394378775646	-945.8867926953955
310000	-15662.535995709855	-2170.5094470823483	-13492.026548627508	6168.834580777911	6168.834580777911	260782.82449798824	443.5843647470091	1551.836704017667	2075.3615928875556	1973.0893829765268	1722.8215441761408	1996.159872126718	3080.565800103262	3519.955488526126	2852.1701397999204	3003.6439365524125	3533.232955738487	4214.423382078262	4579.138908433213	1456.7032515465942	1081.538901420741	3230.8302583247823	3677.868357928406	2708.545804632683	443.5843647470091	1551.836704017667	2075.3615928875556	1973.0893829765268	1722.8215441761408	1996.159872126718	3080.565800103262	3519.955488526126	2852.1701397999204	3003.6439365524125	3533.232955738487	4214.423382078262	4579.138908433213	1456.7032515465942	1081.538901420741	3230.8302583247823	3677.868357928406	2708.545804632683	6.615235640751871E-4	0.0	0.366	0.0022418732083954143	0.17671263914151192	0.6163641279929664	0.38363587200703375	0.5	0.5	0.7977966258729003	7.407539056522262E-5	9.330011267998628E-5	5.941989510186788E-5	1.4867323284774936	0.5121561642662849	-13492.026548627508	-1199.394378775646	-958.2689058134263
320000	-15629.408114136497	-2160.636245824747	-13468.77186831175	5639.703829616796	5639.703829616796	240115.53760518902	272.5031318285144	2247.9201484422233	2077.604560451593	1631.2430695245362	1689.5892061885675	1467.6310325606626	3848.1174744000637	2660.2026221503916	1831.8790258002518	1740.3776983367732	2817.9224256998205	3945.7264219436115	3749.6714371368826	1217.3347876026064	1386.7281986787107	3496.7782657149605	3371.58610197134	2767.2562911273394	272.5031318285144	2247.9201484422233	2077.604560451593	1631.2430695245362	1689.5892061885675	1467.6310325606626	3848.1174744000637	2660.2026221503916	1831.8790258002518	1740.3776983367732	2817.9224256998205	3945.7264219436115	3749.6714371368826	1217.3347876026064	1386.7281986787107	3496.7782657149605	3371.58610197134	2767.2562911273394	7.931607081442558E-4	0.0	0.366	0.0018701613671573698	0.18877703994450118	0.6163641279929664	0.38363587200703375	0.5	0.5	0.7316419800924212	7.490602708013443E-5	8.581503600318123E-5	6.206698470579532E-5	1.3277094984405666	0.4960614100579549	-13468.77186831175	-1199.394378775646	-948.8670387279818
330000	-15618.2588777104	-2153.30216119105	-13464.95671651935	5959.567981186633	5959.567981186633	223592.88605030763	281.33752363917625	1510.4429630654731	2120.743938617799	838.8789513028407	1756.2653972054409	1730.1582605872943	2650.551132628961	2481.6959728446805	1761.9876542879754	1723.1899068877033	2659.867747702714	3826.4366572264917	2817.7209914001373	1127.3743816083309	2397.4425991873586	2961.107241513005	3283.230803986363	2558.460121079377	281.33752363917625	1510.4429630654731	2120.743938617799	838.8789513028407	1756.2653972054409	1730.1582605872943	2650.551132628961	2481.6959728446805	1761.9876542879754	1723.1899068877033	2659.867747702714	3826.4366572264917	2817.7209914001373	1127.3743816083309	2397.4425991873586	2961.107241513005	3283.230803986363	2558.460121079377	8.414579839869853E-4	0.0	0.366	0.0013897143376232714	0.18655122063402044	0.6163641279929664	0.38363587200703375	0.5	0.5	0.8243521312445068	7.811611253072909E-5	8.035168187172834E-5	6.816244514870409E-5	1.1462630473861617	0.4496733675211982	-13464.95671651935	-1199.394378775646	-941.3587371053623
340000	-15640.313789695658	-2158.084822709167	-13482.228966986491	6177.54598673719	6177.54598673719	233032.24114579314	106.13000890558781	1247.498526941167	1737.7761368181382	1500.2296580132409	1863.30334530025	1887.3596864510996	3030.156348261082	3229.748729032316	1965.9762009284907	1735.438013735595	3269.292292026647	4072.1243664064486	3367.8544470778056	1310.9465761862918	2905.597911091141	2369.9311041484925	3385.988147265878	2358.374417146891	106.13000890558781	1247.498526941167	1737.7761368181382	1500.2296580132409	1863.30334530025	1887.3596864510996	3030.156348261082	3229.748729032316	1965.9762009284907	1735.438013735595	3269.292292026647	4072.1243664064486	3367.8544470778056	1310.9465761862918	2905.597911091141	2369.9311041484925	3385.988147265878	2358.374417146891	8.865758348228001E-4	0.0	0.366	0.001530537035827308	0.17719748572244384	0.6163641279929664	0.38363587200703375	0.5	0.5	0.7645351488171206	6.206328256494798E-5	6.378635781746584E-5	5.652588092197992E-5	1.1553265191201314	0.46827527384743395	-13482.228966986491	-1199.394378775646	-946.3269546914739
350000	-15646.079748253083	-2159.723469149315	-13486.356279103768	5560.08493104397	5560.08493104397	239182.81687060502	610.8791807583276	1052.937140421695	2885.69127241278	1407.1087129687755	1888.5927803133081	1900.0591807803796	1572.8887693936854	3054.592336305486	2223.2116644268463	1835.753555124001	3240.775216644096	3765.745688809923	3409.081074843279	889.8483201834676	3009.436611672163	2949.2673426212145	3126.3012793285916	2861.490565520838	610.8791807583276	1052.937140421695	2885.69127241278	1407.1087129687755	1888.5927803133081	1900.0591807803796	1572.8887693936854	3054.592336305486	2223.2116644268463	1835.753555124001	3240.775216644096	3765.745688809923	3409.081074843279	889.8483201834676	3009.436611672163	2949.2673426212145	3126.3012793285916	2861.490565520838	8.471974759102219E-4	0.0	0.366	0.0020840960777834933	0.18610995426479215	0.6163641279929664	0.38363587200703375	0.5	0.5	0.7199442959615132	6.736273166480044E-5	7.14083947508129E-5	6.34877964464373E-5	1.1499550373474625	0.27522207619355016	-13486.356279103768	-1199.394378775646	-947.6516728478236
360000	-15651.392020226307	-2168.1377065827965	-13483.25431364351	6468.2817733564025	6468.2817733564025	251048.62746051655	343.08017995975183	523.5197714855657	2078.1626459963345	1459.820727408838	1641.085411006425	2104.3451212294535	3463.7317200338844	3048.9682158773976	2838.9429781858457	1495.6313056834074	3134.9120189753025	4357.695690870679	3059.080997105402	899.0681980594873	2321.2774671228276	3151.9036269866156	3312.5341787930442	3485.7408817088094	343.08017995975183	523.5197714855657	2078.1626459963345	1459.820727408838	1641.085411006425	2104.3451212294535	3463.7317200338844	3048.9682158773976	2838.9429781858457	1495.6313056834074	3134.9120189753025	4357.695690870679	3059.080997105402	899.0681980594873	2321.2774671228276	3151.9036269866156	3312.5341787930442	3485.7408817088094	6.855424390965548E-4	0.0	0.366	7.121833298298534E-4	0.1770319993976996	0.6163641279929664	0.38363587200703375	0.5	0.5	0.8401235284057068	6.394800865438447E-5	7.364753404712657E-5	5.74229275668993E-5	1.2256130793218396	0.2540136142409663	-13483.25431364351	-1199.394378775646	-955.8666735946093
370000	-15645.969548209809	-2165.2104347491654	-13480.759113460643	6410.074451890067	6410.074451890067	235415.19803175438	259.2867865205684	383.7586436980642	2894.418719363048	2426.0226626412023	1195.5318244376294	1999.4343055687827	2021.427900505249	3855.288090239523	2479.24896823775	1498.765723358603	2998.341248336075	4293.368016580716	2116.569461645065	744.184900401126	2885.877823757622	3106.9796364334625	3299.337894072882	3329.238894805197	259.2867865205684	383.7586436980642	2894.418719363048	2426.0226626412023	1195.5318244376294	1999.4343055687827	2021.427900505249	3855.288090239523	2479.24896823775	1498.765723358603	2998.341248336075	4293.368016580716	2116.569461645065	744.184900401126	2885.877823757622	3106.9796364334625	3299.337894072882	3329.238894805197	9.211615124693895E-4	0.0	0.366	5.37869259877314E-4	0.17533567142347697	0.6163641279929664	0.38363587200703375	0.5	0.5	0.8440955229519512	6.152546785410278E-5	7.192315948502533E-5	5.8524147977248345E-5	1.2312614157163995	0.2565768356972069	-13480.759113460643	-1199.394378775646	-953.0161031983927
380000	-15638.284038002337	-2165.453945796262	-13472.830092206075	6437.278331915632	6437.278331915632	244377.74317899274	342.63615341959667	484.0557000289924	3477.8665879110094	2526.118916198386	1096.7503447847826	1497.8888452579167	1492.8910050038498	3585.3100151786816	2557.216732660585	1524.9197286265407	3342.1860134003086	4233.895539241263	2394.46176330563	728.7148861319221	3637.2915870637694	2601.49031438463	3396.7449788036283	3237.549042165147	342.63615341959667	484.0557000289924	3477.8665879110094	2526.118916198386	1096.7503447847826	1497.8888452579167	1492.8910050038498	3585.3100151786816	2557.216732660585	1524.9197286265407	3342.1860134003086	4233.895539241263	2394.46176330563	728.7148861319221	3637.2915870637694	2601.49031438463	3396.7449788036283	3237.549042165147	7.059528303808152E-4	0.0	0.366	0.0021864211239862362	0.2149688176035025	0.6163641279929664	0.38363587200703375	0.5	0.5	0.7591747262131592	5.33926673306724E-5	5.3022308158555695E-5	5.174447870554139E-5	1.0188045665383314	0.37120065312688305	-13472.830092206075	-1199.394378775646	-953.3504045724194
390000	-15640.525436520173	-2168.612800029071	-13471.912636491103	6354.310909576207	6354.310909576207	250884.07316142175	534.6366048994367	536.325095695845	3779.2687085030093	3226.4473638033933	1215.1744979978828	1968.2414685816939	1660.9318456868125	4169.864827105636	1805.3820021091694	1736.2015574600755	3536.5567987858535	4193.237101860823	2546.6128074880594	886.3853630200517	3014.356466123819	3378.80882201146	3215.444448213666	3136.3737416036497	534.6366048994367	536.325095695845	3779.2687085030093	3226.4473638033933	1215.1744979978828	1968.2414685816939	1660.9318456868125	4169.864827105636	1805.3820021091694	1736.2015574600755	3536.5567987858535	4193.237101860823	2546.6128074880594	886.3853630200517	3014.356466123819	3378.80882201146	3215.444448213666	3136.3737416036497	7.086599353702865E-4	0.0	0.366	6.78931516718748E-4	0.2103217849565143	0.6163641279929664	0.38363587200703375	0.5	0.5	0.9601056326134774	6.711898953338582E-5	7.304666306399643E-5	5.704049198986622E-5	1.2127545933297574	0.1306947676170135	-13471.912636491103	-1199.394378775646	-955.9696507984679
400000	-15635.884507542456	-2162.1565099703107	-13473.727997572145	5547.769422170094	5547.769422170094	243965.70620655952	343.4252183737151	1639.0451455888751	3864.969855485004	3370.9514879352373	1162.8883619207277	1744.4107005363164	1465.4788278094206	2355.6786309864565	1837.0928179101884	1584.4350560367334	3595.522988188149	4135.90500386684	2826.423048722497	1003.7014672644228	2636.81594321143	3137.9446691799135	3714.7888471177857	2580.5001027655317	343.4252183737151	1639.0451455888751	3864.969855485004	3370.9514879352373	1162.8883619207277	1744.4107005363164	1465.4788278094206	2355.6786309864565	1837.0928179101884	1584.4350560367334	3595.522988188149	4135.90500386684	2826.423048722497	1003.7014672644228	2636.81594321143	3137.9446691799135	3714.7888471177857	2580.5001027655317	7.38394235968414E-4	0.0	0.366	0.0016078762577361278	0.24549588013617485	0.6163641279929664	0.38363587200703375	0.5	0.5	0.787992012877742	5.4115937194077836E-5	5.182608529092719E-5	5.156068891276746E-5	1.0432738735217286	0.1278972909058298	-13473.727997572145	-1199.394378775646	-949.9158008315213
410000	-15617.828724390918	-2147.4286790312094	-13470.40004535971	6096.23989847121	6096.23989847121	209962.01027131677	133.00113988292568	2297.9020681067113	1944.7413483411906	2432.442851468287	1246.7809215227542	1371.4430675461379	1327.7556671059795	2205.640208398361	1652.4552496459785	1428.6120351746283	3491.3815733666092	3361.6512513926496	3072.684000682433	893.8552691328168	2612.848747508746	2762.9437621854336	3432.3251149292605	2098.6584674020146	133.00113988292568	2297.9020681067113	1944.7413483411906	2432.442851468287	1246.7809215227542	1371.4430675461379	1327.7556671059795	2205.640208398361	1652.4552496459785	1428.6120351746283	3491.3815733666092	3361.6512513926496	3072.684000682433	893.8552691328168	2612.848747508746	2762.9437621854336	3432.3251149292605	2098.6584674020146	8.503287562955347E-4	0.0	0.366	4.077832846858911E-4	0.20897386253547456	0.6163641279929664	0.38363587200703375	0.5	0.5	0.7921522721473521	6.438057057125527E-5	6.300118918303041E-5	6.21522995074003E-5	1.0846763099933745	0.10360111856559268	-13470.40004535971	-1199.394378775646	-935.4984792333865
420000	-15606.074638977492	-2132.9983064490975	-13473.076332528395	5876.257766415432	5876.257766415432	183654.9206758247	181.0700860699415	2675.926228859257	987.4968029355055	645.0354602238602	1496.2064538490888	1197.030946564835	1207.2158170210364	2470.3252893970575	1340.1295664660663	1441.5949428014999	2613.32312781647	2868.7638429007047	2250.554011160821	792.108898289193	2460.694639119006	2453.3352200971362	3146.2755706644894	1855.458024370111	181.0700860699415	2675.926228859257	987.4968029355055	645.0354602238602	1496.2064538490888	1197.030946564835	1207.2158170210364	2470.3252893970575	1340.1295664660663	1441.5949428014999	2613.32312781647	2868.7638429007047	2250.554011160821	792.108898289193	2460.694639119006	2453.3352200971362	3146.2755706644894	1855.458024370111	0.001052350328819467	0.0	0.366	8.293125558843721E-4	0.2090645080827773	0.6163641279929664	0.38363587200703375	0.5	0.5	0.789834502884404	7.563138513326197E-5	6.766429287989743E-5	7.528361815348983E-5	1.036641529216686	0.23072208583512183	-13473.076332528395	-1199.394378775646	-920.8331429660225
430000	-15600.220213196904	-2141.0767719033443	-13459.14344129356	5403.676006923208	5403.676006923208	199400.52363459955	227.36070972258665	3387.5288350518845	879.8315373507647	1175.1610033195957	1749.3633907596002	1368.260373426316	1170.9899160012767	2787.322704627605	1083.5015506114576	1806.471678753655	2799.9374407250893	3100.9219730357827	3005.8907383939973	996.290348123412	1472.577978704352	2260.6795458521474	3137.7857411391024	2240.5951627216323	227.36070972258665	3387.5288350518845	879.8315373507647	1175.1610033195957	1749.3633907596002	1368.260373426316	1170.9899160012767	2787.322704627605	1083.5015506114576	1806.471678753655	2799.9374407250893	3100.9219730357827	3005.8907383939973	996.290348123412	1472.577978704352	2260.6795458521474	3137.7857411391024	2240.5951627216323	0.0010089472641082676	0.0	0.366	0.00211941508491711	0.18968441635442979	0.6163641279929664	0.38363587200703375	0.5	0.5	0.8602631596745324	7.248981292425198E-5	6.240986117576528E-5	6.982974950539171E-5	0.9545604282736221	0.37183381462737775	-13459.14344129356	-1199.394378775646	-928.7322547664288
440000	-15636.256875886509	-2172.46133265954	-13463.79554322697	6884.541620591715	6884.541620591715	265769.2580499342	112.38124316459103	4158.475272310442	924.6417141555035	1646.0219846921475	2052.701846288057	1927.3391846461843	3167.5271319461463	3106.26251523319	1299.6788543354276	2739.467852674161	4087.764640386701	4072.0221868519416	2422.230903485322	1467.63143268529	2623.7015005140806	3144.604362081247	3539.580586495682	3606.6903016541564	112.38124316459103	4158.475272310442	924.6417141555035	1646.0219846921475	2052.701846288057	1927.3391846461843	3167.5271319461463	3106.26251523319	1299.6788543354276	2739.467852674161	4087.764640386701	4072.0221868519416	2422.230903485322	1467.63143268529	2623.7015005140806	3144.604362081247	3539.580586495682	3606.6903016541564	6.72744518660755E-4	0.0	0.366	0.0017303259711526793	0.19650965666297499	0.6163641279929664	0.38363587200703375	0.5	0.5	0.9736804115131161	5.479597971118181E-5	5.343898925201892E-5	5.193836957368282E-5	1.0710138742602653	0.1872090871351254	-13463.79554322697	-1199.394378775646	-959.1918249784748
