# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Thu Jun 11 20:40:39 AEST 2020 [seed=1591872020618]
# -window -working -options
# keywords: skyline
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	tmrca(Bandjalangic)	tmrca(CentralNSW)	tmrca(Gumbaynggiric)	tmrca(Kalkatungic)	tmrca(KanyaraMantharta)	tmrca(Karnic)	tmrca(Kartu)	tmrca(Marrngu)	tmrca(Mayi)	tmrca(Ngayarta)	tmrca(NgumpinYapa)	tmrca(PamaMaric)	tmrca(SouthWest)	tmrca(ThuraYura)	tmrca(WakaGabi)	tmrca(Warluwaric)	tmrca(Wati)	tmrca(Yolngu)	age(Bandjalangic)	age(CentralNSW)	age(Gumbaynggiric)	age(Kalkatungic)	age(KanyaraMantharta)	age(Karnic)	age(Kartu)	age(Marrngu)	age(Mayi)	age(Ngayarta)	age(NgumpinYapa)	age(PamaMaric)	age(SouthWest)	age(ThuraYura)	age(WakaGabi)	age(Warluwaric)	age(Wati)	age(Yolngu)	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.popSize6	skyline.popSize7	skyline.popSize8	skyline.popSize9	skyline.popSize10	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	skyline.groupSize6	skyline.groupSize7	skyline.groupSize8	skyline.groupSize9	skyline.groupSize10	clock.rate	meanRate	treeLikelihood	branchRates	skyline
1395000	-19418.960509307406	-3587.9278560137545	-15831.03265329365	8008.570721105671	-2337.5707211056706	92669.53745537164	5870.980210105895	6597.135832375116	6552.525033040157	6195.828593796331	6301.72456070132	6216.113872269906	6332.308917793112	6391.067151051899	6692.6790198199	6373.988105422837	7097.963932589993	7542.433670532744	6266.614202426693	6223.718171153415	6612.858304512515	6710.766112666302	6547.508360502205	6611.093000180304	-199.9802101058949	-926.1358323751156	-881.5250330401568	-524.828593796331	-630.7245607013201	-545.1138722699061	-661.3089177931124	-720.0671510518987	-1021.6790198198996	-702.9881054228372	-1426.9639325899934	-1871.4336705327441	-595.6142024266928	-552.7181711534149	-941.8583045125151	-1039.7661126663024	-876.5083605022046	-940.0930001803044	356810.5993006914	47788.6204983162	78321.05216437636	16865.238259497357	53713.71286505985	12457.939005782593	6814.723114222905	4151.047383009223	2444.9451473531035	134.62546454603046	6.0	16.0	4.0	14.0	1.0	32.0	9.0	12.0	13.0	4.0	8.314441134172616E-5	8.314441134172615E-5	-15831.03265329365	0.0	-1159.1203150524373
1400000	-19407.820125739272	-3581.356082893921	-15826.464042845351	7957.919090868505	-2286.919090868505	90986.489751917	5818.1485377858	6634.167821300519	6555.9767296470345	6188.940616003977	6278.202791988792	6248.037231492679	6285.318302717959	6478.334433371657	6761.134776257858	6337.019423834928	6931.9564203511145	7529.265271926038	6285.005001678436	6310.411207355334	6698.391763711353	6638.022785842264	6651.072263138032	6637.546754371694	-147.14853778579982	-963.1678213005189	-884.9767296470345	-517.9406160039771	-607.2027919887923	-577.037231492679	-614.3183027179593	-807.3344333716568	-1090.134776257858	-666.0194238349277	-1260.9564203511145	-1858.2652719260377	-614.0050016784362	-639.4112073553342	-1027.3917637113527	-967.022785842264	-980.0722631380322	-966.5467543716941	172158.0376456946	50188.31885945542	13906.873505923033	42867.48929753167	11256.99965341133	11650.390784624607	12013.9706170449	3063.2795998742495	4341.8714839448185	549.7822729280326	9.0	8.0	5.0	14.0	1.0	34.0	5.0	11.0	18.0	6.0	8.416785958839753E-5	8.41678595883975E-5	-15826.464042845351	0.0	-1154.9200316604226
1405000	-19391.81860675763	-3573.6071853628746	-15818.211421394759	7776.960957644128	-2105.960957644128	84959.9030237151	5761.709398527478	6748.582293340175	6336.838495368445	6226.533943154089	6249.843951182797	6213.1508940240465	6280.775349745047	6417.417644750048	6722.936654043026	6274.511873623945	6873.743804735219	7480.703656507614	6175.519084069005	6228.596743838123	6577.872593497645	6586.004694053129	6547.067558677273	6537.328562452196	-90.70939852747779	-1077.582293340175	-665.8384953684454	-555.5339431540888	-578.8439511827974	-542.1508940240465	-609.7753497450467	-746.4176447500477	-1051.9366540430256	-603.5118736239447	-1202.7438047352189	-1809.7036565076141	-504.51908406900475	-557.5967438381231	-906.8725934976446	-915.0046940531292	-876.0675586772732	-866.3285624521959	319176.1710299053	116973.2668834311	26389.822144122987	30358.5754224621	3477.5604903428957	10754.816301164214	5637.0065276286905	1186.766548753475	3154.2425531069853	156.86956075718345	6.0	9.0	7.0	13.0	2.0	38.0	3.0	9.0	19.0	5.0	8.952774953652415E-5	8.952774953652406E-5	-15818.211421394759	0.0	-1148.4267545590105
1410000	-19401.909540130244	-3576.6067074238867	-15825.302832706357	7879.6131254411775	-2208.6131254411775	84568.32576938342	5790.120713596174	6540.2819761886085	6405.274512779695	5997.422611727414	6217.981176164236	6203.192342646248	6190.805513530203	6490.226825016289	6614.560810104976	6261.505367800462	6968.459866779386	7456.889456412796	6160.3720768216435	6251.943084526372	6602.060245277063	6479.762430137014	6585.698158894649	6745.743226889577	-119.12071359617403	-869.2819761886085	-734.2745127796952	-326.4226117274138	-546.9811761642359	-532.1923426462481	-519.8055135302029	-819.2268250162888	-943.5608101049756	-590.5053678004624	-1297.4598667793862	-1785.8894564127959	-489.37207682164353	-580.9430845263723	-931.0602452770627	-808.7624301370142	-914.6981588946492	-1074.7432268895773	505866.6364350318	63076.51893489259	134311.05644745618	35156.24029219377	15189.401539790662	14874.182909970465	2642.8048310905615	6301.8840886125	1321.6170392117642	230.29999093397856	7.0	7.0	1.0	15.0	3.0	46.0	9.0	8.0	11.0	4.0	8.95395047548206E-5	8.953950475482057E-5	-15825.302832706357	0.0	-1148.5375790045334
1415000	-19403.736172214027	-3584.5836464333597	-15819.152525780666	7716.584159109308	-2045.5841591093076	84493.94575458569	5797.393215753849	6633.056629336513	6345.47150154557	6201.425628478037	6255.076334597041	6117.935671920281	6217.458279994937	6449.4461408376765	6712.224069177444	6272.17040757813	6927.909756947784	7399.37869708286	6319.8107058878995	6249.218367834075	6730.205689808833	6448.278043666649	6563.804760364485	6695.562482965437	-126.39321575384929	-962.0566293365127	-674.4715015455704	-530.4256284780367	-584.0763345970408	-446.9356719202806	-546.4582799949367	-778.4461408376765	-1041.224069177444	-601.1704075781299	-1256.9097569477844	-1728.3786970828596	-648.8107058878995	-578.2183678340753	-1059.205689808833	-777.278043666649	-892.8047603644854	-1024.562482965437	215447.5274328311	122363.89287561635	409247.31722712534	45302.24419623727	8052.5088905743405	13355.363508342414	3316.9352194528437	8955.500565782913	2058.4856936153014	617.3224650618527	9.0	2.0	1.0	18.0	2.0	45.0	12.0	5.0	11.0	6.0	9.1234390510595E-5	9.123439051059501E-5	-15819.152525780666	0.0	-1154.1165285458362
1420000	-19408.151362448985	-3580.2431381984493	-15827.908224250537	7856.877997336078	-2185.877997336078	91414.73581893847	5811.060904191964	6798.061427215223	6461.5691370500535	6062.166714598112	6329.724540728136	6211.9884811622	6288.918596312277	6601.006077715569	6733.463665045465	6339.019908015576	7163.511902796969	7547.041191453034	6353.109771391236	6342.30667532503	6527.214912655194	6572.060660248802	6607.321941478443	6626.71758002513	-140.06090419196426	-1127.0614272152234	-790.5691370500535	-391.16671459811187	-658.7245407281362	-540.9884811621996	-617.9185963122773	-930.0060777155686	-1062.463665045465	-668.0199080155762	-1492.5119027969686	-1876.0411914530341	-682.1097713912359	-671.3066753250296	-856.214912655194	-901.0606602488024	-936.3219414784426	-955.7175800251298	201258.5892383073	148895.11595456133	24397.713238813205	21613.0624897944	33080.26060356301	10492.266678248432	8885.961609132746	4122.599229098689	1817.8679729910084	155.75669981209924	4.0	6.0	2.0	11.0	9.0	51.0	10.0	5.0	10.0	3.0	8.514967936924445E-5	8.514967936924454E-5	-15827.908224250537	0.0	-1155.247133418953
1425000	-19397.35628353791	-3581.0899124036905	-15816.266371134217	7771.9012666958815	-2100.9012666958815	85184.61217642484	5890.660022927215	6722.365523717049	6561.365478460324	6100.6767639375	6213.122047495677	6173.054034347875	6208.563564995382	6386.878299425039	6687.184439883105	6245.329055815023	7072.2517387	7469.75270890952	6342.067516239102	6191.3772752350105	6881.149594473966	6571.308844228887	6543.769456644159	6597.887614369716	-219.66002292721532	-1051.3655237170487	-890.3654784603241	-429.67676393750025	-542.1220474956772	-502.05403434787513	-537.563564995382	-715.8782994250387	-1016.1844398831054	-574.3290558150229	-1401.2517386999998	-1798.7527089095202	-671.0675162391017	-520.3772752350105	-1210.1495944739663	-900.3088442288872	-872.7694566441587	-926.8876143697162	472930.9706701826	58366.36068315035	71026.77248206118	33850.2647700786	14707.248879005661	11505.961607228544	9687.833569852119	1657.2978764825864	1176.6770840218157	689.1102904987856	1.0	8.0	11.0	10.0	18.0	46.0	4.0	5.0	3.0	5.0	8.6257376895784E-5	8.625737689578392E-5	-15816.266371134217	0.0	-1156.3969704110723
1430000	-19402.161563882408	-3577.5871034903616	-15824.574460392045	7688.578770719372	-2017.5787707193722	85947.20175549158	5916.146775291245	6552.891780920533	6537.358777850758	6213.194010793597	6219.613319590099	6218.0990026925165	6238.865690123244	6598.778813163547	6707.108709113655	6248.532408658712	7051.1305271292995	7485.786012139552	6257.353752566533	6215.459127995893	6746.54651941768	6632.720212221594	6466.5922049275905	6439.764847042269	-245.14677529124492	-881.8917809205332	-866.3587778507581	-542.194010793597	-548.6133195900993	-547.0990026925165	-567.8656901232443	-927.778813163547	-1036.108709113655	-577.5324086587116	-1380.1305271292995	-1814.7860121395524	-586.3537525665333	-544.4591279958931	-1075.5465194176804	-961.720212221594	-795.5922049275905	-768.7648470422691	295325.53164834547	15631.139839321286	81903.50726050815	44025.92816004413	22870.968610735774	12275.448954802607	5803.3926842357905	3499.4629374235838	1123.4857487181978	258.106510905093	1.0	8.0	8.0	4.0	18.0	41.0	8.0	12.0	10.0	1.0	8.913882335282805E-5	8.913882335282811E-5	-15824.574460392045	0.0	-1151.3786593704835
1435000	-19400.086821797784	-3587.541145624871	-15812.545676172915	8026.794627978514	-2355.7946279785137	91214.46781147127	5940.521060585167	6628.755171642332	6649.316054993293	6187.184064570053	6289.956386944987	6249.772283261351	6290.249478714822	6650.111901000266	6718.306723906409	6270.261287853857	7070.686646533991	7526.610551008768	6317.569296855818	6271.872044529336	6800.5902129573715	6635.728232560066	6482.795843472608	6691.817001145807	-269.5210605851671	-957.7551716423322	-978.3160549932927	-516.1840645700531	-618.9563869449867	-578.7722832613508	-619.2494787148216	-979.1119010002658	-1047.3067239064094	-599.2612878538566	-1399.6866465339908	-1855.6105510087682	-646.5692968558178	-600.8720445293357	-1129.5902129573715	-964.7282325600663	-811.7958434726079	-1020.8170011458069	665739.3584389302	66609.99128272872	78467.22019058664	117640.16068637514	40668.08409634955	15102.744332953916	3982.9158187040553	5709.950245908996	2488.5629302270354	820.4182293313168	1.0	1.0	11.0	4.0	16.0	41.0	7.0	18.0	11.0	1.0	8.366317047813762E-5	8.366317047813759E-5	-15812.545676172915	0.0	-1156.8298522662496
1440000	-19401.419352945646	-3581.8926346244907	-15819.526718321154	7950.213955242288	-2279.2139552422877	88489.27615946461	5900.241671561857	6463.064626576468	6711.072588668003	6073.262166458339	6240.725476841418	6300.8764467590445	6234.344321211272	6618.909206951681	6696.831224810637	6293.856696360124	7004.642257821723	7527.467955770106	6351.23819239009	6142.942718420501	7004.704827789302	6632.91790801912	6553.022567802393	6683.182374795958	-229.2416715618574	-792.0646265764681	-1040.072588668003	-402.2621664583394	-569.7254768414177	-629.8764467590445	-563.3443212112716	-947.909206951681	-1025.8312248106367	-622.8566963601243	-1333.6422578217234	-1856.4679557701056	-680.2381923900903	-471.94271842050057	-1333.7048277893018	-961.9179080191197	-882.0225678023926	-1012.1823747959579	503256.1856096002	30020.2610149258	59125.72574946443	57795.213479119404	35008.41727722728	9959.50728220601	8683.306159012167	4256.944107446972	3473.442955758845	444.95328798048007	3.0	2.0	10.0	4.0	21.0	40.0	3.0	14.0	9.0	5.0	8.755683430368503E-5	8.75568343036851E-5	-15819.526718321154	0.0	-1153.1729735611402
1445000	-19397.08524929489	-3582.096982743962	-15814.988266550927	7796.4917901101035	-2125.4917901101035	85847.31068011775	5805.2035749915	6627.426619238282	6464.11076600642	6151.937589655597	6206.892144803745	6271.345468260217	6207.234416127525	6543.743733424969	6845.520841295113	6262.773915165844	7037.030269408306	7489.419872209522	6289.049869273525	6191.276674817118	6517.273533412085	6591.326839236334	6486.942573993208	6606.00544113727	-134.20357499150032	-956.426619238282	-793.1107660064199	-480.93758965559664	-535.8921448037454	-600.3454682602169	-536.234416127525	-872.7437334249689	-1174.5208412951133	-591.7739151658443	-1366.0302694083057	-1818.4198722095216	-618.0498692735246	-520.276674817118	-846.2735334120853	-920.3268392363343	-815.9425739932076	-935.0054411372703	387406.8887953395	43982.703163935905	54374.63994075815	115597.47635050658	25748.81060174168	7043.587892567765	3281.8857539291193	6577.094988527627	1161.3280494235112	207.46850657894737	5.0	6.0	10.0	2.0	20.0	42.0	1.0	13.0	7.0	5.0	8.841229516767906E-5	8.841229516767911E-5	-15814.988266550927	0.0	-1155.3681054673273
1450000	-19388.777467090746	-3577.9577982969527	-15810.819668793793	7804.373576540584	-2133.3735765405836	85486.62238866148	5875.441966720229	6765.643355199714	6677.036997280633	6322.030369020636	6115.88287017988	6227.10555927444	6296.209975419495	6512.217082620498	6699.800876137777	6261.561132554322	6882.744926098205	7476.088137380212	6278.204453133465	6268.035554593465	6740.742604799457	6578.132104356654	6478.694753782119	6713.327952518403	-204.44196672022917	-1094.6433551997143	-1006.0369972806329	-651.0303690206356	-444.88287017988023	-556.1055592744397	-625.2099754194951	-841.2170826204983	-1028.8008761377769	-590.5611325543223	-1211.7449260982048	-1805.0881373802122	-607.204453133465	-597.0355545934653	-1069.7426047994568	-907.132104356654	-807.6947537821188	-1042.3279525184034	357422.73917744396	175683.29462283695	45392.84525963035	8144.852660983151	15213.741744020024	9608.013060684309	715.2914584346306	3239.4492413414937	4003.1398483318108	255.67390888941182	1.0	6.0	10.0	2.0	25.0	46.0	1.0	3.0	13.0	4.0	8.708595476814151E-5	8.708595476814147E-5	-15810.819668793793	0.0	-1151.5047516282618
1455000	-19402.184367932245	-3582.094988087302	-15820.089379844943	7846.461303306296	-2175.461303306296	86643.81791513506	5909.64812163408	6495.225374582746	6266.940851778092	6197.836660685564	6236.987432824509	6289.207589419164	6250.698866201557	6608.067162968846	6695.875825491547	6281.058863924698	6929.4955738938625	7531.41377112978	6312.921080889336	6222.184471543376	6517.56270258959	6659.120858463791	6540.113260802182	6688.838480072911	-238.64812163407987	-824.2253745827456	-595.9408517780921	-526.8366606855643	-565.9874328245087	-618.2075894191639	-579.6988662015574	-937.0671629688459	-1024.8758254915474	-610.058863924698	-1258.4955738938625	-1860.41377112978	-641.9210808893358	-551.1844715433763	-846.5627025895901	-988.1208584637907	-869.1132608021817	-1017.8384800729109	766658.8194804385	44006.31005144196	26037.726338658715	41385.81358367745	21125.343568210777	10294.205909289487	2763.250928188041	2635.7255833388076	3465.6236016525377	864.6353482431415	2.0	6.0	8.0	6.0	24.0	38.0	6.0	3.0	13.0	5.0	8.860124175099622E-5	8.860124175099615E-5	-15820.089379844943	0.0	-1156.02651993029
1460000	-19392.73056937624	-3580.3272450480144	-15812.403324328227	7921.382731743065	-2250.382731743065	91892.24576215904	5937.825703797505	6593.599195891827	6332.5892097861715	6263.0865349399055	6189.2331193487025	6310.335158818693	6341.694969343978	6614.706089615435	6772.817136801561	6316.919567958911	6968.145159396739	7533.443138682989	6356.556878345596	6145.296242056473	6742.0831614015715	6728.85301821029	6546.030714126303	6780.851739890971	-266.8257037975054	-922.5991958918266	-661.5892097861715	-592.0865349399055	-518.2331193487025	-639.3351588186933	-670.6949693439783	-943.7060896154353	-1101.817136801561	-645.9195679589111	-1297.1451593967386	-1862.4431386829892	-685.5568783455956	-474.2962420564727	-1071.0831614015715	-1057.8530182102904	-875.0307141263029	-1109.8517398909707	242259.02711204227	151494.89333280153	59229.80587004411	25989.120558806848	19243.84578767303	9565.812087923807	881.8319491000473	2912.9466245393405	3946.8066252072767	417.534058677157	3.0	4.0	11.0	5.0	20.0	40.0	4.0	5.0	13.0	6.0	8.416487615214555E-5	8.416487615214548E-5	-15812.403324328227	0.0	-1154.213842757014
1465000	-19403.537097506618	-3595.025131882799	-15808.511965623818	8239.761295245034	-2568.7612952450345	98531.45194649728	6061.409431477869	6790.823638405506	6240.752134277412	6089.6754117929095	6300.963777380296	6298.710663297918	6378.695115476827	6809.132265656033	6833.260673957709	6362.782838538587	7033.484478316005	7643.048073672877	6318.35908395126	6321.188092051978	6999.925910749569	6773.007170687285	6605.852143789934	6807.580070824772	-390.40943147786857	-1119.8236384055062	-569.7521342774116	-418.6754117929095	-629.963777380296	-627.7106632979176	-707.6951154768267	-1138.1322656560333	-1162.2606739577086	-691.7828385385874	-1362.4844783160052	-1972.0480736728769	-647.3590839512599	-650.188092051978	-1328.925910749569	-1102.007170687285	-934.8521437899344	-1136.5800708247716	347841.4104756443	97270.51112089044	49825.54107354842	71191.6761232694	22659.511388141786	13483.540753942565	5535.424343298631	7864.777638955154	3699.7106113423297	766.1222344856207	4.0	2.0	12.0	4.0	18.0	42.0	2.0	1.0	18.0	8.0	7.669242510874678E-5	7.669242510874685E-5	-15808.511965623818	0.0	-1164.9125033866312
1470000	-19399.83746947257	-3588.936571903646	-15810.900897568927	7946.030072390036	-2275.0300723900364	94624.06291018167	5774.819578706086	6768.902441076085	6483.685290915305	6380.968260846019	6339.250430041697	6306.7174221911555	6307.785872608392	6549.17538034166	6827.317082007172	6346.352867062142	7010.017467507517	7587.758485899329	6408.477399687714	6371.696568451131	6794.516300163334	6765.274372334758	6533.956378567506	6775.973440278856	-103.81957870608585	-1097.9024410760849	-812.6852909153049	-709.9682608460189	-668.2504300416967	-635.7174221911555	-636.7858726083923	-878.1753803416595	-1156.3170820071718	-675.3528670621417	-1339.0174675075168	-1916.7584858993287	-737.4773996877138	-700.6965684511306	-1123.5163001633337	-1094.2743723347576	-862.9563785675064	-1104.9734402788563	790285.8015969893	152740.37002121395	76586.69901291824	85021.00165070576	26398.272855185416	11361.126461214208	4351.726675482907	3022.4822827419403	3658.1883111289026	700.8478038506034	5.0	2.0	7.0	1.0	20.0	48.0	1.0	5.0	13.0	9.0	8.000617356420287E-5	8.000617356420296E-5	-15810.900897568927	0.0	-1159.417345145375
1475000	-19418.26109573851	-3593.960257394002	-15824.30083834451	7846.901942124782	-2175.901942124782	84982.7622955788	5808.443773887034	6549.6561276778175	6480.8624153187175	6022.608631290601	6102.2660356185925	6203.964138135641	6087.641779811106	6443.4930964611485	6742.516925606636	6257.708985646909	6880.047732119267	7549.6166991245545	6290.816869426204	6246.352121015973	6689.461013285642	6632.1437204140975	6495.12291865004	6728.972650713985	-137.44377388703379	-878.6561276778175	-809.8624153187175	-351.6086312906009	-431.26603561859247	-532.9641381356414	-416.64177981110606	-772.4930964611485	-1071.5169256066356	-586.7089856469092	-1209.0477321192666	-1878.6166991245545	-619.816869426204	-575.3521210159734	-1018.4610132856424	-961.1437204140975	-824.1229186500404	-1057.9726507139849	149661.43670026996	480422.5334703931	81011.69039982586	70106.20245327047	42265.54869429669	13309.38637663237	9859.770819663949	5429.567046429583	3982.3428272934316	1174.7348836002311	3.0	3.0	1.0	10.0	17.0	45.0	5.0	7.0	10.0	10.0	9.097982002363704E-5	9.09798200236371E-5	-15824.30083834451	0.0	-1162.6745058244214
1480000	-19387.446422299872	-3572.765474299489	-15814.680948000381	7859.850583475353	-2188.8505834753532	80054.32736253273	5857.343178293537	6382.925099588056	6158.56606810839	6058.131136976216	6176.37131724066	6170.07080823686	6163.738494307238	6419.796590982077	6590.213053304578	6201.832911999498	6843.661119341108	7503.704623627661	6210.2690676152015	6164.964311414484	6565.867424305022	6546.410280774421	6450.880275512941	6668.5872720162715	-186.34317829353677	-711.9250995880557	-487.56606810839	-387.1311369762161	-505.37131724065966	-499.0708082368601	-492.7384943072384	-748.7965909820769	-919.2130533045784	-530.8329119994978	-1172.6611193411081	-1832.704623627661	-539.2690676152015	-493.96431141448375	-894.8674243050218	-875.4102807744212	-779.8802755129409	-997.5872720162715	188064.85380049763	149594.49039853507	209717.92479655138	37744.5029991982	18128.744648005253	12485.970144002442	3765.0443892079743	4826.720160098033	3400.7060249274527	1577.8711936419948	1.0	9.0	1.0	13.0	8.0	46.0	5.0	15.0	5.0	8.0	9.538176516578902E-5	9.538176516578897E-5	-15814.680948000381	0.0	-1145.2499952116916
1485000	-19396.294062173925	-3572.312701731571	-15823.981360442356	7610.99553499221	-1939.9955349922102	80260.24739348587	5819.403704400699	6690.699006843072	6597.077947175073	6130.922271300301	6188.355864731978	6127.232057328108	6181.446711845565	6459.33904157343	6715.072644644078	6184.707488191111	6861.097448287852	7488.17814573987	6233.177903169735	6129.885096198553	6551.8187248086015	6596.556969816352	6415.609772035777	6582.438563840683	-148.4037044006991	-1019.6990068430723	-926.077947175073	-459.92227130030096	-517.3558647319778	-456.23205732810766	-510.446711845565	-788.3390415734302	-1044.0726446440776	-513.7074881911112	-1190.0974482878519	-1817.1781457398702	-562.1779031697351	-458.8850961985527	-880.8187248086015	-925.5569698163517	-744.6097720357766	-911.438563840683	702947.228710318	26408.822600344192	10309.28585411344	32273.825317628118	12307.438786240327	17657.80917064033	3562.9385817967127	4498.713515052529	11556.761973334394	1446.8400232814456	2.0	3.0	2.0	10.0	14.0	46.0	2.0	16.0	1.0	15.0	9.107803812516727E-5	9.107803812516729E-5	-15823.981360442356	0.0	-1143.768080975347
1490000	-19390.29836430779	-3575.2930929394574	-15815.00527136833	7738.225244458768	-2067.2252444587684	83882.66140049101	5797.8988766680795	6584.758667163587	6432.10184287276	6225.27473037944	6195.108438570204	6197.408316441959	6184.337110381813	6495.016822461765	6687.608976255299	6209.7118526147615	6844.417352585643	7532.105642213023	6167.162673685713	6232.483476370114	6461.018244224244	6651.147189003257	6457.883929094853	6615.161183279696	-126.89887666807954	-913.7586671635872	-761.1018428727602	-554.2747303794404	-524.1084385702043	-526.408316441959	-513.3371103818126	-824.0168224617646	-1016.6089762552992	-538.7118526147615	-1173.4173525856431	-1861.1056422130232	-496.16267368571334	-561.4834763701137	-790.018244224244	-980.1471890032572	-786.8839290948526	-944.1611832796962	340752.79153407726	261529.50369274008	207134.3799880173	32091.60038780183	29023.442451185623	12806.864004893127	5587.911529359684	5497.685546930028	1159.3151570691869	1260.9683769197477	2.0	1.0	4.0	7.0	17.0	42.0	4.0	20.0	2.0	12.0	9.007077344449272E-5	9.007077344449279E-5	-15815.00527136833	0.0	-1147.2204825956678
1495000	-19388.004460090906	-3572.9597069779893	-15815.044753112918	7699.560809762745	-2028.5608097627446	80161.10679597082	5815.730550010703	6507.824536561939	6576.684474556975	6046.2891212518125	6154.79503447606	6183.389175309518	6215.797861961763	6565.758996883866	6566.359257293867	6206.921187130239	6864.977951592392	7424.268946266352	6280.063643675238	6122.163919154155	6887.923648695443	6667.605844870296	6419.985716692591	6515.904281943916	-144.73055001070315	-836.8245365619387	-905.6844745569751	-375.2891212518125	-483.7950344760602	-512.3891753095177	-544.7978619617634	-894.7589968838656	-895.3592572938669	-535.9211871302386	-1193.977951592392	-1753.268946266352	-609.0636436752384	-451.16391915415534	-1216.9236486954433	-996.6058448702961	-748.9857166925913	-844.9042819439164	385573.5827824137	116465.77426466715	94280.8866682673	20271.57215026411	19381.199771347226	13324.821329118915	6458.404274947564	4536.111196317757	2427.640750769541	506.2249875332782	1.0	7.0	1.0	19.0	13.0	34.0	2.0	19.0	9.0	6.0	9.476312063919311E-5	9.476312063919312E-5	-15815.044753112918	0.0	-1147.480228880064
1500000	-19393.818793905248	-3560.540740418482	-15833.278053486765	7634.932536429662	-1963.932536429662	76041.89563122662	5875.080308467274	6603.1549100060265	6397.254338205632	6024.737190351581	6166.418242101324	6134.5544900227405	6145.923664925676	6546.412078752823	6757.772809163277	6164.435718934898	6816.4673852619935	7313.623882854366	6273.038015474964	6119.082164198002	6353.641561426792	6527.916093729266	6377.137792698608	6534.204298045083	-204.08030846727434	-932.1549100060265	-726.2543382056319	-353.7371903515814	-495.4182421013238	-463.55449002274054	-474.92366492567635	-875.4120787528227	-1086.772809163277	-493.43571893489843	-1145.4673852619935	-1642.6238828543655	-602.0380154749637	-448.0821641980019	-682.6415614267917	-856.9160937292663	-706.1377926986079	-863.2042980450833	573899.2629449688	138892.7090864994	86227.66844174775	19227.178099820136	30580.179643964937	10891.673616191872	5346.593937375911	4163.324693388972	2411.9702482653406	284.1710548431814	1.0	5.0	3.0	18.0	7.0	40.0	7.0	20.0	7.0	3.0	9.833805391949423E-5	9.833805391949428E-5	-15833.278053486765	0.0	-1134.4946708515554
1505000	-19384.228522906764	-3570.950755919082	-15813.277766987683	7868.86809082717	-2197.86809082717	79428.53974797236	5893.876676296684	6531.873307823034	6530.2049292297015	6061.22452736553	6210.870198977986	6133.883527387912	6163.597362714609	6479.791589525688	6794.785821893132	6230.913229404093	6907.891002324158	7375.198077046945	6362.592534091257	6121.493453709309	6762.111119390477	6656.267025375001	6415.693405569594	6607.514663040066	-222.8766762966843	-860.8733078230343	-859.2049292297015	-390.22452736552987	-539.8701989779856	-462.8835273879122	-492.5973627146086	-808.7915895256883	-1123.7858218931324	-559.9132294040928	-1236.8910023241579	-1704.1980770469454	-691.5925340912572	-450.4934537093086	-1091.1111193904771	-985.2670253750011	-744.6934055695938	-936.5146630400659	173820.1225802585	205730.33766894974	21898.37712313378	37422.56380915314	36653.538937395606	12210.921648789406	7506.65671096872	7090.151077301718	2511.4123829274286	767.2706412710044	3.0	3.0	3.0	16.0	1.0	36.0	7.0	26.0	11.0	5.0	9.574094858837803E-5	9.574094858837797E-5	-15813.277766987683	0.0	-1143.9095057398767
1510000	-19379.484288966334	-3567.228869525452	-15812.255419440882	7591.524670451949	-1920.5246704519486	78492.30409053313	5841.440369810962	6573.3258767528	6529.868435605874	6069.82760470032	6119.47548741507	6111.0107085233985	6190.77456495239	6455.720022185218	6599.195674328826	6194.581967539198	6903.73683336166	7296.225473546845	6422.091957175731	6151.266187390179	6541.832868994514	6607.638349781243	6347.924698782156	6560.098264755235	-170.44036981096178	-902.3258767527996	-858.8684356058739	-398.8276047003201	-448.47548741507035	-440.01070852339853	-519.7745649523904	-784.7200221852181	-928.1956743288256	-523.5819675391976	-1232.7368333616596	-1625.225473546845	-751.0919571757313	-480.26618739017886	-870.8328689945138	-936.638349781243	-676.9246987821562	-889.0982647552346	309458.51027087827	93871.44712721318	19084.9808313486	65397.15245351253	23124.607830154448	19422.27056641048	6272.843139957166	4722.561709462511	2208.854410491937	870.1165443994222	1.0	3.0	7.0	12.0	8.0	35.0	4.0	25.0	12.0	4.0	9.711788432527227E-5	9.711788432527228E-5	-15812.255419440882	0.0	-1140.7530121105
