# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Thu Jun 11 20:40:39 AEST 2020 [seed=1591872020618]
# -window -working -options
# keywords: skyline
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	tmrca(Bandjalangic)	tmrca(CentralNSW)	tmrca(Gumbaynggiric)	tmrca(Kalkatungic)	tmrca(KanyaraMantharta)	tmrca(Karnic)	tmrca(Kartu)	tmrca(Marrngu)	tmrca(Mayi)	tmrca(Ngayarta)	tmrca(NgumpinYapa)	tmrca(PamaMaric)	tmrca(SouthWest)	tmrca(ThuraYura)	tmrca(WakaGabi)	tmrca(Warluwaric)	tmrca(Wati)	tmrca(Yolngu)	age(Bandjalangic)	age(CentralNSW)	age(Gumbaynggiric)	age(Kalkatungic)	age(KanyaraMantharta)	age(Karnic)	age(Kartu)	age(Marrngu)	age(Mayi)	age(Ngayarta)	age(NgumpinYapa)	age(PamaMaric)	age(SouthWest)	age(ThuraYura)	age(WakaGabi)	age(Warluwaric)	age(Wati)	age(Yolngu)	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.popSize6	skyline.popSize7	skyline.popSize8	skyline.popSize9	skyline.popSize10	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	skyline.groupSize6	skyline.groupSize7	skyline.groupSize8	skyline.groupSize9	skyline.groupSize10	clock.rate	meanRate	treeLikelihood	branchRates	skyline
4525000	-19387.271730100165	-3563.0280292364846	-15824.24370086368	7605.397880745297	-1934.3978807452968	77264.51785857127	5816.787753701536	6439.990736184785	6306.872582986766	6014.799950916195	6135.6347113281345	6139.204779402189	6151.650049680516	6377.260737519667	6487.8342801510735	6177.949370744649	6823.906171001744	7391.239599305376	6088.984451627131	6211.917082532894	6555.926551657175	6490.082857123139	6508.209324085479	6605.842138913199	-145.78775370153562	-768.9907361847854	-635.8725829867662	-343.7999509161946	-464.6347113281345	-468.20477940218916	-480.6500496805156	-706.2607375196667	-816.8342801510735	-506.94937074464906	-1152.906171001744	-1720.239599305376	-417.9844516271314	-540.9170825328938	-884.926551657175	-819.0828571231386	-837.2093240854792	-934.842138913199	208044.2581834521	27299.106768619175	41655.193731135674	10871.768589727955	12274.921484691336	17378.928277266103	11252.443801883499	2883.2628390828922	4242.269783219697	86.65663772444667	6.0	8.0	17.0	13.0	20.0	5.0	11.0	7.0	21.0	3.0	9.495562671346892E-5	9.495562671346884E-5	-15824.24370086368	0.0	-1139.355169237316
4530000	-19378.371426681413	-3557.9029747609366	-15820.468451920478	7661.368378297241	-1990.3683782972412	78995.17765007817	5727.28331454917	6564.63562315396	6511.95440046009	6089.3884638556665	6223.883143285718	6178.797016386019	6168.221467706169	6605.308358137989	6461.899265267545	6212.1567319737	6913.038012681486	7413.589697076517	6106.815575717509	6163.68763306073	6552.53736573609	6443.691800195698	6554.060006430183	6609.293032013898	-56.28331454917043	-893.6356231539603	-840.9544004600903	-418.3884638556665	-552.8831432857178	-507.7970163860191	-497.2214677061693	-934.3083581379888	-790.8992652675452	-541.1567319736996	-1242.0380126814862	-1742.589697076517	-435.8155757175091	-492.68763306073015	-881.5373657360897	-772.6918001956983	-883.0600064301834	-938.2930320138976	187830.1174946696	58421.15939873582	23129.475457915963	11674.151054698203	18131.892680682096	11510.802204004727	1580.1966598345796	1296.5822004643721	2106.0484117916653	478.52676938446217	6.0	6.0	18.0	15.0	17.0	15.0	4.0	10.0	19.0	1.0	9.756045871297649E-5	9.756045871297653E-5	-15820.468451920478	0.0	-1138.0164079179374
4535000	-19384.912429131044	-3560.181485645753	-15824.730943485292	7764.172378268434	-2093.172378268434	85550.35008957107	5795.241494554987	6676.016983623493	6277.543325240028	6110.182770176145	6219.63674399251	6261.010458426627	6256.870691787284	6551.659158623175	6365.02820649127	6258.712039566241	6953.517051496472	7455.740848769445	6223.832664251169	6248.779726694733	6626.613393716524	6466.162292021833	6561.679487977224	6583.354838367905	-124.24149455498718	-1005.0169836234927	-606.543325240028	-439.1827701761449	-548.6367439925098	-590.0104584266273	-585.8706917872842	-880.6591586231752	-694.0282064912699	-587.7120395662414	-1282.517051496472	-1784.7408487694447	-552.8326642511693	-577.7797266947327	-955.6133937165241	-795.1622920218333	-890.6794879772242	-912.3548383679054	216190.22913695045	177709.81800717182	43379.85088670495	9729.617087091792	10296.156568102178	11008.217394133166	6638.309778099988	2394.788439315701	2748.417683031328	276.8136900810774	7.0	2.0	19.0	9.0	24.0	14.0	3.0	6.0	21.0	6.0	9.150632360570839E-5	9.150632360570839E-5	-15824.730943485292	0.0	-1136.939203072048
4540000	-19393.656670873865	-3568.5002716441613	-15825.156399229703	7645.07339158064	-1974.0733915806404	79034.05701016342	5751.68182296317	6699.933874763155	6290.785970129816	6054.620070873978	6095.325145655673	6204.062221598312	6255.119143379698	6352.848039457304	6395.419929843175	6228.981850342148	6793.174213208268	7393.595890336958	6172.510779785088	6185.055034383587	6507.86300835476	6388.966163121198	6464.458127573819	6689.133280697029	-80.6818229631699	-1028.9338747631546	-619.7859701298157	-383.62007087397797	-424.3251456556727	-533.0622215983121	-584.1191433796976	-681.8480394573044	-724.4199298431749	-557.9818503421484	-1122.1742132082682	-1722.5958903369583	-501.51077978508783	-514.0550343835866	-836.8630083547596	-717.9661631211984	-793.4581275738192	-1018.1332806970286	238595.13306682432	23243.46256150382	26834.31560227877	11832.656686952321	10035.636505338156	6222.758514807021	2615.8478535043905	5194.224621945671	4250.22331668996	175.77495660683923	10.0	2.0	20.0	11.0	27.0	7.0	2.0	1.0	29.0	2.0	9.428703984008455E-5	9.428703984008453E-5	-15825.156399229703	0.0	-1147.5707063967222
4545000	-19365.703305494702	-3558.0374683864156	-15807.665837108289	7825.365975689941	-2154.3659756899406	78643.85870575876	5804.988062644699	6416.708104158407	6493.5510657110335	6081.307939626182	6186.524923290562	6190.9077445059365	6185.263184168067	6346.282237628551	6486.432882517851	6201.691415521869	6739.0693478783205	7365.275148788792	6144.9418963977705	6136.863963895245	6575.350992761398	6444.180875548607	6405.8017049850805	6482.05172614056	-133.9880626446993	-745.708104158407	-822.5510657110335	-410.3079396261819	-515.5249232905617	-519.9077445059365	-514.2631841680668	-675.2822376285512	-815.4328825178509	-530.6914155218692	-1068.0693478783205	-1694.2751487887917	-473.9418963977705	-465.86396389524543	-904.3509927613977	-773.1808755486072	-734.8017049850805	-811.0517261405603	187689.3057858608	28647.513821556495	40405.558917174996	12490.542093278575	9647.753116433705	6264.68112513643	2137.555425526984	1732.6419881435063	3481.0094523406424	599.7161794335778	7.0	2.0	21.0	14.0	33.0	1.0	1.0	2.0	22.0	8.0	9.602243802043336E-5	9.602243802043329E-5	-15807.665837108289	0.0	-1137.7357727484077
4550000	-19374.934633913203	-3564.2189340863188	-15810.715699826884	7842.507615714778	-2171.507615714778	81075.39566106584	5760.288516937792	6518.516467726802	6381.266647396571	6121.234312553523	6144.2866195509	6216.749709533963	6202.013660131273	6500.898780332285	6542.9760862831	6225.976452099804	6755.271900086548	7387.281289311223	6190.753438244382	6182.452240491566	6735.467309635291	6528.357816236366	6452.582446175717	6554.968681360376	-89.28851693779234	-847.5164677268021	-710.266647396571	-450.2343125535226	-473.28661955089956	-545.7497095339631	-531.0136601312734	-829.8987803322852	-871.9760862830999	-554.9764520998042	-1084.2719000865482	-1716.2812893112232	-519.7534382443819	-511.45224049156604	-1064.4673096352908	-857.3578162363656	-781.5824461757175	-883.9686813603757	319737.78772933345	37334.76397335641	36929.89534032598	15174.130749757407	13640.380405955819	9490.372565296922	2908.637364067006	1679.1175438325442	3935.230695351419	1625.7550849662107	6.0	1.0	21.0	9.0	32.0	8.0	3.0	2.0	19.0	10.0	9.179090545804701E-5	9.179090545804696E-5	-15810.715699826884	0.0	-1141.0140123089227
4555000	-19389.518197546276	-3554.805107330426	-15834.713090215851	7549.511774450136	-1878.5117744501358	77392.83242803927	5891.762131229951	6486.246988522424	6354.469892630359	6071.847659550606	6135.62636819016	6150.939229599128	6196.296057714862	6414.123275469899	6630.535461721299	6185.335686157929	6757.41334297631	7314.7177834539825	6171.180360565457	6150.953985459675	6798.896070376207	6499.743382604941	6359.633770234101	6480.813059087065	-220.76213122995068	-815.2469885224236	-683.469892630359	-400.8476595506063	-464.62636819016006	-479.93922959912834	-525.2960577148624	-743.1232754698995	-959.5354617212988	-514.3356861579286	-1086.4133429763097	-1643.7177834539825	-500.1803605654568	-479.9539854596751	-1127.8960703762068	-828.743382604941	-688.6337702341007	-809.8130590870651	245902.83332200244	68417.33674719372	40701.91235785575	16801.703875165487	14654.315668294044	4875.746298933641	10944.856464436369	10430.356851515307	6024.50290609812	333.3016477071046	4.0	2.0	16.0	11.0	28.0	6.0	6.0	7.0	22.0	9.0	9.688948740683045E-5	9.688948740683039E-5	-15834.713090215851	0.0	-1130.0468055249378
4560000	-19400.90016998141	-3566.722684888579	-15834.17748509283	7617.052669204172	-1946.0526692041722	79985.33623039894	5890.977209505251	6508.89513856782	6283.71530459926	6166.152269352735	6196.3365379133165	6181.072313655775	6173.242733450935	6644.04532879586	6417.669232199382	6188.56628288591	6921.213880739982	7375.297588704271	6255.629242191282	6155.611142666026	6665.063891153541	6528.665280792598	6310.504087851405	6623.974519847622	-219.97720950525127	-837.8951385678201	-612.71530459926	-495.15226935273495	-525.3365379133165	-510.07231365577536	-502.2427334509348	-973.0453287958599	-746.6692321993823	-517.5662828859104	-1250.2138807399824	-1704.2975887042712	-584.6292421912822	-484.61114266602635	-994.0638911535407	-857.6652807925984	-639.5040878514046	-952.9745198476221	306536.19085199834	82441.99077344047	35229.700334865876	17068.149357678638	16798.845087410697	21551.11814129502	8443.47147344083	6130.78201095128	5028.852345690341	738.2339769035149	1.0	8.0	11.0	18.0	26.0	1.0	9.0	5.0	23.0	9.0	9.849160788038575E-5	9.849160788038577E-5	-15834.17748509283	0.0	-1141.4982072816301
4565000	-19410.681250276888	-3570.087442845957	-15840.59380743093	7649.845951048384	-1978.8459510483844	82792.96937002923	5781.980116076631	6692.981815443347	6489.866236773723	6134.619440983605	6229.481665299253	6208.576951812785	6236.577916081418	6624.472351623653	6520.385610141588	6229.987600782044	6945.376358273956	7333.638991380999	6294.607967493573	6214.29512106504	6744.481023186917	6566.9836162550255	6393.164190373396	6652.6568531984	-110.98011607663102	-1021.9818154433469	-818.8662367737234	-463.6194409836053	-558.4816652992531	-537.5769518127854	-565.5779160814182	-953.4723516236527	-849.3856101415877	-558.987600782044	-1274.3763582739557	-1662.638991380999	-623.6079674935727	-543.2951210650399	-1073.481023186917	-895.9836162550255	-722.1641903733962	-981.6568531984003	290814.669467478	321967.75017010496	54985.19078027099	23587.358751900734	11301.606794494932	29995.946089396082	17325.618857592868	6148.121790334278	3123.926132998145	815.0888653425603	2.0	3.0	14.0	16.0	24.0	2.0	10.0	13.0	20.0	7.0	9.2659557546364E-5	9.265955754636404E-5	-15840.59380743093	0.0	-1141.329669363866
4570000	-19409.753148654836	-3580.4889961903255	-15829.264152464511	7689.70726918155	-2018.7072691815501	80800.43036593936	5783.902654200078	6441.561059067316	6440.9248083044495	6077.023904105327	6168.732402778849	6178.988006814568	6218.409308365995	6404.838490899663	6580.9401745879395	6251.096259146511	6894.62568430917	7315.293999283273	6232.922599906534	6236.603201761235	6650.177133492966	6508.66220998585	6443.392024196195	6705.804177768549	-112.90265420007836	-770.5610590673159	-769.9248083044495	-406.02390410532735	-497.73240277884906	-507.9880068145676	-547.4093083659945	-733.8384908996632	-909.9401745879395	-580.0962591465113	-1223.6256843091696	-1644.2939992832726	-561.9225999065338	-565.6032017612351	-979.1771334929663	-837.6622099858496	-772.392024196195	-1034.8041777685494	129026.57741646738	371080.9400440025	88130.29613298867	43413.420477684755	10785.560545666052	14976.300769944914	25886.18783413215	6020.069331782674	3864.2891658718445	518.4301264362381	2.0	3.0	13.0	9.0	27.0	5.0	8.0	18.0	20.0	6.0	9.491527131968168E-5	9.491527131968167E-5	-15829.264152464511	0.0	-1150.5766385413938
4575000	-19394.71109881212	-3572.2530362453763	-15822.458062566746	7794.18707231246	-2123.1870723124603	86505.68720395639	5896.73592213809	6598.6627946601475	6461.8593456169365	6249.523831208636	6221.243905514973	6211.430084707035	6210.846216165196	6469.802421796675	6539.59804320096	6330.001814327753	6937.114524139092	7393.068941664577	6253.054514305406	6230.142102661155	6389.425274912403	6628.554690633022	6462.852454645759	6641.146836459102	-225.73592213809025	-927.6627946601475	-790.8593456169365	-578.5238312086358	-550.2439055149734	-540.4300847070353	-539.846216165196	-798.8024217966749	-868.5980432009601	-659.001814327753	-1266.1145241390923	-1722.0689416645773	-582.054514305406	-559.1421026611551	-718.4252749124034	-957.5546906330219	-791.8524546457593	-970.1468364591019	901190.6359628151	199036.05489109835	95166.9777107315	49646.23415988784	10957.303019749917	16638.810417111777	5657.237459912918	11040.295474853996	2793.202276277502	352.7855487917919	1.0	6.0	4.0	16.0	28.0	8.0	5.0	14.0	23.0	6.0	8.907529517330236E-5	8.907529517330237E-5	-15822.458062566746	0.0	-1141.9014729942376
4580000	-19396.115481745055	-3570.77480278265	-15825.340678962404	7635.620063288295	-1964.6200632882947	78889.41935365256	5781.230881393427	6672.976915954775	6549.752306521266	6158.707210650807	6219.97554584631	6165.296566774348	6189.101281832011	6563.675868334306	6610.0269556524845	6240.046091739019	6697.311246659489	7288.3078456920175	6189.38347526632	6112.790535783964	6473.569233909748	6539.756917429795	6383.231357606786	6615.041929804566	-110.2308813934269	-1001.976915954775	-878.7523065212663	-487.7072106508067	-548.9755458463096	-494.2965667743483	-518.1012818320114	-892.675868334306	-939.0269556524845	-569.0460917390192	-1026.3112466594894	-1617.3078456920175	-518.3834752663197	-441.7905357839636	-802.5692339097477	-868.7569174297951	-712.2313576067863	-944.0419298045663	882785.060292469	197951.46517869178	144334.39366796068	52422.2355081502	9838.35517654327	65756.28963293284	7290.910305634049	9061.420831415418	3105.634863933468	317.73316900653515	2.0	2.0	2.0	21.0	32.0	2.0	4.0	12.0	29.0	5.0	9.958344573686647E-5	9.958344573686651E-5	-15825.340678962404	0.0	-1134.9854211727395
4585000	-19384.095028055086	-3558.2035774220144	-15825.891450633073	7545.285078817468	-1874.2850788174683	78391.24035266068	5783.284760811788	6579.576708633077	6618.6111907273935	6228.457367912063	6184.902064200218	6179.798267064648	6189.438013593637	6572.076150867721	6550.379996841134	6223.4944377726415	6814.857349774615	7296.950309134124	6267.050896507692	6145.1106995516475	6642.545099670699	6492.192594619138	6430.589700625599	6618.359534342212	-112.28476081178815	-908.576708633077	-947.6111907273935	-557.4573679120631	-513.9020642002179	-508.7982670646479	-518.4380135936372	-901.0761508677206	-879.379996841134	-552.4944377726415	-1143.8573497746147	-1625.950309134124	-596.0508965076924	-474.1106995516475	-971.5450996706986	-821.1925946191377	-759.5897006255991	-947.3595343422121	285333.60219524166	71802.57090699712	66431.23305102439	35217.427322964206	11028.250868700588	15380.67771034469	31010.637590251532	14246.680720573264	3766.3265469442226	162.61975692964543	3.0	1.0	3.0	20.0	36.0	1.0	4.0	10.0	28.0	5.0	9.898471309939728E-5	9.898471309939727E-5	-15825.891450633073	0.0	-1130.0822379816273
4590000	-19381.456909109198	-3570.694296561031	-15810.762612548166	7749.973799125652	-2078.9737991256516	82781.5266634998	5873.880726072974	6563.046248191314	6569.879894729822	6136.2070226777805	6255.975109359521	6218.316280181686	6258.470155562042	6464.558160297429	6670.872949159207	6277.79026131355	6827.314328051744	7291.212353439623	6221.860762159173	6194.056483054191	6717.409098734134	6606.483065876069	6432.748782290037	6583.684826112006	-202.88072607297363	-892.0462481913137	-898.8798947298219	-465.2070226777805	-584.9751093595214	-547.3162801816861	-587.4701555620422	-793.5581602974289	-999.8729491592067	-606.7902613135502	-1156.3143280517443	-1620.2123534396233	-550.8607621591727	-523.0564830541907	-1046.4090987341342	-935.4830658760693	-761.7487822900366	-912.6848261120058	181279.92405141663	115100.1967214928	100922.0074517678	66631.46110218299	11415.836815780807	13878.550062985743	15987.529082227567	9127.84166316834	3052.6285645081202	473.12320634634835	5.0	2.0	1.0	19.0	30.0	10.0	2.0	17.0	18.0	7.0	9.371417485864105E-5	9.371417485864108E-5	-15810.762612548166	0.0	-1143.0466037967603
4595000	-19380.52802151263	-3558.9054804284915	-15821.622541084138	7600.037424292452	-1929.0374242924518	75378.35272136515	5864.236661372282	6431.495230554587	6282.584575104821	6132.520453417249	6156.040817824022	6154.968124737971	6241.647717312218	6374.980032426266	6586.430924898664	6194.208625857575	6739.929773997348	7214.018736870275	6159.247503282989	6165.549024877415	6501.938827889776	6507.734872753952	6384.814842685941	6514.714599931256	-193.23666137228156	-760.4952305545867	-611.5845751048209	-461.520453417249	-485.04081782402227	-483.96812473797127	-570.6477173122184	-703.980032426266	-915.4309248986638	-523.2086258575746	-1068.929773997348	-1543.0187368702746	-488.2475032829889	-494.5490248774149	-830.9388278897759	-836.734872753952	-713.8148426859407	-843.7145999312561	347092.21433526144	713632.82689345	131831.3766762466	60386.3200005176	11939.80232104399	4964.000780284034	14555.371220692366	4611.584246536774	3822.823453842396	457.946244041652	2.0	2.0	4.0	17.0	37.0	4.0	2.0	15.0	22.0	6.0	9.955051890203944E-5	9.955051890203944E-5	-15821.622541084138	0.0	-1128.4110611579924
4600000	-19384.84907388383	-3560.6886704236113	-15824.160403460217	7496.705041607131	-1825.7050416071306	76747.80185449173	5771.545646052435	6522.153822794619	6423.915440058066	5969.419908946751	6174.30392471688	6174.217313328158	6290.255191668446	6522.938250942898	6520.476937237874	6214.734849396231	6763.02249733526	7211.133552540734	6157.02012036106	6159.323325835511	6543.89979022269	6508.563754005597	6418.952429727735	6563.651190139778	-100.54564605243468	-851.1538227946194	-752.9154400580665	-298.4199089467511	-503.3039247168799	-503.2173133281576	-619.2551916684461	-851.9382509428979	-849.4769372378742	-543.7348493962309	-1092.0224973352597	-1540.133552540734	-486.02012036106044	-488.32332583551124	-872.8997902226902	-837.5637540055968	-747.9524297277349	-892.651190139778	1010352.9880483085	18657.32709478534	56593.06640876772	65305.10200634144	11474.584964250229	13675.344612851284	16492.873903995045	6277.5409110932305	2581.7476258575853	612.3725055731661	2.0	2.0	8.0	15.0	33.0	6.0	4.0	10.0	27.0	4.0	9.962717485937471E-5	9.962717485937471E-5	-15824.160403460217	0.0	-1131.4117556892697
4605000	-19401.688953654357	-3569.8062510993163	-15831.88270255504	7534.403276095639	-1863.4032760956388	80018.32323630774	5841.670851101273	6594.9889098162985	6419.467312435969	6203.664354331714	6150.712784300226	6255.33813334062	6233.211100913555	6530.757177529642	6547.839671849872	6230.165420536276	6857.546778241566	7236.929055832352	6210.331158706867	6176.140830505111	6629.465308335044	6506.516091276027	6504.545056546747	6599.922140618511	-170.670851101273	-923.9889098162985	-748.4673124359688	-532.6643543317141	-479.7127843002263	-584.3381333406196	-562.2111009135551	-859.7571775296419	-876.8396718498716	-559.1654205362756	-1186.5467782415662	-1565.9290558323519	-539.3311587068674	-505.1408305051109	-958.465308335044	-835.5160912760266	-833.5450565467472	-928.9221406185106	290447.0450001116	249318.7169833815	86314.55389894701	49503.149433591134	8160.282874526824	17956.043002512564	43759.77737546572	7996.297902881731	2903.634148821494	266.64091699652244	1.0	5.0	8.0	14.0	26.0	12.0	1.0	9.0	29.0	6.0	9.586417534279714E-5	9.586417534279724E-5	-15831.88270255504	0.0	-1139.2727766776454
4610000	-19388.50153148157	-3572.1960497348646	-15816.305481746705	7549.712159687505	-1878.712159687505	80819.2771549942	5845.999347291901	6693.228277487636	6505.135953193676	6098.3351194705165	6089.78851339624	6195.424876426228	6179.487217784768	6427.976994143581	6544.642315147669	6220.04924809473	6860.364108394096	7287.446625634815	6220.273756744368	6179.7651771877145	6523.367090746552	6524.119361279442	6555.873725855463	6591.62442399625	-174.99934729190136	-1022.2282774876358	-834.135953193676	-427.3351194705165	-418.78851339624	-524.4248764262284	-508.4872177847683	-756.9769941435807	-873.6423151476693	-549.0492480947296	-1189.3641083940956	-1616.446625634815	-549.2737567443683	-508.76517718771447	-852.3670907465521	-853.1193612794423	-884.8737258554629	-920.6244239962498	239482.5727100068	71990.34592917042	42826.91324827303	22248.472852328003	14269.08593296612	18786.08388939178	10989.68285914922	9875.02009717802	3432.1059873780423	638.3424451632361	1.0	11.0	8.0	16.0	11.0	7.0	11.0	10.0	31.0	5.0	9.339286625077157E-5	9.339286625077146E-5	-15816.305481746705	0.0	-1146.8401164635175
4615000	-19393.50835345923	-3552.025516864585	-15841.482836594645	7643.23508737139	-1972.2350873713904	75019.09710872531	5821.355606577434	6546.169562611313	6173.5271290383225	6087.72057592116	6058.185942247087	6221.815084377139	6124.967582139269	6297.461997403467	6623.638066236819	6149.714406850422	6772.3582314438545	7232.716054865371	6192.998391124703	6082.1773905954815	6349.752136867727	6541.2021564039815	6384.001621996781	6533.885681437732	-150.35560657743372	-875.1695626113133	-502.5271290383225	-416.72057592116016	-387.18594224708704	-550.8150843771391	-453.9675821392693	-626.4619974034667	-952.6380662368192	-478.71440685042217	-1101.3582314438545	-1561.716054865371	-521.9983911247027	-411.1773905954815	-678.7521368677271	-870.2021564039815	-713.0016219967811	-862.8856814377323	257888.56292020835	42294.999305105826	26223.403588301673	25221.246175132314	11396.004463281706	6001.489469675595	9625.45782573692	19689.878706288797	2521.78738557842	150.78458640622617	3.0	11.0	9.0	17.0	3.0	4.0	15.0	11.0	33.0	5.0	9.822899750451864E-5	9.822899750451879E-5	-15841.482836594645	0.0	-1127.475834583494
4620000	-19382.932111491136	-3572.379029428085	-15810.55308206305	7758.240114632967	-2087.2401146329667	79230.60147738128	5769.798520105463	6564.735216941126	6449.870919186862	6027.412134812894	6106.736317486223	6251.881106120866	6212.101871522844	6547.994204871208	6721.1171947359935	6165.634637674869	6818.518623144982	7294.996307970383	6177.203825338419	6206.564569301187	6488.932669694902	6576.66588380327	6489.24636470662	6638.877198269786	-98.79852010546256	-893.735216941126	-778.870919186862	-356.4121348128938	-435.736317486223	-580.8811061208662	-541.1018715228438	-876.9942048712082	-1050.1171947359935	-494.6346376748688	-1147.5186231449816	-1623.996307970383	-506.20382533841894	-535.5645693011866	-817.932669694902	-905.6658838032699	-818.2463647066197	-967.8771982697863	991389.2895126358	70539.23907341152	20257.892918360234	37238.27047923205	8555.484580527913	25699.5870543015	18699.649744730606	15005.892495400238	3238.874823459899	302.7066293422433	2.0	9.0	11.0	20.0	6.0	4.0	14.0	6.0	34.0	5.0	9.393920083172953E-5	9.393920083172958E-5	-15810.55308206305	0.0	-1141.3000293813404
4625000	-19381.77411695782	-3566.4906756540936	-15815.283441303725	7664.447998081024	-1993.4479980810238	77130.62558142244	5830.194272612022	6463.050333626877	6416.171040224614	6098.964797025322	6119.387203363053	6209.397892410512	6216.807743504501	6406.066192154997	6627.634166941286	6279.647141654331	6681.61770130202	7344.172515454108	6217.265963067367	6253.59999953806	6514.97175816728	6495.183451923452	6358.145414095688	6596.6346310312665	-159.19427261202236	-792.0503336268766	-745.1710402246144	-427.9647970253218	-448.38720336305323	-538.3978924105122	-545.8077435045006	-735.0661921549972	-956.6341669412859	-608.6471416543309	-1010.6177013020197	-1673.1725154541082	-546.265963067367	-582.5999995380598	-843.9717581672803	-824.1834519234517	-687.1454140956876	-925.6346310312665	756536.9138390744	66526.80475429296	57827.52394220401	20802.822753782966	6041.078640685734	12668.919610533801	12437.352266696535	9980.363997779392	3868.0920393573497	1486.9072067669192	3.0	9.0	8.0	21.0	8.0	8.0	9.0	4.0	35.0	6.0	9.933174156913749E-5	9.93317415691374E-5	-15815.283441303725	0.0	-1138.9115370188554
