# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Sun Jul 26 17:08:30 AEST 2020 [seed=1595747310004]
# -threads 8 xml/biphone_binary_SSGR_2020-07-23_ch1.xml
# keywords: discretized_branch_rates
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	tmrca(Arandic)	tmrca(Bandjalangic)	tmrca(CentralNSW)	tmrca(Gumbaynggiric)	tmrca(Kalkatungic)	tmrca(KanyaraMatharta)	tmrca(Karnic)	tmrca(Kartu)	tmrca(Marrngu)	tmrca(Mayi)	tmrca(Ngayarta)	tmrca(NgumpinYapa)	tmrca(PamaMaric)	tmrca(SouthWest)	tmrca(ThuraYura)	tmrca(WakaKabi)	tmrca(Warluwaric)	tmrca(Wati)	tmrca(Yolngu)	age(Arandic)	age(Bandjalangic)	age(CentralNSW)	age(Gumbaynggiric)	age(Kalkatungic)	age(KanyaraMatharta)	age(Karnic)	age(Kartu)	age(Marrngu)	age(Mayi)	age(Ngayarta)	age(NgumpinYapa)	age(PamaMaric)	age(SouthWest)	age(ThuraYura)	age(WakaKabi)	age(Warluwaric)	age(Wati)	age(Yolngu)	birthDeath.meanGrowthRate	birthDeath.relativeDeathRate	birthDeath.sampleProbability	alpha	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	treeLikelihood	branchRates	speciation
110000	-16509.700292870282	-2064.732230808266	-14444.968062062017	4365.630080784113	4365.630080784113	82082.12875816424	0.0	109.9477666030004	574.7651023061264	559.7002387453108	118.09421965831993	443.8536470015296	2044.4085314177662	675.6118255831637	830.5576220364305	242.18527815696999	1008.5902554170816	862.2573934453684	1305.0885550288954	853.0333996479843	500.77828048802894	659.6514296585804	1169.7442666425445	3456.676649587148	2112.1797251977255	0.0	109.9477666030004	574.7651023061264	559.7002387453108	118.09421965831993	443.8536470015296	2044.4085314177662	675.6118255831637	830.5576220364305	242.18527815696999	1008.5902554170816	862.2573934453684	1305.0885550288954	853.0333996479843	500.77828048802894	659.6514296585804	1169.7442666425445	3456.676649587148	2112.1797251977255	0.001889434177162797	0.0	0.366	0.5497208019153723	4.249224293722961E-4	0.0014729646539806392	1.388428098756533E-4	2.0752903406836687	0.0798942807564111	-14444.968062062017	-1199.394378775646	-851.6178510974374
120000	-16560.149121783736	-2095.704143571661	-14464.444978212074	5101.932738805378	5101.932738805378	110821.1646934776	0.0	167.3292441158575	380.5425342125561	579.757253090713	116.12997202122712	1390.8286921064232	3023.7008193367465	854.4265673438829	892.8695875973466	301.1509058235114	1518.5021703153789	1122.1349389604281	1791.5653288589522	1190.5358821954737	606.8356630379062	1020.5145519758591	1421.8875904973963	4130.654883174118	2867.6848170667877	0.0	167.3292441158575	380.5425342125561	579.757253090713	116.12997202122712	1390.8286921064232	3023.7008193367465	854.4265673438829	892.8695875973466	301.1509058235114	1518.5021703153789	1122.1349389604281	1791.5653288589522	1190.5358821954737	606.8356630379062	1020.5145519758591	1421.8875904973963	4130.654883174118	2867.6848170667877	0.0017665615434136342	0.0	0.366	0.5319663200116788	3.248915555979507E-4	0.001058207930308537	1.1569630264237408E-4	2.0485140520814333	0.03461402637058259	-14464.444978212074	-1199.394378775646	-883.2685617435823
130000	-16546.617143864325	-2095.7947765686235	-14450.822367295701	4958.674268502011	4958.674268502011	113359.7562898628	0.0	256.3110821444574	511.05240560418645	1025.6980952049175	130.40327423020702	1259.327460092514	2936.701909817049	961.1296197307103	1080.7271624555176	295.91669760427203	1565.7040028558697	1219.1658515341323	1890.5651564962902	403.444358271474	641.6783684080035	782.5451293789083	1243.80164705877	3601.1164909446065	3155.401636687091	0.0	256.3110821444574	511.05240560418645	1025.6980952049175	130.40327423020702	1259.327460092514	2936.701909817049	961.1296197307103	1080.7271624555176	295.91669760427203	1565.7040028558697	1219.1658515341323	1890.5651564962902	403.444358271474	641.6783684080035	782.5451293789083	1243.80164705877	3601.1164909446065	3155.401636687091	0.0016625638300130172	0.0	0.366	0.4698021881835895	2.640810028681858E-4	7.971214439440802E-4	9.811195435065168E-5	1.9599032685619844	0.02553192697508291	-14450.822367295701	-1199.394378775646	-884.2534267257768
140000	-16568.023918850544	-2107.7225189030282	-14460.301399947515	4989.687889382104	4989.687889382104	128080.10858562434	0.0	514.4093686086983	395.5598579975959	806.6093728195713	142.06935099319398	857.9161000656259	2702.567899790764	979.7550924684033	1585.7318236153258	315.36340305854276	1236.2001636547186	1532.525762674203	2499.8674877246794	468.14071173083175	769.2208327795363	922.314089567099	1120.8529611451859	4112.1230424720725	3474.6464719819805	0.0	514.4093686086983	395.5598579975959	806.6093728195713	142.06935099319398	857.9161000656259	2702.567899790764	979.7550924684033	1585.7318236153258	315.36340305854276	1236.2001636547186	1532.525762674203	2499.8674877246794	468.14071173083175	769.2208327795363	922.314089567099	1120.8529611451859	4112.1230424720725	3474.6464719819805	0.0013345429964606414	0.0	0.366	0.5274909082008459	2.2820255098139882E-4	6.491047658260659E-4	8.446926150982778E-5	2.002697127772999	0.0032432954328966927	-14460.301399947515	-1199.394378775646	-895.4001091856798
150000	-16571.607941960247	-2108.378573375696	-14463.22936858455	4544.589352539443	4544.589352539443	132858.2588452227	0.0	324.7510919872086	641.7258401695683	806.4536541714007	133.78486805941026	1063.4272925295768	1712.0917642375455	1174.9785068031424	1576.6551593360764	350.6110657209007	1465.6015219004694	1600.091414697031	3211.8844034077756	508.50631408942206	897.7219604001036	807.8239028992641	1648.1275714945664	3695.9920518163544	3715.9107371938985	0.0	324.7510919872086	641.7258401695683	806.4536541714007	133.78486805941026	1063.4272925295768	1712.0917642375455	1174.9785068031424	1576.6551593360764	350.6110657209007	1465.6015219004694	1600.091414697031	3211.8844034077756	508.50631408942206	897.7219604001036	807.8239028992641	1648.1275714945664	3695.9920518163544	3715.9107371938985	0.0013579208659052155	0.0	0.366	0.4918647532151218	2.1764697030955045E-4	6.245979853104858E-4	8.686484907142352E-5	2.0168897250301536	0.0013790123994091585	-14463.22936858455	-1199.394378775646	-895.9804820966707
160000	-16579.636730257324	-2131.1499559967156	-14448.48677426061	5393.458872686094	5393.458872686094	163432.08468505178	0.0	795.8523213408149	796.5115481122369	907.9739956863527	131.24904116790773	1000.5082389921433	3305.3982966818717	1318.600708746922	2060.2114168009334	474.1866028037017	2142.846992867514	2019.0358754590113	3391.677186809481	850.9770925704247	936.979374109552	706.5506676291164	2815.4717063409366	3793.247081997223	4254.872317856867	0.0	795.8523213408149	796.5115481122369	907.9739956863527	131.24904116790773	1000.5082389921433	3305.3982966818717	1318.600708746922	2060.2114168009334	474.1866028037017	2142.846992867514	2019.0358754590113	3391.677186809481	850.9770925704247	936.979374109552	706.5506676291164	2815.4717063409366	3793.247081997223	4254.872317856867	0.0011226927262507887	0.0	0.366	0.4924671487137669	2.159954575404904E-4	6.695041257888225E-4	7.384033338177138E-5	2.188982999085679	0.021964528867779696	-14448.48677426061	-1199.394378775646	-919.8878139268675
170000	-16600.881438790213	-2138.9370792941177	-14461.944359496094	6056.797809897723	6056.797809897723	171424.09588784457	0.0	992.5683624419768	938.2004400078308	917.3145267252735	192.5658595997839	1000.006735321288	2097.762774925234	1357.622206234871	2242.0977240688853	440.48044124758235	2457.3898562671325	1981.582217355255	3356.5348007044017	584.5270152739822	815.862936063342	775.7462575700804	2525.9019876435536	5349.121618576845	4074.883342269609	0.0	992.5683624419768	938.2004400078308	917.3145267252735	192.5658595997839	1000.006735321288	2097.762774925234	1357.622206234871	2242.0977240688853	440.48044124758235	2457.3898562671325	1981.582217355255	3356.5348007044017	584.5270152739822	815.862936063342	775.7462575700804	2525.9019876435536	5349.121618576845	4074.883342269609	9.505214257528878E-4	0.0	0.366	0.442948220648568	1.7465406499591487E-4	5.151683691233856E-4	6.503338721197945E-5	2.0187786425751146	0.04833617254906102	-14461.944359496094	-1199.394378775646	-924.728768893534
180000	-16575.650506556834	-2118.356685187585	-14457.293821369249	4722.172484480244	4722.172484480244	144505.81739573478	0.0	344.78537200110515	826.8714852927235	664.7719151781134	154.8286988979497	941.3621770235836	1865.7901197373083	1176.7749010060973	1841.9587309482756	470.7635189094335	2085.3869013106023	1404.3192138389863	3331.4121326927925	512.057845870952	711.6629195546798	571.6275516216698	2567.952055985128	4397.750902043389	3604.3840735039207	0.0	344.78537200110515	826.8714852927235	664.7719151781134	154.8286988979497	941.3621770235836	1865.7901197373083	1176.7749010060973	1841.9587309482756	470.7635189094335	2085.3869013106023	1404.3192138389863	3331.4121326927925	512.057845870952	711.6629195546798	571.6275516216698	2567.952055985128	4397.750902043389	3604.3840735039207	0.0012732016175633384	0.0	0.366	0.5296186566842157	2.0144923190464255E-4	5.3832822205279E-4	8.810727331396127E-5	1.9007156184051308	0.08192729996965911	-14457.293821369249	-1199.394378775646	-905.0800311774944
190000	-16563.39995346035	-2100.801586791574	-14462.598366668775	3979.378780612461	3979.378780612461	125400.00473737765	0.0	287.7818322691598	911.0406223804762	859.5839104322982	92.13760688054175	715.5975342849529	1979.9612755060089	891.466947254453	1544.528102666781	467.3724439993597	1606.107316869186	1077.6639353566495	2645.1945507274886	457.3123758331579	868.325770711644	700.6621440854411	2124.2456005346203	3227.190057570605	2869.250835113193	0.0	287.7818322691598	911.0406223804762	859.5839104322982	92.13760688054175	715.5975342849529	1979.9612755060089	891.466947254453	1544.528102666781	467.3724439993597	1606.107316869186	1077.6639353566495	2645.1945507274886	457.3123758331579	868.325770711644	700.6621440854411	2124.2456005346203	3227.190057570605	2869.250835113193	0.0013467567398281225	0.0	0.366	0.5001687108250492	2.1223124298958866E-4	5.52489658528061E-4	1.0234649213526609E-4	1.7965433519802387	0.07424958704247168	-14462.598366668775	-1199.394378775646	-887.0081365212376
200000	-16573.153207131116	-2135.0891125965973	-14438.064094534519	5466.153601953874	5466.153601953874	170898.14461072092	0.0	325.12856695071343	825.4642832008722	638.815420821587	168.6453868842947	1843.8630680557894	3185.1214233641263	1115.9732288079676	1912.0857222357633	517.3577175067476	2086.130398183907	1384.6751434168984	3657.3991788160715	631.4270073048798	1472.7241024794744	1154.3974261530698	2771.298657556889	4444.283700663764	3842.0246052869693	0.0	325.12856695071343	825.4642832008722	638.815420821587	168.6453868842947	1843.8630680557894	3185.1214233641263	1115.9732288079676	1912.0857222357633	517.3577175067476	2086.130398183907	1384.6751434168984	3657.3991788160715	631.4270073048798	1472.7241024794744	1154.3974261530698	2771.298657556889	4444.283700663764	3842.0246052869693	0.0010570580458963306	0.0	0.366	0.5644701465308416	1.48282967059671E-4	3.899200392433712E-4	6.665207730980354E-5	1.7962204148464844	0.05198390753169501	-14438.064094534519	-1199.394378775646	-922.7676200795183
210000	-16564.95888060191	-2136.0541844318027	-14428.904696170106	4855.119428829862	4855.119428829862	175553.39723885022	0.0	338.8534975597309	1080.2060865878454	629.1158314898819	189.43244605913708	1999.062932661235	2928.1467475566865	1155.991742082808	1627.8793218832127	1021.971810443767	1998.324115590968	2041.8869133431956	3866.1004601627983	817.1229508959237	1693.6736159704024	890.321555135955	2360.25048169713	4005.64096099014	4063.3186583266856	0.0	338.8534975597309	1080.2060865878454	629.1158314898819	189.43244605913708	1999.062932661235	2928.1467475566865	1155.991742082808	1627.8793218832127	1021.971810443767	1998.324115590968	2041.8869133431956	3866.1004601627983	817.1229508959237	1693.6736159704024	890.321555135955	2360.25048169713	4005.64096099014	4063.3186583266856	0.0010641842609180176	0.0	0.366	0.5623355486816137	1.376732943237437E-4	3.356855596855535E-4	6.41410146541222E-5	1.7459279998969968	-0.010965262476688045	-14428.904696170106	-1199.394378775646	-923.9431256284091
220000	-16544.701644970617	-2117.721788476878	-14426.97985649374	4935.017880692491	4935.017880692491	145196.25053267126	0.0	169.53946682658162	847.0262874557116	455.01045354561603	183.39614234214247	1391.032132223749	2221.068319607434	1180.9151374169908	1632.4581418791179	930.5016438145792	1442.3618805147835	1825.727506094195	3210.969881359676	644.8373872272134	1451.0929059617877	1176.874378377761	2534.953708664033	4110.610321402087	3205.471707032113	0.0	169.53946682658162	847.0262874557116	455.01045354561603	183.39614234214247	1391.032132223749	2221.068319607434	1180.9151374169908	1632.4581418791179	930.5016438145792	1442.3618805147835	1825.727506094195	3210.969881359676	644.8373872272134	1451.0929059617877	1176.874378377761	2534.953708664033	4110.610321402087	3205.471707032113	0.0011371137137134273	0.0	0.366	0.54879451329904	1.6893500714696902E-4	4.376200145996902E-4	7.984189752003285E-5	1.7637572553893608	0.05975081007249393	-14426.97985649374	-1199.394378775646	-905.4566768410054
230000	-16561.08682874098	-2118.594116064765	-14442.492712676216	5661.91180147215	5661.91180147215	149423.31601363627	0.0	113.73422882480976	800.2980656670732	412.5514785222757	168.48488275200026	1425.9762802921978	2026.8473288138584	722.7708732719583	1081.4845703831843	823.1614767799997	1596.1603540319923	1855.8024071434527	3291.529115358329	651.3059492430144	1738.3176578947257	1225.4574707153088	2687.933793916973	3600.3143829074083	2264.9765291628096	0.0	113.73422882480976	800.2980656670732	412.5514785222757	168.48488275200026	1425.9762802921978	2026.8473288138584	722.7708732719583	1081.4845703831843	823.1614767799997	1596.1603540319923	1855.8024071434527	3291.529115358329	651.3059492430144	1738.3176578947257	1225.4574707153088	2687.933793916973	3600.3143829074083	2264.9765291628096	0.001281370639571734	0.0	0.366	0.49493819288197527	1.6110799456406166E-4	4.1288970290089845E-4	7.553641364848567E-5	1.752102692756361	0.09626906508336859	-14442.492712676216	-1199.394378775646	-907.9416240723754
240000	-16513.203569692163	-2135.2208046846736	-14377.98276500749	6885.437738303906	6885.437738303906	171624.22243082203	0.0	94.50838701055835	1056.5959661255454	345.17764277285306	206.01000103494246	1667.052178070171	2491.563834582634	1155.0204592828695	1113.5405555898126	932.8479836839022	1482.7783957058004	1888.4540152047282	3331.007791467928	841.742707245939	1833.4862502636952	1274.6237784526206	2759.6984501970996	3988.166242645095	2185.7604833548294	0.0	94.50838701055835	1056.5959661255454	345.17764277285306	206.01000103494246	1667.052178070171	2491.563834582634	1155.0204592828695	1113.5405555898126	932.8479836839022	1482.7783957058004	1888.4540152047282	3331.007791467928	841.742707245939	1833.4862502636952	1274.6237784526206	2759.6984501970996	3988.166242645095	2185.7604833548294	0.0010440248200971449	0.0	0.366	0.4939500747397641	1.2812948438545833E-4	3.057522588295708E-4	6.230253783250069E-5	1.698583760447456	0.1434242296167183	-14377.98276500749	-1199.394378775646	-923.0186962566715
250000	-16504.026297126922	-2119.6185548082526	-14384.40774231867	4533.079426856731	4533.079426856731	149083.72989377732	0.0	86.44517663329526	567.6166362453586	296.0059267516702	225.88622507634844	1553.239288496686	1358.5501915555672	990.4907024407062	1702.651444872009	1013.8937293665892	1379.5385874837193	1485.6333196064882	3236.820546309314	507.92914400218393	1222.6391324930903	1135.2457700305506	2742.199852440822	3425.1857800603275	1588.0837478789101	0.0	86.44517663329526	567.6166362453586	296.0059267516702	225.88622507634844	1553.239288496686	1358.5501915555672	990.4907024407062	1702.651444872009	1013.8937293665892	1379.5385874837193	1485.6333196064882	3236.820546309314	507.92914400218393	1222.6391324930903	1135.2457700305506	2742.199852440822	3425.1857800603275	1588.0837478789101	0.001192150633764135	0.0	0.366	0.5090637461654833	1.4596385008523984E-4	3.747826390796804E-4	7.285828059664282E-5	1.7027114933556535	0.07026566733501158	-14384.40774231867	-1199.394378775646	-907.6563523844388
260000	-16489.082700271916	-2127.397187143456	-14361.685513128461	4773.786908395179	4773.786908395179	161189.5502816569	0.0	60.458874250562964	939.7363349947163	328.53964200118025	362.00660201485016	1184.3450932675335	1621.5477734229707	1247.7450487590918	1821.8589617756177	902.0697735730882	1018.5831877265707	1882.325893677432	3594.224302241118	833.2996917822549	1343.8820573987455	2365.9360263857275	2744.3452694221783	3392.045335528392	1638.6608171271457	0.0	60.458874250562964	939.7363349947163	328.53964200118025	362.00660201485016	1184.3450932675335	1621.5477734229707	1247.7450487590918	1821.8589617756177	902.0697735730882	1018.5831877265707	1882.325893677432	3594.224302241118	833.2996917822549	1343.8820573987455	2365.9360263857275	2744.3452694221783	3392.045335528392	1638.6608171271457	0.0011291930654955837	0.0	0.366	0.5566372479535462	1.4366364285430466E-4	3.7946728247775156E-4	6.658757984918058E-5	1.7183319900389193	0.06070557468157208	-14361.685513128461	-1199.394378775646	-915.859102365357
