# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Sun Jul 26 17:08:30 AEST 2020 [seed=1595747310004]
# -threads 8 xml/biphone_binary_SSGR_2020-07-23_ch1.xml
# keywords: discretized_branch_rates
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	tmrca(Arandic)	tmrca(Bandjalangic)	tmrca(CentralNSW)	tmrca(Gumbaynggiric)	tmrca(Kalkatungic)	tmrca(KanyaraMatharta)	tmrca(Karnic)	tmrca(Kartu)	tmrca(Marrngu)	tmrca(Mayi)	tmrca(Ngayarta)	tmrca(NgumpinYapa)	tmrca(PamaMaric)	tmrca(SouthWest)	tmrca(ThuraYura)	tmrca(WakaKabi)	tmrca(Warluwaric)	tmrca(Wati)	tmrca(Yolngu)	age(Arandic)	age(Bandjalangic)	age(CentralNSW)	age(Gumbaynggiric)	age(Kalkatungic)	age(KanyaraMatharta)	age(Karnic)	age(Kartu)	age(Marrngu)	age(Mayi)	age(Ngayarta)	age(NgumpinYapa)	age(PamaMaric)	age(SouthWest)	age(ThuraYura)	age(WakaKabi)	age(Warluwaric)	age(Wati)	age(Yolngu)	birthDeath.meanGrowthRate	birthDeath.relativeDeathRate	birthDeath.sampleProbability	alpha	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	treeLikelihood	branchRates	speciation
0	-37672.30574383726	-2100.2215862619028	-35572.08415757536	3766.940925001559	3766.940925001559	17937.526352200555	0.0	208.56672760404228	71.54698595380977	118.07340566581823	100.99276946505623	169.9538666330952	110.81598105665344	41.848799051680984	59.83334735828639	45.435235390339926	134.4267605034728	63.988103070793244	416.6226194249249	44.55681428192618	44.220264850830894	1.7067683654020331	302.4245657575344	3500.0	244.0889524082711	0.0	208.56672760404228	71.54698595380977	118.07340566581823	100.99276946505623	169.9538666330952	110.81598105665344	41.848799051680984	59.83334735828639	45.435235390339926	134.4267605034728	63.988103070793244	416.6226194249249	44.55681428192618	44.220264850830894	1.7067683654020331	302.4245657575344	3500.0	244.0889524082711	0.001	0.0	0.366	0.5	0.001	0.1	0.002082097196955962	6.649349170388538	0.03636773375447313	-35572.08415757536	-1199.394378775646	-883.0390540545553
10000	-16994.484675620475	-1965.4537068943025	-15029.030968726174	3964.0485515255355	3964.0485515255355	24242.523395758297	0.0	154.78404718195978	199.81572178211954	190.37155022459174	49.3068769295486	70.95806266737641	309.06476307646625	73.48484060152673	63.49753947921781	38.1135841923188	245.54931431885794	175.4105098610789	295.8413991096632	118.18941992040897	71.44371104183034	40.04822010971259	391.687028340635	3831.434653980219	265.42316271700463	0.0	154.78404718195978	199.81572178211954	190.37155022459174	49.3068769295486	70.95806266737641	309.06476307646625	73.48484060152673	63.49753947921781	38.1135841923188	245.54931431885794	175.4105098610789	295.8413991096632	118.18941992040897	71.44371104183034	40.04822010971259	391.687028340635	3831.434653980219	265.42316271700463	0.007265790889360739	0.0	0.366	0.43357316599922396	0.003013469380656011	0.010724808773001002	6.467742882505873E-4	2.0936712123058623	0.05383121864512534	-15029.030968726174	-1199.394378775646	-749.9632171753863
20000	-16744.904932547568	-1984.6212365335005	-14760.283696014068	4531.633980886757	4531.633980886757	29877.894216305802	0.0	318.12170073114527	168.51338657176015	234.78772703240793	68.63166561718002	88.22757985620619	568.1885583226834	85.39613470935493	101.02772913385637	33.76407558873493	309.16679040126695	201.22611272972955	406.268285257343	210.35928107665762	87.8549159942373	50.42239665763421	234.21004699583403	4485.067507823982	401.9285165629965	0.0	318.12170073114527	168.51338657176015	234.78772703240793	68.63166561718002	88.22757985620619	568.1885583226834	85.39613470935493	101.02772913385637	33.76407558873493	309.16679040126695	201.22611272972955	406.268285257343	210.35928107665762	87.8549159942373	50.42239665763421	234.21004699583403	4485.067507823982	401.9285165629965	0.0055818789375489935	0.0	0.366	0.45645948325425156	0.00238363508165647	0.01110414907639809	4.1766627734772397E-4	2.5337303938434537	2.1935071402683266E-4	-14760.283696014068	-1199.394378775646	-769.4709361721697
30000	-16581.66437328537	-1979.3398851954826	-14602.324488089887	3448.848660872364	3448.848660872364	31916.533049380087	0.0	188.34110093702094	214.30935563277	247.5523307196562	48.9285478061612	336.84258286006246	660.4567816746006	148.00457249313104	168.68471893459503	43.85806963275468	263.1651639260878	252.69023389540394	468.76839911000593	314.2392720212732	113.22081442928743	108.90742703851242	486.9937263011965	3429.747689883899	604.8028707924468	0.0	188.34110093702094	214.30935563277	247.5523307196562	48.9285478061612	336.84258286006246	660.4567816746006	148.00457249313104	168.68471893459503	43.85806963275468	263.1651639260878	252.69023389540394	468.76839911000593	314.2392720212732	113.22081442928743	108.90742703851242	486.9937263011965	3429.747689883899	604.8028707924468	0.0051512852133571456	0.0	0.366	0.4527747990728973	0.0019207946097463265	0.009874837621826976	4.0399253329946073E-4	2.5376014595700362	0.031092729299009893	-14602.324488089887	-1199.394378775646	-762.2948700617253
40000	-16522.179325127014	-1983.4342649078378	-14538.745060219177	3695.578367774211	3695.578367774211	33939.712437306654	0.0	66.96004068592393	200.04150587416422	231.8997967509961	53.198980930197465	354.30215498432494	413.84191150223444	169.58851641146956	269.0406912302204	41.370338591058854	341.5913155321456	294.47372040918435	462.1270530710746	313.12091817772097	129.67245616667708	119.88657416732232	401.4934252711319	3589.916915295879	617.1150471514605	0.0	66.96004068592393	200.04150587416422	231.8997967509961	53.198980930197465	354.30215498432494	413.84191150223444	169.58851641146956	269.0406912302204	41.370338591058854	341.5913155321456	294.47372040918435	462.1270530710746	313.12091817772097	129.67245616667708	119.88657416732232	401.4934252711319	3589.916915295879	617.1150471514605	0.005266461179557894	0.0	0.366	0.5337031871207821	0.0016240171215789643	0.008357431785792466	3.4114524685359675E-4	2.521726386485825	0.03459669585600593	-14538.745060219177	-1199.394378775646	-767.2060941238442
50000	-16471.500455643207	-1994.062105983051	-14477.438349660155	3854.56107296376	3854.56107296376	37870.79090415026	0.0	61.4201266423957	234.78010472272038	262.7165153419797	151.868787192577	428.0800869054104	446.05476970285633	195.29086266424045	301.3570673781763	71.03196414162433	343.1761889953075	324.4276609360255	514.4385216269337	314.0212179377263	189.61415480580075	177.65631532550242	499.5428435870286	3804.4842444246897	751.8074184017406	0.0	61.4201266423957	234.78010472272038	262.7165153419797	151.868787192577	428.0800869054104	446.05476970285633	195.29086266424045	301.3570673781763	71.03196414162433	343.1761889953075	324.4276609360255	514.4385216269337	314.0212179377263	189.61415480580075	177.65631532550242	499.5428435870286	3804.4842444246897	751.8074184017406	0.004780661201416271	0.0	0.366	0.5462729278359352	0.0013627831800374385	0.006306662218281409	3.1913474477882807E-4	2.3595121036741853	0.04309247000065117	-14477.438349660155	-1199.394378775646	-778.2577503596627
60000	-16498.654538543036	-2019.0812063434287	-14479.573332199609	4502.826592398538	4502.826592398538	50213.06767574907	0.0	63.44231703580705	412.71065603750486	381.5486927712706	245.67908870719242	366.8437205871989	666.4241716033495	276.69219512044344	420.3455367031708	77.77765934048088	544.1824391152653	456.226297099031	743.9583479314588	452.0512183352107	199.89395546424612	190.98812820776874	723.8614134511488	4026.1999990845115	1062.6642706579426	0.0	63.44231703580705	412.71065603750486	381.5486927712706	245.67908870719242	366.8437205871989	666.4241716033495	276.69219512044344	420.3455367031708	77.77765934048088	544.1824391152653	456.226297099031	743.9583479314588	452.0512183352107	199.89395546424612	190.98812820776874	723.8614134511488	4026.1999990845115	1062.6642706579426	0.0033292891887223507	0.0	0.366	0.5098571325424764	0.0010338879079291449	0.0051581889745591575	2.4282137665642813E-4	2.4079410427730195	0.029869973400315906	-14479.573332199609	-1199.394378775646	-805.0324118505346
70000	-16483.48319991494	-2010.343610207921	-14473.139589707018	3692.4453706156564	3692.4453706156564	47247.831465981384	0.0	41.62134528006489	422.27549979525327	385.1274598113388	126.2524223905883	369.3830112619746	692.5672409492131	189.81992686610553	373.37327334648063	75.66185913074429	580.2860643983416	426.23212191228015	573.0763683289073	408.4648203873123	224.8303489400926	176.85509139019732	621.3202002009291	3196.774669336246	998.1202076846007	0.0	41.62134528006489	422.27549979525327	385.1274598113388	126.2524223905883	369.3830112619746	692.5672409492131	189.81992686610553	373.37327334648063	75.66185913074429	580.2860643983416	426.23212191228015	573.0763683289073	408.4648203873123	224.8303489400926	176.85509139019732	621.3202002009291	3196.774669336246	998.1202076846007	0.003704923673266277	0.0	0.366	0.505255705275052	0.00103810515494864	0.0051945868727852045	2.624351287914767E-4	2.4047650309314887	0.024069289772182766	-14473.139589707018	-1199.394378775646	-794.3844049517065
80000	-16529.376700566845	-2056.0809820205445	-14473.2957185463	4545.7448546633395	4545.7448546633395	74501.08769297799	0.0	87.1297837722985	617.3633184756178	556.5655429726103	215.50315867975155	558.581733597273	1062.9113395764168	526.202612780172	705.5926481576907	198.1251753851387	944.6549029965431	757.9510878196252	853.2700956266218	778.5294000956054	390.61760426953884	552.8938383896698	861.116823933585	4100.477921214102	1711.9294439473026	0.0	87.1297837722985	617.3633184756178	556.5655429726103	215.50315867975155	558.581733597273	1062.9113395764168	526.202612780172	705.5926481576907	198.1251753851387	944.6549029965431	757.9510878196252	853.2700956266218	778.5294000956054	390.61760426953884	552.8938383896698	861.116823933585	4100.477921214102	1711.9294439473026	0.002538307604524627	0.0	0.366	0.4961085140198399	5.682389358279055E-4	0.002302872491175093	1.6370143158050287E-4	2.2613931372367153	0.008275804176290832	-14473.2957185463	-1199.394378775646	-842.4034381616154
90000	-16535.616689102037	-2067.4732404018955	-14468.14344870014	4994.817946157187	4994.817946157187	84240.5223892725	0.0	132.95323155600326	633.0269039003701	723.1544285650605	188.0926529020509	1018.7526462913772	1240.4533300497335	572.1811606450265	652.4563009727775	152.87215961386698	918.3097610214327	845.1189081462276	944.8499287657388	1117.0318854990778	597.5397361361905	687.6527538285353	815.807574202435	4596.33905101143	1880.8114132730982	0.0	132.95323155600326	633.0269039003701	723.1544285650605	188.0926529020509	1018.7526462913772	1240.4533300497335	572.1811606450265	652.4563009727775	152.87215961386698	918.3097610214327	845.1189081462276	944.8499287657388	1117.0318854990778	597.5397361361905	687.6527538285353	815.807574202435	4596.33905101143	1880.8114132730982	0.002028605544678467	0.0	0.366	0.492374241212419	4.472284975396208E-4	0.00164917925311952	1.3981815305743562E-4	2.2229940881896044	0.043477176972625604	-14468.14344870014	-1199.394378775646	-853.8094907177083
100000	-16513.324233960295	-2065.69963416345	-14447.624599796844	4583.70555241299	4583.70555241299	82703.357451797	0.0	111.71038994919515	640.5272891063569	696.6843080929897	151.3209783871751	525.5745362176194	1652.4771716255798	626.9146434992256	657.134295505936	231.05338543330737	970.7245178052884	874.5578522889908	1135.9647744916824	985.130280039297	548.1922082272483	533.5051400538779	1120.3092420976943	4194.47065769971	1865.2666665090344	0.0	111.71038994919515	640.5272891063569	696.6843080929897	151.3209783871751	525.5745362176194	1652.4771716255798	626.9146434992256	657.134295505936	231.05338543330737	970.7245178052884	874.5578522889908	1135.9647744916824	985.130280039297	548.1922082272483	533.5051400538779	1120.3092420976943	4194.47065769971	1865.2666665090344	0.002129847163126345	0.0	0.366	0.5430120464939937	4.689083954982116E-4	0.0016198527970044507	1.501260888829703E-4	2.1047126924828965	0.03841686269920116	-14447.624599796844	-1199.394378775646	-851.9995435974108
