PathParameter	MeanPathLikelihood	MLContribution
0.0000	-45394	-0.10206
2.1715e-06	-48605	-0.84816
2.1888e-05	-37433	-2.0145
8.4561e-05	-26852	-3.2957
0.00022061	-21595	-5.0616
0.00046416	-19971	-7.7145
0.00085232	-19777	-11.161
0.0014248	-19212	-15.149
0.0022237	-18715	-19.769
0.0032929	-18264	-25.215
0.0046784	-18134	-31.603
0.0064280	-17993	-38.092
0.0085909	-17231	-44.733
0.011218	-16826	-52.776
0.014361	-16753	-61.918
0.018075	-16595	-71.706
0.022413	-16462	-82.117
0.027432	-16258	-93.423
0.033190	-16193	-105.51
0.039745	-16003	-118.24
0.047156	-15907	-132.09
0.055484	-15815	-146.60
0.064790	-15690	-161.93
0.075138	-15606	-177.97
0.086591	-15472	-194.74
0.099213	-15385	-212.54
0.11307	-15292	-231.22
0.12823	-15217	-250.49
0.14475	-15099	-270.78
0.16271	-15052	-292.03
0.18218	-14951	-313.97
0.20322	-14892	-337.24
0.22591	-14839	-361.19
0.25031	-14764	-385.83
0.27650	-14700	-411.57
0.30455	-14645	-438.56
0.33454	-14608	-466.81
0.36653	-14575	-495.91
0.40060	-14533	-526.00
0.43683	-14502	-557.25
0.47530	-14471	-589.71
0.51608	-14453	-623.17
0.55924	-14421	-657.78
0.60487	-14410	-693.44
0.65304	-14379	-729.84
0.70384	-14356	-767.82
0.75734	-14347	-806.93
0.81363	-14326	-847.15
0.87278	-14318	-888.80
0.93488	-14308	-931.51
1.0000	-14299	

log marginal likelihood (using path sampling) from pathLikelihood.delta = -14691.346612324374

Inner area for path parameter in (2.1715e-06,0.93488) = -14691
PathParameter	MaxPathLikelihood	MLContribution
0.0000	-18560	-0.097403
2.1715e-06	-18842	-0.81227
2.1888e-05	-18730	-1.9083
8.4561e-05	-18680	-3.2506
0.00022061	-18359	-5.0722
0.00046416	-18009	-7.6438
0.00085232	-18056	-11.104
0.0014248	-17892	-15.124
0.0022237	-17720	-19.798
0.0032929	-17651	-25.187
0.0046784	-17257	-31.577
0.0064280	-17583	-38.786
0.0085909	-16605	-44.823
0.011218	-16405	-52.677
0.014361	-16300	-61.864
0.018075	-16287	-71.779
0.022413	-16183	-82.388
0.027432	-15919	-93.211
0.033190	-15784	-105.66
0.039745	-15752	-118.15
0.047156	-15710	-132.13
0.055484	-15557	-146.61
0.064790	-15487	-161.91
0.075138	-15406	-178.24
0.086591	-15225	-194.45
0.099213	-15253	-212.72
0.11307	-15142	-231.14
0.12823	-15035	-250.71
0.14475	-14937	-270.41
0.16271	-14927	-292.35
0.18218	-14788	-313.82
0.20322	-14754	-336.94
0.22591	-14739	-361.33
0.25031	-14652	-385.89
0.27650	-14585	-411.31
0.30455	-14575	-438.73
0.33454	-14530	-466.79
0.36653	-14523	-496.19
0.40060	-14476	-525.95
0.43683	-14431	-557.14
0.47530	-14417	-589.56
0.51608	-14400	-623.36
0.55924	-14387	-657.59
0.60487	-14358	-693.65
0.65304	-14343	-730.01
0.70384	-14306	-767.44
0.75734	-14299	-807.03
0.81363	-14295	-847.08
0.87278	-14297	-888.91
0.93488	-14276	-931.36
1.0000	-14267	

log marginal likelihood (using stepping stone sampling) from pathLikelihood.delta = -14691.681379364543
