1	above	Paman	Yidiny	diban	74
1	above	Ngayarta	Yindjibarndi	kankarla	3
1	above	Ngayarta	Yinhawangka	karnkala	3
1	above	Paman	YirYoront	NA	0
1	above	Yotayotic	YortaYorta	bukut	10
1	above	Wati	Yulparija	kankarninguru	3
1	above	Central NSW	Yuwaalaraay	ngarribaagili	22
2	again	Thura-Yura	Adnyamathanha	yayidla	29
2	again	Kartu	Badimaya	pinthi	58
2	again	Bandjalangic	Bandjalang	bu	83
2	again	Waka-Kabi	Batyala	NA	0
2	again	Maric	BidyaraGungabula	NA	0
2	again	Ngumpin-Yapa	Bilinarra	=rningan	27
2	again	Maric	Biri	dagu	31
2	again	Warluwaric	Bularnu	NA	0
2	again	Yolngu	Dhangu	biyapul	17
2	again	Maric	Dharumbal	NA	0
2	again	Yolngu	Dhayyi	mukayi	26
2	again	Karnic	Diyari	pota	30
2	again	Paman	Djabugay	biri	76
2	again	Yolngu	Djapu	bulu	14
2	again	Yolngu	Djinang	madjirri	22
2	again	Waka-Kabi	Duungidjawu	NA	0
2	again	Dyirbalic	Dyirbal	NA	0
2	again	Central NSW	Gamilaraay	ka:wal	18
2	again	Maric	Gangulu	muli	62
2	again	Bandjalangic	Githabul	mulayaŋ	65
2	again	Maric	GuguBadhun	NA	0
2	again	Gumbaynggiric	Gumbaynggir	garraa	33
2	again	Maric	Gunggari	NA	0
2	again	Maric	Gunya	gala	60
2	again	Yolngu	Gupapuyngu	bulu	14
2	again	Ngumpin-Yapa	Gurindji	maya	22
2	again	Paman	GuuguYimidhirr	NA	0
2	again	Maric	Guwamu	NA	0
2	again	Ngumpin-Yapa	Jaru	mayarra	22
2	again	Kanyara-Mantharta	Jiwarli	-nthu	44
2	again	Kalkatungic	Kalkatungu	kurlukurlu	40
2	again	Marrngu	Karajarri	yaliny	4
2	again	Ngayarta	Kariyarra	ngardilyi	7
2	again	Wati	Kartujarra	yarrala	37
2	again	Paman	KokNar	NA	0
2	again	Paman	KokoBera	makéy	67
2	again	Paman	KuguNganhcara	NA	0
2	again	NorthernIsolate	Kukatj	nyinyj	55
2	again	Wati	Kukatja	palunya	57
2	again	Paman	KukuYalanji	baja	20
2	again	Karnic	Kungkari	NA	0
2	again	Paman	Kunjen	onderr	68
2	again	Ngayarta	Kurrama	NA	0
2	again	Paman	Kurtjar	ooet	43
2	again	Paman	KuukThaayorre	NA	0
2	again	Tangkic	Lardil	merri	78
2	again	Paman	Linngithigh	NA	0
2	again	Kartu	Malgana	NA	0
2	again	Yardli	Malyangapa	NA	0
2	again	Marrngu	MangalaMcK	yalpara	38
2	again	Maric	Margany	gala	60
2	again	Ngayarta	Martuthunira	NA	0
2	again	Paman	Mbabaram	NA	0
2	again	Paman	Mbakwithi	NA	0
2	again	Mirniny	Mirniny	NA	0
2	again	Ngumpin-Yapa	Mudburra	jandarni	24
2	again	Muruwaric	Muruwari	ngarlu	41
2	again	Thura-Yura	Narrungga	kuritu	75
2	again	Wati	Ngaanyatjarra	yilipi	11
2	again	Mirniny	Ngadjumaya	tjambarra	10
2	again	Karnic	Ngamini	kalara	61
2	again	Ngumpin-Yapa	Ngardily	maya	22
2	again	Ngumpin-Yapa	Ngarinyman	-rningan	0
2	again	Ngayarta	Ngarla	kurturl	63
2	again	Ngayarta	Ngarluma	ngardilyilba	7
2	again	Mayi	Ngawun	NA	0
2	again	Central NSW	Ngiyambaa	-aalikirri	71
2	again	Kartu	Nhanta	yaŋgarda	8
2	again	Karnic	Nhirrpi	NA	0
2	again	Thura-Yura	Nukunu	NA	0
2	again	Ngayarta	Nyamal	NA	0
2	again	Marrngu	Nyangumarta	yarrana	6
2	again	Dyirbalic	Nyawaygi	gala	60
2	again	Paman	Olkola	NA	0
2	again	Paakantyi	Paakantyi	nhantama	64
2	again	Paman	Pakanh	NA	0
2	again	Ngayarta	Panyjima	ngarndamu	56
2	again	Kanyara-Mantharta	Payungu	pardirri	45
2	again	Wati	PintupiLuritja	puru	12
2	again	Karnic	PittaPitta	lhayiŋuru	42
2	again	Kanyara-Mantharta	Purduna	NA	0
2	again	Yolngu	Ritharrngu	bulu	14
2	again	Kanyara-Mantharta	Thalanyji	NA	0
2	again	Kanyara-Mantharta	Tharrgari	NA	0
2	again	Paman	Thaynakwith	NA	0
2	again	Paman	Umpila	kuyi	49
2	again	Paman	UwOykangand	NA	0
2	again	Garrwan	Waanyi	mala	73
2	again	Central NSW	Wailwan	NA	0
2	again	Kartu	Wajarri	mala	73
2	again	Warluwaric	Wakaya	NA	0
2	again	Ngumpin-Yapa	WalmajarriBilliluna	NA	0
2	again	Wati	Wangkajunga	NA	0
2	again	Karnic	Wangkumara	yandru	52
2	again	Dyirbalic	Wargamay	NA	0
2	again	Ngumpin-Yapa	Warlmanpa	yarta	77
2	again	Ngumpin-Yapa	Warlpiri	maya	22
2	again	Warluwaric	Warluwarra	karra (rarely karrakarra)	33
2	again	Wati	Warnman	yalajaja	54
2	again	Kanyara-Mantharta	Warriyangga	parru	23
2	again	Kulin	WembaWemba	NA	0
2	again	Arandic	WesternArrarnta	ntime	13
2	again	Paman	WikMungkan	putham	30
2	again	Central NSW	Wiradjuri	Alinga	4
