# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Mon Oct 26 17:25:28 AEST 2020 [seed=1603697101928]
# -window -working -options
# keywords: discretized_branch_rates
state	joint	prior	likelihood	PN_cognates_2020-10-26.treeModel.rootHeight	biphone_binary_2020-10-26.treeModel.rootHeight	PN_cognates_2020-10-26.treeLength	biphone_binary_2020-10-26.treeLength	tmrca(PN_cognates_2020-10-26.Bandjalangic)	tmrca(PN_cognates_2020-10-26.CentralNSW)	tmrca(PN_cognates_2020-10-26.Gumbaynggiric)	tmrca(PN_cognates_2020-10-26.Kalkatungic)	tmrca(PN_cognates_2020-10-26.KanyaraMantharta)	tmrca(PN_cognates_2020-10-26.Karnic)	tmrca(PN_cognates_2020-10-26.Kartu)	tmrca(PN_cognates_2020-10-26.Marrngu)	tmrca(PN_cognates_2020-10-26.Mayi)	tmrca(PN_cognates_2020-10-26.Ngayarta)	tmrca(PN_cognates_2020-10-26.NgumpinYapa)	tmrca(PN_cognates_2020-10-26.PamaMaric)	tmrca(PN_cognates_2020-10-26.SouthWest)	tmrca(PN_cognates_2020-10-26.ThuraYura)	tmrca(PN_cognates_2020-10-26.WakaKabi)	tmrca(PN_cognates_2020-10-26.Warluwaric)	tmrca(PN_cognates_2020-10-26.Wati)	tmrca(PN_cognates_2020-10-26.Yolngu)	age(PN_cognates_2020-10-26.Bandjalangic)	age(PN_cognates_2020-10-26.CentralNSW)	age(PN_cognates_2020-10-26.Gumbaynggiric)	age(PN_cognates_2020-10-26.Kalkatungic)	age(PN_cognates_2020-10-26.KanyaraMantharta)	age(PN_cognates_2020-10-26.Karnic)	age(PN_cognates_2020-10-26.Kartu)	age(PN_cognates_2020-10-26.Marrngu)	age(PN_cognates_2020-10-26.Mayi)	age(PN_cognates_2020-10-26.Ngayarta)	age(PN_cognates_2020-10-26.NgumpinYapa)	age(PN_cognates_2020-10-26.PamaMaric)	age(PN_cognates_2020-10-26.SouthWest)	age(PN_cognates_2020-10-26.ThuraYura)	age(PN_cognates_2020-10-26.WakaKabi)	age(PN_cognates_2020-10-26.Warluwaric)	age(PN_cognates_2020-10-26.Wati)	age(PN_cognates_2020-10-26.Yolngu)	tmrca(biphone_binary_2020-10-26.Bandjalangic)	tmrca(biphone_binary_2020-10-26.CentralNSW)	tmrca(biphone_binary_2020-10-26.Gumbaynggiric)	tmrca(biphone_binary_2020-10-26.Kalkatungic)	tmrca(biphone_binary_2020-10-26.KanyaraMantharta)	tmrca(biphone_binary_2020-10-26.Karnic)	tmrca(biphone_binary_2020-10-26.Kartu)	tmrca(biphone_binary_2020-10-26.Marrngu)	tmrca(biphone_binary_2020-10-26.Mayi)	tmrca(biphone_binary_2020-10-26.Ngayarta)	tmrca(biphone_binary_2020-10-26.NgumpinYapa)	tmrca(biphone_binary_2020-10-26.PamaMaric)	tmrca(biphone_binary_2020-10-26.SouthWest)	tmrca(biphone_binary_2020-10-26.ThuraYura)	tmrca(biphone_binary_2020-10-26.WakaKabi)	tmrca(biphone_binary_2020-10-26.Warluwaric)	tmrca(biphone_binary_2020-10-26.Wati)	tmrca(biphone_binary_2020-10-26.Yolngu)	age(biphone_binary_2020-10-26.Bandjalangic)	age(biphone_binary_2020-10-26.CentralNSW)	age(biphone_binary_2020-10-26.Gumbaynggiric)	age(biphone_binary_2020-10-26.Kalkatungic)	age(biphone_binary_2020-10-26.KanyaraMantharta)	age(biphone_binary_2020-10-26.Karnic)	age(biphone_binary_2020-10-26.Kartu)	age(biphone_binary_2020-10-26.Marrngu)	age(biphone_binary_2020-10-26.Mayi)	age(biphone_binary_2020-10-26.Ngayarta)	age(biphone_binary_2020-10-26.NgumpinYapa)	age(biphone_binary_2020-10-26.PamaMaric)	age(biphone_binary_2020-10-26.SouthWest)	age(biphone_binary_2020-10-26.ThuraYura)	age(biphone_binary_2020-10-26.WakaKabi)	age(biphone_binary_2020-10-26.Warluwaric)	age(biphone_binary_2020-10-26.Wati)	age(biphone_binary_2020-10-26.Yolngu)	birthDeath.meanGrowthRate	birthDeath.relativeDeathRate	birthDeath.sampleProbability	bcov.alpha	bcov.s	frequencies1	frequencies2	hfrequencies1	hfrequencies2	bcov.alpha.2	bcov.s.2	frequencies.21	frequencies.22	hfrequencies.21	hfrequencies.22	alpha	PN_cognates_2020-10-26.ucld.mean	PN_cognates_2020-10-26.ucld.stdev	biphone_binary_2020-10-26.ucld.mean	biphone_binary_2020-10-26.ucld.stdev	PN_cognates_2020-10-26.meanRate	PN_cognates_2020-10-26.coefficientOfVariation	PN_cognates_2020-10-26.covariance	biphone_binary_2020-10-26.meanRate	biphone_binary_2020-10-26.coefficientOfVariation	biphone_binary_2020-10-26.covariance	PN_cognates_2020-10-26.treeLikelihood	biphone_binary_2020-10-26.treeLikelihood	PN_cognates_2020-10-26.branchRates	biphone_binary_2020-10-26.branchRates	PN_cognates_2020-10-26.speciation	biphone_binary_2020-10-26.speciation
1360000	-47859.526969838946	-4322.357451263216	-43537.16951857573	6209.072446799654	5918.319978339257	226584.13637949614	240034.98363289933	394.37845882424	1638.205076046086	601.2376838977468	1730.4022535766742	1736.3506708822129	2401.5711158650856	1695.955036510063	2105.866718725299	2803.6591483116586	3281.572620762779	3874.0713971850955	3504.7359432419753	1360.5202071806748	1798.9837454440674	881.2688358780969	3530.3984521892335	3090.9015460871547	2883.167879324402	394.37845882424	1638.205076046086	601.2376838977468	1730.4022535766742	1736.3506708822129	2401.5711158650856	1695.955036510063	2105.866718725299	2803.6591483116586	3281.572620762779	3874.0713971850955	3504.7359432419753	1360.5202071806748	1798.9837454440674	881.2688358780969	3530.3984521892335	3090.9015460871547	2883.167879324402	293.4094865795789	4696.710704103594	2457.0457347464794	1802.0875708406436	1858.3765698190375	1489.190828794798	2326.184564780547	2692.2633769734143	2220.4469387922104	1409.05866444565	2927.2672935687838	5459.294401714838	1098.845392597399	1277.3311702585386	1820.4693794352295	2495.8299965181805	3497.6397556596694	2393.55061606214	293.4094865795789	4696.710704103594	2457.0457347464794	1802.0875708406436	1858.3765698190375	1489.190828794798	2326.184564780547	2692.2633769734143	2220.4469387922104	1409.05866444565	2927.2672935687838	5459.294401714838	1098.845392597399	1277.3311702585386	1820.4693794352295	2495.8299965181805	3497.6397556596694	2393.55061606214	6.569747152766282E-4	0.0	0.537	0.5384334302913497	0.15590403330615893	0.9628417863654752	0.03715821363452536	0.5	0.5	7.148081361362905E-4	0.19279318653521776	0.6605666202535967	0.33943337974640014	0.5	0.5	0.9082263168687414	3.0229843081926403E-5	2.1931075362839552E-5	6.067659771945378E-5	5.3630972138307685E-5	2.320821046643295E-5	0.6620675873761859	0.036649046447545686	5.540441234749278E-5	0.9011257298179367	0.2681259500705758	-30044.04278174693	-13493.126736828799	-1199.394378775646	-1199.394378775646	-951.5291780760323	-955.7242480739305
1370000	-47860.900435008436	-4319.938564145084	-43540.96187086335	6100.414452989982	6118.194666596448	222297.3260156128	240910.79460358142	702.169685908072	1963.8609978503007	768.1058073507232	1127.4602897638324	1664.4091555182963	2527.216297195653	1542.5854412090946	2076.512313363266	3250.1602393198664	3263.7697338662006	3772.2329250811217	3624.9014244481655	996.1471248888936	1932.2866521610224	770.7257718423655	3724.027395769904	3312.864061468594	2406.559312255169	702.169685908072	1963.8609978503007	768.1058073507232	1127.4602897638324	1664.4091555182963	2527.216297195653	1542.5854412090946	2076.512313363266	3250.1602393198664	3263.7697338662006	3772.2329250811217	3624.9014244481655	996.1471248888936	1932.2866521610224	770.7257718423655	3724.027395769904	3312.864061468594	2406.559312255169	378.04730123661176	4676.624951074963	2610.631385871078	1200.527577655714	1950.1112140811274	1330.9593301073844	2308.350569116653	2097.6371092469153	2422.1993588950936	1596.2123006324102	2994.452187794441	5405.833292716645	1302.1168268520282	1529.6780952385993	1827.558172314195	2135.4866191355163	3559.752348490769	2152.6947370196935	378.04730123661176	4676.624951074963	2610.631385871078	1200.527577655714	1950.1112140811274	1330.9593301073844	2308.350569116653	2097.6371092469153	2422.1993588950936	1596.2123006324102	2994.452187794441	5405.833292716645	1302.1168268520282	1529.6780952385993	1827.558172314195	2135.4866191355163	3559.752348490769	2152.6947370196935	6.336906204945604E-4	0.0	0.537	0.6006853023827557	0.12670084666203663	0.9625836184536686	0.03741638154633209	0.5	0.5	0.006085254866303236	0.18070274532737077	0.661073282098942	0.33892671790105494	0.5	0.5	1.0176140264072213	2.9742128876847597E-5	2.19790801090803E-5	6.204693656486689E-5	6.042045513990431E-5	2.2507004116938598E-5	0.6948369840295121	0.00893728731564191	5.520110982193686E-5	0.9525096890403925	0.2706499898390769	-30054.115430187394	-13486.846440675956	-1199.394378775646	-1199.394378775646	-949.7212753214238	-955.6635948921794
1380000	-47863.100882381885	-4320.927714002006	-43542.17316837988	6329.957848153263	6284.191565309159	234524.13414174548	232541.81581485466	564.0118613438395	2127.0438680459874	1023.6617931939726	1326.9378201801806	1829.22072225274	2625.6431566382475	2000.5558548758095	1919.4925763153415	3379.210605211822	3603.471789727816	3785.5399619596014	3681.317550466575	1643.9238085902998	2178.29388641097	1030.5130350138165	4020.4760447261046	3439.1424650496683	2321.1606308154132	564.0118613438395	2127.0438680459874	1023.6617931939726	1326.9378201801806	1829.22072225274	2625.6431566382475	2000.5558548758095	1919.4925763153415	3379.210605211822	3603.471789727816	3785.5399619596014	3681.317550466575	1643.9238085902998	2178.29388641097	1030.5130350138165	4020.4760447261046	3439.1424650496683	2321.1606308154132	326.14589280367255	3826.385373335914	2378.206692567718	1208.365151574266	1944.7071489542316	1246.1900969688534	2366.5552653963355	1744.8727704388305	1916.98296355529	1690.0468918256245	3234.7174726839407	5105.596982253362	1400.1813490359539	1422.6160802219904	1714.4819114035854	2517.8174478642	3304.0744771118084	2388.453559193663	326.14589280367255	3826.385373335914	2378.206692567718	1208.365151574266	1944.7071489542316	1246.1900969688534	2366.5552653963355	1744.8727704388305	1916.98296355529	1690.0468918256245	3234.7174726839407	5105.596982253362	1400.1813490359539	1422.6160802219904	1714.4819114035854	2517.8174478642	3304.0744771118084	2388.453559193663	6.684870234384574E-4	0.0	0.537	0.5502062092342094	0.09549599541427543	0.9625837404162375	0.037416259583763205	0.5	0.5	3.1547693922421124E-4	0.15858963595707695	0.66484442089926	0.3351555791007369	0.5	0.5	0.8707945055909024	2.9708205360615538E-5	2.281674808656059E-5	7.051216247988059E-5	7.386566156090049E-5	2.2606455995667522E-5	0.771309029608873	-4.846009508422968E-4	6.456067891984441E-5	1.0201235831555922	0.283563927501123	-30051.837084765724	-13490.336083614156	-1199.394378775646	-1199.394378775646	-955.1574383419866	-951.8876822550899
1390000	-47855.550980155946	-4303.976759007323	-43551.57422114862	6311.579046712777	5202.337520127519	216642.7450481685	213491.19138014855	441.4149191596247	2077.8230215569174	760.4367096259622	1044.4526493122492	1960.5156602569334	2711.652435231491	2021.4165506187942	2289.9728074376812	2541.656784361227	3315.4780743839274	3509.9597856248524	2959.9460053181465	850.5616206854764	2559.672247278863	1368.2307747086074	3623.6967555247543	3121.120315048383	1920.0019098627179	441.4149191596247	2077.8230215569174	760.4367096259622	1044.4526493122492	1960.5156602569334	2711.652435231491	2021.4165506187942	2289.9728074376812	2541.656784361227	3315.4780743839274	3509.9597856248524	2959.9460053181465	850.5616206854764	2559.672247278863	1368.2307747086074	3623.6967555247543	3121.120315048383	1920.0019098627179	391.7582873199897	2243.8378437080496	1558.053948996842	1588.5067771133376	1549.0524159592214	1177.5835773124643	2095.732683980365	1498.986902306929	1612.573300127796	2029.7266616473935	3144.109035171701	4652.038290988016	1824.3258602777505	1455.8399448493037	1836.7635776094871	1847.1756982698273	3253.4005622903114	2342.222928583746	391.7582873199897	2243.8378437080496	1558.053948996842	1588.5067771133376	1549.0524159592214	1177.5835773124643	2095.732683980365	1498.986902306929	1612.573300127796	2029.7266616473935	3144.109035171701	4652.038290988016	1824.3258602777505	1455.8399448493037	1836.7635776094871	1847.1756982698273	3253.4005622903114	2342.222928583746	6.838453245700531E-4	0.0	0.537	0.5326346534282692	0.12812850276608473	0.9630902749836454	0.03690972501635538	0.5	0.5	1.3321352779348622E-4	0.1836401957096855	0.6556962108084279	0.3443037891915688	0.5	0.5	0.8910238668625937	3.136179616218934E-5	2.4591478746658845E-5	7.139877174322247E-5	7.300536653077091E-5	2.3262377640211777E-5	0.7174232953460943	-0.0049455298883335375	6.494702356309841E-5	0.9849308874464942	0.2711458061536099	-30053.81369855452	-13497.760522594104	-1199.394378775646	-1199.394378775646	-947.2399478873292	-941.9169860523822
1400000	-47852.81791996877	-4317.398582173739	-43535.419337795036	6772.953191734804	5692.779185940339	221351.74311825368	227380.84306402013	535.7987521726595	2049.6016906517807	1365.6237940349333	1016.5975824457333	1875.1237427762671	2810.6947137498178	1957.021989266722	1676.9399139411514	3538.324155360975	3480.3413517038807	3544.580981272337	3120.9142331816756	1176.9767007901903	2253.7205893656237	1061.9587309301721	3889.1592296854587	3128.780163783194	1881.0064164433047	535.7987521726595	2049.6016906517807	1365.6237940349333	1016.5975824457333	1875.1237427762671	2810.6947137498178	1957.021989266722	1676.9399139411514	3538.324155360975	3480.3413517038807	3544.580981272337	3120.9142331816756	1176.9767007901903	2253.7205893656237	1061.9587309301721	3889.1592296854587	3128.780163783194	1881.0064164433047	294.7335178273201	3531.6503188708293	1954.6016154157105	1131.1909742778748	1878.813119571942	1257.088635522208	2282.781764166477	2379.7390626203774	1539.4785530197014	1931.2701252033576	3390.0774961961765	4743.813681084028	1504.2234241584185	1614.2991448056828	1726.4824529291775	2806.7746690240197	3473.233412503884	2632.7148994971535	294.7335178273201	3531.6503188708293	1954.6016154157105	1131.1909742778748	1878.813119571942	1257.088635522208	2282.781764166477	2379.7390626203774	1539.4785530197014	1931.2701252033576	3390.0774961961765	4743.813681084028	1504.2234241584185	1614.2991448056828	1726.4824529291775	2806.7746690240197	3473.233412503884	2632.7148994971535	5.885232022117905E-4	0.0	0.537	0.4816410939180971	0.16802255824490187	0.9634550136400971	0.03654498635990386	0.5	0.5	0.0015080756816693442	0.18849583829233899	0.6503226116196719	0.34967738838032486	0.5	0.5	1.0845732750031358	3.123415226917501E-5	2.531974299919373E-5	5.8641771566045256E-5	6.348505513169419E-5	2.3250951971236754E-5	0.7540057163141877	-0.012228389878669903	5.2570739372905755E-5	1.0046552539683533	0.19240616021167745	-30039.125240297475	-13496.294097497559	-1199.394378775646	-1199.394378775646	-951.432134480583	-950.5759175665239
1410000	-47884.03132615047	-4340.676423549254	-43543.35490260122	6749.019073217085	6419.248155346312	249436.64660937054	258601.7391599282	546.5665495131191	2305.9426400192838	1454.5828418546398	1211.1995419455754	2218.0072898567205	3309.7017475687676	1744.4784381640413	2448.5114385292823	3961.5966061202644	3828.8467550344785	4075.2508912598996	3585.6729612489194	1611.9921154836527	2704.5602215497506	1563.5719163065946	4016.144164520986	3429.11095403229	1813.4142535786068	546.5665495131191	2305.9426400192838	1454.5828418546398	1211.1995419455754	2218.0072898567205	3309.7017475687676	1744.4784381640413	2448.5114385292823	3961.5966061202644	3828.8467550344785	4075.2508912598996	3585.6729612489194	1611.9921154836527	2704.5602215497506	1563.5719163065946	4016.144164520986	3429.11095403229	1813.4142535786068	338.73238894458353	4058.8676790024992	2537.7878247859603	1312.8041955383735	2524.2782759529478	1272.3630831845219	2591.6950413040367	2592.530649927973	1557.1082978880136	2341.3469365254605	3686.1678695876317	5541.7759257418875	1939.6137342368418	1141.4521332515665	1617.3311244987667	3126.8716464864324	3277.400602085365	3259.752141696046	338.73238894458353	4058.8676790024992	2537.7878247859603	1312.8041955383735	2524.2782759529478	1272.3630831845219	2591.6950413040367	2592.530649927973	1557.1082978880136	2341.3469365254605	3686.1678695876317	5541.7759257418875	1939.6137342368418	1141.4521332515665	1617.3311244987667	3126.8716464864324	3277.400602085365	3259.752141696046	5.596555279629176E-4	0.0	0.537	0.5694697461398545	0.1433681934259792	0.9635615572864799	0.03643844271352131	0.5	0.5	0.0020609851944518548	0.1983397228515936	0.6587348297100393	0.34126517028995745	0.5	0.5	0.894348862687511	2.716284345718943E-5	2.1527043905714814E-5	5.5836652617610234E-5	5.784554065949626E-5	2.020129083103334E-5	0.7401373884554573	0.05295278581410296	4.976423596596991E-5	0.9767382676199119	0.21452678913894438	-30031.867484888557	-13511.487417712662	-1199.394378775646	-1199.394378775646	-962.8833397492956	-963.3828394093246
1420000	-47867.17472323959	-4339.102669315007	-43528.07205392458	6481.9758275459635	6273.673581560676	238103.05913480357	267136.58452599705	539.7731261236103	2304.7529265684702	1479.7668953412922	1311.1311463869715	2055.820250123831	3659.1814097738356	1715.9178404864242	2659.261508651826	4265.124372009424	3691.827399046491	4335.205683282873	3409.887484135785	1681.5249286727358	2402.0142075453737	1274.778243351773	3624.7328295851466	3295.0417943466236	1788.1800154797388	539.7731261236103	2304.7529265684702	1479.7668953412922	1311.1311463869715	2055.820250123831	3659.1814097738356	1715.9178404864242	2659.261508651826	4265.124372009424	3691.827399046491	4335.205683282873	3409.887484135785	1681.5249286727358	2402.0142075453737	1274.778243351773	3624.7328295851466	3295.0417943466236	1788.1800154797388	89.8423238908314	4015.768857304531	2624.0525026576256	1326.3548207836868	2563.5785719827036	1034.8356407276794	2519.250094724144	3155.1546751811475	1979.7483276160438	2752.932444003074	3356.5462348944457	5495.098194832557	2438.9844391969086	927.6983019050925	1959.8460552395072	3192.00896068985	3136.3120855485686	3082.1611177916034	89.8423238908314	4015.768857304531	2624.0525026576256	1326.3548207836868	2563.5785719827036	1034.8356407276794	2519.250094724144	3155.1546751811475	1979.7483276160438	2752.932444003074	3356.5462348944457	5495.098194832557	2438.9844391969086	927.6983019050925	1959.8460552395072	3192.00896068985	3136.3120855485686	3082.1611177916034	5.80021238711888E-4	0.0	0.537	0.5195789319492162	0.18351574721866012	0.9615603319299316	0.03843966807006957	0.5	0.5	0.001896346363433453	0.18053870378943784	0.6403914825950917	0.359608517404905	0.5	0.5	0.9155788623720296	2.8811736938368682E-5	2.1427575874234166E-5	5.6848609447853676E-5	5.8799972231078146E-5	2.206890099664481E-5	0.7022745961183787	0.10499223685517152	5.264018723414625E-5	0.9290939994412383	0.14294154986049676	-30043.98810563636	-13484.083948288222	-1199.394378775646	-1199.394378775646	-958.1208920770082	-966.057569694597
1430000	-47860.51556096281	-4337.550656670529	-43522.96490429228	5955.930939707039	6880.154024704994	221425.3260674654	280792.4174790709	665.6203811837265	2035.1162725444024	1405.8480350341372	1167.173405764033	1953.7623538040182	2764.069810924701	1237.925216452291	2660.5068550989645	4113.5262982384365	3279.5359400195857	3425.853531509724	3285.8196618291004	1229.57743444482	2306.4246712329855	1718.62235445232	4022.495460251784	3219.830160049501	1748.155747247877	665.6203811837265	2035.1162725444024	1405.8480350341372	1167.173405764033	1953.7623538040182	2764.069810924701	1237.925216452291	2660.5068550989645	4113.5262982384365	3279.5359400195857	3425.853531509724	3285.8196618291004	1229.57743444482	2306.4246712329855	1718.62235445232	4022.495460251784	3219.830160049501	1748.155747247877	151.63699482774314	4198.102292202891	2364.567590520303	1529.2611114610875	2461.989980341051	1539.4072952459603	2774.7510135823777	3291.7069496025174	1462.4593811338157	3009.5250619324165	3742.3322975272536	6070.042857400325	2711.292668960964	1374.736242626624	2336.604940130771	3517.6050704258205	3170.5600046879426	3288.4052403406076	151.63699482774314	4198.102292202891	2364.567590520303	1529.2611114610875	2461.989980341051	1539.4072952459603	2774.7510135823777	3291.7069496025174	1462.4593811338157	3009.5250619324165	3742.3322975272536	6070.042857400325	2711.292668960964	1374.736242626624	2336.604940130771	3517.6050704258205	3170.5600046879426	3288.4052403406076	5.780741854318733E-4	0.0	0.537	0.44114741125939394	0.20909215838433834	0.964223250301231	0.03577674969877016	0.5	0.5	2.477545378104004E-4	0.19782844612669173	0.6584046868819866	0.3415953131180101	0.5	0.5	0.8447967076229118	2.8567277943367435E-5	2.24287636671149E-5	4.9904549975612424E-5	4.909589875940206E-5	2.2993069504988175E-5	0.7042816878862708	0.03661309599879819	4.7164264098450273E-5	0.8866955602649917	0.22233691036774053	-30044.059095469194	-13478.905808823089	-1199.394378775646	-1199.394378775646	-951.1671055415139	-971.4918103685942
1440000	-47872.34572925656	-4332.949739440208	-43539.39598981635	6861.510803449891	6803.7474290686405	248108.23275869887	241902.2432494388	770.6119203559765	2763.8364609524024	1743.2173385641881	1792.2480664953798	2239.9521667307995	3245.3579490550114	1919.2979854016871	2610.003254569775	4322.253321659949	3751.9120475627215	3571.5236521760517	3863.9643534381376	1664.181246360558	2472.4373508247168	1699.725393326561	2842.87152684952	3460.6196661501435	2198.4350230700643	770.6119203559765	2763.8364609524024	1743.2173385641881	1792.2480664953798	2239.9521667307995	3245.3579490550114	1919.2979854016871	2610.003254569775	4322.253321659949	3751.9120475627215	3571.5236521760517	3863.9643534381376	1664.181246360558	2472.4373508247168	1699.725393326561	2842.87152684952	3460.6196661501435	2198.4350230700643	132.6938623709009	2590.0465906913632	1470.1274402916438	1242.4794282580563	2605.5887601300387	1230.4189285718446	2403.41261069251	2520.435213221434	1230.9464666705862	2154.7071688920137	3142.761232202443	5181.1207727169	1827.7128933321978	1222.7423048624225	1916.1116316888076	2638.113387300777	3056.8066719975673	3046.9913154981873	132.6938623709009	2590.0465906913632	1470.1274402916438	1242.4794282580563	2605.5887601300387	1230.4189285718446	2403.41261069251	2520.435213221434	1230.9464666705862	2154.7071688920137	3142.761232202443	5181.1207727169	1827.7128933321978	1222.7423048624225	1916.1116316888076	2638.113387300777	3056.8066719975673	3046.9913154981873	6.601870823554554E-4	0.0	0.537	0.5713934726178961	0.16166510661696315	0.9637589951699915	0.03624100483000965	0.5	0.5	0.001543519235867471	0.20335466746067749	0.6600703347976157	0.33992966520238105	0.5	0.5	1.145824098937115	2.6099367799716788E-5	2.1606805477625784E-5	5.734642374203094E-5	5.3794209006790215E-5	2.05135624510818E-5	0.7363334856766349	0.02375012352966604	5.387371113913846E-5	0.8940166990803161	0.25128675626823654	-30042.70315175522	-13496.692838061133	-1199.394378775646	-1199.394378775646	-961.3012530474728	-955.6386189165306
1450000	-47879.54334413856	-4339.519004041932	-43540.02434009663	6631.773145851378	6593.577550883011	240995.99396536517	267196.89210316667	973.1197752727907	2738.0641078845665	1947.098047684962	1271.010727795073	1900.833100404375	3584.0763327558793	2450.157090565503	2807.2539771607812	4767.205582280464	3586.350331677165	3715.309915779255	3717.2290547187285	1695.704516627519	1844.1036199426724	1921.2847278832478	2815.6782554151905	3122.5626345757883	2176.154605521224	973.1197752727907	2738.0641078845665	1947.098047684962	1271.010727795073	1900.833100404375	3584.0763327558793	2450.157090565503	2807.2539771607812	4767.205582280464	3586.350331677165	3715.309915779255	3717.2290547187285	1695.704516627519	1844.1036199426724	1921.2847278832478	2815.6782554151905	3122.5626345757883	2176.154605521224	367.2498899402992	2577.474562740359	1697.293914192455	1644.7709423476847	2739.8250517971655	1640.7236771943456	2861.136143115136	3028.9585733649365	1302.2762686526585	2412.365434781359	3539.0461618200598	5641.762039473947	2504.593004766252	1439.2843923243445	3656.437835221216	2684.7181080808177	3529.933724101803	3332.9562804353327	367.2498899402992	2577.474562740359	1697.293914192455	1644.7709423476847	2739.8250517971655	1640.7236771943456	2861.136143115136	3028.9585733649365	1302.2762686526585	2412.365434781359	3539.0461618200598	5641.762039473947	2504.593004766252	1439.2843923243445	3656.437835221216	2684.7181080808177	3529.933724101803	3332.9562804353327	6.148830505942216E-4	0.0	0.537	0.48206344134117557	0.16852140430261117	0.9624511066501147	0.037548893349886515	0.5	0.5	1.8155445234572495E-4	0.1767299297404138	0.668879412495076	0.3311205875049206	0.5	0.5	1.053070211216924	2.8018400066987854E-5	2.1803682493291697E-5	5.2629733870966994E-5	4.4327944881696734E-5	2.1459848379029845E-5	0.711641718487069	0.05778700825360721	5.088050546152545E-5	0.8305091066824724	0.3041565191233702	-30032.12323294527	-13507.901107151356	-1199.394378775646	-1199.394378775646	-958.3483248602248	-966.0600166271311
1460000	-47874.895591772634	-4349.70564716034	-43525.18994461229	6977.817118856897	6841.207763936703	252562.11583097823	279603.8270465016	862.0510597434857	2796.257359438088	1472.8185352077203	1311.8795042470954	2477.5260223322384	4014.3284823776785	2054.0503266158	2632.596241360495	5007.0972829051825	3791.892726733726	3654.936105004091	3818.484432925885	1700.536323569024	1990.6215426079114	1519.5061768101918	3172.368012711831	3082.7469137360245	1803.6212677982562	862.0510597434857	2796.257359438088	1472.8185352077203	1311.8795042470954	2477.5260223322384	4014.3284823776785	2054.0503266158	2632.596241360495	5007.0972829051825	3791.892726733726	3654.936105004091	3818.484432925885	1700.536323569024	1990.6215426079114	1519.5061768101918	3172.368012711831	3082.7469137360245	1803.6212677982562	152.34774107830813	3571.855925423211	2809.0437011858767	1555.2947846122238	2607.5034337368593	1543.5234307946116	2779.8778736167546	2845.1938233689643	1399.6898796125452	2565.4461485700463	3699.45642246413	5424.311663424766	2449.648838349813	1596.3834081199911	2882.5081904060366	3360.217903719661	3663.050079588057	3259.4754975987144	152.34774107830813	3571.855925423211	2809.0437011858767	1555.2947846122238	2607.5034337368593	1543.5234307946116	2779.8778736167546	2845.1938233689643	1399.6898796125452	2565.4461485700463	3699.45642246413	5424.311663424766	2449.648838349813	1596.3834081199911	2882.5081904060366	3360.217903719661	3663.050079588057	3259.4754975987144	5.644129003976317E-4	0.0	0.537	0.5286346377839445	0.19807534052446213	0.9628466755985218	0.03715332440147958	0.5	0.5	1.7162097586428927E-4	0.18810661779234022	0.6660805468774718	0.33391945312252486	0.5	0.5	0.9441910517352697	2.6630375966586593E-5	2.1073937632671856E-5	5.216002773258977E-5	4.8346449554439255E-5	1.9948328423790374E-5	0.7239671390217505	0.0665399225223508	4.892066385564076E-5	0.9465882273061014	0.2813677360323726	-30027.82421008545	-13497.365734526842	-1199.394378775646	-1199.394378775646	-964.0239120823942	-970.1190500616273
1470000	-47860.64819065594	-4334.415097975884	-43526.23309268006	6969.1305401754	5868.733483496464	250086.15863127908	246628.3797610296	835.9053351952962	3071.3423979267063	1869.9813522539307	1043.4168942902795	2337.09482730883	4093.4335848766996	2887.3356991514725	2614.7019322288816	4728.366248724411	3664.591325110613	3557.878633482319	3611.3624937362483	1880.959041724477	2328.6949134026163	1555.9152177648234	2888.803965692866	3198.4660318515535	1814.4296963072672	835.9053351952962	3071.3423979267063	1869.9813522539307	1043.4168942902795	2337.09482730883	4093.4335848766996	2887.3356991514725	2614.7019322288816	4728.366248724411	3664.591325110613	3557.878633482319	3611.3624937362483	1880.959041724477	2328.6949134026163	1555.9152177648234	2888.803965692866	3198.4660318515535	1814.4296963072672	137.0700335301874	2853.4319360638683	2633.751357278641	1335.752501195638	2320.520290889818	2000.525920844274	2340.965840822672	1924.92976321942	819.2563929718847	2334.969106400695	3342.4585648244097	4933.466105965131	2444.4775703509877	1818.456002772396	3120.9731731578336	2646.337756139866	3457.2581247295016	2682.5301221326185	137.0700335301874	2853.4319360638683	2633.751357278641	1335.752501195638	2320.520290889818	2000.525920844274	2340.965840822672	1924.92976321942	819.2563929718847	2334.969106400695	3342.4585648244097	4933.466105965131	2444.4775703509877	1818.456002772396	3120.9731731578336	2646.337756139866	3457.2581247295016	2682.5301221326185	5.937881854188052E-4	0.0	0.537	0.4924072258361979	0.2073981164576613	0.9626877633238846	0.03731223667611685	0.5	0.5	0.001950682190026573	0.19857384108078652	0.6629383170398183	0.337061682960178	0.5	0.5	0.9276612090748427	2.5916331200927365E-5	1.993894910553206E-5	5.818505649881626E-5	5.701101681029803E-5	2.0357054689998917E-5	0.6943224842758149	0.0596518189460991	5.255738868561694E-5	0.9731483100208302	0.2294307361400247	-30038.746793919916	-13487.48629876014	-1199.394378775646	-1199.394378775646	-962.7895847076354	-956.7024705913145
