# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Sun Jul 26 14:30:15 AEST 2020 [seed=1595737812845]
# -threads 8 xml/biphone_binary_SMHR_2020-07-23_ch1.xml
# keywords: discretized_branch_rates
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	tmrca(Arandic)	tmrca(Bandjalangic)	tmrca(CentralNSW)	tmrca(Gumbaynggiric)	tmrca(Kalkatungic)	tmrca(KanyaraMatharta)	tmrca(Karnic)	tmrca(Kartu)	tmrca(Marrngu)	tmrca(Mayi)	tmrca(Ngayarta)	tmrca(NgumpinYapa)	tmrca(PamaMaric)	tmrca(SouthWest)	tmrca(ThuraYura)	tmrca(WakaKabi)	tmrca(Warluwaric)	tmrca(Wati)	tmrca(Yolngu)	age(Arandic)	age(Bandjalangic)	age(CentralNSW)	age(Gumbaynggiric)	age(Kalkatungic)	age(KanyaraMatharta)	age(Karnic)	age(Kartu)	age(Marrngu)	age(Mayi)	age(Ngayarta)	age(NgumpinYapa)	age(PamaMaric)	age(SouthWest)	age(ThuraYura)	age(WakaKabi)	age(Warluwaric)	age(Wati)	age(Yolngu)	birthDeath.meanGrowthRate	birthDeath.relativeDeathRate	birthDeath.sampleProbability	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	treeLikelihood	branchRates	speciation
0	-40381.10785284332	-2100.0388632928994	-38281.06898955042	3554.718000238712	3554.718000238712	19543.894642436055	0.0	54.65788200570233	386.12250562557807	63.886651692781605	226.93374691204994	284.687053844257	208.2843284133412	607.0088906997729	45.640351888232615	13.143657613141993	162.3331074169239	42.108225658602436	309.89755841480695	66.01511606711405	140.91077778478075	0.721899631975767	135.25025435139594	3500.0	193.9086182804	0.0	54.65788200570233	386.12250562557807	63.886651692781605	226.93374691204994	284.687053844257	208.2843284133412	607.0088906997729	45.640351888232615	13.143657613141993	162.3331074169239	42.108225658602436	309.89755841480695	66.01511606711405	140.91077778478075	0.721899631975767	135.25025435139594	3500.0	193.9086182804	0.001	0.0	0.366	0.001	0.1	1.7423951123137526E-4	4.478301682814409	-0.03901493772459221	-38281.06898955042	-1199.394378775646	-882.3148614773374
10000	-18585.204681560797	-1965.6853671314439	-16619.519314429355	3855.261154380989	3855.261154380989	24871.478079523302	0.0	18.6607584480738	382.22862341871047	54.414244674501376	151.06812168716402	184.45293004871306	106.69320141099996	203.29404603400624	153.16836554666037	57.714705038709106	193.7316758216794	80.42500563340226	477.08605814448	147.2291474745575	243.9371781922605	44.06358730806323	174.94684869191607	3708.9089132149916	312.0782341223741	0.0	18.6607584480738	382.22862341871047	54.414244674501376	151.06812168716402	184.45293004871306	106.69320141099996	203.29404603400624	153.16836554666037	57.714705038709106	193.7316758216794	80.42500563340226	477.08605814448	147.2291474745575	243.9371781922605	44.06358730806323	174.94684869191607	3708.9089132149916	312.0782341223741	0.006558171834741726	0.0	0.366	0.002340584609011439	0.010413299927035895	4.1293568440013424E-4	2.50246233485335	0.06804581109735722	-16619.519314429355	-1199.394378775646	-750.1810725700805
20000	-18169.698540123474	-1971.1431786346557	-16198.55536148882	3623.3861719357574	3623.3861719357574	26865.607194842985	0.0	16.723162786272272	452.29129173840505	79.6447678199003	163.77984337908285	167.12019159806195	138.8613426620608	291.10478931058327	138.74341324664118	108.91992909051935	186.831178342146	111.7570889988069	438.1643522445837	166.8244698639943	233.53397055827898	43.84758911654569	139.7275062688052	3609.1352681901526	209.88401050919103	0.0	16.723162786272272	452.29129173840505	79.6447678199003	163.77984337908285	167.12019159806195	138.8613426620608	291.10478931058327	138.74341324664118	108.91992909051935	186.831178342146	111.7570889988069	438.1643522445837	166.8244698639943	233.53397055827898	43.84758911654569	139.7275062688052	3609.1352681901526	209.88401050919103	0.005810569713904749	0.0	0.366	0.002368437577819292	0.01260729676085033	3.2347345621877425E-4	2.7630060612645444	0.06621060972285793	-16198.55536148882	-1199.394378775646	-754.7786250731108
30000	-18077.64519926106	-1991.1950514644793	-16086.450147796582	3699.3249488899983	3699.3249488899983	32547.658155472232	0.0	21.33115651132502	421.44396883027287	131.53254263449074	185.43413346210662	199.2009311610288	195.41382049631932	387.89796087656725	169.5508111325548	157.20655592344386	259.23144507366356	110.44189933830557	538.4078536445589	237.3364707812875	174.3869486880294	57.24344256270906	230.3938638521961	3505.7870304443886	288.21879157715756	0.0	21.33115651132502	421.44396883027287	131.53254263449074	185.43413346210662	199.2009311610288	195.41382049631932	387.89796087656725	169.5508111325548	157.20655592344386	259.23144507366356	110.44189933830557	538.4078536445589	237.3364707812875	174.3869486880294	57.24344256270906	230.3938638521961	3505.7870304443886	288.21879157715756	0.005931886304125929	0.0	0.366	0.0019858003085896393	0.011490599751394695	2.6224059051075483E-4	2.852024274222152	0.025545097589647014	-16086.450147796582	-1199.394378775646	-775.2815523040482
40000	-18000.41672098751	-2010.2466453154923	-15990.170075672017	3454.3923522165883	3454.3923522165883	41912.438295270025	0.0	59.89775913333592	728.8040177703112	220.355457839511	388.35864904784046	349.08656581150325	222.53135620575011	550.2147909769958	235.5153841033774	272.9506494647014	347.48729829291284	163.02968339165375	1003.9288596122317	344.05583861842666	219.83050216706778	126.45374478909316	379.8513695226541	3329.519399067397	408.62691515268773	0.0	59.89775913333592	728.8040177703112	220.355457839511	388.35864904784046	349.08656581150325	222.53135620575011	550.2147909769958	235.5153841033774	272.9506494647014	347.48729829291284	163.02968339165375	1003.9288596122317	344.05583861842666	219.83050216706778	126.45374478909316	379.8513695226541	3329.519399067397	408.62691515268773	0.004238566169324393	0.0	0.366	0.0015245599864096688	0.011098815672555558	1.9959648665158783E-4	3.149584314159671	0.04309811505411449	-15990.170075672017	-1199.394378775646	-793.3949912283389
50000	-17910.563954620236	-2027.176716682123	-15883.387237938112	3605.1930262852643	3605.1930262852643	51403.052305847574	0.0	132.47697296037182	753.7649920171841	331.2272611583974	556.4130344704415	414.1853443697917	249.98623675321886	694.3857581553734	340.34306350743907	279.8668289764514	531.2261603934285	414.38278825539817	1358.8033138372493	527.2286825656024	214.03241231306805	176.21615008630712	384.5900835253435	3372.6631528423814	536.1618059775661	0.0	132.47697296037182	753.7649920171841	331.2272611583974	556.4130344704415	414.1853443697917	249.98623675321886	694.3857581553734	340.34306350743907	279.8668289764514	531.2261603934285	414.38278825539817	1358.8033138372493	527.2286825656024	214.03241231306805	176.21615008630712	384.5900835253435	3372.6631528423814	536.1618059775661	0.003156888490223675	0.0	0.366	0.001235230233693699	0.009321752284490805	1.6170149419900492E-4	3.1652324204184827	0.043841089164279264	-15883.387237938112	-1199.394378775646	-811.0527912357055
60000	-17912.990212361383	-2043.0111398622364	-15869.979072499147	4167.052045773016	4167.052045773016	61098.58949701086	0.0	180.3864574178918	986.5461526262183	482.43295407972005	665.0781255457097	504.7731772717083	319.58731530156604	577.5112932802414	394.49416803550497	354.40344121323034	530.1426153287022	458.409070910863	1700.7122225901223	711.5978407348324	200.02942464130064	135.3673596065405	511.5319800064283	3221.992825683807	579.2471182533898	0.0	180.3864574178918	986.5461526262183	482.43295407972005	665.0781255457097	504.7731772717083	319.58731530156604	577.5112932802414	394.49416803550497	354.40344121323034	530.1426153287022	458.409070910863	1700.7122225901223	711.5978407348324	200.02942464130064	135.3673596065405	511.5319800064283	3221.992825683807	579.2471182533898	0.0025967422834395353	0.0	0.366	9.530132100069068E-4	0.006577452954903797	1.3257105655663899E-4	3.0336511705367633	-0.008307849910994277	-15869.979072499147	-1199.394378775646	-828.96500075518
70000	-17892.357983648246	-2037.7374684069237	-15854.62051524132	3766.768414595921	3766.768414595921	58199.72175222031	0.0	173.5754414514715	845.7545368904306	464.3228137209487	359.54660460762193	520.1093244814955	337.29349221554276	714.13437521224	462.2442658506632	274.4617048018092	531.3105101157333	526.983584065342	1617.2494538502315	680.9782112059261	167.0500866324803	204.63738481186567	268.2528238820273	3274.6027481028327	603.0159695555861	0.0	173.5754414514715	845.7545368904306	464.3228137209487	359.54660460762193	520.1093244814955	337.29349221554276	714.13437521224	462.2442658506632	274.4617048018092	531.3105101157333	526.983584065342	1617.2494538502315	680.9782112059261	167.0500866324803	204.63738481186567	268.2528238820273	3274.6027481028327	603.0159695555861	0.002764108938516619	0.0	0.366	9.69037053325303E-4	0.005992176914182622	1.4160074799864962E-4	2.968803370698225	-0.00495626501313887	-15854.62051524132	-1199.394378775646	-822.4317518576115
80000	-17851.1763656507	-2039.5558060967508	-15811.620559553949	3723.3288620294347	3723.3288620294347	59568.63683616733	0.0	189.24592175898812	441.258842001787	566.9891812957994	473.5440810404245	530.3497380184035	284.12964518918506	752.5116096775696	445.8038579865768	348.2232730675449	560.9436349080231	560.762251194381	1764.2821802478165	621.844177034271	180.6610847057293	205.0185212936647	398.74825517480576	3463.4929007893943	659.4310077608765	0.0	189.24592175898812	441.258842001787	566.9891812957994	473.5440810404245	530.3497380184035	284.12964518918506	752.5116096775696	445.8038579865768	348.2232730675449	560.9436349080231	560.762251194381	1764.2821802478165	621.844177034271	180.6610847057293	205.0185212936647	398.74825517480576	3463.4929007893943	659.4310077608765	0.0031787384244955385	0.0	0.366	8.93050334183665E-4	0.005415061858302401	1.3652960122929522E-4	2.9624083934122383	0.0031901987505894153	-15811.620559553949	-1199.394378775646	-824.1287582637502
90000	-17823.08610584247	-2037.9614108645903	-15785.124694977882	3290.061304242008	3290.061304242008	58850.35419988821	0.0	190.05779290638654	474.8332431462504	576.7520009785669	583.8089549207025	550.4157679927678	471.74121198113363	452.0400051349168	484.2215803977477	348.07108009665194	573.0172239469715	480.1880574034581	1616.3058682000465	586.348682172119	225.89738965530978	192.255137183369	341.9204436277015	3172.788161243408	629.1119557626604	0.0	190.05779290638654	474.8332431462504	576.7520009785669	583.8089549207025	550.4157679927678	471.74121198113363	452.0400051349168	484.2215803977477	348.07108009665194	573.0172239469715	480.1880574034581	1616.3058682000465	586.348682172119	225.89738965530978	192.255137183369	341.9204436277015	3172.788161243408	629.1119557626604	0.002573623766183205	0.0	0.366	8.970273144753421E-4	0.00559694898129107	1.4039397823360168E-4	2.9796262268950313	0.0018317932506363953	-15785.124694977882	-1199.394378775646	-820.4844891413437
