# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Mon Aug 31 14:11:06 AEST 2020 [seed=1598847038473]
# -window -working -options
# keywords: discretized_branch_rates
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	tmrca(Arandic)	tmrca(Bandjalangic)	tmrca(CentralNSW)	tmrca(Gumbaynggiric)	tmrca(Kalkatungic)	tmrca(KanyaraMatharta)	tmrca(Karnic)	tmrca(Kartu)	tmrca(Marrngu)	tmrca(Mayi)	tmrca(Ngayarta)	tmrca(NgumpinYapa)	tmrca(PamaMaric)	tmrca(SouthWest)	tmrca(ThuraYura)	tmrca(WakaKabi)	tmrca(Warluwaric)	tmrca(Wati)	tmrca(Yolngu)	age(Arandic)	age(Bandjalangic)	age(CentralNSW)	age(Gumbaynggiric)	age(Kalkatungic)	age(KanyaraMatharta)	age(Karnic)	age(Kartu)	age(Marrngu)	age(Mayi)	age(Ngayarta)	age(NgumpinYapa)	age(PamaMaric)	age(SouthWest)	age(ThuraYura)	age(WakaKabi)	age(Warluwaric)	age(Wati)	age(Yolngu)	birthDeath.meanGrowthRate	birthDeath.relativeDeathRate	birthDeath.sampleProbability	bcov.alpha	bcov.s	frequencies1	frequencies2	hfrequencies1	hfrequencies2	alpha	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	treeLikelihood	branchRates	speciation
100000	-15642.97816652101	-2117.8967994706136	-13525.081367050398	5940.617732228811	5940.617732228811	143301.6671125647	0.0	122.25314974742825	2109.6261315363736	1234.884206063396	330.274498185357	982.2350443023189	1243.6535859668254	1351.4068210496262	3031.9388949968557	802.6415533449021	1636.3210030601008	1419.790776353392	2228.455219306261	408.7645452027738	549.3200992356863	904.4728548804636	2498.85632365974	3835.7572127130643	1841.338701834181	0.0	122.25314974742825	2109.6261315363736	1234.884206063396	330.274498185357	982.2350443023189	1243.6535859668254	1351.4068210496262	3031.9388949968557	802.6415533449021	1636.3210030601008	1419.790776353392	2228.455219306261	408.7645452027738	549.3200992356863	904.4728548804636	2498.85632365974	3835.7572127130643	1841.338701834181	0.0011085825164166107	0.0	0.366	5.9210039332234366E-5	0.15186483073942034	0.6163641279929664	0.38363587200703375	0.5	0.5	0.7203167811254152	2.534232266803433E-4	7.70656280485186E-4	1.134132693075895E-4	2.4760758058951358	0.06841271344042744	-13525.081367050398	-1199.394378775646	-904.8663132272062
110000	-15640.910717445558	-2111.5387023453586	-13529.3720151002	7090.52319297155	7090.52319297155	136075.99338794907	0.0	181.26459598751853	2171.43814685532	1023.4484067961619	172.26308055768442	1050.4161945399567	1066.769552294112	1072.877867023849	2933.73418129796	813.5645451034339	1827.5055271732447	1743.1214159989456	2132.3022523089458	392.7882353486351	944.9254604150391	1655.781334340948	1574.0680657068115	3363.0231892752095	1364.2558870429978	0.0	181.26459598751853	2171.43814685532	1023.4484067961619	172.26308055768442	1050.4161945399567	1066.769552294112	1072.877867023849	2933.73418129796	813.5645451034339	1827.5055271732447	1743.1214159989456	2132.3022523089458	392.7882353486351	944.9254604150391	1655.781334340948	1574.0680657068115	3363.0231892752095	1364.2558870429978	0.001275251493996393	0.0	0.366	0.0033701065606966956	0.16870550568697681	0.6163641279929664	0.38363587200703375	0.5	0.5	0.7176833454381318	2.2977100728104342E-4	5.740637634527213E-4	1.1429858494580205E-4	2.1205905449605478	0.06443724013933555	-13529.3720151002	-1199.394378775646	-897.4674362738916
120000	-15631.06746703063	-2106.245365994307	-13524.822101036323	4108.978266870578	4108.978266870578	129922.36293470072	0.0	157.889945187064	2311.7143626111833	1175.0938158558347	192.1294620931982	1002.8140723669418	954.8262982987441	1055.2872755544802	2725.5166457106448	1052.454900743734	1758.7989687993202	2059.0343268404577	1875.6134087870198	420.13912219756	526.3094191587827	1197.270117472552	2155.332537375893	3191.950135304996	1367.8923400688109	0.0	157.889945187064	2311.7143626111833	1175.0938158558347	192.1294620931982	1002.8140723669418	954.8262982987441	1055.2872755544802	2725.5166457106448	1052.454900743734	1758.7989687993202	2059.0343268404577	1875.6134087870198	420.13912219756	526.3094191587827	1197.270117472552	2155.332537375893	3191.950135304996	1367.8923400688109	0.0013457171683419595	0.0	0.366	8.021723048802343E-4	0.16885799027645645	0.6163641279929664	0.38363587200703375	0.5	0.5	0.7882252018104048	2.0206410492206036E-4	4.235833476428959E-4	1.2009733159747205E-4	1.8464582904073408	0.1256511018565249	-13524.822101036323	-1199.394378775646	-890.9417606296727
130000	-15655.525748760514	-2121.0616206997606	-13534.464128060754	5125.210276963675	5125.210276963675	152667.95662833098	0.0	125.05326731134645	2004.246404235867	1341.8407518437011	273.5815374441977	1283.5812820199073	1128.9555115155079	1282.9429500791573	3267.1819948247944	1012.0196220458562	1258.1210958432903	2162.3569916561187	2303.473435045185	501.8739907100626	573.5886886487118	2000.6707634644504	1515.7182975193698	3670.352070408002	1688.5911556602591	0.0	125.05326731134645	2004.246404235867	1341.8407518437011	273.5815374441977	1283.5812820199073	1128.9555115155079	1282.9429500791573	3267.1819948247944	1012.0196220458562	1258.1210958432903	2162.3569916561187	2303.473435045185	501.8739907100626	573.5886886487118	2000.6707634644504	1515.7182975193698	3670.352070408002	1688.5911556602591	0.0011126495518343582	0.0	0.366	0.0015636773772769645	0.15048059447800602	0.6163641279929664	0.38363587200703375	0.5	0.5	0.7937810240857063	1.5528037203831754E-4	2.738818268968499E-4	1.0454861602707797E-4	1.6404926880018822	0.11287226086071885	-13534.464128060754	-1199.394378775646	-908.2159466923133
140000	-15659.996486226475	-2152.7010597947356	-13507.29542643174	6344.388694375187	6344.388694375187	209259.92388521612	0.0	1008.3425147739204	2950.0933835684186	1718.6396581258668	521.9437864611966	1747.2787031232654	1729.925709039623	1879.3749004333085	4366.695526556719	1545.6947193228946	1940.284290197361	2877.608075507797	2897.9726585559733	605.3439723779422	1375.9305017791341	1875.6417322820976	1616.8970345587359	4553.385927368852	2258.4190707742173	0.0	1008.3425147739204	2950.0933835684186	1718.6396581258668	521.9437864611966	1747.2787031232654	1729.925709039623	1879.3749004333085	4366.695526556719	1545.6947193228946	1940.284290197361	2877.608075507797	2897.9726585559733	605.3439723779422	1375.9305017791341	1875.6417322820976	1616.8970345587359	4553.385927368852	2258.4190707742173	8.96448988694248E-4	0.0	0.366	0.0013490401283377939	0.15332954038586707	0.6163641279929664	0.38363587200703375	0.5	0.5	0.724568186462815	1.1511269858170464E-4	2.5986524709923226E-4	7.252402481679376E-5	1.96023399456239	0.12491967586223289	-13507.29542643174	-1199.394378775646	-938.5091936125889
150000	-15649.396170854394	-2124.026830134432	-13525.369340719963	4608.176782851173	4608.176782851173	164041.10599566004	0.0	476.084146871435	2142.501046591525	1065.3570381828024	363.91470450630516	1690.3513123923112	1325.1158149295022	1508.8753031105687	2787.289029702445	1034.5790211593371	1488.0505850407803	2195.74901089595	2404.639448637072	646.6209409667331	980.0433893347142	1792.4580225598506	1467.4085058577525	3439.412300416502	1662.7755890838068	0.0	476.084146871435	2142.501046591525	1065.3570381828024	363.91470450630516	1690.3513123923112	1325.1158149295022	1508.8753031105687	2787.289029702445	1034.5790211593371	1488.0505850407803	2195.74901089595	2404.639448637072	646.6209409667331	980.0433893347142	1792.4580225598506	1467.4085058577525	3439.412300416502	1662.7755890838068	0.0011918360722807688	0.0	0.366	8.70209612162784E-4	0.16738079196160777	0.6163641279929664	0.38363587200703375	0.5	0.5	0.7094834537020733	1.419196802354379E-4	2.6574016978376814E-4	9.391631856886438E-5	1.7301638505115031	0.23962519030983445	-13525.369340719963	-1199.394378775646	-910.5849960672305
160000	-15662.697065895916	-2143.554666518698	-13519.142399377219	4498.6146787165835	4498.6146787165835	186090.0693877317	0.0	123.30108353335035	1752.2391121125354	1175.6253397826245	464.7715336285988	1434.1188584988422	1771.375837389056	2033.698786505282	3166.785216964167	1404.7628465299113	1677.6584966959667	2344.738171976245	2858.483459623257	818.6906874016616	1047.22939792266	1364.9637876293054	2125.697050111191	3481.974193857883	2237.3714852542143	0.0	123.30108353335035	1752.2391121125354	1175.6253397826245	464.7715336285988	1434.1188584988422	1771.375837389056	2033.698786505282	3166.785216964167	1404.7628465299113	1677.6584966959667	2344.738171976245	2858.483459623257	818.6906874016616	1047.22939792266	1364.9637876293054	2125.697050111191	3481.974193857883	2237.3714852542143	0.0012822709502368363	0.0	0.366	6.96500604961919E-4	0.17589473155583063	0.6163641279929664	0.38363587200703375	0.5	0.5	0.8139771499036057	1.0851656815580393E-4	1.9460218763832826E-4	7.903782447552756E-5	1.609722920456553	0.2005699729213175	-13519.142399377219	-1199.394378775646	-929.7189384651491
170000	-15659.205853588779	-2155.433494560117	-13503.772359028662	5225.465951810632	5225.465951810632	225195.29700404813	0.0	220.54012332882448	2032.9931500730218	2194.1822181873517	1022.5972981802684	1738.6930769799128	1699.8624743066787	2374.810310789943	4492.846306865349	1724.8311114861447	2179.3023565488984	2706.735941637546	3586.1544923742954	1262.3266629598572	1594.4397669146506	1681.7720180395197	2257.3340997254127	3957.4632847098264	2760.56242737825	0.0	220.54012332882448	2032.9931500730218	2194.1822181873517	1022.5972981802684	1738.6930769799128	1699.8624743066787	2374.810310789943	4492.846306865349	1724.8311114861447	2179.3023565488984	2706.735941637546	3586.1544923742954	1262.3266629598572	1594.4397669146506	1681.7720180395197	2257.3340997254127	3957.4632847098264	2760.56242737825	8.445195172237858E-4	0.0	0.366	3.373289594448624E-4	0.18794277954444924	0.6163641279929664	0.38363587200703375	0.5	0.5	0.7238146869099483	7.672055988583603E-5	1.1883074733776429E-4	6.240068980290825E-5	1.3940026338844522	0.16862808104787474	-13503.772359028662	-1199.394378775646	-942.5702146576165
180000	-15665.0540968001	-2168.8627048252906	-13496.19139197481	6425.8153547986485	6425.8153547986485	248311.72027681323	0.0	167.41997065957239	3404.8468059336647	2322.5698779042273	427.8017198106176	2965.47885602695	2110.4177965395675	2099.037632776385	4700.639530109874	2027.6019045082692	3107.5799925235083	3695.9274472268553	3802.490834327659	812.6729554615613	1643.7697951539762	2233.4101787231657	2684.360878416123	3969.176319956102	3060.164576886224	0.0	167.41997065957239	3404.8468059336647	2322.5698779042273	427.8017198106176	2965.47885602695	2110.4177965395675	2099.037632776385	4700.639530109874	2027.6019045082692	3107.5799925235083	3695.9274472268553	3802.490834327659	812.6729554615613	1643.7697951539762	2233.4101787231657	2684.360878416123	3969.176319956102	3060.164576886224	6.759120169740033E-4	0.0	0.366	0.0020783702214928423	0.20184686433913884	0.6163641279929664	0.38363587200703375	0.5	0.5	0.8107812352266304	6.864346013979926E-5	1.057706756374997E-4	5.486447453845786E-5	1.3646142085006998	0.2601872460133313	-13496.19139197481	-1199.394378775646	-955.711440157064
190000	-15637.521449919674	-2148.1924552354762	-13489.328994684198	4727.726166467961	4727.726166467961	208189.13277624716	0.0	188.92667531729822	3027.109352406518	2173.385040781864	426.1014145905163	2476.9789099624213	1635.1915394291402	1587.2500215265122	4361.1064154724	2253.2229873597157	2705.8443499470986	2286.577636796791	3298.312989778467	782.3790807991568	1595.3521703154067	1401.080150626547	2522.2273538976065	3612.464372868788	2282.693190185962	0.0	188.92667531729822	3027.109352406518	2173.385040781864	426.1014145905163	2476.9789099624213	1635.1915394291402	1587.2500215265122	4361.1064154724	2253.2229873597157	2705.8443499470986	2286.577636796791	3298.312989778467	782.3790807991568	1595.3521703154067	1401.080150626547	2522.2273538976065	3612.464372868788	2282.693190185962	8.21599302313201E-4	0.0	0.366	2.8665233417014574E-4	0.19879236456151414	0.6163641279929664	0.38363587200703375	0.5	0.5	0.8508818359082986	7.753012419023172E-5	1.1388346920641022E-4	6.62673178351017E-5	1.2635489183056785	0.13508124870297036	-13489.328994684198	-1199.394378775646	-934.7937629054724
200000	-15639.78799720701	-2152.6601882892296	-13487.12780891778	5035.4953001080075	5035.4953001080075	220713.9731132527	0.0	126.20706680312793	2902.5221633715482	2446.6809973259647	1278.8192736441342	2197.9896850483797	1590.0752185476365	1803.7063599937683	4190.403207645208	2526.584970783083	2973.776649148985	2224.2824385568924	3394.4508519810433	759.2954370103431	1631.1964380505035	1690.541978116745	2738.860218123237	3214.610970459548	2383.5944161638254	0.0	126.20706680312793	2902.5221633715482	2446.6809973259647	1278.8192736441342	2197.9896850483797	1590.0752185476365	1803.7063599937683	4190.403207645208	2526.584970783083	2973.776649148985	2224.2824385568924	3394.4508519810433	759.2954370103431	1631.1964380505035	1690.541978116745	2738.860218123237	3214.610970459548	2383.5944161638254	9.199440714553242E-4	0.0	0.366	8.112212826041119E-4	0.19069035049259087	0.6163641279929664	0.38363587200703375	0.5	0.5	0.6176175355817443	8.024548654982028E-5	1.2648809607009747E-4	6.291346652667597E-5	1.4084229710866893	0.17811702504109528	-13487.12780891778	-1199.394378775646	-940.3047702071831
210000	-15666.922798982958	-2165.314866798762	-13501.607932184195	6164.83913792835	6164.83913792835	251857.61174578406	0.0	697.0593082207649	3674.37103526821	2925.1354907754226	1366.4701375966943	2130.471842551912	1874.6053260346723	1891.6799935235717	3573.7657999345124	3104.2876841427524	3776.5354276101084	2766.854619446127	3848.457895991375	995.7896827874367	1059.3363698002288	1579.19792225266	3155.601640354469	3590.424179193368	2968.3179781909766	0.0	697.0593082207649	3674.37103526821	2925.1354907754226	1366.4701375966943	2130.471842551912	1874.6053260346723	1891.6799935235717	3573.7657999345124	3104.2876841427524	3776.5354276101084	2766.854619446127	3848.457895991375	995.7896827874367	1059.3363698002288	1579.19792225266	3155.601640354469	3590.424179193368	2968.3179781909766	7.042775187196611E-4	0.0	0.366	3.4111616903923544E-4	0.1722014758825973	0.6163641279929664	0.38363587200703375	0.5	0.5	0.8551925747257969	7.333229849483912E-5	1.2104762007372612E-4	5.760340666070958E-5	1.477425998583362	0.2183323296304357	-13501.607932184195	-1199.394378775646	-952.9728909311691
220000	-15649.581768413123	-2155.6896653833064	-13493.892103029817	5569.358280459694	5569.358280459694	232903.92280991966	0.0	517.1313496468388	3828.0673786397933	2065.1558740563414	1153.8045470877444	2094.01014146709	1825.897572323602	2317.9011387457876	3100.6929112025073	2168.4812437961327	3285.022047705376	3024.3067288159064	3419.6324819820557	1113.9445078252563	1523.2968389424345	1370.210893779941	2616.2073809195035	3197.707795149273	2926.9475199358203	0.0	517.1313496468388	3828.0673786397933	2065.1558740563414	1153.8045470877444	2094.01014146709	1825.897572323602	2317.9011387457876	3100.6929112025073	2168.4812437961327	3285.022047705376	3024.3067288159064	3419.6324819820557	1113.9445078252563	1523.2968389424345	1370.210893779941	2616.2073809195035	3197.707795149273	2926.9475199358203	8.079100094625516E-4	0.0	0.366	0.0010286237272424783	0.20527163069177992	0.6163641279929664	0.38363587200703375	0.5	0.5	0.7602819365271467	7.366158634759558E-5	1.1793939157522252E-4	6.20687155614042E-5	1.3887844970658365	0.24953067163911444	-13493.892103029817	-1199.394378775646	-943.4642046172546
230000	-15651.284445653815	-2162.0411231846306	-13489.243322469185	6023.820935534133	6023.820935534133	243181.75911900928	0.0	601.380440687692	3639.8888029285117	1590.971367479777	1339.9503196297846	2177.55821658795	2039.1849108527979	2658.0332754206647	3845.535377643084	2267.633043482932	2942.507666166854	2607.3946613249614	3653.538234380965	1495.5425250584515	1648.455451625033	1260.5904225959505	2427.07048832538	3237.7543358609496	3122.295089148226	0.0	601.380440687692	3639.8888029285117	1590.971367479777	1339.9503196297846	2177.55821658795	2039.1849108527979	2658.0332754206647	3845.535377643084	2267.633043482932	2942.507666166854	2607.3946613249614	3653.538234380965	1495.5425250584515	1648.455451625033	1260.5904225959505	2427.07048832538	3237.7543358609496	3122.295089148226	8.13285823035799E-4	0.0	0.366	3.290121161308934E-4	0.2054969377995035	0.6163641279929664	0.38363587200703375	0.5	0.5	0.734891065650211	6.836190356725898E-5	1.1646211639194796E-4	5.690255687844648E-5	1.4371519281993623	0.2602986727284423	-13489.243322469185	-1199.394378775646	-949.9393172569522
