# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Sun Jul 26 17:08:39 AEST 2020 [seed=1595747318563]
# -threads 8 xml/biphone_binary_SSHR_2020-07-23_ch2.xml
# keywords: discretized_branch_rates
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	tmrca(Arandic)	tmrca(Bandjalangic)	tmrca(CentralNSW)	tmrca(Gumbaynggiric)	tmrca(Kalkatungic)	tmrca(KanyaraMatharta)	tmrca(Karnic)	tmrca(Kartu)	tmrca(Marrngu)	tmrca(Mayi)	tmrca(Ngayarta)	tmrca(NgumpinYapa)	tmrca(PamaMaric)	tmrca(SouthWest)	tmrca(ThuraYura)	tmrca(WakaKabi)	tmrca(Warluwaric)	tmrca(Wati)	tmrca(Yolngu)	age(Arandic)	age(Bandjalangic)	age(CentralNSW)	age(Gumbaynggiric)	age(Kalkatungic)	age(KanyaraMatharta)	age(Karnic)	age(Kartu)	age(Marrngu)	age(Mayi)	age(Ngayarta)	age(NgumpinYapa)	age(PamaMaric)	age(SouthWest)	age(ThuraYura)	age(WakaKabi)	age(Warluwaric)	age(Wati)	age(Yolngu)	birthDeath.meanGrowthRate	birthDeath.relativeDeathRate	birthDeath.sampleProbability	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	treeLikelihood	branchRates	speciation
0	-40039.68130318138	-2100.5519379108337	-37939.12936527054	3536.5774632543676	3536.5774632543676	16618.66529952726	0.0	29.586845256510593	53.98214947330736	0.5062748544469367	27.503419704118116	159.73481928857643	203.90446795676579	77.00687639620082	205.36548389042193	7.450247031403212	149.10813377210138	60.48867193756855	369.22730320655216	33.86000318806325	187.7230681303635	17.9285072746049	126.89451854576517	3500.0	119.77556669357449	0.0	29.586845256510593	53.98214947330736	0.5062748544469367	27.503419704118116	159.73481928857643	203.90446795676579	77.00687639620082	205.36548389042193	7.450247031403212	149.10813377210138	60.48867193756855	369.22730320655216	33.86000318806325	187.7230681303635	17.9285072746049	126.89451854576517	3500.0	119.77556669357449	0.001	0.0	0.366	0.001	0.1	2.4225614247837927E-4	4.998765221668038	-0.04286157679496034	-37939.12936527054	-1199.394378775646	-882.7515016875884
10000	-18580.820564673348	-1950.3606119088147	-16630.459952764533	3362.6376519935275	3362.6376519935275	20505.4211463517	0.0	15.832156663980411	190.28394371665382	8.778626063338509	10.672922560287022	205.0248676973664	111.67364782251906	114.58402577472731	189.87638072873614	15.77568390337296	138.810027038149	148.43327579809164	467.4868992363092	60.184750938156306	88.32523204509816	51.99087915439159	162.7021380726858	3187.0376158887725	91.32832818650967	0.0	15.832156663980411	190.28394371665382	8.778626063338509	10.672922560287022	205.0248676973664	111.67364782251906	114.58402577472731	189.87638072873614	15.77568390337296	138.810027038149	148.43327579809164	467.4868992363092	60.184750938156306	88.32523204509816	51.99087915439159	162.7021380726858	3187.0376158887725	91.32832818650967	0.007302807872196952	0.0	0.366	0.003090024813307907	0.014631358737265844	4.4807524961647954E-4	2.0962278347581615	0.04012052381729251	-16630.459952764533	-1199.394378775646	-732.7928297271078
20000	-18124.671746419084	-1973.2409780015944	-16151.43076841749	3698.4398929912686	3698.4398929912686	26471.10553305156	0.0	44.39316199283744	282.3725694362356	15.002994141601862	19.46147369455531	254.03570146530015	160.81717024537528	118.96064216201488	252.00408743737256	23.42594916822136	136.62873987820143	179.89370577246495	506.75335195134943	93.05104910701247	158.46142308206396	61.375858982230184	230.13724720390974	3437.3729712986787	105.10924648393224	0.0	44.39316199283744	282.3725694362356	15.002994141601862	19.46147369455531	254.03570146530015	160.81717024537528	118.96064216201488	252.00408743737256	23.42594916822136	136.62873987820143	179.89370577246495	506.75335195134943	93.05104910701247	158.46142308206396	61.375858982230184	230.13724720390974	3437.3729712986787	105.10924648393224	0.005792777052220243	0.0	0.366	0.0024931259099057615	0.014132856702407685	3.4485275548803334E-4	1.8621733914475904	0.04023453956401044	-16151.43076841749	-1199.394378775646	-757.267034109657
30000	-17997.05643607013	-1985.3853780137913	-16011.671058056336	4290.191891856068	4290.191891856068	30975.00817966146	0.0	94.28241388056449	575.8454071351103	9.338368573236878	17.02037757554884	264.86423259134347	195.74125488433077	154.93706184505038	336.83300493050183	29.06092057956942	155.32961701690544	280.9988762236351	591.5866825213702	63.28582819839173	181.54961994455468	70.47151908205811	252.99418380528942	3870.6055577829507	117.95313012982338	0.0	94.28241388056449	575.8454071351103	9.338368573236878	17.02037757554884	264.86423259134347	195.74125488433077	154.93706184505038	336.83300493050183	29.06092057956942	155.32961701690544	280.9988762236351	591.5866825213702	63.28582819839173	181.54961994455468	70.47151908205811	252.99418380528942	3870.6055577829507	117.95313012982338	0.005194657781361514	0.0	0.366	0.002219420148705659	0.013537180464271104	2.7794341779937794E-4	1.9519845212441425	0.026109778593590052	-16011.671058056336	-1199.394378775646	-770.9095514076954
40000	-17955.241268332826	-1973.6214906420057	-15981.619777690821	3278.776448477669	3278.776448477669	27673.344393164276	0.0	71.83101378367296	434.5130595373402	9.354420566139435	113.64997426479054	249.45154104755753	198.48021799002996	110.96457325834434	326.564319087404	20.22274895833857	194.93222959545867	280.0474662946994	600.1824416024739	52.66684411339125	169.6900153100421	74.09148780806454	268.5377702219777	3202.352779834379	127.16468116145711	0.0	71.83101378367296	434.5130595373402	9.354420566139435	113.64997426479054	249.45154104755753	198.48021799002996	110.96457325834434	326.564319087404	20.22274895833857	194.93222959545867	280.0474662946994	600.1824416024739	52.66684411339125	169.6900153100421	74.09148780806454	268.5377702219777	3202.352779834379	127.16468116145711	0.00717577669736615	0.0	0.366	0.0023259242409229687	0.014534269127579295	3.0611525061282696E-4	1.9746236192063207	0.01643741930366016	-15981.619777690821	-1199.394378775646	-755.7043260726836
50000	-17929.474199961187	-1976.7007217105736	-15952.773478250612	3306.9172749502113	3306.9172749502113	28224.65840279486	0.0	32.68230351613686	415.5631142760074	6.442868213043091	71.61117695724758	164.3902350891082	169.4608058661025	95.64775936466697	318.5457538509418	22.398307004440174	206.4747043544055	234.43815157336212	566.5042301888694	69.57868100939598	180.56054203259285	69.70561672831117	295.91985218231304	3208.6514164186665	130.33625159105557	0.0	32.68230351613686	415.5631142760074	6.442868213043091	71.61117695724758	164.3902350891082	169.4608058661025	95.64775936466697	318.5457538509418	22.398307004440174	206.4747043544055	234.43815157336212	566.5042301888694	69.57868100939598	180.56054203259285	69.70561672831117	295.91985218231304	3208.6514164186665	130.33625159105557	0.006700141886619014	0.0	0.366	0.0024447090849181357	0.014499807089639797	3.1067765559211E-4	1.9038963550991606	0.05638112790455699	-15952.773478250612	-1199.394378775646	-758.9297676239082
60000	-17872.66904721413	-1990.1481172220556	-15882.520929992075	4025.6471730397516	4025.6471730397516	33426.65478420283	0.0	38.22458450768873	539.280480469598	10.065961147142671	140.22131056766918	210.14584572434214	278.87554652977457	217.38866236731823	402.42919690354387	24.274599998778495	232.54734071378348	368.2896047896831	688.6386369493945	104.75244826079636	186.2781646200179	91.7512882598203	322.1191119366991	3946.0290105681106	155.01258486861988	0.0	38.22458450768873	539.280480469598	10.065961147142671	140.22131056766918	210.14584572434214	278.87554652977457	217.38866236731823	402.42919690354387	24.274599998778495	232.54734071378348	368.2896047896831	688.6386369493945	104.75244826079636	186.2781646200179	91.7512882598203	322.1191119366991	3946.0290105681106	155.01258486861988	0.005347981925893096	0.0	0.366	0.0020274735160931883	0.01256610111531846	2.593243559889772E-4	2.1100681424889536	0.03825327912880768	-15882.520929992075	-1199.394378775646	-774.7713938339795
70000	-17866.108557090454	-2006.4887315950475	-15859.619825495407	4685.71967860239	4685.71967860239	38912.66123044061	0.0	99.36589267793026	723.5983238796017	17.495879367445255	163.98735631281411	218.9659026882988	284.985653396478	192.2168402744417	492.365988213321	31.776596006815616	235.98592006763056	401.7234064860137	806.2653356767041	124.83869018205758	181.46796780918575	107.21735753207301	346.0898951490482	4653.597519920209	194.71341675134985	0.0	99.36589267793026	723.5983238796017	17.495879367445255	163.98735631281411	218.9659026882988	284.985653396478	192.2168402744417	492.365988213321	31.776596006815616	235.98592006763056	401.7234064860137	806.2653356767041	124.83869018205758	181.46796780918575	107.21735753207301	346.0898951490482	4653.597519920209	194.71341675134985	0.0038979897792921947	0.0	0.366	0.001709758249690959	0.010546247306874252	2.1678186973006093E-4	2.0156205291020384	0.0672796251656492	-15859.619825495407	-1199.394378775646	-791.56331054386
80000	-17880.130888665895	-2013.630733263365	-15866.500155402531	5213.459901652003	5213.459901652003	42535.851583073636	0.0	79.60725653330465	507.1123369587899	15.998335996407219	192.8011955246338	232.23127386795628	452.1702683854034	192.316948270919	536.1634237755368	58.60795509869944	255.01637349312753	414.84833727812895	874.1210843617145	138.08023703858626	238.51317768915618	125.53273134179851	393.24019180620803	4958.294539114928	270.8357888101254	0.0	79.60725653330465	507.1123369587899	15.998335996407219	192.8011955246338	232.23127386795628	452.1702683854034	192.316948270919	536.1634237755368	58.60795509869944	255.01637349312753	414.84833727812895	874.1210843617145	138.08023703858626	238.51317768915618	125.53273134179851	393.24019180620803	4958.294539114928	270.8357888101254	0.004065166576905424	0.0	0.366	0.0014151389928067782	0.007552187311767315	2.0193330959470418E-4	1.982287837958667	0.05230560184328605	-15866.500155402531	-1199.394378775646	-799.0205406218552
90000	-17856.449300580312	-1998.8323812343856	-15857.616919345926	3154.4005966838695	3154.4005966838695	38776.796203563514	0.0	88.92996818697733	753.5401444161222	18.07489240497719	196.44194265080205	253.3272882015059	323.1453255393932	267.3484495858338	482.4061573235492	45.75233897489621	294.35229838258476	432.0548997020029	956.5007763750474	141.38245938659125	214.79692379091625	128.54767378661998	366.0376110777142	3060.865124453437	347.1936759632271	0.0	88.92996818697733	753.5401444161222	18.07489240497719	196.44194265080205	253.3272882015059	323.1453255393932	267.3484495858338	482.4061573235492	45.75233897489621	294.35229838258476	432.0548997020029	956.5007763750474	141.38245938659125	214.79692379091625	128.54767378661998	366.0376110777142	3060.865124453437	347.1936759632271	0.0041316020271620485	0.0	0.366	0.0013084245948705884	0.006947430343891456	2.1414609305743504E-4	1.9783392428853146	0.11182813610352085	-15857.616919345926	-1199.394378775646	-779.8668318136463
