# BEAST v1.10.5 Prerelease #23570d1
# Generated Mon May 13 20:44:44 BST 2019 [seed=666]
# -overwrite -seed 666 testConstantPopulationSizeModel.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	constant.logPopSize	N0	kappa	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
49000	-3924.0990536428	-75.10832007217289	-3848.990733570627	69.28794581482497	1924.712054185175	270.59174680390134	3.1053117055524035	22.3161739665986	15.622903479287128	0.28178317676065107	0.19363180395658808	0.2612817633258878	0.26330325595687204	7.832069523571491E-4	7.832069523571491E-4	-3848.990733570627	0.0	-71.88232156260445
50000	-3925.9434015053344	-80.92383470217031	-3845.0195668031643	78.42348959730221	1915.5765104026977	327.8061030485726	3.6556948831448772	38.69439986155085	17.26607836536826	0.2970058552768929	0.20352762673712624	0.23978311888868054	0.2596833990972993	6.212893845388628E-4	6.212893845388628E-4	-3845.0195668031643	0.0	-75.84210461602524
51000	-3923.3536164634043	-77.30727596608457	-3846.0463404973198	70.74203197613312	1923.2579680238669	284.7533490132321	3.407254110808829	30.182253246528017	19.82935048415352	0.29819567985961104	0.20666176552545368	0.2408707461735423	0.254271808441392	6.996255421289929E-4	6.996255421289929E-4	-3846.0463404973198	0.0	-72.6692484064645
52000	-3929.3926528529496	-78.0082424440505	-3851.384410408899	65.66693954246924	1928.3330604575308	272.9465595862308	3.6623501685476607	38.95278098246834	18.254145895675606	0.2829366776063215	0.19932542144511858	0.27273071509982266	0.24500718584873635	8.28068616859193E-4	8.280686168591931E-4	-3851.384410408899	0.0	-72.52209942663502
53000	-3933.288676208688	-73.49856897802343	-3859.7901072306645	70.57827826606412	1923.4217217339358	265.5859288019321	3.095306554980211	22.094010528459147	18.83599275177165	0.27833710503845804	0.19752065813807151	0.2808669327560862	0.2432753040673832	7.538394034846089E-4	7.53839403484609E-4	-3859.7901072306645	0.0	-69.9175324904148
54000	-3928.0925798254943	-74.90835935820756	-3853.1842204672867	74.66368535316673	1919.3363146468332	273.70285886771745	2.985663550007208	19.799635927020265	16.54682220537132	0.2665694035078066	0.21926305580052768	0.2545926739368855	0.25957486675477925	7.682057688107521E-4	7.682057688107523E-4	-3853.1842204672867	0.0	-71.94098581229561
55000	-3935.368950887889	-76.9714143259729	-3858.397536561916	72.74811310003798	1921.251886899962	272.0245660342533	2.96692751913052	19.43212295502136	20.667165540551288	0.2538659458327829	0.2066484305189376	0.2722468938894334	0.26723872975884516	7.961051037178801E-4	7.961051037178802E-4	-3858.397536561916	0.0	-73.53738831699208
56000	-3922.845540204832	-74.29002375626371	-3848.5555164485686	67.05349673799252	1926.9465032620076	256.6359876135628	3.051713234236469	21.151550959803718	16.593606677994806	0.26475116242448554	0.21364531157663627	0.2572777451443113	0.26432578085456593	8.249204913712266E-4	8.24920491371227E-4	-3848.5555164485686	0.0	-71.04792602767291
57000	-3923.2910736833146	-75.56737238159229	-3847.7237013017225	68.68536346521549	1925.3146365347845	257.38024901275384	2.8858653221045554	17.91906665318236	19.037842260691615	0.30037068585716586	0.202128595505889	0.25217595905480855	0.24532475958213557	8.670235391251402E-4	8.670235391251403E-4	-3847.7237013017225	0.0	-72.48020593206792
58000	-3920.4873927219255	-72.36477030077648	-3848.122622421149	64.90581429797342	1929.0941857020266	242.96910198907017	3.137330184130214	23.042266056319715	16.08324501602866	0.2934532057560676	0.21760888861848846	0.24739473510280457	0.24154317052263832	8.28700590920256E-4	8.287005909202559E-4	-3848.122622421149	0.0	-68.90553180903282
59000	-3923.1946339462847	-74.91403615799693	-3848.2805977882877	68.99575768934633	1925.0042423106536	264.2606248669096	3.3194529470266394	27.645223019659337	15.736708629532773	0.29000179324283004	0.1970906123220531	0.2444143689776622	0.26849322545745363	8.082231053635533E-4	8.082231053635532E-4	-3848.2805977882877	0.0	-70.9555254508697
60000	-3926.4254602659844	-77.71175413049757	-3848.713706135487	76.19998702343766	1917.8000129765624	294.45696604311854	3.272609301460477	26.380083207170344	21.36236963221511	0.26660788405560093	0.21135082544360498	0.25464879482354535	0.26739249567724777	7.503515191604612E-4	7.50351519160461E-4	-3848.713706135487	0.0	-73.31251276943682
61000	-3921.844542312385	-76.67387945370257	-3845.170662858682	70.3311296836221	1923.668870316378	265.7726911444644	3.6009379094361487	36.63257637540253	20.65443282448059	0.27962563390289263	0.20489738682524639	0.2592827609234375	0.2561942183484225	8.409342262670437E-4	8.409342262670438E-4	-3845.170662858682	0.0	-71.11326841306287
62000	-3925.754093299071	-76.3516798416108	-3849.40241345746	72.92670548789111	1921.073294512109	281.9548719304709	3.152273255189348	23.389173753330194	14.904807949008795	0.2806939133691968	0.21169839877832544	0.26608205219024283	0.24152563566223387	8.228695667306526E-4	8.228695667306527E-4	-3849.40241345746	0.0	-73.05354150203013
63000	-3933.482099266157	-78.17931903217567	-3855.3027802339816	65.77857054549666	1928.2214294545033	274.76241503048135	3.449301603802952	31.478400235038198	16.88342402054576	0.2833041086850263	0.20626929358950044	0.25458281154656875	0.25584378617890347	8.215847058195793E-4	8.215847058195792E-4	-3855.3027802339816	0.0	-73.6295136891718
64000	-3924.9822118167913	-75.80380598392667	-3849.1784058328644	70.35510304471407	1923.644896955286	274.7156936341048	3.4706661472676013	32.15815737988068	11.881466189327726	0.2707482142596472	0.20783769346040193	0.2617588041262755	0.2596552881536744	7.81729463686113E-4	7.817294636861134E-4	-3849.1784058328644	0.0	-71.93837348292243
65000	-3921.9652818219756	-73.55677299671218	-3848.4085088252637	67.13530204815825	1926.8646979518417	253.640943771203	3.090922696199419	21.99736550025752	20.440557010619578	0.27784937183284475	0.20405098804683475	0.2366804542334265	0.28141918588689296	8.356318678847895E-4	8.356318678847896E-4	-3848.4085088252637	0.0	-69.71786976637567
66000	-3926.6609344000694	-73.81395243611065	-3852.8469819639586	72.19482484081213	1921.805175159188	262.7603543519001	2.9580684299922533	19.260732348888183	14.271741651451666	0.283451841886563	0.21152156705181172	0.24448917099429462	0.2605374200673297	8.266025847452206E-4	8.266025847452207E-4	-3852.8469819639586	0.0	-71.17650935435945
67000	-3926.8174285960317	-79.12291297555491	-3847.694515620477	72.73712710304132	1921.2628728969587	294.6263153965389	3.2920410879076174	26.897708252593603	23.572427881062403	0.2788986705101523	0.21624675092326737	0.24351842601365156	0.26133615255292786	7.442533783650157E-4	7.442533783650159E-4	-3847.694515620477	0.0	-74.43448425428005
68000	-3923.826214099222	-76.01710872558104	-3847.8091053736407	68.35611637750397	1925.643883622496	267.981405569114	3.1013374705324037	22.227660250166718	21.15852672536165	0.2846766611129023	0.19972577158850832	0.26842983393989706	0.24716773335869144	8.30886335651072E-4	8.30886335651072E-4	-3847.8091053736407	0.0	-72.08611636404639
69000	-3924.728296691543	-74.519480930593	-3850.20881576095	69.07033041538426	1924.9296695846158	262.79982578834654	3.0104505889715485	20.296543263697675	14.434100234390609	0.27007079734822875	0.20631300310740622	0.25757261577641816	0.266043583767946	7.704473969505698E-4	7.704473969505699E-4	-3850.20881576095	0.0	-71.75233388136674
70000	-3921.0063757371017	-72.65654848716667	-3848.349827249935	67.66578096966204	1926.3342190303379	248.52153013062645	3.2211465915271793	25.05683367005466	19.180589195078102	0.2789092494559722	0.21506864477649482	0.2612648361380545	0.2447572696294777	8.701692952951776E-4	8.701692952951774E-4	-3848.349827249935	0.0	-68.51638069646604
71000	-3929.1296941181085	-71.99446178243089	-3857.1352323356778	66.99238386996937	1927.0076161300306	250.70782190997357	3.1400161531069513	23.10424006096872	11.22879643029325	0.2744124017348879	0.21168253002833815	0.2606402342957541	0.25326483394101895	8.50217641172779E-4	8.50217641172779E-4	-3857.1352323356778	0.0	-69.24463156220055
72000	-3926.877133320523	-79.6465031845659	-3847.230630135957	73.63444286509134	1920.3655571349086	304.708455934802	3.3908770416533573	29.691981959088583	16.58673328781818	0.28631824921204435	0.211737196555373	0.2519024502378201	0.25004210399476157	7.265748743349984E-4	7.265748743349987E-4	-3847.230630135957	0.0	-75.45238453715577
73000	-3923.061335022284	-72.81182037385537	-3850.2495146484284	61.787845669334494	1932.2121543306655	239.24559853734675	3.209447815071682	24.765407363614987	15.254330359741521	0.2786405086433247	0.2096604082970936	0.2501065467151025	0.2615925363444782	8.694933801751106E-4	8.694933801751106E-4	-3850.2495146484284	0.0	-69.1975267716645
74000	-3929.6722616164056	-73.55876969278305	-3856.1134919236224	71.14999862731194	1922.850001372688	268.80965791824826	3.1985922353801346	24.498018466958033	10.74577112818114	0.29231307159098674	0.21036631960073293	0.24792182086850711	0.24939878793977222	7.246087187289025E-4	7.246087187289026E-4	-3856.1134919236224	0.0	-70.83972358957166
75000	-3929.0101677699877	-78.37766002462543	-3850.632507745362	80.32576788123471	1913.6742321187653	312.0759592728443	3.247405781379565	25.72352084626573	21.595296904346625	0.2916470559464563	0.19851611821659118	0.24948056454206763	0.260356261294884	7.299362170824031E-4	7.299362170824032E-4	-3850.632507745362	0.0	-74.07139111158406
76000	-3924.208699275427	-72.16366628621009	-3852.045032989217	73.86198591263451	1920.1380140873655	264.9589894080805	3.054076807084117	21.201603319235456	12.671664130981222	0.28672608058537363	0.20495421407065717	0.2551138265751677	0.2532058787688005	8.00743560169441E-4	8.007435601694407E-4	-3852.045032989217	0.0	-69.50329796946339
77000	-3930.0678532350703	-76.09231472621951	-3853.9755385088506	61.729596563406204	1932.2704034365938	253.67714548175593	3.63989572942454	38.087865074730075	14.191510008115715	0.2887285299879115	0.21319577175466667	0.25073370978028686	0.24734198847713407	7.594459977475083E-4	7.594459977475084E-4	-3853.9755385088506	0.0	-71.26646784744202
78000	-3931.6813422156783	-76.66857622683398	-3855.0127659888444	71.46092382771523	1922.5390761722847	279.9380967748716	3.0907645204155036	21.993886324893342	16.05212518850086	0.2877678706770995	0.20267335418791962	0.237268668305343	0.27229010682963684	6.92150338986555E-4	6.921503389865553E-4	-3855.0127659888444	0.0	-73.52691902174139
79000	-3925.108896781768	-74.42570661598508	-3850.683190165783	62.8669939565373	1931.1330060434627	251.60147365990207	3.3688853995868118	29.046134175437146	16.20042096667554	0.2849342568447487	0.19455462744903426	0.2545756355276256	0.2659354801785904	8.311033668650025E-4	8.311033668650026E-4	-3850.683190165783	0.0	-70.2059089004996
80000	-3928.257122468163	-76.21930055201594	-3852.037821916147	69.00204753174621	1924.9979524682537	274.3356321315616	3.1473438023554436	23.274161630800542	12.054372098932857	0.26804305704588227	0.20653840336909288	0.2739054417197653	0.2515130978652586	7.373426352725003E-4	7.373426352725003E-4	-3852.037821916147	0.0	-73.43660015732203
