# BEAST v1.10.5 Prerelease #23570d1
# Generated Mon May 13 19:27:11 BST 2019 [seed=666]
# -overwrite -seed 666 testExponentialPopulationSizeModel.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	exponential.logPopSize	exponential.growthRate	kappa	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
27000	-3929.422013968485	-79.00446827701127	-3850.4175456914736	62.62743205547214	1931.3725679445279	255.61038982768113	3.758627994131023	-0.005555295786175307	18.68633531417231	0.2807827510282462	0.19885095423600943	0.2547153181816384	0.26565097655410574	7.991350665067772E-4	7.991350665067776E-4	-3850.4175456914736	0.0	-72.41701234959618
28000	-3925.829071794719	-72.51234720688845	-3853.3167245878303	62.76672464444139	1931.2332753555586	241.75256011965465	2.2573565747421975	-0.044848293776636794	20.08316354297711	0.2841857599042964	0.20190848128401467	0.24476370792801241	0.26914205088367615	9.032079146413366E-4	9.032079146413365E-4	-3853.3167245878303	0.0	-70.13554914055841
29000	-3923.863442872216	-76.79979707926118	-3847.063645792955	62.161376939910724	1931.8386230600893	253.56226684834684	2.308236578466362	-0.044848293776636794	17.601054620662023	0.2978592155819702	0.20801120312602092	0.25137611097199036	0.24275347032001818	8.581474147887818E-4	8.581474147887821E-4	-3847.063645792955	0.0	-74.65225042684959
30000	-3928.20893797381	-79.34224822804728	-3848.866689745763	61.60761192258307	1932.3923880774169	246.2787063785064	1.3046107761004733	-0.061697257298280794	16.3121660989198	0.2863430252555255	0.20868212817533438	0.2568491199793716	0.24812572658976814	8.921818062623848E-4	8.921818062623851E-4	-3848.866689745763	0.0	-79.11978604301964
31000	-3927.956679372298	-75.04208266895789	-3852.91459670334	70.37724445845491	1923.622755541545	264.38076998486156	2.685657375268124	-0.02951235675052244	18.46525798107343	0.27413237719504224	0.21847789165397014	0.25593192757260974	0.25145780357837755	8.822041014868343E-4	8.822041014868345E-4	-3852.91459670334	0.0	-71.85292491266185
32000	-3925.984522007779	-74.20558625295334	-3851.778935754826	69.26917370654218	1924.7308262934578	261.3462714049789	2.4778075680336507	-0.02951235675052244	13.620296870976876	0.27515450657632534	0.22212513087495364	0.24189267398103406	0.2608276885676867	8.480766211954239E-4	8.48076621195424E-4	-3851.778935754826	0.0	-72.22644426254485
33000	-3923.1544813492465	-73.68545844442671	-3849.4690229048197	66.26525709927478	1927.7347429007252	251.78316100412556	2.4932647962494308	-0.02951235675052244	15.66668038820318	0.28470090425975725	0.22267915702494795	0.2551575274716137	0.2374624112436808	8.479004787764322E-4	8.479004787764323E-4	-3849.4690229048197	0.0	-71.36690137223985
34000	-3926.6314780372845	-75.93496174624502	-3850.6965162910396	60.57427405411669	1933.4257259458834	234.48986008807816	2.9599061442471375	-0.02951235675052244	19.479148258450362	0.28593074212288677	0.22381937012398384	0.22442128745785292	0.26582860029527616	9.66110453386061E-4	9.661104533860612E-4	-3850.6965162910396	0.0	-71.7530268400954
35000	-3919.7857796958087	-72.7320795864467	-3847.053700109362	60.235184788881	1933.764815211119	235.43532638383766	2.2706874199599536	-0.02768322051107619	12.446884940774446	0.2917071212720405	0.19784285420066855	0.2613403246378751	0.2491096998894155	8.695698763751254E-4	8.695698763751255E-4	-3847.053700109362	0.0	-71.3791295357011
36000	-3921.647984647629	-72.58624013773156	-3849.0617445098974	63.83615448768248	1930.1638455123175	234.74616813794586	2.169336769913812	-0.022464406962142025	15.61115613649315	0.28087999678164477	0.20938792387664307	0.2574169381890557	0.25231514115265613	9.247299368990481E-4	9.247299368990481E-4	-3849.0617445098974	0.0	-70.95544026298829
37000	-3925.1428133350378	-73.86502299998807	-3851.2777903350498	68.23174962605988	1925.7682503739402	253.75052154961287	2.7506663769642263	-0.02567879820546315	22.226850238310686	0.31379500965241547	0.20391616268659238	0.240015764141639	0.24227306351935282	8.630255657904887E-4	8.630255657904888E-4	-3851.2777903350498	0.0	-70.08395374624193
38000	-3925.1451953614587	-71.3408289581418	-3853.804366403317	61.819535057065515	1932.1804649429346	236.63023999901364	2.5032320492385702	-0.015016799021601024	12.354095566277424	0.2922644612005565	0.20245051579107398	0.2599177307220803	0.2453672922862888	8.539720101591127E-4	8.539720101591127E-4	-3853.804366403317	0.0	-69.47445501646914
39000	-3924.937925382888	-75.46763536858033	-3849.4702900143075	64.96589392648455	1929.0341060735154	260.01832786764226	3.139445993218731	-0.015016799021601024	20.58777028536808	0.27314539045246267	0.21801278667804383	0.25084816870660714	0.257993654162886	8.105651865202521E-4	8.105651865202519E-4	-3849.4702900143075	0.0	-70.78178352174568
40000	-3925.892874237499	-73.70484642440586	-3852.1880278130934	65.84301279769724	1928.1569872023028	255.79335018825137	2.6522062345207624	-0.015016799021601024	17.768551976431205	0.2819542421522998	0.21742097511927708	0.2535403248771167	0.24708445785130606	8.560783575487181E-4	8.560783575487184E-4	-3852.1880278130934	0.0	-70.71738929298495
41000	-3921.4552522217796	-72.95210005109752	-3848.503152170682	65.03823006903937	1928.9617699309606	242.12659708115737	2.7476693100572622	-0.015016799021601024	21.769947779099876	0.2689570697012742	0.21819006766817883	0.2554624357593033	0.2573904268712432	8.59598395262305E-4	8.595983952623052E-4	-3848.503152170682	0.0	-69.22790327923401
42000	-3920.9836399353653	-74.26731294770437	-3846.716326987661	67.5900708072627	1926.4099291927373	254.6712694640337	1.899988492967853	-0.047694907525018815	15.523990232188485	0.2687724015850376	0.21000057161250538	0.26453126657164444	0.256695760230812	8.010032004230514E-4	8.010032004230516E-4	-3846.716326987661	0.0	-73.29680561720019
43000	-3923.6444112408226	-76.00248850041751	-3847.641922740405	66.41973266716927	1927.5802673328308	262.90896178166554	2.23284757493827	-0.03427917009694492	21.129511800360262	0.2974071676812077	0.18980893538974838	0.2536529951008241	0.2591309018282193	7.874194036376633E-4	7.874194036376633E-4	-3847.641922740405	0.0	-73.696540107978
44000	-3923.938716770584	-72.50785544151714	-3851.430861329067	63.679003254321835	1930.3209967456783	242.16077603065995	3.0901791122240216	-0.0014527542745617072	13.345429884550617	0.2879252215213613	0.21261957655118435	0.2671894726813847	0.2322657292460692	8.38785141020375E-4	8.387851410203749E-4	-3851.430861329067	0.0	-68.8791229089919
45000	-3925.829488806305	-77.06229750419126	-3848.767191302114	67.01323133866276	1926.9867686613372	269.64773883454103	3.1393873056094725	-0.0014527542745617072	15.165232537899774	0.27690737593382914	0.20563678694924029	0.2697359131235653	0.2477199239933648	7.410147719315147E-4	7.410147719315148E-4	-3848.767191302114	0.0	-73.13608639183798
46000	-3933.4597544186745	-79.81934650152392	-3853.6404079171507	71.78190886631538	1922.2180911336845	301.26743137249787	3.5370912382843844	-0.003066596356010143	17.026425667223975	0.25934337957331155	0.21047478013148666	0.2680337634526609	0.26214807684254043	7.233617488671643E-4	7.233617488671641E-4	-3853.6404079171507	0.0	-74.36586932818349
47000	-3925.6045480404746	-76.5517266480689	-3849.052821392406	67.08072777223572	1926.9192722277644	273.6023676257139	3.3508377275943637	-0.003066596356010143	14.269778813669426	0.2670319826724618	0.19943595454410123	0.26907226657351657	0.2644597962099199	8.552677570914837E-4	8.552677570914836E-4	-3849.052821392406	0.0	-71.96574751750416
48000	-3929.9420886127973	-77.70946196544627	-3852.232626647351	67.58634415612019	1926.4136558438797	276.3227925454851	3.1855897657599064	-0.003066596356010143	15.950362383996874	0.29288076331787555	0.2074276041745946	0.24515750728100932	0.25453412522652	7.390081769599413E-4	7.390081769599411E-4	-3852.232626647351	0.0	-73.53788952885377
49000	-3927.0647407834804	-76.42912685673366	-3850.635613926747	66.43526804257682	1927.5647319574232	268.3345338746764	2.326931753828437	-0.02918526045593861	15.29530596559168	0.2854623419968219	0.2120808631443927	0.2567592599847655	0.24569753487401944	7.801928835169872E-4	7.80192883516987E-4	-3850.635613926747	0.0	-74.6400530399733
50000	-3921.967004285324	-78.20814821614067	-3843.7588560691834	72.00398387720055	1921.9960161227993	291.07467529708	2.77056358767992	-0.014520836617887056	14.666107750621213	0.28932021950545433	0.21140317689247157	0.2547270216086886	0.24454958199338508	6.881217654838576E-4	6.881217654838575E-4	-3843.7588560691834	0.0	-75.50343744973306
51000	-3925.375078199491	-78.8144412336539	-3846.560636965837	71.94530914174572	1922.0546908582542	286.39849439309495	2.6820998375252167	-0.014520836617887056	21.50740994346002	0.2834081809796328	0.22178240449453268	0.25507572170370607	0.23973369282212806	7.525853445496471E-4	7.525853445496471E-4	-3846.560636965837	0.0	-75.44002482569147
52000	-3923.6005292240598	-74.73578608616337	-3848.8647431378963	67.12779495173854	1926.8722050482615	257.5852523003681	3.1099300971952966	-0.010808753068735966	17.65621514481335	0.294683843103547	0.2178989460483352	0.2508433997805436	0.23657381106757377	8.690846519743187E-4	8.690846519743188E-4	-3848.8647431378963	0.0	-70.43882027349123
53000	-3922.046227012119	-74.65699891824914	-3847.38922809387	66.1376028212857	1927.8623971787142	249.68783615996253	3.0406157284652044	-0.01861183650890008	16.308632925976827	0.2811897514967269	0.22684319865155497	0.25873558602697927	0.23323146382473844	8.23743532876392E-4	8.237435328763918E-4	-3847.38922809387	0.0	-70.76724562621122
54000	-3921.72593315146	-73.6961602892384	-3848.0297728622218	68.80457430511282	1925.1954256948873	259.0093353990334	2.6162974658791196	-0.01861183650890008	15.949825623861834	0.29988490871706613	0.20134598299569964	0.257160632846497	0.24160847544073688	8.626842485691742E-4	8.626842485691743E-4	-3848.0297728622218	0.0	-71.03163807846606
55000	-3921.7274747997944	-74.3833639439625	-3847.344110855832	66.13781331299022	1927.8621866870099	254.3488833565706	2.433344620046097	-0.03178083702805634	13.775684758315245	0.2883638941516378	0.21983524733138923	0.2518290035891462	0.2399718549278263	8.595839807155026E-4	8.595839807155022E-4	-3847.344110855832	0.0	-72.47074930950342
56000	-3929.882852013899	-79.62446983093866	-3850.2583821829603	70.36887554740716	1923.6311244525928	298.7495257389999	2.852241073433186	-0.030133325361564545	16.997175330260575	0.28582944366377006	0.21841202447425237	0.25230729657533496	0.24345123528664214	7.177290320991233E-4	7.177290320991236E-4	-3850.2583821829603	0.0	-76.33874744574034
57000	-3926.3965456180845	-79.28578214749444	-3847.11076347059	68.89815628236265	1925.1018437176374	290.04620655479647	3.190633050109503	-0.01626600866150274	23.759517852557128	0.2895920942074142	0.2061540674012187	0.2542346687213465	0.25001916967002014	7.269856481878943E-4	7.269856481878945E-4	-3847.11076347059	0.0	-74.21010426546293
58000	-3930.2718455710487	-80.10268347297047	-3850.1691620980782	74.17999111143274	1919.8200088885674	318.2449388711889	3.098646666219506	-0.01626600866150274	16.17681900569389	0.29176374806503486	0.21587234538221603	0.25278081747475273	0.23958308907799586	7.086103865605538E-4	7.086103865605537E-4	-3850.1691620980782	0.0	-76.23129104237049
59000	-3931.320117279395	-81.36782709403084	-3849.9522901853643	74.16748312829273	1919.8325168717072	313.4200853265489	3.024800601283574	-0.01626600866150274	24.683256715626218	0.28393692769380713	0.2151498715328625	0.2530253484281004	0.24788785234522948	6.807774729385099E-4	6.807774729385098E-4	-3849.9522901853643	0.0	-76.78505752238729
60000	-3930.40351660031	-79.45557205080706	-3850.947944549503	67.05674644408433	1926.9432535559156	293.4345311293008	3.2234045484998624	-0.01626600866150274	15.43792625741519	0.28102117107634395	0.21418333683852714	0.25448360420227323	0.25031188788285524	6.63400288559532E-4	6.63400288559532E-4	-3850.947944549503	0.0	-75.31246380432523
61000	-3927.728408076624	-69.89048896029952	-3857.8379191163244	63.332154052523634	1930.6678459474763	226.45173806145704	2.5486421635932768	-0.01626600866150274	19.48332464591674	0.2861360038878431	0.22418074299187538	0.2565303490245086	0.23315290409577238	0.0010150937368708394	0.0010150937368708394	-3857.8379191163244	0.0	-66.80855363788385
62000	-3922.285371478886	-70.70283351318844	-3851.5825379656976	62.760742646321674	1931.2392573536783	227.8992488911746	2.5503183974277244	-0.021058465210799904	21.319991943600627	0.28890864688901824	0.22175209476987665	0.2479074939002219	0.24143176444088266	9.16007258491284E-4	9.160072584912843E-4	-3851.5825379656976	0.0	-67.48124787897156
63000	-3924.4060734839572	-77.24429500285076	-3847.1617784811065	72.48287441561517	1921.5171255843848	281.1725690858844	2.5273876568838602	-0.021058465210799904	16.827789217782108	0.29013624903918384	0.21496134405147216	0.24543344019301308	0.24946896671633034	7.947337361996094E-4	7.94733736199609E-4	-3847.1617784811065	0.0	-74.7728639340962
64000	-3929.922949220896	-77.97362423561613	-3851.94932498528	69.42260097477777	1924.5773990252223	287.568818279922	3.0308753400315775	-0.013484242035191274	16.066998906169207	0.28857240069149936	0.19609650185349253	0.269693359959856	0.24563773749515155	7.488372018130225E-4	7.488372018130228E-4	-3851.94932498528	0.0	-74.2591712154268
65000	-3924.29889636446	-75.29934327165937	-3848.9995530928004	64.61563559136789	1929.384364408632	258.3846304582342	3.136052771167922	-0.013484242035191274	11.654193125885184	0.3020173863255502	0.19487591573888824	0.2511355703337564	0.2519711276018047	7.977334175190048E-4	7.977334175190046E-4	-3848.9995530928004	0.0	-71.83790849785326
66000	-3927.153847287814	-78.66572709128812	-3848.488120196526	72.8893826191534	1921.1106173808466	286.4209152643774	3.3008344922553485	-0.013484242035191274	23.531879677267167	0.2753503978411647	0.2154855672418119	0.24333361433580705	0.2658304205812159	8.165215271194212E-4	8.165215271194212E-4	-3848.488120196526	0.0	-73.17073003334484
67000	-3924.0402401064825	-76.60052073923814	-3847.4397193672444	74.5848476228793	1919.4151523771206	287.59518723166786	2.9942869663857308	-0.013484242035191274	20.845464688782798	0.2796375314605521	0.2041460220129991	0.2525675536048708	0.2636488929215776	7.483996740459982E-4	7.483996740459984E-4	-3847.4397193672444	0.0	-72.41860119131762
68000	-3926.4099323596884	-76.94153068988642	-3849.468401669802	80.2286577840788	1913.771342215921	315.4072602133489	2.967831098792109	-0.017178974523261115	12.988136326586579	0.2890408947572985	0.21079831807277424	0.24693163754652941	0.2532291496233976	6.86464459154714E-4	6.86464459154714E-4	-3849.468401669802	0.0	-73.94113879654205
69000	-3924.8716804197466	-77.98022721780315	-3846.8914532019435	80.67255721716401	1913.327442782836	315.489622650634	3.0173945012998398	-0.017178974523261115	20.84409760353007	0.27201992701950917	0.21491098362690708	0.26173237913306086	0.2513367102205227	6.783489191569382E-4	6.783489191569384E-4	-3846.8914532019435	0.0	-73.82195419231277
70000	-3931.6617756108008	-77.8579050694787	-3853.803870541322	78.34028572900517	1915.6597142709948	307.59866819795593	3.2035491718426488	-0.013169922771074205	13.458732297926456	0.3024611238702035	0.20194707763288355	0.26094709352895634	0.2346447049679563	6.746394627923071E-4	6.746394627923073E-4	-3853.803870541322	0.0	-74.06769665653731
71000	-3930.0244297466184	-75.9506138675249	-3854.0738158790937	69.42466367880358	1924.5753363211963	281.0607232635254	2.9099941866366508	-0.01316410699230497	17.90618406156854	0.29686932212546974	0.2176670088623887	0.25543156474197837	0.23003210427016293	7.767622799741626E-4	7.767622799741624E-4	-3854.0738158790937	0.0	-72.32744507764234
72000	-3929.6072089868953	-79.30348927075792	-3850.3037197161375	70.74287694612545	1923.2571230538745	287.759129278629	2.6561132423717666	-0.01316410699230497	17.092553739582474	0.30351611252372734	0.1973230525222136	0.26177689785529396	0.23738393709876487	7.168574965595722E-4	7.168574965595723E-4	-3850.3037197161375	0.0	-76.55274205407746
73000	-3928.3498127321063	-76.2906637926801	-3852.059148939426	62.35851629674845	1931.6414837032517	250.45460611540648	2.46630066741153	-0.04723434384526759	20.117638286139112	0.2867615848644664	0.2284638614495493	0.2389638467001521	0.24581070698583193	7.682213852089864E-4	7.682213852089864E-4	-3852.059148939426	0.0	-73.53864537122091
74000	-3924.4426593408634	-74.18527866566205	-3850.257380675201	64.18956481976355	1929.8104351802365	239.6167498847551	2.0639301940266335	-0.04723434384526759	24.30036581693772	0.28868181215762606	0.21060176179185316	0.24633528046594877	0.2543811455845716	8.144645582674985E-4	8.144645582674983E-4	-3850.257380675201	0.0	-71.84828575042867
75000	-3921.1163090747823	-71.16314612479601	-3849.953162949986	63.13739692690493	1930.862603073095	232.40368986079446	2.1548812038127094	-0.04183437486646002	13.135580891379881	0.2898851703364135	0.19441151731648798	0.25340878574984066	0.2622945265972574	9.088109614654754E-4	9.088109614654754E-4	-3849.953162949986	0.0	-69.91004370662854
76000	-3921.065659312636	-71.89269053364242	-3849.1729687789934	60.3008973455118	1933.6991026544881	228.7949839027043	2.378159765918835	-0.04183437486646002	13.856851487803869	0.279586376397052	0.21299568373234593	0.24730473305962747	0.260113206810974	9.422343168991501E-4	9.422343168991505E-4	-3849.1729687789934	0.0	-69.99500854933488
77000	-3928.408221202547	-73.8120413546955	-3854.5961798478515	62.46384083268656	1931.5361591673134	251.54686622202698	2.2093447793271963	-0.03780777445240968	18.926370232316238	0.28553592394684035	0.21835344364990508	0.2589129657308017	0.23719766667245226	9.186777264938978E-4	9.186777264938979E-4	-3854.5961798478515	0.0	-71.68227099857107
78000	-3928.2260702486155	-77.52312256745762	-3850.702947681158	64.7603819924544	1929.2396180075457	261.8115535371253	1.7792814707707254	-0.056943835350571126	19.217944402318732	0.29308181684005	0.19916567388908635	0.25845923876207616	0.2492932705087868	7.864732401503547E-4	7.864732401503547E-4	-3850.702947681158	0.0	-76.32041557816113
79000	-3920.3933318537693	-75.41092792109043	-3844.982403932679	68.40138574182437	1925.5986142581755	269.6235433471399	2.8343189367629247	-0.014926234134770233	16.146165734564754	0.28118029874492434	0.19961340759417126	0.263576918065825	0.25562937559507876	7.843125723577283E-4	7.843125723577284E-4	-3844.982403932679	0.0	-72.20945384154837
80000	-3927.9569170341415	-73.11315902381577	-3854.843758010326	64.6694128784146	1929.3305871215855	239.89966760309602	3.028976304214436	-0.014926234134770233	21.112705805053714	0.27374577686668916	0.21678433656563534	0.2714712234686731	0.23799866309900178	9.025402041558906E-4	9.025402041558904E-4	-3854.843758010326	0.0	-68.61033967519249
81000	-3928.4707166885983	-73.0864646445884	-3855.38425204401	62.28334739590491	1931.716652604095	238.26955309971913	2.2385525187186532	-0.014926234134770233	11.247512476605035	0.26253239031505055	0.2104450011900335	0.27034164439203257	0.25668096410288277	9.205830500926929E-4	9.20583050092693E-4	-3855.38425204401	0.0	-71.97828392741917
