# BEAST v1.10.5 Prerelease #23570d1
# Generated Tue Oct 27 10:05:04 AEST 2020 [seed=1603757075952]
# keywords: discretized_branch_rates
state	joint	prior	likelihood	treeModel.rootHeight	treeLength	tmrca(KanyaraMantharta)	tmrca(Kartu)	tmrca(Marrngu)	tmrca(Ngayarta)	tmrca(NgumpinYapa)	tmrca(SouthWest)	tmrca(ThuraYura)	tmrca(Wati)	birthDeath.meanGrowthRate	birthDeath.relativeDeathRate	birthDeath.sampleProbability	bcov.alpha	bcov.s	frequencies1	frequencies2	hfrequencies1	hfrequencies2	bcov.alpha.2	bcov.s.2	frequencies.21	frequencies.22	hfrequencies.21	hfrequencies.22	alpha	WPN_cognates_2020-10-12.ucld.mean	WPN_cognates_2020-10-12.ucld.stdev	biphone_binary_2020-10-12.ucld.mean	biphone_binary_2020-10-12.ucld.stdev	WPN_cognates_2020-10-12.meanRate	WPN_cognates_2020-10-12.coefficientOfVariation	WPN_cognates_2020-10-12.covariance	biphone_binary_2020-10-12.meanRate	biphone_binary_2020-10-12.coefficientOfVariation	biphone_binary_2020-10-12.covariance	WPN_cognates_2020-10-12.treeLikelihood	biphone_binary_2020-10-12.treeLikelihood	WPN_cognates_2020-10-12.branchRates	biphone_binary_2020-10-12.branchRates	speciation
470000	-21945.74421545307	-1041.9534452950786	-20903.79077015799	6957.06946146231	120388.31352648475	2976.842787532409	4673.06839086721	2220.949209632822	4207.337451673703	2211.4151693719577	1912.9187920368495	3495.025320993958	3021.392371918197	4.914088493799512E-4	0.0	0.537	0.234782688697095	0.13262197220348867	0.9022419011330907	0.09775809886690967	0.5	0.5	8.720369806150914E-4	0.14906868054674347	0.694619991267098	0.3053800087329016	0.5	0.5	0.30688840042385707	9.786695015810778E-5	1.9169398131933685E-4	7.208125533248975E-5	1.904975380287609E-4	5.687757729880625E-5	1.7313924948449648	0.15096404923902296	3.819075691221064E-5	1.498234927414978	0.011437061885391854	-11212.866330315886	-4684.701821634154	-383.0738674778016	-383.0738674778016	-381.06400497315104
480000	-21964.870227392148	-1048.5022160757796	-20916.36801131637	6918.316964598487	124075.68667914424	3008.0708848319887	4520.178714564695	2203.6023188716554	4258.607586316054	2371.0834765941504	1863.550252603656	3957.1305365264543	3023.5961227331113	6.257370184973929E-4	0.0	0.537	0.19698948958429185	0.13956857709803272	0.8990656589187007	0.10093434108129971	0.5	0.5	5.642054558671158E-4	0.15127474752981193	0.6808543098226305	0.31914569017736893	0.5	0.5	0.3157081719635466	9.93691659274187E-5	2.0045616945215061E-4	7.723640557529933E-5	2.0348603384843752E-4	5.791307376425906E-5	1.7216566965317417	0.13094895945244747	4.096190705337259E-5	1.5402567439483792	-0.01278647977573423	-11218.723150291102	-4688.995733730105	-383.0738674778016	-383.0738674778016	-384.341576585702
490000	-21992.665748721298	-1045.4052992458378	-20947.26044947546	6970.214243719404	127237.41803302718	3148.141664982582	5143.697154727882	2261.453700160303	4194.210504043081	2574.120680830894	2348.927486082853	3750.8332000837995	3035.924280097135	4.5603316444482375E-4	0.0	0.537	0.21826677829353847	0.15008524206387372	0.8962781939453086	0.1037218060546918	0.5	0.5	0.0015756925340998926	0.19685216010553253	0.6593017353654327	0.34069826463456704	0.5	0.5	0.38498300997960816	9.539583452263568E-5	2.120061727279919E-4	6.960109624639952E-5	1.957885109006694E-4	5.501694163833439E-5	1.7915360781828342	0.11487300917187926	3.404569954887783E-5	1.146899419181444	0.10493935175300377	-11215.559454135986	-4690.856348101164	-383.0738674778016	-383.0738674778016	-383.3496949385972
500000	-21997.016041321163	-1046.2676386997305	-20950.748402621433	6918.486804132862	125424.26270057364	3018.394289134077	4316.530951544244	2236.9004922090944	4252.009764149525	2517.8649942449792	2102.334201637465	3642.086737582162	3021.348766383665	4.2498103272539775E-4	0.0	0.537	0.22702711067642325	0.14434431989227656	0.8977796873398464	0.10222031266015405	0.5	0.5	8.341121920906357E-4	0.17319971377856774	0.6948197324085456	0.3051802675914543	0.5	0.5	0.36474482817898907	9.48820709827973E-5	2.0944123404741528E-4	6.890326386414892E-5	1.5166377229303143E-4	5.340469940351266E-5	1.7567524660376785	0.13765981841797223	3.8404239405548724E-5	1.3111574488862965	-0.023822614317541305	-11225.981111656505	-4686.311850744612	-383.0738674778016	-383.0738674778016	-383.08397400004174
510000	-22015.022653720825	-1046.2105582982667	-20968.81209542256	6994.425980666606	125865.12834135417	2869.0783197853275	4484.776643715027	2401.6677281483185	4326.205713901493	2745.433811053723	2176.8013790588584	3592.440172806287	3074.2961177276175	3.6477893386209384E-4	0.0	0.537	0.22476265742694407	0.1465576833858896	0.9002525607862615	0.09974743921373906	0.5	0.5	0.004658322677629984	0.14608268138866543	0.6379000180264519	0.36209998197354787	0.5	0.5	0.3611052478945791	9.857893140594124E-5	2.4003302205305454E-4	7.06938187556228E-5	1.5631405710757367E-4	5.300425898558951E-5	2.0222348189793844	0.23407214508786028	4.071400840881516E-5	1.1764128536004144	0.05686527455118773	-11223.85493149434	-4707.199524341481	-383.0738674778016	-383.0738674778016	-384.77028436343664
520000	-21990.991926664312	-1044.6070422296905	-20946.38488443462	6765.441381276891	127599.01735859632	2882.574577199069	4305.535009883827	2574.2682986142463	4245.632961417743	2762.6309675236166	2407.3982585323406	4043.145543232129	3037.5886629478327	4.6256259847325237E-4	0.0	0.537	0.2542728124830255	0.0935371280996803	0.9050084266027902	0.0949915733972102	0.5	0.5	0.0018019106891699278	0.15645452201041135	0.6496087467182529	0.350391253281747	0.5	0.5	0.35896431206001905	9.428736716769402E-5	2.2286777131159748E-4	6.539077053875155E-5	1.6361592558067334E-4	5.304161285686043E-5	1.9670500622593843	0.2494919765844942	3.2324756559685035E-5	1.2871394386897925	-0.03461372217481499	-11226.181154555605	-4685.962715671356	-383.0738674778016	-383.0738674778016	-383.06207833304825
530000	-21996.350766459127	-1041.0335347411685	-20955.31723171796	6990.403550090452	127676.78865816265	3337.2056368358	4844.069801083754	2344.660844281134	4298.578241907595	2359.5919471567477	2131.17996802185	3795.613070047535	3052.6203237670356	4.389616237218824E-4	0.0	0.537	0.19728364633681794	0.12639508968342963	0.8952772391434721	0.10472276085652837	0.5	0.5	0.002362673560795473	0.12812465480825785	0.6787586771383615	0.32124132286163837	0.5	0.5	0.3293228448596842	9.954147955416758E-5	2.52601497184344E-4	8.608884057812836E-5	2.107445888621311E-4	5.276709534487502E-5	2.08477970172273	0.21674767158254574	4.274044775815395E-5	1.1626041322056835	-0.12711514834022317	-11234.401398954424	-4706.6761357557625	-383.0738674778016	-383.0738674778016	-383.3480230312599
540000	-22001.98166034284	-1043.7007665643664	-20958.280893778476	6697.8290631706395	125347.52631575729	3193.8496887823717	4631.520761362663	2677.5194261694655	4320.3366213486	2495.5048944319315	2021.5962314474677	3662.2421717700245	3018.056325707607	4.583202788175301E-4	0.0	0.537	0.253444125455186	0.1149046217535211	0.9021048083285627	0.09789519167143793	0.5	0.5	0.002645180228991607	0.10558221545408426	0.6777037319904488	0.322296268009551	0.5	0.5	0.29142338166165194	9.950718027700476E-5	2.5171904281546045E-4	6.898262491894874E-5	1.4237745222739345E-4	5.4434122482644294E-5	2.06979246166237	0.2141868312928726	3.783992485520142E-5	1.0924096010886635	-0.056150550320557664	-11215.243633942917	-4700.629930481169	-383.0738674778016	-383.0738674778016	-382.2986633223496
550000	-21991.483118598037	-1045.0745967309679	-20946.40852186707	6885.531438195878	128830.29960726562	3308.1677390922	4479.671007165198	2271.867534918926	4380.744843824245	2671.3681481654066	1894.1899997015514	3973.136489931616	3032.67763676629	5.262213917990789E-4	0.0	0.537	0.2439775403790645	0.11397224760504414	0.9006708837025784	0.09932911629742203	0.5	0.5	0.0011881663969499148	0.18118024747130967	0.693728045048688	0.30627195495131176	0.5	0.5	0.33778071361329143	9.906939084744613E-5	2.568891177093404E-4	6.026588533154466E-5	1.3249281410366583E-4	5.1015311274110984E-5	2.014251931585537	0.21802883352244437	3.505525891876278E-5	0.9896762256116183	0.22319725742552587	-11220.178426161923	-4705.13383152106	-383.0738674778016	-383.0738674778016	-383.815916411584
560000	-22012.706749433735	-1046.833713893794	-20965.873035539942	6935.481430659822	133354.6331633053	3229.9756450530153	5461.537899139787	2241.352897325255	4534.778101124524	2790.835538967435	2180.776677493515	4225.194358350111	3105.5654249355525	4.93623630232516E-4	0.0	0.537	0.22753063578549051	0.10913099176904979	0.8945682182100317	0.10543178178996887	0.5	0.5	0.0056577063330776785	0.1158520174784921	0.6820721484851473	0.31792785151485237	0.5	0.5	0.36760032566659384	9.815240246155676E-5	2.3838134908700994E-4	6.726193546025893E-5	1.3338959271206073E-4	5.321552509077519E-5	1.988545063795602	0.12305733281111217	3.7247308359214876E-5	0.9708548507165109	0.063097297452796	-11219.207883630772	-4705.270067812862	-383.0738674778016	-383.0738674778016	-385.20877325802076
570000	-22000.87499158508	-1052.6607382658217	-20948.214253319256	6885.476399890123	135750.15246810636	3345.793137103796	5399.434784947202	2651.987042272667	4843.928163497324	2732.795497759446	2372.944454562123	4332.087915161947	3109.5611749742056	4.165829125572369E-4	0.0	0.537	0.19838260663486534	0.1283704594447798	0.8947879768834649	0.1052120231165356	0.5	0.5	0.002809270883286503	0.16358233119755983	0.6839848350010544	0.31601516499894516	0.5	0.5	0.3436365041485345	9.951181237592638E-5	2.75696370603292E-4	5.074630243211613E-5	9.478538663957978E-5	5.324238086541754E-5	2.0322502470563024	0.13000005461547237	3.003232786480381E-5	1.1968565562083804	0.15610386215207156	-11228.616680010167	-4688.3264864372	-383.0738674778016	-383.0738674778016	-385.7554428042415
580000	-22016.64731295227	-1050.4485358521265	-20966.198777100144	6937.670464518061	133809.71646891942	3194.3560054780187	5471.890486354226	2267.89871125361	4587.9863277810155	2781.6753817139397	2472.0134466957375	4494.911747650392	3073.4343364778165	4.409427103957985E-4	0.0	0.537	0.16638497120366127	0.117117707789091	0.8931529123367867	0.10684708766321382	0.5	0.5	0.001575798400088307	0.1578443207429579	0.6588711132715118	0.3411288867284877	0.5	0.5	0.31973897783440963	9.659622256309784E-5	2.431347316010823E-4	5.500674922470402E-5	9.071333987011435E-5	5.674911320215773E-5	1.926321596648266	0.09851785172364776	3.557806180188173E-5	1.1725665323750127	0.0072311151883067085	-11222.827326351093	-4693.566763602897	-383.0738674778016	-383.0738674778016	-385.05372907407104
590000	-21998.15408082077	-1040.912053268248	-20957.242027552522	6957.713356686527	133307.91100616544	3554.4750920065253	5080.619540813779	2699.9533687521907	4821.145605133693	2653.4869112574734	2156.459279716237	3866.1603982377974	3185.980434160768	4.454478032571497E-4	0.0	0.537	0.15071513518917917	0.1312288761494542	0.8922674844743614	0.10773251552563909	0.5	0.5	0.0011869499050230932	0.228172471241767	0.693282036438181	0.3067179635618186	0.5	0.5	0.34916676629025317	9.621377842532768E-5	2.588877464277039E-4	5.700253493868193E-5	1.2187201037653362E-4	5.7076073147221265E-5	1.9355004403217113	0.14273075615171082	3.1019895634151284E-5	1.3046976355876847	-0.007841941055668716	-11236.874680155084	-4700.454305165754	-383.0738674778016	-383.0738674778016	-385.11024449211754
600000	-22011.317155618406	-1046.2223392047133	-20965.094816413693	6846.808143339928	130067.90777243886	3222.83468138669	5439.3499923625	2382.2698881047754	4319.928251445163	2270.7654998173302	2500.318033848195	3607.7173826261223	3043.5049892830734	4.29586879749671E-4	0.0	0.537	0.23443750995545642	0.16169809503676114	0.8978143062372301	0.10218569376277042	0.5	0.5	0.0019936355525616923	0.18300396628336404	0.6924574074236967	0.30754259257630284	0.5	0.5	0.3401238562588021	9.997928013775221E-5	2.958145129440758E-4	5.784013851896949E-5	9.353782613094625E-5	5.497814050172581E-5	1.9565815637363586	-0.035390307335751464	3.547064913364717E-5	1.2564900996532995	-0.08817050757373611	-11225.975538442439	-4707.153869790627	-383.0738674778016	-383.0738674778016	-384.3246424718007
610000	-22049.216180676383	-1049.5985043353344	-20999.617676341048	6919.76972222443	130762.34883008263	3108.0641582844755	5130.625979560391	2276.7565251741203	4607.1409358670935	2283.301572014587	2390.7590066603307	3726.52235733567	3072.4790215034354	4.4874226463372305E-4	0.0	0.537	0.17555540169699166	0.11099207935448065	0.894464894709703	0.10553510529029753	0.5	0.5	0.004105076198109806	0.15826392424241914	0.6828730034664088	0.3171269965335907	0.5	0.5	0.34315204180198255	9.583021280302657E-5	2.5584543226932384E-4	5.924921095624352E-5	1.0984242424429366E-4	5.5566621501950825E-5	1.9446006998437346	-0.022261563524907376	3.65294370556015E-5	1.3036812404427713	-0.021802422539782266	-11226.852423992495	-4697.818813439887	-383.0738674778016	-383.0738674778016	-384.3726422617011
620000	-21995.756409999398	-1046.1249389733937	-20949.631471026005	6941.664537830875	131467.23796126578	3294.448784601259	5449.681854033929	2808.5043432681346	4495.659555645063	2332.533851566549	2313.119905221653	3513.3571418071124	3025.478879958066	4.423195983779576E-4	0.0	0.537	0.18580192032676357	0.10870953986933776	0.8985263759567618	0.10147362404323881	0.5	0.5	0.0031775055668668696	0.18797559150033902	0.6715063780238167	0.3284936219761827	0.5	0.5	0.3391122023914169	9.323948966905446E-5	2.541318768890627E-4	6.0660061494896705E-5	1.4516116172295113E-4	5.535345841780223E-5	1.8690521669963402	-0.006547246211262707	3.251777470325153E-5	1.3144508424957186	-0.13112023329854272	-11228.760921817113	-4689.722851641287	-383.0738674778016	-383.0738674778016	-384.6361724361823
630000	-21984.11501245376	-1048.9752037962367	-20935.139808657525	6798.094575348768	135080.4005011775	3582.0778053661134	5427.224079386168	2543.957599713529	4755.130134933832	2492.9420917501207	2288.1235077439264	3677.7989950592832	3056.2331948573137	5.365849499361206E-4	0.0	0.537	0.21688159490273243	0.12326613860793377	0.8957804552583853	0.10421954474161527	0.5	0.5	0.0019775567956453045	0.14566731519137446	0.6807681511554111	0.31923184884458833	0.5	0.5	0.3214254469501125	9.360288951328458E-5	2.761847962896136E-4	6.768785317950415E-5	1.4259565725000466E-4	5.339486085292124E-5	1.8780691151777933	0.18895341849865768	3.921463220005429E-5	1.1312337252513875	0.04740216754458482	-11213.55657425537	-4697.746591723673	-383.0738674778016	-383.0738674778016	-386.671616621081
640000	-21986.60383423902	-1043.513004088192	-20943.090830150828	6939.319363782175	129927.49293148023	3413.002231855273	4869.849686662875	2483.3413898189847	4692.903124346814	2466.1542476663476	2247.405158121973	3602.255258217749	3179.5990203424353	4.719504656829335E-4	0.0	0.537	0.23846380510460666	0.13075264032820155	0.8978061900338283	0.10219380996617214	0.5	0.5	0.007272236557601393	0.17614706123121146	0.7033742379080024	0.2966257620919971	0.5	0.5	0.36064868984845083	9.346005134058797E-5	2.614270602653966E-4	5.8925433271636345E-5	1.1563229306578764E-4	5.142435864514772E-5	1.795487560232758	-0.08129009037604548	3.6430285223958244E-5	1.0271576970026406	0.0011956154467181457	-11220.710023563328	-4707.704214771506	-383.0738674778016	-383.0738674778016	-383.9708767966636
650000	-22034.311790026866	-1047.2396258719846	-20987.07216415488	6952.667115787013	131127.34601732553	3322.277541697817	4326.133954710343	2400.354006442014	4464.796904645619	2543.6874262587844	2225.8462335402837	3580.600887474193	3237.4782630097347	6.10587882458499E-4	0.0	0.537	0.14473416065072683	0.1594820462117832	0.8930784878750522	0.10692151212494821	0.5	0.5	0.00241535203934548	0.13419062336414614	0.700631022641154	0.29936897735884566	0.5	0.5	0.3179875970126269	9.864781463104027E-5	2.9851266703897204E-4	6.109162941484891E-5	1.1447880196774265E-4	5.497055125988345E-5	1.8119515285937418	-0.07885693382164986	3.716147414642593E-5	1.0432181319138296	0.09670435740826468	-11226.758127838915	-4704.501867515914	-383.0738674778016	-383.0738674778016	-386.6594253465847
660000	-22044.979061026817	-1045.9361468875825	-20999.042914139234	6953.775080723081	128114.04025479547	3222.9023778386154	4483.567572257001	2620.870464380223	4311.995681217905	2517.8239889549386	1860.1519733802138	3548.098920369453	3033.770932012637	5.072395226241168E-4	0.0	0.537	0.2071045920396815	0.1599075183080544	0.8986466022672082	0.10135339773279245	0.5	0.5	0.0012038798189696724	0.1304527579842007	0.6664864840143581	0.3335135159856416	0.5	0.5	0.32277391056339166	9.946887510208249E-5	3.450558326747239E-4	7.270331628647627E-5	1.0976573982527638E-4	5.1804339728830185E-5	1.8402236866938202	-0.044281472980200125	4.230403135839229E-5	1.121037068724139	0.033842322700520885	-11231.295922017258	-4697.563117372161	-383.0738674778016	-383.0738674778016	-383.19154877124356
670000	-21969.523132051374	-1040.8171766690639	-20928.70595538231	6951.5831766990395	125722.60312806418	3253.637588990848	4725.78087185391	2589.3695965611537	4248.443702837335	2440.124323251486	2376.7148358195996	3249.9529441957648	3057.5603708753974	5.230046665527969E-4	0.0	0.537	0.20547610343536432	0.14713381325074687	0.8978681827096765	0.10213181729032397	0.5	0.5	2.1626425456833968E-5	0.19479568642183825	0.6889514331582852	0.31104856684171434	0.5	0.5	0.31953845362636824	9.853278455082986E-5	3.240658730985767E-4	6.325154485417233E-5	1.1499890968610101E-4	5.202269356361204E-5	1.8390026729245024	0.028180254117083997	3.3648297587732126E-5	1.1802344106980298	0.1750710732023238	-11219.5158709933	-4689.9270501489955	-383.0738674778016	-383.0738674778016	-382.55981113886094
680000	-21972.029798190466	-1043.7470933838683	-20928.2827048066	6848.112362057215	129814.42325460486	3401.245591997302	4684.066964594613	2582.1600239337313	4515.873158456054	2448.2638682559386	2445.100424145728	3820.180464475511	3127.0676595607188	5.164017438860318E-4	0.0	0.537	0.23733035163084493	0.13923062648229095	0.8998348790445063	0.10016512095549418	0.5	0.5	0.007993905626995045	0.14836215638125985	0.6674834567789287	0.33251654322107094	0.5	0.5	0.3777906902415163	9.75725017388663E-5	3.404701145371764E-4	6.085728012684079E-5	8.950179894424373E-5	5.207093965050509E-5	1.8950328310670317	-0.029829410008392274	3.5551076834969857E-5	1.152520475713241	0.24562712447575674	-11222.347805712154	-4701.323067516297	-383.0738674778016	-383.0738674778016	-383.92308576590756
690000	-22016.759953897825	-1046.0359578955013	-20970.723996002325	6969.869913945538	129378.56879698514	3454.576476904611	4921.710158092245	2397.372957073943	4735.96581802686	2220.8704842678962	2352.656829111226	3498.5905873054135	3126.7747122151313	4.072410983536122E-4	0.0	0.537	0.16244540896937867	0.12444676465069447	0.8952487571380008	0.1047512428619997	0.5	0.5	0.002608770895042197	0.13524718469457275	0.7114904536871376	0.288509546312862	0.5	0.5	0.3518872753512989	9.576194898251168E-5	3.1042035362827266E-4	6.817495968918037E-5	1.0691265718162357E-4	5.438612483630421E-5	1.7478159512850153	7.270830574131188E-4	3.68543370767982E-5	1.2024692838500415	0.0020151398494956682	-11223.93050287027	-4711.568785114944	-383.0738674778016	-383.0738674778016	-384.34339552350485
700000	-22040.48444198999	-1048.1750722278312	-20992.30936976216	6920.8234303875	128331.43295048027	3438.834016911898	4601.117455736369	2419.2183124986	4488.3042530432185	2413.2070465647275	1940.833184131474	3731.0797712810527	3085.9205931037013	4.738107205300752E-4	0.0	0.537	0.24667244265124966	0.12757425958642737	0.8981096062736655	0.1018903937263349	0.5	0.5	0.006496149411521616	0.15747085468029226	0.6707506353857842	0.3292493646142154	0.5	0.5	0.35595754683242997	9.487493911181575E-5	2.914026106367396E-4	7.621672084981828E-5	1.1800186598346258E-4	5.14569301333494E-5	1.7554518874963785	-0.017544174555648332	4.1663823688314676E-5	1.2613121524384947	0.0038838844222835473	-11239.955949800797	-4696.783905789626	-383.0738674778016	-383.0738674778016	-383.39698168747503
710000	-21969.750329730858	-1051.1063437820958	-20918.643985948762	6985.259703882892	131717.51415914897	3531.7140877658294	5070.574284199427	2431.4348958458568	4709.135691490308	2281.090640797319	2070.6690570094424	3716.8209010595324	3014.9146253256317	4.1978401046706155E-4	0.0	0.537	0.30260410022653533	0.13728909433968256	0.9054710219447059	0.09452897805529462	0.5	0.5	1.378941396458261E-4	0.18060754565130344	0.6563800469183615	0.343619953081638	0.5	0.5	0.2992802839411616	9.404862385676901E-5	3.657596173530763E-4	5.470134601460094E-5	7.409729357269441E-5	4.784229592838155E-5	1.9278852635941581	-0.017255192567701198	3.047379633673504E-5	1.1672297148813462	-0.044595417510008104	-11217.679987845724	-4684.3007364524055	-383.0738674778016	-383.0738674778016	-384.80755428285465
720000	-22003.93342603519	-1048.2771694457888	-20955.656256589402	6943.800762020313	130039.22059395011	3209.2725978014932	4841.14081457115	2628.905000125292	4805.912634141875	2482.537992248417	2151.9979588691335	3790.0695338155087	3076.5059031616383	4.422866830938998E-4	0.0	0.537	0.3041926654700342	0.14667875766866476	0.9003981887850752	0.09960181121492524	0.5	0.5	6.0008524429869545E-5	0.15687954290237413	0.664872562196032	0.3351274378039676	0.5	0.5	0.41015824555631686	9.783919979091748E-5	4.067675422147888E-4	6.380309325839384E-5	9.05721756427979E-5	5.033750633646185E-5	1.9587781546245235	-0.008024518213542034	3.598011893978485E-5	1.2213602032523683	-0.015764904391812638	-11224.974122514148	-4693.886053434718	-383.0738674778016	-383.0738674778016	-384.0253079450848
730000	-21998.002367322446	-1047.9283253717254	-20950.07404195072	6707.209703092975	128548.01339538701	3402.8438519761917	4967.384254282507	2409.067961795236	4777.668450219956	2396.957364659031	1787.506120466596	3774.236635022119	3027.547827100722	4.95162304947995E-4	0.0	0.537	0.2577883084033303	0.11600391890395334	0.9020393376534362	0.09796066234656418	0.5	0.5	8.566923327319691E-4	0.15909816622022677	0.7032786455336815	0.29672135446631814	0.5	0.5	0.3822307178020899	9.769702531236544E-5	4.2688928391924305E-4	6.424148728776848E-5	9.644130482324602E-5	5.006294791077679E-5	2.0607847668268526	-0.008240606451489158	3.7779994393416295E-5	1.167572252640908	0.19625030512522934	-11217.214146817452	-4696.418912574946	-383.0738674778016	-383.0738674778016	-383.5786850889753
740000	-21978.41446766907	-1046.8474573246142	-20931.567010344457	6929.373471853287	128305.056059974	2868.645393147585	4961.099110963749	2589.7315811735025	4739.097393005338	2605.853919041305	2270.233437181086	3521.871561179473	3049.3394607389228	4.654424386182927E-4	0.0	0.537	0.2971685989513485	0.1372562339270565	0.9019082520980041	0.09809174790199635	0.5	0.5	8.895955145066125E-4	0.11979521191548868	0.6787130638465315	0.321286936153468	0.5	0.5	0.281637235861663	9.923865209960005E-5	3.796418162033325E-4	6.276288897242964E-5	8.187386568927681E-5	5.355719414950967E-5	2.003852708403802	-0.11166887716117078	4.1537543889655595E-5	1.0542887626727226	0.029048023530456313	-11224.922357671123	-4703.866888888262	-383.0738674778016	-383.0738674778016	-383.35320443329186
750000	-22014.853859346156	-1044.8095256725805	-20970.044333673577	6848.726363982734	131451.9216929657	3218.9911260215354	4732.645617147774	2684.8814620719922	4445.7036763600245	2652.232720644619	2436.6180922490134	3869.127779033796	3113.389633626832	3.5112747834188494E-4	0.0	0.537	0.24073634791777118	0.12639935724214482	0.9011674078045278	0.0988325921954727	0.5	0.5	0.011090821142553362	0.1601060049303964	0.7081976954596051	0.2918023045403945	0.5	0.5	0.3103045933496172	9.803449141165027E-5	3.766322384381385E-4	6.712011550459713E-5	1.1161543060221845E-4	5.006660444448167E-5	2.081163596709338	-0.13569549445958298	4.10639928982843E-5	1.1931115846648772	0.0037070418433482783	-11224.167368886418	-4707.745407770586	-383.0738674778016	-383.0738674778016	-386.45583706494034
760000	-21986.718758251223	-1046.9882826151597	-20939.730475636065	6869.804202079044	126407.95247768787	2930.9467159249416	4078.8857986927383	2576.2666703005993	4197.14921011565	2569.8179002571096	2154.809015945949	3531.372506146859	3018.520936451437	4.842425576793917E-4	0.0	0.537	0.2150345472489961	0.16008731003528792	0.8986324757702104	0.10136752422979012	0.5	0.5	0.0017192700618143802	0.11995576162814456	0.6657371479772414	0.3342628520227582	0.5	0.5	0.38120610157559515	9.773416308413887E-5	3.750505034633216E-4	6.147064264013043E-5	9.225940390912757E-5	5.302095951545692E-5	2.128702747473395	-0.08873792843538444	3.977456702250215E-5	1.0193555016852056	0.07999831532969742	-11221.025558917334	-4700.422474688817	-383.0738674778016	-383.0738674778016	-382.7064194121165
770000	-21981.514196274424	-1045.5355001601913	-20935.97869611423	6921.890297442157	125519.1000853627	3217.9871368399417	4811.487277312708	2476.054571939826	4237.8691765311805	2507.68693457956	2217.4438409370523	3377.213800956933	3090.32013615472	5.388801447422328E-4	0.0	0.537	0.2677597891850669	0.11475559541489777	0.8995375588065223	0.10046244119347798	0.5	0.5	9.411714752633378E-6	0.16341004105477666	0.6730779069017447	0.3269220930982548	0.5	0.5	0.2948881619902828	9.995841370296604E-5	3.7183690042261105E-4	6.252464108754117E-5	9.88584764883085E-5	5.477485387498784E-5	2.2228485288314204	-0.022845342489916223	4.032890811638542E-5	1.2607886630524119	-0.06317754643479578	-11214.808450127864	-4701.626454906006	-383.0738674778016	-383.0738674778016	-383.04452561994333
780000	-22005.660234986182	-1045.4320710334387	-20960.228163952743	6983.401395658035	125740.08762477417	3101.755083780294	4756.39673814075	2400.2029794251725	4181.224855280343	2409.0063397770473	2174.5754850187054	3579.4424164667316	3026.71616347822	4.7820256380624453E-4	0.0	0.537	0.23533474350125405	0.16622941654476248	0.9005750952889754	0.09942490471102508	0.5	0.5	0.004570639792979289	0.15538088768546024	0.6834210765732729	0.3165789234267267	0.5	0.5	0.31255495542488476	9.744000789044425E-5	3.2376250511958847E-4	6.135923335110993E-5	1.0113126499855444E-4	5.555873651152465E-5	2.0087945117357835	-0.10173184891886819	3.707872880777821E-5	1.1137896864297638	-0.13128863903144952	-11217.760741929378	-4702.1415224063185	-383.0738674778016	-383.0738674778016	-382.6918590544811
790000	-21994.111057799324	-1046.008157654979	-20948.102900144346	6948.571734880187	124824.96052424735	3008.367125901426	4446.948675017219	2538.4858864952776	4181.183150106449	2258.6226137756476	2422.179729453918	3896.464025230765	3060.2688229317573	5.177666423897666E-4	0.0	0.537	0.31904764280117975	0.1535938019363377	0.9020936610630688	0.09790633893693178	0.5	0.5	0.002502581277840535	0.1578105675608471	0.6620640865393398	0.3379359134606599	0.5	0.5	0.3340172528569356	9.760822508597986E-5	3.351775836104507E-4	5.4234493565906884E-5	6.490175556301446E-5	5.450743997618524E-5	1.9821887047188198	-0.08843837030674973	3.942338122982482E-5	0.9190502783831209	0.010413369739911351	-11221.330430131862	-4703.359277589241	-383.0738674778016	-383.0738674778016	-382.3527453454881
800000	-21981.5241489562	-1041.761075302191	-20939.76307365401	6955.07289884941	126683.26690051192	3192.2255664349914	4610.000930116627	2300.7628091374477	4370.056234896067	2287.0929237567298	2043.6822169329905	3852.4683128916217	3065.3333640387527	4.3350371876332567E-4	0.0	0.537	0.25752965707088515	0.12447832581821294	0.9058919916076263	0.09410800839237429	0.5	0.5	0.007293062455156726	0.1613040291812802	0.7030128711513588	0.2969871288486408	0.5	0.5	0.39117940797740125	9.227826198041604E-5	3.111864820829302E-4	5.101469287905755E-5	6.624342668842082E-5	5.222279864516947E-5	1.9543235304407254	-0.08987417446255563	3.7612965233991074E-5	1.022325017496789	0.055442644992145906	-11224.354682564757	-4705.980399504205	-383.0738674778016	-383.0738674778016	-383.2146561213568
810000	-21995.512322068116	-1043.861265519065	-20951.65105654905	6907.623961553543	124788.43715340321	2984.590602976026	4888.511006027893	2391.5563920859736	4288.71027719289	2326.468288760255	2419.595175794391	3856.2690268768506	3012.9001616994906	5.047434526070925E-4	0.0	0.537	0.2438645289897243	0.12596919400008186	0.901499640071311	0.09850035992868955	0.5	0.5	0.0015018491528369356	0.16367034211379974	0.6698556984284643	0.3301443015715353	0.5	0.5	0.29224066374341173	9.642440545553136E-5	3.341938478995825E-4	5.4743211606335896E-5	8.577891343886104E-5	5.05853832828563E-5	1.8988210726089354	-0.04650531786629218	3.9532098224746086E-5	1.2120825918665348	-0.016043768724943768	-11218.598118932556	-4694.997000016482	-383.0738674778016	-383.0738674778016	-382.34940970972343
