PathParameter	MeanPathLikelihood	MLContribution
0.0000	-33714	22.107
2.1715e-06	2.0394e+07	403.72
2.1888e-05	2.0559e+07	1288.5
8.4561e-05	2.0559e+07	2797.1
0.00022061	2.0559e+07	5007.2
0.00046416	2.0560e+07	7980.6
0.00085232	2.0560e+07	11771
0.0014248	2.0560e+07	8647.0
0.0022237	1.0892e+06	572.71
0.0032929	-17887	-24.568
0.0046784	-17576	-30.285
0.0064280	-17044	-36.454
0.0085909	-16664	-43.916
0.011218	-16770	-52.135
0.014361	-16401	-60.742
0.018075	-16314	-70.784
0.022413	-16318	-81.653
0.027432	-16217	-93.022
0.033190	-16095	-105.20
0.039745	-16006	-117.87
0.047156	-15805	-131.07
0.055484	-15674	-145.37
0.064790	-15567	-160.23
0.075138	-15402	-175.69
0.086591	-15280	-192.04
0.099213	-15149	-209.63
0.11307	-15107	-228.08
0.12823	-14987	-247.05
0.14475	-14911	-267.25
0.16271	-14847	-288.31
0.18218	-14774	-310.25
0.20322	-14716	-333.37
0.22591	-14674	-357.73
0.25031	-14645	-382.84
0.27650	-14590	-408.75
0.30455	-14553	-436.07
0.33454	-14534	-464.50
0.36653	-14505	-493.81
0.40060	-14479	-524.41
0.43683	-14468	-556.04
0.47530	-14443	-588.64
0.51608	-14429	-622.56
0.55924	-14417	-657.56
0.60487	-14404	-693.69
0.65304	-14395	-730.78
0.70384	-14377	-769.06
0.75734	-14372	-808.59
0.81363	-14360	-849.23
0.87278	-14354	-891.16
0.93488	-14348	-934.23
1.0000	-14342	

log marginal likelihood (using path sampling) from pathLikelihood.delta = 23915.030832487977

Inner area for path parameter in (2.1715e-06,0.93488) = 23893
PathParameter	MaxPathLikelihood	MLContribution
0.0000	-18127	-0.073089
2.1715e-06	2.0561e+07	405.28
2.1888e-05	2.0561e+07	1288.5
8.4561e-05	2.0561e+07	2797.2
0.00022061	2.0561e+07	5007.2
0.00046416	2.0561e+07	7980.6
0.00085232	2.0561e+07	11771
0.0014248	2.0561e+07	16424
0.0022237	1.9071e+07	20388
0.0032929	-16746	-24.627
0.0046784	-16468	-30.398
0.0064280	-16318	-36.406
0.0085909	-16222	-43.575
0.011218	-16255	-52.185
0.014361	-16088	-60.754
0.018075	-15997	-70.598
0.022413	-15996	-81.701
0.027432	-15969	-93.185
0.033190	-15689	-104.90
0.039745	-15560	-117.88
0.047156	-15522	-130.96
0.055484	-15456	-145.42
0.064790	-15255	-160.24
0.075138	-15173	-175.82
0.086591	-15057	-192.20
0.099213	-14975	-209.43
0.11307	-14954	-228.38
0.12823	-14831	-246.95
0.14475	-14756	-267.15
0.16271	-14713	-288.35
0.18218	-14664	-310.29
0.20322	-14637	-333.45
0.22591	-14592	-357.57
0.25031	-14573	-383.15
0.27650	-14525	-408.90
0.30455	-14491	-435.93
0.33454	-14473	-464.57
0.36653	-14444	-493.79
0.40060	-14434	-524.25
0.43683	-14420	-556.18
0.47530	-14396	-588.65
0.51608	-14396	-622.57
0.55924	-14377	-657.57
0.60487	-14367	-693.53
0.65304	-14368	-730.97
0.70384	-14337	-768.94
0.75734	-14346	-808.71
0.81363	-14335	-849.14
0.87278	-14328	-891.11
0.93488	-14325	-934.13
1.0000	-14325	

log marginal likelihood (using stepping stone sampling) from pathLikelihood.delta = 51486.70201657558
