# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Fri Jul 24 22:01:28 AEST 2020 [seed=1595592087954]
# -threads 8 xml/biphone_binary_CMGS_2020-07-23_ch1.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	tmrca(Arandic)	tmrca(Bandjalangic)	tmrca(CentralNSW)	tmrca(Gumbaynggiric)	tmrca(Kalkatungic)	tmrca(KanyaraMatharta)	tmrca(Karnic)	tmrca(Kartu)	tmrca(Marrngu)	tmrca(Mayi)	tmrca(Ngayarta)	tmrca(NgumpinYapa)	tmrca(PamaMaric)	tmrca(SouthWest)	tmrca(ThuraYura)	tmrca(WakaKabi)	tmrca(Warluwaric)	tmrca(Wati)	tmrca(Yolngu)	age(Arandic)	age(Bandjalangic)	age(CentralNSW)	age(Gumbaynggiric)	age(Kalkatungic)	age(KanyaraMatharta)	age(Karnic)	age(Kartu)	age(Marrngu)	age(Mayi)	age(Ngayarta)	age(NgumpinYapa)	age(PamaMaric)	age(SouthWest)	age(ThuraYura)	age(WakaKabi)	age(Warluwaric)	age(Wati)	age(Yolngu)	birthDeath.meanGrowthRate	birthDeath.relativeDeathRate	birthDeath.sampleProbability	bcov.alpha	bcov.s	frequencies1	frequencies2	hfrequencies1	hfrequencies2	alpha	clock.rate	meanRate	treeLikelihood	branchRates	speciation
100000	-15308.710581430945	-971.6876681818696	-14337.022913249075	6755.325261978048	6755.325261978048	235777.5596822312	0.0	181.18352570882934	2518.295765412129	1862.121309308304	675.403811184706	1435.6476227836322	1008.8369297842194	1420.1641257641206	3017.477057454202	2126.7530899982135	1597.8766000551996	3510.413707570861	5109.320575468362	1728.8244109953157	1301.1865254907755	2892.54967281304	2243.0452100590032	3022.5121641526953	2908.3348167717527	0.0	181.18352570882934	2518.295765412129	1862.121309308304	675.403811184706	1435.6476227836322	1008.8369297842194	1420.1641257641206	3017.477057454202	2126.7530899982135	1597.8766000551996	3510.413707570861	5109.320575468362	1728.8244109953157	1301.1865254907755	2892.54967281304	2243.0452100590032	3022.5121641526953	2908.3348167717527	7.767916446302554E-4	0.0	0.366	0.002464576546933751	0.21567663235169465	0.6163641279929664	0.38363587200703375	0.5	0.5	1.0511473350095362	5.370942591729434E-5	5.370942591729435E-5	-14337.022913249075	0.0	-951.5304289292337
110000	-15318.327902519035	-972.6077328186856	-14345.72016970035	7193.600108135217	7193.600108135217	238785.02748712487	0.0	170.1195776844377	1705.7999379635885	1730.751481411373	960.4188076410752	1622.8329617304348	1322.846452708288	1032.7379749611048	3023.0028075154646	2104.5417114699962	1625.213154473563	3309.2876295026863	5262.467185654427	1687.394105272894	1010.6591914181558	2437.1233222857863	2339.1578413769575	3039.4354430012654	2544.7913595856953	0.0	170.1195776844377	1705.7999379635885	1730.751481411373	960.4188076410752	1622.8329617304348	1322.846452708288	1032.7379749611048	3023.0028075154646	2104.5417114699962	1625.213154473563	3309.2876295026863	5262.467185654427	1687.394105272894	1010.6591914181558	2437.1233222857863	2339.1578413769575	3039.4354430012654	2544.7913595856953	8.143907398944313E-4	0.0	0.366	0.0029273856266977915	0.19942125696771015	0.6163641279929664	0.38363587200703375	0.5	0.5	1.2085493388314272	4.85884049319734E-5	4.8588404931973386E-5	-14345.72016970035	0.0	-951.7519075172474
120000	-15330.341704730583	-984.8848187461124	-14345.456885984471	7536.758595938299	7536.758595938299	267062.2829575383	0.0	200.3324637715035	2128.1438683677206	2835.6522153695078	1255.3721496355504	1543.4315955854481	1285.5639255207648	1925.3931923223586	3310.432038031343	2671.7258722523416	1841.8909103000633	3886.4681154364175	6105.261910909015	2210.4535092535643	1651.5346888356096	3465.7235500319425	2749.3381638326923	3201.9409340019006	2939.4924612653663	0.0	200.3324637715035	2128.1438683677206	2835.6522153695078	1255.3721496355504	1543.4315955854481	1285.5639255207648	1925.3931923223586	3310.432038031343	2671.7258722523416	1841.8909103000633	3886.4681154364175	6105.261910909015	2210.4535092535643	1651.5346888356096	3465.7235500319425	2749.3381638326923	3201.9409340019006	2939.4924612653663	6.34939083595988E-4	0.0	0.366	0.003041517138787403	0.2009242123891348	0.6163641279929664	0.38363587200703375	0.5	0.5	1.1824899155914064	4.876067968519492E-5	4.876067968519489E-5	-14345.456885984471	0.0	-964.2407923120453
130000	-15318.800958486772	-972.1863464902193	-14346.614611996552	6724.825780424347	6724.825780424347	237953.48463917765	0.0	141.27432480300533	2218.9162900731203	1842.868649062374	913.3756128297337	1407.521771526805	1089.5552983782236	1572.556869457797	2635.4784896621118	2171.6876143776835	1530.934572158145	3580.2585890777227	5502.733351566594	1996.9661477360567	1240.9812134046724	2414.610091976523	2487.1779783469697	3069.493713961203	2951.059338984545	0.0	141.27432480300533	2218.9162900731203	1842.868649062374	913.3756128297337	1407.521771526805	1089.5552983782236	1572.556869457797	2635.4784896621118	2171.6876143776835	1530.934572158145	3580.2585890777227	5502.733351566594	1996.9661477360567	1240.9812134046724	2414.610091976523	2487.1779783469697	3069.493713961203	2951.059338984545	7.027617105035921E-4	0.0	0.366	0.002110902833051127	0.20800169843498786	0.6163641279929664	0.38363587200703375	0.5	0.5	1.2365385162086484	5.8019113563384257E-5	5.801911356338432E-5	-14346.614611996552	0.0	-952.7441457889696
140000	-15314.103533830996	-966.3506766392372	-14347.75285719176	6595.496531351615	6595.496531351615	228875.32820504054	0.0	141.71671933090556	1926.8548132132917	1371.0931670227221	686.3476147621991	1286.6408247834154	1103.094677774532	1266.7558643121797	3245.7516436305227	1934.7255018707563	1535.6639226541997	3480.913411264574	5769.0246232718255	1498.7259682114313	1393.3438540745128	2030.4888368972872	2577.0952479793664	3124.446377422705	2798.705036820604	0.0	141.71671933090556	1926.8548132132917	1371.0931670227221	686.3476147621991	1286.6408247834154	1103.094677774532	1266.7558643121797	3245.7516436305227	1934.7255018707563	1535.6639226541997	3480.913411264574	5769.0246232718255	1498.7259682114313	1393.3438540745128	2030.4888368972872	2577.0952479793664	3124.446377422705	2798.705036820604	7.557656434784327E-4	0.0	0.366	0.0019285098619207003	0.21794042151872767	0.6163641279929664	0.38363587200703375	0.5	0.5	0.9497882240658696	5.7697715547892226E-5	5.769771554789223E-5	-14347.75285719176	0.0	-948.0771443816335
150000	-15324.55601769219	-972.5839959483318	-14351.972021743859	7177.923040521691	7177.923040521691	238532.85390526947	0.0	305.41138551128944	1919.1441543185736	2006.4130290480498	898.4970234423329	1577.2042412978078	1127.9173297311872	1685.9884254041922	2610.821414132271	2708.877914332601	1721.8374087016216	3313.241673650086	6077.016314506551	1706.9808735204856	1131.447679854293	2835.784228230949	2279.5681845816007	3045.7281205775307	3059.1507538360966	0.0	305.41138551128944	1919.1441543185736	2006.4130290480498	898.4970234423329	1577.2042412978078	1127.9173297311872	1685.9884254041922	2610.821414132271	2708.877914332601	1721.8374087016216	3313.241673650086	6077.016314506551	1706.9808735204856	1131.447679854293	2835.784228230949	2279.5681845816007	3045.7281205775307	3059.1507538360966	7.81341088276935E-4	0.0	0.366	0.010248847898967394	0.20508936407515616	0.6163641279929664	0.38363587200703375	0.5	0.5	0.9379195290255571	4.9282564313413666E-5	4.928256431341362E-5	-14351.972021743859	0.0	-952.4137901914155
160000	-15330.363490366348	-969.7296088681292	-14360.63388149822	7085.35735430358	7085.35735430358	236312.61612361268	0.0	250.0352307036233	2836.463641512478	2387.3922003148937	1143.3044233377145	1296.3849259457097	924.9830863113693	1757.4953114180873	2835.4154354063653	2226.0492245421983	1548.419302177094	3146.314761462426	5541.186513205178	1488.463929729788	1426.5909095252714	2421.8685211523557	2234.151025376332	3223.566471949887	2231.3541922706145	0.0	250.0352307036233	2836.463641512478	2387.3922003148937	1143.3044233377145	1296.3849259457097	924.9830863113693	1757.4953114180873	2835.4154354063653	2226.0492245421983	1548.419302177094	3146.314761462426	5541.186513205178	1488.463929729788	1426.5909095252714	2421.8685211523557	2234.151025376332	3223.566471949887	2231.3541922706145	7.865144030907019E-4	0.0	0.366	0.0018874847879604287	0.2192225978000054	0.6163641279929664	0.38363587200703375	0.5	0.5	1.1804813928190447	5.4512202988256564E-5	5.4512202988256604E-5	-14360.63388149822	0.0	-950.3340518170766
170000	-15331.349359012347	-976.506827136608	-14354.84253187574	7070.0559026407345	7070.0559026407345	248984.20940594823	0.0	257.37548091893535	2028.1267610140656	2153.0192236806624	901.0042436562373	1487.1201246451358	1189.7090722380053	1726.5304069201868	2843.6559784829014	2333.5453500602002	1533.5341716274704	3174.0788092800153	5915.210477974561	1470.8497790849199	1334.6054956100672	2710.973699060585	2509.4804542226875	3159.0066435298927	3198.705597635464	0.0	257.37548091893535	2028.1267610140656	2153.0192236806624	901.0042436562373	1487.1201246451358	1189.7090722380053	1726.5304069201868	2843.6559784829014	2333.5453500602002	1533.5341716274704	3174.0788092800153	5915.210477974561	1470.8497790849199	1334.6054956100672	2710.973699060585	2509.4804542226875	3159.0066435298927	3198.705597635464	7.299109524954874E-4	0.0	0.366	0.002513693350597667	0.244690967424109	0.6163641279929664	0.38363587200703375	0.5	0.5	1.0451018285857028	5.094884164741146E-5	5.0948841647411474E-5	-14354.84253187574	0.0	-957.1510848922346
180000	-15314.926033113556	-981.2795470799342	-14333.646486033622	7753.278991330901	7753.278991330901	252388.88048350974	0.0	438.9113931919287	1952.4775381425602	2416.517783730127	963.0596327569497	1610.7235802307143	1176.7435902038874	1393.3213720994383	2600.5065458839003	3066.2469086205206	1524.5564000000875	3252.8225837530154	6076.96064459523	1827.7639773517672	1260.4878412448256	2522.2827137601703	2594.49745802809	3122.0007209921914	3265.736001599062	0.0	438.9113931919287	1952.4775381425602	2416.517783730127	963.0596327569497	1610.7235802307143	1176.7435902038874	1393.3213720994383	2600.5065458839003	3066.2469086205206	1524.5564000000875	3252.8225837530154	6076.96064459523	1827.7639773517672	1260.4878412448256	2522.2827137601703	2594.49745802809	3122.0007209921914	3265.736001599062	7.500422469726586E-4	0.0	0.366	0.001173079511736056	0.1731089128316857	0.6163641279929664	0.38363587200703375	0.5	0.5	1.0267581900769154	5.2937221463517106E-5	5.293722146351708E-5	-14333.646486033622	0.0	-960.0567498033568
190000	-15327.34923642522	-986.254185834488	-14341.095050590731	7900.332691594054	7900.332691594054	261885.49926767315	0.0	148.9052974729033	2061.607993893601	2161.018807330762	1027.6223887050676	1280.9451064576203	1300.8164633803208	1462.9615868159804	2872.6709754813464	3173.530358793454	1698.0294261758704	3657.149428644327	6703.60885811423	2017.2592609724202	1356.165771560787	2256.692454197065	2657.873787999209	3140.885505731222	3273.8549094600544	0.0	148.9052974729033	2061.607993893601	2161.018807330762	1027.6223887050676	1280.9451064576203	1300.8164633803208	1462.9615868159804	2872.6709754813464	3173.530358793454	1698.0294261758704	3657.149428644327	6703.60885811423	2017.2592609724202	1356.165771560787	2256.692454197065	2657.873787999209	3140.885505731222	3273.8549094600544	7.160984158055635E-4	0.0	0.366	8.868513796071758E-4	0.17090554390966406	0.6163641279929664	0.38363587200703375	0.5	0.5	0.9280813750326675	5.319528018192796E-5	5.319528018192797E-5	-14341.095050590731	0.0	-964.7706682699708
