# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Sun Jul 26 17:08:30 AEST 2020 [seed=1595747309853]
# -threads 8 xml/biphone_binary_SSHS_2020-07-23_ch1.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	tmrca(Arandic)	tmrca(Bandjalangic)	tmrca(CentralNSW)	tmrca(Gumbaynggiric)	tmrca(Kalkatungic)	tmrca(KanyaraMatharta)	tmrca(Karnic)	tmrca(Kartu)	tmrca(Marrngu)	tmrca(Mayi)	tmrca(Ngayarta)	tmrca(NgumpinYapa)	tmrca(PamaMaric)	tmrca(SouthWest)	tmrca(ThuraYura)	tmrca(WakaKabi)	tmrca(Warluwaric)	tmrca(Wati)	tmrca(Yolngu)	age(Arandic)	age(Bandjalangic)	age(CentralNSW)	age(Gumbaynggiric)	age(Kalkatungic)	age(KanyaraMatharta)	age(Karnic)	age(Kartu)	age(Marrngu)	age(Mayi)	age(Ngayarta)	age(NgumpinYapa)	age(PamaMaric)	age(SouthWest)	age(ThuraYura)	age(WakaKabi)	age(Warluwaric)	age(Wati)	age(Yolngu)	birthDeath.meanGrowthRate	birthDeath.relativeDeathRate	birthDeath.sampleProbability	clock.rate	meanRate	treeLikelihood	branchRates	speciation
0	-24220.61717744467	-901.5590031644269	-23319.058174280242	3569.2162537951453	3569.2162537951453	18260.195114697464	0.0	84.31731266478376	224.28270206805507	134.76848445859554	42.90801706007622	116.72410907730597	142.06059705752784	149.26555903218807	201.08276580919852	101.09611494899	118.34527711849026	107.30666279096026	146.94726377377526	52.62913237815133	279.9263919639179	122.38900105233661	150.06548417150555	3500.0	136.26330137916344	0.0	84.31731266478376	224.28270206805507	134.76848445859554	42.90801706007622	116.72410907730597	142.06059705752784	149.26555903218807	201.08276580919852	101.09611494899	118.34527711849026	107.30666279096026	146.94726377377526	52.62913237815133	279.9263919639179	122.38900105233661	150.06548417150555	3500.0	136.26330137916344	0.001	0.0	0.366	0.001	0.001	-23319.058174280242	0.0	-882.4706597845757
10000	-17313.778311052527	-761.2986450337227	-16552.479666018804	3574.2439978291645	3574.2439978291645	28807.923519775093	0.0	18.26474076083687	165.317985410924	146.38044754909652	113.49919136325379	114.61291198606938	131.54983805008507	150.05165676402868	246.89123509191614	249.48502269402823	151.00075178160077	272.23152024990816	376.4958535638952	158.21459771793187	136.85918182524483	243.06145579177374	263.61858694668575	3268.5921891735366	219.87783638200256	0.0	18.26474076083687	165.317985410924	146.38044754909652	113.49919136325379	114.61291198606938	131.54983805008507	150.05165676402868	246.89123509191614	249.48502269402823	151.00075178160077	272.23152024990816	376.4958535638952	158.21459771793187	136.85918182524483	243.06145579177374	263.61858694668575	3268.5921891735366	219.87783638200256	0.006287262190786043	0.0	0.366	4.0526108722317976E-4	4.052610872231798E-4	-16552.479666018804	0.0	-742.2544158754952
20000	-17134.661306768987	-804.3980779588796	-16330.263228810107	3958.2355428644573	3958.2355428644573	48581.19726324293	0.0	41.143566829553684	451.73262684132794	528.938141585887	185.93795105420725	203.74240610806118	238.8499012928585	313.6546195613961	512.234083788106	310.4106862456407	259.6111901302621	550.7340173001984	743.6604395837704	276.7435973521698	268.1519005100633	564.9395381368066	425.94611577678404	3583.036476081062	417.413707566017	0.0	41.143566829553684	451.73262684132794	528.938141585887	185.93795105420725	203.74240610806118	238.8499012928585	313.6546195613961	512.234083788106	310.4106862456407	259.6111901302621	550.7340173001984	743.6604395837704	276.7435973521698	268.1519005100633	564.9395381368066	425.94611577678404	3583.036476081062	417.413707566017	0.003737641058695469	0.0	0.366	2.0141428088083294E-4	2.0141428088083294E-4	-16330.263228810107	0.0	-786.7119956572711
30000	-17000.85133564095	-856.198659389596	-16144.652676251353	3886.621282276569	3886.621282276569	83864.18290837001	0.0	285.4236189155942	775.5995290698188	686.3730111341426	504.72806552255923	413.8394664138434	484.60416065388677	476.28559069495725	833.8881095705185	658.3434021668887	531.1000272009195	1024.6979983246301	1456.5303913784533	582.3602403676289	477.5486762199894	943.0395022856933	876.7671861436437	3833.0557286653516	791.8001499906158	0.0	285.4236189155942	775.5995290698188	686.3730111341426	504.72806552255923	413.8394664138434	484.60416065388677	476.28559069495725	833.8881095705185	658.3434021668887	531.1000272009195	1024.6979983246301	1456.5303913784533	582.3602403676289	477.5486762199894	943.0395022856933	876.7671861436437	3833.0557286653516	791.8001499906158	0.0020747773142185686	0.0	0.366	9.568073673231474E-5	9.568073673231474E-5	-16144.652676251353	0.0	-837.9218856947964
40000	-16842.890601544474	-984.3057410893161	-15858.58486045516	7304.829761543536	7304.829761543536	284734.0897067292	0.0	447.66678776002703	4137.899595887064	1880.581184820273	827.8766856776614	1494.0926951524038	1707.0076936568355	1840.3483156633476	3178.967549992905	3052.4946977254053	2020.791406673092	3868.4240061354185	5176.979259980117	1822.213797564481	1434.415095790754	4013.411402196239	3110.2125693300127	3154.2923492509017	3107.251626433606	0.0	447.66678776002703	4137.899595887064	1880.581184820273	827.8766856776614	1494.0926951524038	1707.0076936568355	1840.3483156633476	3178.967549992905	3052.4946977254053	2020.791406673092	3868.4240061354185	5176.979259980117	1822.213797564481	1434.415095790754	4013.411402196239	3110.2125693300127	3154.2923492509017	3107.251626433606	6.088388837115759E-4	0.0	0.366	2.75125323246688E-5	2.7512532324668774E-5	-15858.58486045516	0.0	-967.4859811686664
50000	-16804.62567363944	-964.2742965048222	-15840.351377134615	6009.789202793296	6009.789202793296	241275.41249244098	0.0	425.53998632431245	2016.6708442895633	1959.0972961571517	696.9811324030826	1295.404352709899	1208.9586818275743	1599.9100153901716	2914.706098242971	2929.8078232220655	1662.7369508259299	3691.0120716496504	4754.804051647079	1806.7419788146215	1381.956928964835	2721.4821936704234	2477.761521711628	3084.2002455537213	2960.234110318343	0.0	425.53998632431245	2016.6708442895633	1959.0972961571517	696.9811324030826	1295.404352709899	1208.9586818275743	1599.9100153901716	2914.706098242971	2929.8078232220655	1662.7369508259299	3691.0120716496504	4754.804051647079	1806.7419788146215	1381.956928964835	2721.4821936704234	2477.761521711628	3084.2002455537213	2960.234110318343	7.799397364977313E-4	0.0	0.366	3.207178575194479E-5	3.20717857519448E-5	-15840.351377134615	0.0	-949.1494120114286
60000	-16820.540171312074	-972.7753403179788	-15847.764830994096	6240.8756992262515	6240.8756992262515	259959.15974143017	0.0	421.5558677362016	2309.1339258859707	2167.7263613446607	826.280371381454	1507.439061043815	1340.75552545062	1362.1250163529132	2695.077490325582	2345.1219155178374	1955.6617508960226	3807.7633860419005	5235.381294849852	2357.702828452512	1582.1121448091526	3247.008113812479	2944.8875374178742	3167.3913247069186	2871.653301823126	0.0	421.5558677362016	2309.1339258859707	2167.7263613446607	826.280371381454	1507.439061043815	1340.75552545062	1362.1250163529132	2695.077490325582	2345.1219155178374	1955.6617508960226	3807.7633860419005	5235.381294849852	2357.702828452512	1582.1121448091526	3247.008113812479	2944.8875374178742	3167.3913247069186	2871.653301823126	7.155037943904789E-4	0.0	0.366	3.0250681204365306E-5	3.0250681204365316E-5	-15847.764830994096	0.0	-957.9608825333004
70000	-16803.23229426093	-961.781345394694	-15841.450948866237	5982.260338160949	5982.260338160949	229827.57119485262	0.0	213.14777805383284	2099.4726104096358	1782.9088536406884	799.8039261383639	1281.7644092647615	1094.0383043041284	1587.163294563842	2954.734697659045	2231.1454691072263	1598.0715586571	3044.5630298832275	4632.098479286977	1664.444503045705	1286.530918474204	2550.4064527669816	2522.528739483151	3135.2840921410743	2877.707731809918	0.0	213.14777805383284	2099.4726104096358	1782.9088536406884	799.8039261383639	1281.7644092647615	1094.0383043041284	1587.163294563842	2954.734697659045	2231.1454691072263	1598.0715586571	3044.5630298832275	4632.098479286977	1664.444503045705	1286.530918474204	2550.4064527669816	2522.528739483151	3135.2840921410743	2877.707731809918	9.41801645495132E-4	0.0	0.366	3.425418476357985E-5	3.425418476357987E-5	-15841.450948866237	0.0	-946.9989364713357
80000	-16828.039077710964	-983.549159622237	-15844.489918088728	6974.594909282398	6974.594909282398	288125.50048392377	0.0	609.8795791036174	2497.6903135258926	2222.7211529901615	790.8681951380137	1721.665037905336	1578.864570347144	1769.622488464261	3270.002613576479	2952.257489225071	2031.0335273002552	3991.7373021625094	5571.237447057621	2127.078550776281	1463.2530258359398	2948.7611867470987	2942.6589543142427	3457.7903755909615	3713.399669186015	0.0	609.8795791036174	2497.6903135258926	2222.7211529901615	790.8681951380137	1721.665037905336	1578.864570347144	1769.622488464261	3270.002613576479	2952.257489225071	2031.0335273002552	3991.7373021625094	5571.237447057621	2127.078550776281	1463.2530258359398	2948.7611867470987	2942.6589543142427	3457.7903755909615	3713.399669186015	6.336052444327396E-4	0.0	0.366	2.6078940231978046E-5	2.6078940231978067E-5	-15844.489918088728	0.0	-967.8073522477595
90000	-16817.33525354437	-977.6662901279714	-15839.668963416398	6876.394845030978	6876.394845030978	270012.4333669523	0.0	299.21085912416913	2537.9297138501443	2639.739827904643	1240.2549901249438	1797.0408453740351	1585.9692480865554	1893.0196369630899	3194.631270229227	2803.290740946896	1921.0219450305271	3773.1967427763466	5260.805720782955	1705.9058669656674	1577.9910551183443	2762.972313065989	2909.493052396466	3059.451601731348	3104.699953302964	0.0	299.21085912416913	2537.9297138501443	2639.739827904643	1240.2549901249438	1797.0408453740351	1585.9692480865554	1893.0196369630899	3194.631270229227	2803.290740946896	1921.0219450305271	3773.1967427763466	5260.805720782955	1705.9058669656674	1577.9910551183443	2762.972313065989	2909.493052396466	3059.451601731348	3104.699953302964	6.348403722950378E-4	0.0	0.366	2.9114782160259337E-5	2.91147821602593E-5	-15839.668963416398	0.0	-961.2018715581682
