PathParameter	MeanPathLikelihood	MLContribution
0.0000	-26758	20.928
2.1715e-06	1.9302e+07	382.79
2.1888e-05	1.9528e+07	1223.9
8.4561e-05	1.9530e+07	2657.1
0.00022061	1.9530e+07	4756.5
0.00046416	1.9530e+07	7581.0
0.00085232	1.9531e+07	11181
0.0014248	1.9531e+07	15602
0.0022237	1.9531e+07	20883
0.0032929	1.9531e+07	27062
0.0046784	1.9531e+07	21748
0.0064280	5.3302e+06	5746.0
0.0085909	-16890	-44.095
0.011218	-16681	-52.019
0.014361	-16416	-60.789
0.018075	-16324	-70.772
0.022413	-16303	-81.618
0.027432	-16219	-93.252
0.033190	-16173	-105.62
0.039745	-16056	-118.67
0.047156	-15969	-131.98
0.055484	-15727	-145.38
0.064790	-15515	-160.09
0.075138	-15428	-175.85
0.086591	-15281	-192.17
0.099213	-15170	-209.37
0.11307	-15050	-227.35
0.12823	-14949	-245.81
0.14475	-14799	-264.95
0.16271	-14701	-285.26
0.18218	-14606	-306.77
0.20322	-14553	-329.30
0.22591	-14477	-352.86
0.25031	-14443	-377.11
0.27650	-14356	-402.15
0.30455	-14318	-428.81
0.33454	-14285	-456.55
0.36653	-14257	-485.08
0.40060	-14216	-514.61
0.43683	-14191	-545.34
0.47530	-14164	-576.99
0.51608	-14137	-609.79
0.55924	-14118	-643.65
0.60487	-14094	-678.56
0.65304	-14077	-714.79
0.70384	-14066	-752.25
0.75734	-14055	-790.41
0.81363	-14031	-829.48
0.87278	-14015	-869.98
0.93488	-14005	-911.82
1.0000	-13998	

log marginal likelihood (using path sampling) from pathLikelihood.delta = 104603.26492000195

Inner area for path parameter in (2.1715e-06,0.93488) = 1.0458e+05
PathParameter	MaxPathLikelihood	MLContribution
0.0000	-18050	-0.057963
2.1715e-06	1.9531e+07	384.82
2.1888e-05	1.9531e+07	1223.9
8.4561e-05	1.9531e+07	2657.1
0.00022061	1.9531e+07	4756.6
0.00046416	1.9531e+07	7581.0
0.00085232	1.9531e+07	11181
0.0014248	1.9531e+07	15602
0.0022237	1.9531e+07	20883
0.0032929	1.9531e+07	27062
0.0046784	1.9531e+07	34171
0.0064280	1.9531e+07	42242
0.0085909	-16292	-43.858
0.011218	-16224	-52.226
0.014361	-16202	-60.872
0.018075	-16063	-70.704
0.022413	-15942	-81.641
0.027432	-15949	-93.135
0.033190	-15983	-105.82
0.039745	-15748	-118.61
0.047156	-15562	-132.33
0.055484	-15359	-145.33
0.064790	-15215	-159.91
0.075138	-15210	-175.97
0.086591	-15124	-192.28
0.099213	-14966	-209.38
0.11307	-14846	-227.09
0.12823	-14714	-245.64
0.14475	-14622	-265.05
0.16271	-14547	-285.33
0.18218	-14436	-306.40
0.20322	-14456	-329.56
0.22591	-14357	-352.56
0.25031	-14336	-377.45
0.27650	-14283	-402.09
0.30455	-14235	-428.82
0.33454	-14196	-456.43
0.36653	-14198	-485.22
0.40060	-14165	-514.71
0.43683	-14125	-545.31
0.47530	-14097	-576.94
0.51608	-14081	-609.81
0.55924	-14083	-643.80
0.60487	-14060	-678.65
0.65304	-14047	-714.77
0.70384	-14039	-752.30
0.75734	-14021	-790.78
0.81363	-13994	-829.52
0.87278	-13986	-869.98
0.93488	-13976	-911.72
1.0000	-13974	

log marginal likelihood (using stepping stone sampling) from pathLikelihood.delta = 153502.7882419827
