# BEAST v1.10.5 Prerelease #23570d1
# Generated Mon May 13 19:00:45 BST 2019 [seed=666]
# -overwrite -seed 666 testConstantSize.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	constant.popSize	kappa	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
330000	-3928.7512926131317	-73.7510586509674	-3855.000233962164	69.83184999354518	1924.1681500064549	259.0029725007157	23.682730526770897	12.117170088607644	0.2836260165440677	0.20307033181947542	0.23824760443814605	0.27505604719831045	8.516050571339278E-4	8.516050571339279E-4	-3855.000233962164	0.0	-70.28419771530524
331000	-3925.818111310819	-75.45145877900488	-3850.366652531814	66.2873463187758	1927.7126536812243	260.0443654754193	23.276166632219557	20.38697995805975	0.2792836213054501	0.19493417200914964	0.2700894451509763	0.2556927615344236	7.805238680132321E-4	7.805238680132323E-4	-3850.366652531814	0.0	-70.99786802981933
332000	-3930.9819269813947	-81.62091935671384	-3849.361007624681	78.16784030078792	1915.832159699212	312.24601974249185	22.15011445251215	27.030274416015434	0.2792836213054501	0.19493417200914964	0.2700894451509763	0.2556927615344236	6.815644810104393E-4	6.815644810104392E-4	-3849.361007624681	0.0	-76.80033650002191
333000	-3931.2455100272414	-78.05452694559352	-3853.190983081648	69.95956434755873	1924.0404356524414	288.53423013851574	29.46754504980716	12.750676162266188	0.2792836213054501	0.19493417200914964	0.2700894451509763	0.2556927615344236	7.722686657228504E-4	7.722686657228503E-4	-3853.190983081648	0.0	-73.87223674463944
334000	-3922.103453532311	-74.61665100711151	-3847.4868025251994	73.05218204972759	1920.9478179502723	266.769406643263	23.8320371601256	17.26944513661356	0.29187868098719777	0.19978084515893757	0.25749438546922865	0.2508460883846357	7.635556416112342E-4	7.635556416112343E-4	-3847.4868025251994	0.0	-70.48268552413779
335000	-3927.7550756638348	-76.52530576543461	-3851.2297698984003	67.32467127891904	1926.6753287210809	268.07467157828466	22.61251192080907	22.717391599335865	0.2651643579603732	0.2121647781393257	0.26140458789899673	0.2612662760013041	6.972907179944081E-4	6.972907179944079E-4	-3851.2297698984003	0.0	-71.99841912498023
336000	-3930.1768974802876	-76.6099464973213	-3853.5669509829663	68.96622212302258	1925.0337778769774	274.5839591705506	30.4353126952837	13.45583727018166	0.29347936940202585	0.20491091205450315	0.2617371731228933	0.23987254542057737	7.559744435850853E-4	7.559744435850853E-4	-3853.5669509829663	0.0	-72.21093618223526
337000	-3931.1172879705628	-79.68853891427258	-3851.42874905629	73.01086276876207	1920.989137231238	295.87325521855496	37.03268562999327	21.704629057673916	0.27316350884609125	0.2153441107661694	0.27698627181723257	0.23450610857050644	7.364116313142709E-4	7.364116313142706E-4	-3851.42874905629	0.0	-73.59962008167
338000	-3924.443681374805	-75.39076684260746	-3849.0529145321975	65.2065651483513	1928.7934348516487	252.21570275699202	31.72957695896027	13.127926848795537	0.2817363700163849	0.2044238966591827	0.25520963554928294	0.25863009777514917	7.953284290575966E-4	7.953284290575969E-4	-3849.0529145321975	0.0	-70.8374986935139
339000	-3925.658433205392	-73.86438266267844	-3851.7940505427136	71.67928109311883	1922.3207189068812	258.34085663743434	26.45131479245444	18.55084535008137	0.29532658295304165	0.22502917597101227	0.23740331088305378	0.242240930192892	8.010768730794595E-4	8.010768730794595E-4	-3851.7940505427136	0.0	-69.19311146415842
340000	-3923.745244885959	-74.75349552698506	-3848.9917493589737	63.63536377772748	1930.3646362222726	249.5304928357412	23.332403197847402	15.84313444619361	0.28393826443626347	0.20335380421315338	0.26528128629740283	0.24742664505318	9.590707466019918E-4	9.590707466019918E-4	-3848.9917493589737	0.0	-70.68930695924368
341000	-3926.63449488957	-78.04882507936863	-3848.585669810201	65.91177498550073	1928.0882250144994	269.67270016968934	27.686893767950952	19.419803568090735	0.28580408657067125	0.20335380421315338	0.2611075265341208	0.2497345826820542	8.511858290088952E-4	8.511858290088955E-4	-3848.585669810201	0.0	-73.0928047098232
342000	-3922.077724940384	-71.14874970677702	-3850.928975233607	61.79038952989868	1932.2096104701013	220.35960617263422	15.545752251603794	18.425527352959552	0.2811910156096026	0.21639165012067027	0.2591979026927969	0.24321943157692988	9.209450307801208E-4	9.209450307801207E-4	-3850.928975233607	0.0	-67.94698357615664
343000	-3919.309318774925	-74.0139748827637	-3845.2953438921613	62.566283411285816	1931.433716588714	238.2917743606072	18.438814723796547	16.744941972781362	0.2913626776539975	0.21382624931003014	0.25503452674358207	0.23977654629238992	9.525737052982524E-4	9.525737052982523E-4	-3845.2953438921613	0.0	-70.53739734222698
344000	-3926.883404396003	-74.18181223538672	-3852.701592160616	63.694847817372214	1930.3051521826278	253.27251401348718	26.63120029540685	13.000248240104673	0.3036573083422866	0.21433894418104654	0.24224795650405817	0.23975579097260827	8.263571370626852E-4	8.263571370626852E-4	-3852.701592160616	0.0	-70.21264255517943
345000	-3924.1959299100517	-73.69633754500946	-3850.499592365042	66.11556298347212	1927.884437016528	244.1694538188988	18.87704554248794	21.02632326976151	0.273988322105979	0.22130012039270794	0.26170463839987357	0.24300691910143907	8.286871919802192E-4	8.286871919802194E-4	-3850.499592365042	0.0	-69.7483333559235
346000	-3930.9793049874606	-74.57738891554146	-3856.401916071919	61.629252387899925	1932.3707476121	235.20622002460829	31.36044178482247	23.897730810710218	0.2641139336505723	0.22130012039270794	0.26188090478203646	0.25270504117468284	9.385880626355131E-4	9.385880626355128E-4	-3856.401916071919	0.0	-68.60901067386303
347000	-3928.3937498927403	-78.84279310256692	-3849.5509567901736	72.01418912704095	1921.985810872959	280.77239507695924	43.10576889281267	18.342371933612537	0.2641139336505723	0.22016104080971646	0.24635039268539638	0.2693746328543144	7.932700283543313E-4	7.932700283543311E-4	-3849.5509567901736	0.0	-72.50868298679472
348000	-3921.8594335605558	-75.35629634621571	-3846.50313721434	66.70286429329762	1927.2971357067024	254.24705492305847	18.599417092857866	17.47692085019698	0.29737067037310844	0.22060079335659039	0.24993991710145064	0.23208861916885004	8.49581533945038E-4	8.495815339450377E-4	-3846.50313721434	0.0	-71.86185556242432
349000	-3925.167950558562	-73.9138042934167	-3851.254146265145	67.40201751286439	1926.5979824871356	248.2813786341718	32.7631593435372	14.619504926064002	0.2824317299081151	0.2067826171790255	0.2673194837331499	0.2434661691797089	8.819526083421072E-4	8.819526083421072E-4	-3851.254146265145	0.0	-68.95148946107491
350000	-3925.144623109606	-75.7250774894302	-3849.419545620176	68.91817565600961	1925.0818243439903	269.8069309754262	27.93240779549264	17.22033438771226	0.2701881135371242	0.20095745002262386	0.2652017247668937	0.26365271167335763	8.233045092859216E-4	8.233045092859217E-4	-3849.419545620176	0.0	-71.03085353258749
351000	-3924.294404298182	-77.03565990612736	-3847.2587443920547	68.68370188897855	1925.3162981110215	268.99845943182805	34.11988868691803	18.819256465836176	0.28951888030150325	0.22128302164720812	0.25076214059407986	0.23843595745720816	8.774947807246423E-4	8.774947807246423E-4	-3847.2587443920547	0.0	-71.41164884327374
352000	-3928.3622064315946	-75.70205078588027	-3852.6601556457144	67.42781299410483	1926.572187005895	256.7799326904029	23.015258401496606	18.221010160252302	0.271004825326807	0.23571722912803644	0.2541556352812014	0.23912231026395464	8.2468438250398E-4	8.246843825039799E-4	-3852.6601556457144	0.0	-71.49437621936858
353000	-3926.164898665724	-74.49732081669796	-3851.667577849026	66.90083417907246	1927.0991658209275	257.0116952654922	21.380229266938063	13.618355338913833	0.27163922165940174	0.21003595895092728	0.2541556352812014	0.264169184108469	7.963348710263279E-4	7.96334871026328E-4	-3851.667577849026	0.0	-71.16162975527426
354000	-3940.9218229777116	-81.57198304288136	-3859.3498399348305	79.7527467541315	1914.2472532458685	318.79772953618897	43.24773211613024	22.54549571429595	0.28716322250267284	0.1981721050220297	0.272637493109778	0.24202717936551887	6.466261112336466E-4	6.466261112336465E-4	-3859.3498399348305	0.0	-74.93573506537352
355000	-3926.888078732287	-73.78518618377865	-3853.1028925485084	59.445676276456346	1934.5543237235436	228.37387427825712	31.020866406943746	18.95624139615694	0.27095067155518543	0.21629645619298798	0.2707256928863071	0.24202717936551887	0.0010334068234417336	0.0010334068234417336	-3853.1028925485084	0.0	-68.31291590108215
356000	-3926.442774942326	-74.4604488140288	-3851.9823261282972	61.243806035249214	1932.7561939647508	230.4104501874243	13.595225308392466	11.133118344682295	0.2819026882016836	0.20084221050104184	0.27272395757026285	0.24453114372701115	9.165948441046559E-4	9.16594844104656E-4	-3851.9823261282972	0.0	-72.67361962985447
357000	-3924.0067882755216	-73.21589894440213	-3850.7908893311196	63.60267202996503	1930.397327970035	240.78272298469346	24.013579307813814	14.416220152838784	0.2831626301475801	0.2200182867343347	0.23212248782506623	0.2646965952930185	9.606785857784791E-4	9.606785857784787E-4	-3850.7908893311196	0.0	-69.24798641246136
358000	-3924.299784138062	-72.36936633294762	-3851.9304178051143	58.48076651403521	1935.5192334859648	226.52395448761118	26.402657415386795	16.724485350407427	0.3121107906676496	0.21411142943604036	0.23212248782506623	0.24165529207124328	9.563019305214816E-4	9.563019305214816E-4	-3851.9304178051143	0.0	-67.76776967041151
359000	-3926.93785159823	-70.94592236333867	-3855.9919292348914	61.51884373946716	1932.4811562605328	222.37053934721993	15.229645378730714	18.18868789005951	0.28705777096668633	0.20158233635544864	0.24072150704024597	0.27063838563761855	8.232821250115819E-4	8.232821250115819E-4	-3855.9919292348914	0.0	-67.90949962530479
360000	-3927.825641384441	-76.98407640793197	-3850.8415649765093	62.568794657144416	1931.4312053428555	256.94588352375814	21.71272473877366	18.26529441259905	0.2799666697235111	0.22776292504121248	0.24072150704024597	0.25154889819502996	7.814884964790505E-4	7.814884964790507E-4	-3850.8415649765093	0.0	-72.99021417418352
361000	-3930.499460407693	-73.39557104291059	-3857.1038893647824	70.8475155477449	1923.152484452255	259.44979074672693	23.798318338869493	16.605568922676284	0.2778668442948584	0.21288827823898343	0.2583266214456837	0.25091825602047396	7.947795774145014E-4	7.947795774145015E-4	-3857.1038893647824	0.0	-69.31472788424422
362000	-3917.23915527876	-73.32127320072185	-3843.917882078038	64.89746063455974	1929.1025393654402	245.19457975071703	21.164887457085502	14.093106884178885	0.29276038714039043	0.22186646463310514	0.24430304221391635	0.2410701060125876	9.021870406190222E-4	9.021870406190223E-4	-3843.917882078038	0.0	-69.84406957157927
363000	-3925.160367001629	-74.8333832060732	-3850.326983795556	68.90378801859687	1925.096211981403	260.9200026889664	24.32382905252624	23.462999523838178	0.2729079652646133	0.2259370966571098	0.2601519444378688	0.24100299364040753	8.706670601948453E-4	8.706670601948453E-4	-3850.326983795556	0.0	-69.83501929732788
364000	-3929.216666811459	-76.23685288522033	-3852.979813926239	65.53827485984483	1928.461725140155	264.38257533959444	21.41651465333195	14.925103209820413	0.30064841015484484	0.21208245177013932	0.25299355136843915	0.23427558670657617	8.496799040541552E-4	8.496799040541551E-4	-3852.979813926239	0.0	-72.66890481358597
365000	-3932.4366140298907	-78.91844476551017	-3853.5181692643805	71.29468103186926	1922.7053189681308	283.26485638705446	19.76858555268203	15.719175256122007	0.3027197730276159	0.21208245177013932	0.24637097331947652	0.23882680188276773	7.246586777768707E-4	7.246586777768706E-4	-3853.5181692643805	0.0	-75.61687962090683
366000	-3930.2652588221817	-79.83677105358258	-3850.428487768599	72.89452574973299	1921.105474250267	301.4103120074583	44.43780320342768	13.078599635028862	0.2942914824434989	0.20146439402217095	0.26668652199304155	0.23755760154128808	6.974945984014236E-4	6.974945984014238E-4	-3850.428487768599	0.0	-74.2148680100358
367000	-3928.7766839464316	-78.23277107703856	-3850.543912869393	64.88699862662777	1929.1130013733723	260.01422027946734	16.456557130066138	15.029239236145626	0.29586272384773493	0.20803084060971697	0.22832225444029391	0.26778418110225366	8.455220888523738E-4	8.455220888523737E-4	-3850.543912869393	0.0	-75.42170908533537
368000	-3927.6405491078945	-74.41332091671586	-3853.2272281911787	56.854035091566864	1937.1459649084331	226.80087634070924	15.72149478248206	22.95598307554507	0.28019179687814894	0.20452854308254684	0.27089991594762336	0.2443797440916803	8.635982576140862E-4	8.635982576140863E-4	-3853.2272281911787	0.0	-70.72970654900989
369000	-3922.6483000647368	-71.27631677751381	-3851.371983287223	57.83157644857009	1936.16842355143	218.07085838510622	15.515280445155314	14.398779208340484	0.3063627939314707	0.21686455766275844	0.24058335221341118	0.23618929619235912	9.03568489954955E-4	9.035684899549551E-4	-3851.371983287223	0.0	-68.61929395718768
370000	-3919.2079163211615	-72.71381173426511	-3846.4941045868964	63.149991048373344	1930.8500089516267	240.35336636480028	19.925896693146605	13.239935417246707	0.30608171144120894	0.20954547729990222	0.2481835150665292	0.23618929619235912	8.617995088136423E-4	8.61799508813642E-4	-3846.4941045868964	0.0	-69.57289280010546
371000	-3925.081947754169	-76.16500603949989	-3848.916941714669	71.50514680254756	1922.4948531974524	277.4203511536692	23.211439113425435	17.869100428684582	0.2834022972130881	0.21385261719538562	0.2453147833341523	0.2574303022573734	7.172636796880681E-4	7.172636796880679E-4	-3848.916941714669	0.0	-72.0950186395626
372000	-3925.0140098902048	-71.44176678426719	-3853.5722431059376	57.063740589767086	1936.9362594102329	207.4143015834677	25.27239807465382	28.53449574633804	0.2889841186776374	0.2179535754702963	0.25589884481309455	0.23716346103897115	0.0010163790604884343	0.0010163790604884341	-3853.5722431059376	0.0	-65.66693110254873
373000	-3929.47533704062	-73.63936268964487	-3855.8359743509754	61.89181710852187	1932.1081828914782	242.05458845786	26.778438592508266	15.09030728970789	0.26826618630783405	0.2268667796010598	0.2501490564399535	0.25471797765115206	9.288323425782887E-4	9.288323425782889E-4	-3855.8359743509754	0.0	-69.24992903259408
374000	-3932.1041650232596	-75.65945103671959	-3856.44471398654	60.38107751380548	1933.6189224861946	243.59875816709445	32.90385771025421	19.076774040371994	0.28899233283856157	0.21763686331200452	0.24862082976660213	0.24474997408283122	8.845660992906313E-4	8.845660992906311E-4	-3856.44471398654	0.0	-70.09936355079012
375000	-3926.412230521561	-76.01184626130653	-3850.4003842602547	65.61803932580965	1928.3819606741904	260.64228803840035	21.147588127309955	20.659353449977893	0.28899233283856157	0.23031461484395777	0.2426817562214751	0.23801129609600502	7.809490935995115E-4	7.809490935995118E-4	-3850.4003842602547	0.0	-71.82536419742378
376000	-3927.605453218808	-75.46982743221336	-3852.135625786595	61.96883330960481	1932.0311666903951	243.3833130559766	21.987960783907017	20.94318101687445	0.2691868359868159	0.2089340600702512	0.2728413657203695	0.24903773822256284	9.200856719858116E-4	9.200856719858116E-4	-3852.135625786595	0.0	-70.99563531260816
377000	-3922.9290242181255	-77.16265655788136	-3845.766367660244	63.786967084605315	1930.2130329153947	254.61320481613015	34.35839190074117	22.16112386746983	0.28871190726816853	0.2089340600702512	0.2536740427871372	0.2486799898744425	8.636474742494403E-4	8.636474742494407E-4	-3845.766367660244	0.0	-71.13623042887984
378000	-3931.7054264973535	-77.19938512058718	-3854.5060413767665	64.11408313687481	1929.8859168631252	251.7936116989631	36.64536026946312	22.16112386746983	0.2868255143644544	0.20436355541483722	0.23461026014162364	0.2742006700790841	8.230856236823341E-4	8.230856236823336E-4	-3854.5060413767665	0.0	-70.97409911814843
379000	-3931.6829548944984	-77.21101795019858	-3854.4719369442996	65.82062434854453	1928.1793756514555	272.74922717170847	22.437031842227032	14.004788099750343	0.2722548855144345	0.22085549686707076	0.2569944824591611	0.249895135159333	7.39649361592794E-4	7.396493615927939E-4	-3854.4719369442996	0.0	-73.73888868103239
380000	-3925.8323867322197	-78.3953283550734	-3847.437058377146	68.20044235534542	1925.7995576446547	278.2084014961358	37.33824430915391	16.60868511396807	0.2767831599909453	0.21194035295255978	0.2569944824591611	0.25428200459733313	7.400201924792959E-4	7.400201924792958E-4	-3847.437058377146	0.0	-72.85596686522524
381000	-3931.1484342290146	-80.9147587580929	-3850.2336754709218	71.52569371914126	1922.4743062808589	306.33165822077257	33.258971658923556	25.076056023397523	0.29893088369593634	0.21194035295255978	0.2480502093468794	0.24107855400462383	6.987828828080396E-4	6.987828828080396E-4	-3850.2336754709218	0.0	-74.91262622882725
382000	-3932.287795174702	-80.76235857990557	-3851.5254365947962	71.54474574535794	1922.455254254642	298.49177007735864	30.89479096386918	28.5943608402484	0.30158235904909564	0.21043201023307362	0.2433584169007514	0.24462721381707864	6.579710009726348E-4	6.579710009726348E-4	-3851.5254365947962	0.0	-74.72717402845366
383000	-3925.5583286564633	-74.5541983271753	-3851.004130329288	70.4651499463031	1923.5348500536968	263.05288331120784	21.74754550726702	13.392940280388446	0.2909827310388186	0.21260472968866093	0.2367607207572007	0.2596518185153191	7.881755994477323E-4	7.881755994477321E-4	-3851.004130329288	0.0	-71.21411203540077
384000	-3927.3214297696586	-74.696117563993	-3852.6253122056655	70.19057088964045	1923.8094291103596	270.56600996471497	23.399500289906605	11.779158216258818	0.28823900851507783	0.21391237189453782	0.2405636090762619	0.2572850105141218	8.269467810538915E-4	8.269467810538913E-4	-3852.6253122056655	0.0	-71.3557131509919
385000	-3924.1482246106534	-72.53501693177023	-3851.613207678883	60.37346895442288	1933.6265310455772	216.19934022114234	12.428100872795623	18.4964085331599	0.2749871653637829	0.21391237189453782	0.24349481782960414	0.26760564491207445	9.313934147758648E-4	9.313934147758648E-4	-3851.613207678883	0.0	-69.90019099048993
386000	-3935.8532533069474	-76.23378035743596	-3859.6194729495114	66.8972288638623	1927.1027711361378	245.70763768838515	36.625423225651964	19.437179148948086	0.27945266855795997	0.22510142789822102	0.24349481782960414	0.2519510857142142	9.1506973241988E-4	9.150697324198799E-4	-3859.6194729495114	0.0	-70.22943480580088
387000	-3920.7190943047895	-74.94758643355053	-3845.771507871239	63.26767087400515	1930.732329125995	241.90898641051695	34.43224747860109	17.574159692493186	0.29252653437982556	0.20549070206343983	0.2514131767937961	0.25056958676293783	9.564779766569814E-4	9.564779766569813E-4	-3845.771507871239	0.0	-69.35158054713561
388000	-3928.667065822442	-77.9187433710788	-3850.748322451363	69.66851263424283	1924.331487365757	276.0122543818557	36.63018228045858	19.53770416470615	0.2899953322808575	0.2085300036953275	0.24937109854439143	0.25210356547942286	7.73991071100003E-4	7.739910711000029E-4	-3850.748322451363	0.0	-72.05534850294289
389000	-3926.891571209285	-74.48666464680322	-3852.4049065624818	66.09894298262235	1927.9010570173778	251.85819916451118	32.316425454920946	12.63725763674048	0.29884868585193003	0.20875708224334136	0.25469070376942426	0.23770352813530365	8.836951027637116E-4	8.836951027637118E-4	-3852.4049065624818	0.0	-69.87052941300628
390000	-3926.8193952562297	-76.5580841120501	-3850.2613111441797	68.43735543800418	1925.5626445619957	267.7876959941601	21.83918066097809	21.101871401150323	0.3119355430556419	0.20029236999002262	0.24167896930603974	0.246093117648295	8.579947657806059E-4	8.579947657806059E-4	-3850.2613111441797	0.0	-72.16430643506027
391000	-3921.616612993154	-73.35609355405171	-3848.260519439102	65.0486354100635	1928.9513645899365	237.4440373214183	32.868774258083995	15.451148430169019	0.28494633615452253	0.21755249038987445	0.243675164581691	0.25382600887391127	9.539321967507582E-4	9.539321967507579E-4	-3848.260519439102	0.0	-68.19759091441865
392000	-3924.1998544011926	-75.73900166915489	-3848.460852732038	66.21312259778325	1927.7868774022168	258.4556882285641	24.95043076188687	17.559445089373863	0.28266216756734364	0.21755249038987445	0.24292234461113132	0.25686299743164986	8.384851175405223E-4	8.384851175405225E-4	-3848.460852732038	0.0	-71.34645849523453
393000	-3928.675871310012	-78.10777330839427	-3850.5680980016177	69.80020077259816	1924.1997992274019	279.81511131421024	21.75347150261726	19.447993620989035	0.28266216756734364	0.20960663586304087	0.2508681991379649	0.25686299743164986	6.886465566856456E-4	6.886465566856456E-4	-3850.5680980016177	0.0	-74.08161822301818
394000	-3918.2339987629634	-73.85337890698736	-3844.380619855976	65.22275547105744	1928.7772445289424	249.12719626440108	26.651954442261335	15.903883130274515	0.28637881274965094	0.20946038862932073	0.2508681991379649	0.2532925994830627	7.778483389268896E-4	7.778483389268897E-4	-3844.380619855976	0.0	-69.50264589436273
395000	-3927.1720291532815	-74.09689131424072	-3853.075137839041	63.9500891266407	1930.0499108733593	239.43809191878225	29.085805380622084	17.77895645587695	0.28046193773452044	0.21537726364445126	0.2508681991379649	0.2532925994830627	9.406385152809965E-4	9.406385152809966E-4	-3853.075137839041	0.0	-69.06773327689439
396000	-3922.909232643876	-76.1534190553837	-3846.755813588492	66.93733832722194	1927.0626616727782	265.6703913562232	28.64755328849942	13.621909479496885	0.284194481165285	0.1989980915885505	0.2635148277631011	0.2532925994830627	8.684544601509247E-4	8.684544601509245E-4	-3846.755813588492	0.0	-71.82547252817822
397000	-3934.245076039554	-79.75211926357407	-3854.49295677598	75.96706562602552	1918.0329343739745	300.62812973861145	37.401408197871994	26.588800867315193	0.2809931378970596	0.21005694621432675	0.2660131819705299	0.24293673391808307	6.988703167808263E-4	6.988703167808263E-4	-3854.49295677598	0.0	-73.18327374516407
398000	-3926.023875435741	-79.22049831957185	-3846.803377116169	68.31262512908644	1925.6873748709136	284.1485065236759	29.463351528700322	23.865282050530162	0.2838636268730752	0.22172548239356354	0.24191065295936356	0.25250023777399705	7.499554674205184E-4	7.499554674205183E-4	-3846.803377116169	0.0	-73.68278581669047
399000	-3929.9487297689875	-78.62790773662924	-3851.320822032358	69.61284435553759	1924.3871556444624	285.73826019654035	21.08526179250459	15.953822533496615	0.2708876935146069	0.2053480907192589	0.2584493599200605	0.265314855846073	6.791357505116968E-4	6.79135750511697E-4	-3851.320822032358	0.0	-75.14832190709119
400000	-3917.6962136924194	-71.77550966108505	-3845.9207040313345	61.01539986434803	1932.984600135652	228.91204402903205	22.007843769389364	13.987323512096214	0.2771969143113568	0.20756557021411937	0.2536803040298154	0.2615572114447078	9.117848685491715E-4	9.117848685491715E-4	-3845.9207040313345	0.0	-68.16662922196561
401000	-3931.242437132944	-76.86118889131052	-3854.3812482416333	75.50779427952077	1918.4922057204792	288.3081397256301	32.99308562241561	17.1593855940588	0.28322329753893305	0.20568712107483955	0.2701262798045816	0.24096330158164517	7.754314955348519E-4	7.754314955348518E-4	-3854.3812482416333	0.0	-71.66807337269493
402000	-3927.4363459307933	-77.21491918896167	-3850.2214267418317	72.43076159823481	1921.5692384017652	277.8186463364264	34.85948003472369	14.541419112098573	0.2859240484333664	0.20307589946951268	0.24097631484655815	0.2700237372505621	7.724277546716122E-4	7.724277546716122E-4	-3850.2214267418317	0.0	-72.17226601386028
403000	-3932.719740164803	-75.0658699969928	-3857.6538701678105	64.38382811886302	1929.616171881137	244.3550959090842	32.71303456594299	22.75009817487031	0.2839106841924252	0.22467191643337808	0.2541525533205218	0.2372648460536742	7.604451154158185E-4	7.604451154158184E-4	-3857.6538701678105	0.0	-69.22727345398687
404000	-3922.4236734297474	-72.344842971326	-3850.078830458421	54.978241999839554	1939.0217580001604	214.15430336485173	24.450943441055966	21.60607255651964	0.27890513405171646	0.21415058687060595	0.253058787349737	0.25388549172793984	0.0010141315787543406	0.0010141315787543404	-3850.078830458421	0.0	-67.35881448958054
405000	-3926.827937846509	-74.0353370812992	-3852.79260076521	62.8151248948988	1931.1848751051011	250.22327605227167	27.13609559175871	13.398580346481246	0.27867708116507844	0.22228697834046862	0.24504610583029462	0.25398983466415753	8.695717710906265E-4	8.695717710906263E-4	-3852.79260076521	0.0	-69.90381277585706
406000	-3921.834172060677	-71.59460274430808	-3850.2395693163685	58.26114371055434	1935.7388562894457	220.27882513032682	17.529350095327604	22.560955766090483	0.27432728548267515	0.2172376575721159	0.24504610583029462	0.26338895111491356	9.812714406514142E-4	9.812714406514142E-4	-3850.2395693163685	0.0	-67.54740072662332
407000	-3925.463307490042	-71.95904856387605	-3853.504258926166	66.12275715467263	1927.8772428453274	237.77927468857786	19.386937547287474	15.481648023918726	0.27952312821167796	0.21204181484311313	0.24809988394112706	0.2603351730040811	9.21272496816486E-4	9.212724968164862E-4	-3853.504258926166	0.0	-68.5263830480797
408000	-3924.100294965431	-77.41760266407465	-3846.6826923013564	66.17534215369446	1927.8246578463056	269.2318509377729	29.776428885101264	19.686065181907242	0.27952312821167796	0.21204181484311313	0.24809988394112706	0.2603351730040811	8.280850876583987E-4	8.280850876583984E-4	-3846.6826923013564	0.0	-72.20602927992647
409000	-3927.8713822201457	-78.1427644465669	-3849.7286177735787	74.14781401036787	1919.852185989632	287.44548412481333	22.92911207329355	21.312993884107748	0.2781320252590147	0.21343291779577636	0.24735417791497655	0.2610808790302316	7.340343351664406E-4	7.340343351664408E-4	-3849.7286177735787	0.0	-73.70678099728337
410000	-3936.830846821818	-81.13463839325311	-3855.6962084285647	74.0399403140332	1919.9600596859668	302.06707688417646	49.191241328060926	20.926918919684557	0.29396493821395386	0.19878199922022582	0.25418115419600257	0.25307190836981697	7.212084920560779E-4	7.212084920560779E-4	-3855.6962084285647	0.0	-74.08537301890505
411000	-3931.3978982896338	-79.96527330571203	-3851.432624983922	73.38727594542411	1920.612724054576	305.85458601318646	40.840744634590024	18.78962142220387	0.2804575357164192	0.21618229363713762	0.23674698855666884	0.2666131820897736	6.621342275649355E-4	6.621342275649354E-4	-3851.432624983922	0.0	-73.93248467250312
412000	-3934.0051988624123	-82.13912659706112	-3851.8660722653512	75.76410039546188	1918.2358996045382	325.66484275494196	36.61123912822801	17.389963528407986	0.28045127671979697	0.20840448810404372	0.2635320544310167	0.2476121807451418	6.689413026991192E-4	6.689413026991191E-4	-3851.8660722653512	0.0	-76.68813036598408
413000	-3931.2561008459916	-81.06130661783902	-3850.1947942281527	74.10320570300037	1919.8967942969996	310.1977380677487	26.092477350697656	17.262719501083012	0.2913114045981031	0.21401810853625347	0.23742829164709947	0.257242195218543	7.779987302516657E-4	7.779987302516656E-4	-3850.1947942281527	0.0	-76.6651419565724
414000	-3926.7942044153842	-77.30749651632323	-3849.486707899061	68.28155048442578	1925.7184495155743	270.887774340986	20.40630740604984	13.836011774434121	0.29560946845356906	0.2201840002407036	0.2480043114763217	0.23620221982940484	8.270302609055886E-4	8.270302609055884E-4	-3849.486707899061	0.0	-74.0692252182918
415000	-3929.543649906055	-79.05146161763413	-3850.492188288421	77.28951503674585	1916.7104849632542	307.82746951672374	34.195376520427345	16.13740776872115	0.31427400599067606	0.20104124623658062	0.2484825279433377	0.23620221982940484	7.663840593896957E-4	7.663840593896958E-4	-3850.492188288421	0.0	-73.89144610838858
416000	-3926.6515306512606	-75.86614625053382	-3850.785384400727	64.57625995962199	1929.423740040378	249.62834723547087	34.60215085877343	18.073586606153693	0.2648770671264673	0.20131797009726565	0.2588719004131161	0.27493306236315024	7.937964218993434E-4	7.937964218993432E-4	-3850.785384400727	0.0	-70.33311015178093
417000	-3922.998930518024	-73.81393163770103	-3849.184998880323	63.34002618334571	1930.6599738166542	242.6583266484769	27.391942687227484	16.45547325518643	0.2881943264060329	0.2141783308473015	0.2588719004131161	0.23875544233354884	8.194963426219362E-4	8.194963426219362E-4	-3849.184998880323	0.0	-69.25559506524218
418000	-3931.352691647813	-78.82790887351415	-3852.524782774299	65.33072158633819	1928.669278413662	265.5009183334417	48.6789925204996	13.414958873875017	0.28924840056551293	0.2023220158170924	0.2501002766626974	0.2583293069546965	7.750175507480483E-4	7.750175507480482E-4	-3852.524782774299	0.0	-72.69320421217213
419000	-3933.8396342371952	-79.94060722938812	-3853.899027007807	73.45023196241978	1920.5497680375802	310.57779340398406	27.808042906677258	13.618625569177052	0.29381536325798946	0.21331782566891422	0.24277215533149582	0.2500946557415997	6.448447191425108E-4	6.448447191425108E-4	-3853.899027007807	0.0	-75.96988709835477
420000	-3938.0133066530166	-81.88273578611971	-3856.130570866897	78.02703508764222	1915.9729649123578	341.8588476684746	35.89649877810281	12.000662268846442	0.2824410630597311	0.20356559190757073	0.265401526587752	0.24859181844494543	6.787605142712953E-4	6.787605142712952E-4	-3856.130570866897	0.0	-77.27280134191514
