# BEAST v1.10.5 Prerelease #23570d1
# Generated Mon May 13 19:00:45 BST 2019 [seed=666]
# -overwrite -seed 666 testConstantSize.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	constant.popSize	kappa	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
27000	-3930.910588969817	-77.82579103130224	-3853.084797938515	64.88570837948424	1929.1142916205158	267.2009859321761	27.029035330092324	17.3251935710526	0.25845073769269716	0.2236569154498201	0.25068405211366934	0.2672082947438133	7.578030893029381E-4	7.578030893029381E-4	-3853.084797938515	0.0	-73.2834872946072
28000	-3928.4011598779853	-79.83821486960392	-3848.562945008381	69.97449313998281	1924.0255068600172	285.7730736792525	20.709348880181935	17.617542288145003	0.2709232695133831	0.2237183796382743	0.25312470016607824	0.2522336506822643	7.191265163476679E-4	7.191265163476679E-4	-3848.562945008381	0.0	-76.15861279591259
29000	-3927.1439444720036	-78.21154905653341	-3848.93239541547	62.984482428692054	1931.015517571308	260.22671677370886	38.87541779753812	21.035738430720233	0.2848041452196535	0.19489995939066165	0.265308077970474	0.25498781741921067	7.867846878603644E-4	7.867846878603643E-4	-3848.93239541547	0.0	-71.93453801041535
30000	-3927.577776188347	-73.24231273711924	-3854.3354634512275	65.26230032829375	1928.7376996717062	253.20000404588052	23.766558540927587	13.411330972236602	0.2704197230804103	0.21850906294782255	0.24951219578150638	0.2615590181902607	8.266761084268503E-4	8.266761084268505E-4	-3854.3354634512275	0.0	-69.57720228167304
31000	-3925.225622773141	-77.78708062612215	-3847.438542147019	69.78991421938305	1924.210085780617	285.8272454717798	27.83001074703667	16.822170270817782	0.26202539176271	0.2035479000459617	0.25954410270178796	0.27488260548954024	7.522836041738265E-4	7.522836041738264E-4	-3847.438542147019	0.0	-73.23699314034693
32000	-3934.258749538336	-78.37080749888011	-3855.887942039456	70.60152101257155	1923.3984789874285	279.4543304514341	39.971685091195845	17.384560828575676	0.2879942030302073	0.20498926193433806	0.2579079432090419	0.24910859182641262	7.514111813392916E-4	7.514111813392915E-4	-3855.887942039456	0.0	-72.47368846911796
33000	-3931.894782507649	-79.3390709123291	-3852.5557115953197	69.5031882959384	1924.4968117040617	297.03809818932854	31.264564768093923	11.336131029282605	0.27539138696505105	0.21759980643102583	0.26085434230467225	0.2461544642992508	6.944812064880856E-4	6.944812064880857E-4	-3852.5557115953197	0.0	-75.26837829028105
34000	-3928.7496754930557	-80.07897784084608	-3848.6706976522096	75.35315016198122	1918.6468498380189	299.73778412701785	44.04963024111639	17.199120342151843	0.29606163415916875	0.21074246470039498	0.23681330328647915	0.256382597853957	6.767331454754833E-4	6.767331454754832E-4	-3848.6706976522096	0.0	-73.936788950554
35000	-3925.3565552147397	-78.88090522485838	-3846.4756499898813	69.44677168990341	1924.5532283100965	272.39211617786736	43.227003439345786	23.395653233678903	0.26754903783308615	0.19802455283732484	0.25991905033522056	0.27450735899436834	7.616877221729983E-4	7.616877221729982E-4	-3846.4756499898813	0.0	-71.99701747556145
36000	-3932.2486149529022	-76.48166154895793	-3855.766953403944	71.22886933839713	1922.771130661603	276.65756024241637	32.23568507079821	15.464805303983733	0.28541117783345316	0.20410376514541353	0.2679098041182502	0.24257525290288293	6.96940522381248E-4	6.969405223812482E-4	-3855.766953403944	0.0	-71.65609185182737
37000	-3924.228188025898	-74.07866080744925	-3850.149527218449	57.35303057157668	1936.6469694284233	231.76324580989274	30.93594920193932	15.387224919208558	0.2943716619256621	0.2033452199275836	0.25264753503241966	0.24963558311433445	0.001011039104831881	0.001011039104831881	-3850.149527218449	0.0	-69.08973934482792
38000	-3927.804615635231	-73.10522769185565	-3854.6993879433753	60.778385284211595	1933.2216147157883	230.60992216852605	30.316250697204197	15.441174607746245	0.27928402122040374	0.21031209936971781	0.24647257908332107	0.26393130032655704	9.985312175465662E-4	9.985312175465667E-4	-3854.6993879433753	0.0	-68.18593976474853
39000	-3922.33155881062	-76.6233837933781	-3845.708175017242	70.92575261553777	1923.0742473844623	277.0854481038366	37.19704851462265	13.12242230889762	0.27624077737851255	0.2148704857765962	0.2548427014233279	0.2540460354215631	7.910458435275545E-4	7.910458435275544E-4	-3845.708175017242	0.0	-71.53981358341842
40000	-3927.6595662340055	-76.96702089055094	-3850.6925453434546	69.78975076948046	1924.2102492305196	280.4482111248798	31.570501081249855	14.114621538056253	0.2784473104198455	0.2106140245896985	0.26854540239841496	0.2423932625920407	7.635744071656124E-4	7.635744071656124E-4	-3850.6925453434546	0.0	-72.34380501354683
41000	-3930.520149571041	-78.67925390287971	-3851.8408956681615	67.12295303942605	1926.877046960574	276.1676837592396	20.80144428242584	18.619324358900386	0.2662812888555631	0.22543198549291074	0.24778157610829812	0.2605051495432276	7.722863333094974E-4	7.722863333094973E-4	-3851.8408956681615	0.0	-74.80323386842333
42000	-3925.380788079173	-76.85550935786168	-3848.525278721311	65.4789318962508	1928.5210681037493	258.30253221682443	39.68986573482301	15.825531605207885	0.27872634790247497	0.20139562031345598	0.2438356655361133	0.2760423662479554	8.545219884215871E-4	8.545219884215872E-4	-3848.525278721311	0.0	-71.07278722364364
43000	-3933.8334909348523	-79.09564146379907	-3854.7378494710533	71.71540130598369	1922.2845986940163	293.3972956530932	20.932582266970375	14.485260317090669	0.29830314106276234	0.20438930006004202	0.2334158426821645	0.2638917161950308	6.909878527182806E-4	6.909878527182809E-4	-3854.7378494710533	0.0	-75.83703574276737
44000	-3926.575576378645	-77.0649819821259	-3849.510594396519	75.70238239287838	1918.2976176071215	298.1308599100572	26.115976087450008	11.579660274557114	0.278293014937245	0.21110764402148943	0.23635584979826765	0.2742434912429975	7.051813785117714E-4	7.051813785117713E-4	-3849.510594396519	0.0	-73.54695189728643
45000	-3931.0048118721143	-82.95590016563233	-3848.0489117064817	84.89514723312854	1909.1048527668715	349.9235839367954	31.883479172052198	16.55098157234484	0.2763746719551718	0.21157660735446138	0.25397858492758374	0.2580701357627827	6.245615779433699E-4	6.245615779433701E-4	-3848.0489117064817	0.0	-78.17010255235209
46000	-3925.2178351989023	-77.7752758928878	-3847.4425593060146	67.42222131204608	1926.577778687954	277.3181570185757	26.3915055317354	19.97135516011603	0.29024712411818004	0.21158445926545916	0.24234274788363777	0.2558256687327225	7.951647975558388E-4	7.951647975558389E-4	-3847.4425593060146	0.0	-72.97078471837463
47000	-3924.5136356388166	-76.40061948903056	-3848.113016149786	77.29547308852835	1916.7045269114717	285.6427996236604	34.761570949475384	17.23983183459331	0.2931737820608968	0.21130090598339346	0.24390810554064904	0.2516172064150603	6.97285059072541E-4	6.972850590725408E-4	-3848.113016149786	0.0	-71.086241214922
48000	-3933.882623605645	-78.0136478464065	-3855.8689757592388	73.95288077092619	1920.0471192290738	294.7672379131863	35.98112372109934	13.849334726344663	0.27913911704775	0.21467415116673122	0.23819787691294902	0.26798885487256935	7.765915130922166E-4	7.765915130922167E-4	-3855.8689757592388	0.0	-72.97096717912777
49000	-3923.531466170168	-78.11690702328445	-3845.4145591468837	70.13598924770804	1923.864010752292	274.1943100293633	17.443936807423537	17.513393219593798	0.2847875250343737	0.20549114465977875	0.2573753889037013	0.2523459414021458	7.433535116163682E-4	7.43353511616368E-4	-3845.4145591468837	0.0	-74.92005620756115
50000	-3933.848230226509	-81.12303817544901	-3852.72519205106	74.1778130135094	1919.8221869864906	313.48394957054404	26.121285895017273	19.00532612919153	0.2785877807375877	0.20483397926110414	0.2622937162418854	0.2542845237594223	7.319013796476403E-4	7.319013796476402E-4	-3852.72519205106	0.0	-76.55807087220802
51000	-3921.158863279083	-75.64288321676442	-3845.5159800623187	72.55400348444864	1921.4459965155513	267.8106203335871	32.50692360340409	17.987939176277745	0.27931178663616785	0.21330622406462676	0.2572265468739497	0.2501554424252553	8.625310876845003E-4	8.625310876845002E-4	-3845.5159800623187	0.0	-70.30055158661753
52000	-3925.073835804354	-72.36108228983522	-3852.7127535145187	66.58003829499718	1927.4199617050028	240.029846861726	18.313289923099035	17.650624522180028	0.2657431317744214	0.212415922162115	0.26790934099545005	0.2539316050680131	9.659816018708086E-4	9.659816018708084E-4	-3852.7127535145187	0.0	-68.78130656903038
53000	-3924.767624024277	-74.31531282372399	-3850.452311200553	60.369870349499465	1933.6301296505005	233.38449857988584	20.423868956420215	24.994708847757245	0.2625693845469082	0.21435892081069227	0.2503317623101061	0.272739932332293	8.825568120207693E-4	8.825568120207697E-4	-3850.452311200553	0.0	-69.66629193352205
54000	-3925.89156738543	-73.72435597476016	-3852.1672114106696	61.450881451772894	1932.5491185482272	229.5874071851824	15.943801109268021	19.64006447939295	0.2739499995850907	0.2132351739794484	0.24081751588058675	0.27199731055487364	8.862765732170783E-4	8.862765732170784E-4	-3852.1672114106696	0.0	-70.34873577960373
55000	-3917.3452086313496	-71.03492805574116	-3846.3102805756084	56.4864325895687	1937.5135674104313	217.77008574809892	20.646859674716374	14.391846630820755	0.28510211541292757	0.2101398774912553	0.25299704649694965	0.25176096059886705	9.277051023377392E-4	9.277051023377393E-4	-3846.3102805756084	0.0	-67.535778649841
56000	-3926.4195619689644	-73.19318448337344	-3853.226377485591	65.64328286522273	1928.3567171347772	246.63709043514814	23.56260659686945	13.890435689390317	0.3074710378598493	0.2010225655436171	0.2407848276924896	0.25072156890404357	8.293131822244281E-4	8.293131822244281E-4	-3853.226377485591	0.0	-69.4740441866042
57000	-3927.610320828326	-75.91427064972008	-3851.696050178606	70.39349482397438	1923.6065051760256	276.17530810772627	23.098710439914996	17.03311957213768	0.31159003926006035	0.1956837903599843	0.24734726348399022	0.24537890689596473	7.445057789105463E-4	7.445057789105465E-4	-3851.696050178606	0.0	-71.93698501791653
58000	-3927.1590754952526	-77.63908845183893	-3849.5199870434135	67.35955395208683	1926.6404460479132	267.40691334206184	42.400171828686446	14.14354323987541	0.2919489726001619	0.20276772572373264	0.24821975453122844	0.25706354714487667	8.556387575666077E-4	8.556387575666075E-4	-3849.5199870434135	0.0	-71.85462487265615
59000	-3923.737160917165	-73.04687482224197	-3850.690286094923	60.03098243452738	1933.9690175654725	234.07653598023757	24.64018592313008	13.806289836104176	0.2815015416341157	0.19380386414124087	0.2601568108119339	0.26453778341270917	9.519319694302386E-4	9.519319694302388E-4	-3850.690286094923	0.0	-69.08448145664306
60000	-3922.086800177149	-73.47247195490858	-3848.6143282222406	63.74407370602323	1930.2559262939767	240.73655455649782	20.504243435468272	16.907299528211798	0.28205594908594334	0.21097701538076757	0.25099444445992164	0.2559725910733672	9.588532449834119E-4	9.588532449834122E-4	-3848.6143282222406	0.0	-69.65788972291281
61000	-3922.795334613476	-73.31165501589115	-3849.483679597585	57.48146340723535	1936.5185365927646	228.9356999026872	27.198504847769957	17.46082647411608	0.2736263522679666	0.21127665430254045	0.2744118777262703	0.2406851157032223	9.272213413728199E-4	9.272213413728198E-4	-3849.483679597585	0.0	-68.54371083063138
62000	-3926.2210414272804	-78.56386477916749	-3847.657176648113	71.85608907795002	1922.14391092205	286.5754772779335	32.54555259783296	20.049247900631155	0.2835845996484807	0.2081924779789995	0.26996091611221573	0.23826200626030367	7.905918951132416E-4	7.905918951132414E-4	-3847.657176648113	0.0	-73.05576853682068
63000	-3928.507592217781	-77.91625743856281	-3850.5913347792184	80.13438798967555	1913.8656120103244	299.02166362217844	35.62420691916289	17.573580515993303	0.27956537748896104	0.22316400413697643	0.2581529971540571	0.23911762122000504	7.264988077942431E-4	7.264988077942431E-4	-3850.5913347792184	0.0	-72.45693581156782
64000	-3929.332266996686	-77.96999671978372	-3851.362270276902	79.27155038513614	1914.7284496148638	307.00442130981605	22.30860955926706	10.995275318132858	0.27586568160506225	0.20118901714770257	0.2643846889340774	0.2585606123131574	6.830621343838233E-4	6.830621343838235E-4	-3851.362270276902	0.0	-75.08373633774778
65000	-3928.965420809689	-79.9896999517175	-3848.9757208579717	72.81638717462474	1921.1836128253753	307.1116925999068	31.443213462314716	20.070664526976778	0.29503128288303576	0.19716675946734905	0.24029201819055004	0.26750993945906476	7.943671624749842E-4	7.943671624749843E-4	-3848.9757208579717	0.0	-74.61340764803253
66000	-3936.9177037205723	-82.6004155901892	-3854.317288130383	78.1451874099056	1915.8548125900943	335.7237957494075	30.921973203022755	21.367205389836727	0.2638402126443931	0.223842416569734	0.24126958252774544	0.27104778825812725	6.670791482554805E-4	6.670791482554804E-4	-3854.317288130383	0.0	-77.28953841835127
67000	-3927.36030933989	-75.43143779461852	-3851.9288715452717	70.62857986100143	1923.3714201389985	273.28092762142796	25.883798184674774	18.52181886074115	0.2890052573148882	0.21152990441883968	0.23811091142084603	0.26135392684542597	7.606613766017895E-4	7.606613766017895E-4	-3851.9288715452717	0.0	-70.88752938263008
68000	-3923.653509922543	-75.66146975941317	-3847.99204016313	72.01732162653721	1921.9826783734627	277.4851298553748	24.23828840941377	15.666537941796209	0.27918057474233154	0.20310647162760806	0.2709168901150251	0.24679606351503505	7.260423612556479E-4	7.260423612556478E-4	-3847.99204016313	0.0	-71.73051413417059
69000	-3927.567836507222	-76.70766585924164	-3850.8601706479803	68.74731687821878	1925.2526831217813	276.2783137803487	22.717315393428375	15.18516123655901	0.2712282604872448	0.2079914581954082	0.2600596719515462	0.2607206093658005	7.022824763081866E-4	7.022824763081868E-4	-3850.8601706479803	0.0	-73.06898609048784
70000	-3922.2285160686292	-73.50952254172053	-3848.718993526909	68.12594457478059	1925.8740554252195	249.8071982043374	23.212676542614727	19.728429676087632	0.2947779638710238	0.21367152508825304	0.2523837219003485	0.23916678914037445	8.533284168806377E-4	8.533284168806379E-4	-3848.718993526909	0.0	-69.06449074490693
71000	-3920.60861074593	-71.83511468893664	-3848.7734960569933	58.36316448041615	1935.6368355195839	221.55398078388916	26.37998752293266	17.18126625990078	0.28872775747371904	0.21730144817726557	0.25099932299326305	0.24297147135575206	9.832484973219826E-4	9.832484973219824E-4	-3848.7734960569933	0.0	-67.15161522763758
72000	-3924.554983491138	-73.04272365480783	-3851.51225983633	57.44713844935086	1936.5528615506491	229.08055250241517	19.333652956361032	14.656169106775945	0.2910502932429349	0.21216054018840214	0.254586983442889	0.24220218312577357	8.973075219641164E-4	8.973075219641165E-4	-3851.51225983633	0.0	-69.7411012644997
73000	-3923.160259617972	-72.9485580892931	-3850.211701528679	63.128409837768025	1930.871590162232	245.23048882973384	24.793162788496655	12.190767454463995	0.2978640459554237	0.1954030082715311	0.24615680552733263	0.2605761402457122	8.557127956908488E-4	8.557127956908489E-4	-3850.211701528679	0.0	-69.30476830074839
74000	-3923.8262281621164	-76.97183008792351	-3846.854398074193	75.92290561926671	1918.0770943807333	282.3471691947461	18.68721950300815	15.43791814099337	0.27891088393866525	0.21785585863594917	0.25158193675863016	0.2516513206667551	7.734030016885926E-4	7.734030016885925E-4	-3846.854398074193	0.0	-73.82750849892861
75000	-3924.359434631332	-75.88760408541731	-3848.4718305459146	68.96690151370005	1925.0330984862999	259.3173344272576	22.225050828846154	23.488735274595633	0.2810644829084615	0.2125803951863001	0.25406806736188225	0.2522870545433559	8.167047515412794E-4	8.167047515412795E-4	-3848.4718305459146	0.0	-71.21484466466642
76000	-3925.7169967325017	-71.3186131043485	-3854.398383628153	66.7181487683511	1927.281851231649	242.76108140164828	21.55488854373939	11.784148513844517	0.2850844566309066	0.2141181741097162	0.24473812013393223	0.2560592491254448	9.255185713164597E-4	9.255185713164599E-4	-3854.398383628153	0.0	-68.12142988259603
77000	-3919.8535612752667	-74.60679390628167	-3845.246767368985	65.93378474576397	1928.066215254236	257.4014006373633	30.033890042073413	15.396467710286458	0.2914602122234066	0.198127697336496	0.2467103208140037	0.2637017696260936	7.939183142655213E-4	7.939183142655213E-4	-3845.246767368985	0.0	-69.92102966743137
78000	-3923.090258727335	-77.71996888956245	-3845.3702898377724	66.87709539903098	1927.122904600969	272.59666334298737	21.764902244383013	16.553372288113888	0.2874133281024344	0.1987172685056803	0.24946608924244154	0.26440331414944357	8.091234014656971E-4	8.091234014656972E-4	-3845.3702898377724	0.0	-73.9264394244788
79000	-3928.9107625666857	-75.99612581270878	-3852.914636753977	64.31903274855216	1929.6809672514478	261.76691595781966	35.58825708007421	14.381108735888622	0.283215209438065	0.19687177954443275	0.27257374193313594	0.24733926908436604	7.243317192178604E-4	7.243317192178604E-4	-3852.914636753977	0.0	-70.93010002587454
80000	-3928.9256154657837	-77.04689859894896	-3851.8787168668346	67.6649486762711	1926.335051323729	273.55969326587945	32.003398665544786	20.64630073495715	0.27283880356351536	0.21638011559419373	0.26881051481085094	0.24197056603143968	8.002447321642794E-4	8.002447321642792E-4	-3851.8787168668346	0.0	-71.50835837588659
81000	-3927.9010454859344	-76.94727244241946	-3850.953773043515	74.02745876147517	1919.9725412385249	287.2770565317454	31.691914724893074	19.878911046037075	0.2621437902957389	0.21193050316686363	0.2695531652080098	0.2563725413293873	6.998968358339361E-4	6.998968358339362E-4	-3850.953773043515	0.0	-71.63845583854632
82000	-3925.1932166791225	-71.48041927112682	-3853.712797407996	64.45155791226557	1929.5484420877344	236.4545743715	24.000540714255113	13.580099636402085	0.2863855667606541	0.1999987110368586	0.2504772682924867	0.2631384539100002	8.772877178823853E-4	8.772877178823852E-4	-3853.712797407996	0.0	-67.69684449672567
83000	-3930.5027651568157	-75.33832907971137	-3855.1644360771043	63.181970490009846	1930.81802950999	255.36605245554446	22.94306816287928	19.432882352441933	0.27484930349523345	0.22755213154568354	0.23949666713050527	0.25810189782857723	8.90652292806792E-4	8.906522928067916E-4	-3855.1644360771043	0.0	-70.9394606740157
84000	-3925.4793687015967	-78.39302202113177	-3847.086346680465	71.59548965975182	1922.4045103402482	287.08216892953055	27.954775163811362	20.065294949875604	0.28109344156687494	0.20236965533417778	0.24771304772793187	0.26882385537101483	7.481270392757386E-4	7.481270392757386E-4	-3847.086346680465	0.0	-73.44136538621989
85000	-3931.302334406327	-80.84144176476326	-3850.460892641564	74.82040513560881	1919.1795948643912	308.81559002762384	37.280443721321156	22.181840061605516	0.27924256736019915	0.20737292355740491	0.2567825021278079	0.2566020069545874	7.52390042605774E-4	7.523900426057741E-4	-3850.460892641564	0.0	-74.67380905410985
86000	-3931.3026801556302	-80.81213446078573	-3850.4905456948445	69.99640868769868	1924.0035913123013	292.52432090272623	45.638235866646205	20.377901570640233	0.2743976960794931	0.22992198729164934	0.24601296036634077	0.2496673562625163	7.186906129895709E-4	7.186906129895707E-4	-3850.4905456948445	0.0	-74.10652284625128
87000	-3925.695198999172	-76.1284604870258	-3849.5667385121465	68.49802997546637	1925.5019700245336	267.24241712613735	31.776119102255603	17.238212139868462	0.26502953344895097	0.21485235805457284	0.27639429633908114	0.24372381215739455	7.781307369299112E-4	7.781307369299113E-4	-3849.5667385121465	0.0	-71.03198469307114
88000	-3929.494439138532	-78.13236637701253	-3851.3620727615194	66.03013971647196	1927.969860283528	267.3751826772495	28.675322323282714	17.26884027100965	0.2629776781675531	0.21975453804502215	0.26451004845753207	0.25275773532989215	8.089437282396792E-4	8.089437282396792E-4	-3851.3620727615194	0.0	-73.35436783883091
